Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number, Amount ,PO Line Description,Supplier Site Postcode,Project Code,Expenditure Type,Supplier Type,Contract Number,Vat Registration Num
,,29/09/2015,Research & development,DG: RDD,LEEDS UNIVERSITY OF,ERS-544484-110582,"44,267.73",HTA Commissioned Research,LS2 9JT,,,PUBLIC,,GB613451470
,,29/09/2015,Research & development,DG: RDD,LEEDS UNIVERSITY OF,ERS-544484-110582,"28,294.71",HTA Researcher Lead,LS2 9JT,,,PUBLIC,,GB613451470
,,29/09/2015,Research & development,DG: RDD,LEEDS UNIVERSITY OF,ERS-544484-110582,"11,103.00",Targeted Capacity Building,LS2 9JT,,,PUBLIC,,GB613451470
,,29/09/2015,Research & development,DG: RDD,LEEDS UNIVERSITY OF,ERS-544484-110582,"45,245.00",Invention for Innovation,LS2 9JT,,,PUBLIC,,GB613451470
,,29/09/2015,Research & development,DG: RDD,LEEDS UNIVERSITY OF,ERS-544484-110582,"113,743.11",HTA Commissioned Research,LS2 9JT,,,PUBLIC,,GB613451470
,,29/09/2015,Research & development,DG: RDD,LEEDS UNIVERSITY OF,ERS-544484-110582,"82,840.05",HS & DR,LS2 9JT,,,PUBLIC,,GB613451470
,,29/09/2015,Research & development,DG: RDD,LEEDS UNIVERSITY OF,ERS-544484-110582,"39,660.00",PROJECTS,LS2 9JT,,,PUBLIC,,GB613451470
,,29/09/2015,Research & development,DG: RDD,LEEDS UNIVERSITY OF,ERS-544484-110582,"56,023.87",HS & DR,LS2 9JT,,,PUBLIC,,GB613451470
,,29/09/2015,Research & development,DG: RDD,LEEDS UNIVERSITY OF,ERS-544484-110582,"83,926.11",EME - ( NETSCC ),LS2 9JT,,,PUBLIC,,GB613451470
,,29/09/2015,Research & development,DG: RDD,LEEDS UNIVERSITY OF,ERS-544484-110582,"34,635.44",Commissioned EME,LS2 9JT,,,PUBLIC,,GB613451470
,,29/09/2015,Research & development,DG: RDD,LEEDS UNIVERSITY OF,ERS-544484-110582,"102,311.13",HTA Researcher Lead,LS2 9JT,,,PUBLIC,,GB613451470
,,29/09/2015,Research & development,DG: RDD,LEEDS UNIVERSITY OF,ERS-544484-110582,"58,965.09",HTA Commissioned Research,LS2 9JT,,,PUBLIC,,GB613451470
,,29/09/2015,Research & development,DG: RDD,LEEDS UNIVERSITY OF,ERS-544484-110582,"87,836.09",HS & DR,LS2 9JT,,,PUBLIC,,GB613451470
,,29/09/2015,Research & development,DG: RDD,LEEDS UNIVERSITY OF,ERS-544484-110582,"72,511.00",HTA Researcher Lead,LS2 9JT,,,PUBLIC,,GB613451470
,,29/09/2015,Research & development,DG: RDD,LEEDS UNIVERSITY OF,ERS-544484-110582,"33,199.93",HTA Commissioned Research,LS2 9JT,,,PUBLIC,,GB613451470
,,29/09/2015,Research & development,DG: RDD,LEEDS UNIVERSITY OF,ERS-544484-110582,"42,949.75",EME - ( NETSCC ),LS2 9JT,,,PUBLIC,,GB613451470
,,29/09/2015,Research & development,DG: RDD,LEEDS UNIVERSITY OF,ERS-544484-110582,"30,630.14",EME - ( NETSCC ),LS2 9JT,,,PUBLIC,,GB613451470
,,29/09/2015,Research & development,DG: RDD,LEEDS UNIVERSITY OF,ERS-544484-110582,"30,830.47",HTA Commissioned Research,LS2 9JT,,,PUBLIC,,GB613451470
,,29/09/2015,Research & development,DG: RDD,LEEDS UNIVERSITY OF,ERS-544484-110582,"105,000.00",HTA - Support for Clinical Trials,LS2 9JT,,,PUBLIC,,GB613451470
,,29/09/2015,Research & development,DG: RDD,LEICESTER UNIVERSITY OF,ERS-544485-110583,"67,437.45",NIHR Public Health Research ( NETSCC ),LE1 7RH,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,LEICESTER UNIVERSITY OF,ERS-544485-110583,"10,400.74",Targeted Capacity Building,LE1 7RH,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,LEICESTER UNIVERSITY OF,ERS-544485-110583,"10,520.42",Targeted Capacity Building,LE1 7RH,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,LEICESTER UNIVERSITY OF,ERS-544485-110583,"255,767.25",Rus - Regional Design Service,LE1 7RH,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,LEICESTER UNIVERSITY OF,ERS-544485-110583,"18,600.00",Targeted Capacity Building,LE1 7RH,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,LEICESTER UNIVERSITY OF,ERS-544485-110583,"126,163.65",HTA Researcher Lead,LE1 7RH,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,LEICESTER UNIVERSITY OF,ERS-544485-110583,"58,689.10",HTA Commissioned Research,LE1 7RH,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,LEICESTER UNIVERSITY OF,ERS-544485-110583,"17,500.00",HTA - Support for Clinical Trials,LE1 7RH,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,LIVERPOOL UNIVERSITY OF,ERS-544487-110585,"30,135.33",HS & DR,L69 3BX,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,LIVERPOOL UNIVERSITY OF,ERS-544487-110585,"48,775.00",Cochrane Review Groupss(CRG),L69 3BX,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,LIVERPOOL UNIVERSITY OF,ERS-544487-110585,"38,293.00",Cochrane Review Groupss(CRG),L69 3BX,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,LIVERPOOL UNIVERSITY OF,ERS-544487-110585,"26,301.00",Cochrane Review Groupss(CRG),L69 3BX,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,LIVERPOOL UNIVERSITY OF,ERS-544487-110585,"32,046.78",Commissioned EME,L69 3BX,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,LIVERPOOL UNIVERSITY OF,ERS-544487-110585,"40,148.55",HS & DR,L69 3BX,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,LIVERPOOL UNIVERSITY OF,ERS-544487-110585,"34,863.90",Cochrane (CRG) Programme Grants,L69 3BX,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,LIVERPOOL UNIVERSITY OF,ERS-544487-110585,"225,916.00",NIHR Health Protection Research Units,L69 3BX,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,LIVERPOOL UNIVERSITY OF,ERS-544487-110585,"213,790.00",NIHR Health Protection Research Units,L69 3BX,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,LIVERPOOL UNIVERSITY OF,ERS-544487-110585,"63,867.30",Commissioned EME,L69 3BX,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,LIVERPOOL UNIVERSITY OF,ERS-544487-110585,"23,344.00",Invention for Innovation,L69 3BX,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,LIVERPOOL UNIVERSITY OF,ERS-544487-110585,"35,558.87",EME - ( NETSCC ),L69 3BX,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,LIVERPOOL UNIVERSITY OF,ERS-544487-110585,"21,161.00",Invention for Innovation,L69 3BX,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,LIVERPOOL UNIVERSITY OF,ERS-544487-110585,"69,799.76",EME - ( NETSCC ),L69 3BX,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,LIVERPOOL UNIVERSITY OF,ERS-544487-110585,"83,694.84",HTA Researcher Lead,L69 3BX,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,LIVERPOOL UNIVERSITY OF,ERS-544487-110585,"95,000.00",HTA - Support for Clinical Trials,L69 3BX,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,LIVERPOOL UNIVERSITY OF,ERS-544487-110585,"216,018.00",TARs,L69 3BX,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-544490-110572,"55,740.15",HS & DR,WC1E 7HT,,,PUBLIC,,GB233756066
,,29/09/2015,Research & development,DG: RDD,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-544490-110572,"39,059.00",Cochrane Review Groupss(CRG),WC1E 7HT,,,PUBLIC,,GB233756066
,,29/09/2015,Research & development,DG: RDD,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-544490-110572,"35,508.00",Cochrane Review Groupss(CRG),WC1E 7HT,,,PUBLIC,,GB233756066
,,29/09/2015,Research & development,DG: RDD,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-544490-110572,"30,153.18",HS & DR,WC1E 7HT,,,PUBLIC,,GB233756066
,,29/09/2015,Research & development,DG: RDD,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-544490-110572,"34,563.18",HTA Researcher Lead,WC1E 7HT,,,PUBLIC,,GB233756066
,,29/09/2015,Research & development,DG: RDD,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-544490-110572,"8,618.61",HTA Commissioned Research,WC1E 7HT,,,PUBLIC,,GB233756066
,,29/09/2015,Research & development,DG: RDD,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-544490-110572,"187,113.00",NIHR Health Protection Research Units,WC1E 7HT,,,PUBLIC,,GB233756066
,,29/09/2015,Research & development,DG: RDD,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-544490-110572,"200,310.00",NIHR Health Protection Research Units,WC1E 7HT,,,PUBLIC,,GB233756066
,,29/09/2015,Research & development,DG: RDD,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-544490-110572,"43,184.79",HS & DR,WC1E 7HT,,,PUBLIC,,GB233756066
,,29/09/2015,Research & development,DG: RDD,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-544490-110572,"59,249.89",NIHR Public Health Research ( NETSCC ),WC1E 7HT,,,PUBLIC,,GB233756066
,,29/09/2015,Research & development,DG: RDD,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-544490-110572,"31,422.19",NIHR Public Health Research ( NETSCC ),WC1E 7HT,,,PUBLIC,,GB233756066
,,29/09/2015,Research & development,DG: RDD,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-544490-110572,"108,780.00",PROJECTS,WC1E 7HT,,,PUBLIC,,GB233756066
,,29/09/2015,Research & development,DG: RDD,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-544490-110572,"43,750.00",HTA - Support for Clinical Trials,WC1E 7HT,,,PUBLIC,,GB233756066
,,29/09/2015,Research & development,DG: RDD,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-544490-110572,"23,980.00",Targeted Capacity Building,WC1E 7HT,,,PUBLIC,,GB233756066
,,29/09/2015,Research & development,DG: RDD,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-544490-110572,"79,688.70",NIHR Public Health Research ( NETSCC ),WC1E 7HT,,,PUBLIC,,GB233756066
,,29/09/2015,Research & development,DG: RDD,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-544490-110572,"183,319.50",HTA Researcher Lead,WC1E 7HT,,,PUBLIC,,GB233756066
,,29/09/2015,Research & development,DG: RDD,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-544490-110572,"62,887.56",HTA Researcher Lead,WC1E 7HT,,,PUBLIC,,GB233756066
,,29/09/2015,Research & development,DG: RDD,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-544490-110572,"65,091.00",PRU,WC1E 7HT,,,PUBLIC,,GB233756066
,,29/09/2015,Research & development,DG: RDD,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-544490-110572,"231,480.00",PRU,WC1E 7HT,,,PUBLIC,,GB233756066
,,29/09/2015,Research & development,DG: RDD,LOUGHBOROUGH UNIVERSITY,ERS-544491-110587,"44,381.00",PROJECTS,LE11 3TU,,,PUBLIC,,GB115079431
,,29/09/2015,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,ERS-544495-110588,"71,667.00",PROJECTS,M13 9PL,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,ERS-544495-110588,"38,293.00",Cochrane Review Groupss(CRG),M13 9PL,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,ERS-544495-110588,"35,508.00",Cochrane Review Groupss(CRG),M13 9PL,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,ERS-544495-110588,"47,525.00",Cochrane Review Groupss(CRG),M13 9PL,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,ERS-544495-110588,"50,850.00",PROJECTS,M13 9PL,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,ERS-544495-110588,"23,762.70",HS & DR,M13 9PL,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,ERS-544495-110588,"26,172.46",Commissioned EME,M13 9PL,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,ERS-544495-110588,"11,076.62",Targeted Capacity Building,M13 9PL,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,ERS-544495-110588,"46,711.00",Invention for Innovation,M13 9PL,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,ERS-544495-110588,"11,076.62",Targeted Capacity Building,M13 9PL,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,ERS-544495-110588,"11,009.50",Targeted Capacity Building,M13 9PL,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,ERS-544495-110588,"10,650.37",Targeted Capacity Building,M13 9PL,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,ERS-544495-110588,"41,356.00",CRF's - Wellcome,M13 9PL,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,ERS-544495-110588,"38,337.47",HTA Researcher Lead,M13 9PL,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,ERS-544495-110588,"38,845.02",EME - ( NETSCC ),M13 9PL,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,ERS-544495-110588,"68,992.80",HTA Commissioned Research,M13 9PL,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,ERS-544495-110588,"24,920.72",HS & DR,M13 9PL,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,ERS-544495-110588,"48,953.00",NIHR Public Health Research ( NETSCC ),M13 9PL,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,ERS-544495-110588,"18,176.78",HS & DR,M13 9PL,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,ERS-544495-110588,"21,167.48",HS & DR,M13 9PL,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,ERS-544495-110588,"38,038.04",HS & DR,M13 9PL,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,ERS-544495-110588,"45,357.96",HS & DR,M13 9PL,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,ERS-544495-110588,"34,967.91",Cochrane (CRG) Programme Grants,M13 9PL,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,ERS-544495-110588,"16,362.70",NIHR Public Health Research ( NETSCC ),M13 9PL,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,ERS-544495-110588,"11,225.87",Targeted Capacity Building,M13 9PL,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,National Institute for Biological Standards and Control,ERS-544501-110631,"55,432.00",CJD ,EN6 3QG,,,PUBLIC,,GB888849726
,,29/09/2015,Research & development,DG: RDD,National Institute for Biological Standards and Control,ERS-544501-110631,"256,293.00",PROJECTS,EN6 3QG,,,PUBLIC,,GB888849726
,,29/09/2015,Research & development,DG: RDD,NEWCASTLE UNIVERSITY,ERS-544502-110590,"28,043.29",NIHR Public Health Research ( NETSCC ),NE1 7RU,,,PUBLIC,,GB499672470
,,29/09/2015,Research & development,DG: RDD,NEWCASTLE UNIVERSITY,ERS-544502-110590,"39,832.34",HTA Commissioned Research,NE1 7RU,,,PUBLIC,,GB499672470
,,29/09/2015,Research & development,DG: RDD,NEWCASTLE UNIVERSITY,ERS-544502-110590,"93,470.49",HS & DR,NE1 7RU,,,PUBLIC,,GB499672470
,,29/09/2015,Research & development,DG: RDD,NEWCASTLE UNIVERSITY,ERS-544502-110590,"85,731.93",HTA Commissioned Research,NE1 7RU,,,PUBLIC,,GB499672470
,,29/09/2015,Research & development,DG: RDD,NEWCASTLE UNIVERSITY,ERS-544502-110590,"40,394.00",Invention for Innovation,NE1 7RU,,,PUBLIC,,GB499672470
,,29/09/2015,Research & development,DG: RDD,NEWCASTLE UNIVERSITY,ERS-544502-110590,"174,264.00",NIHR Health Protection Research Units,NE1 7RU,,,PUBLIC,,GB499672470
,,29/09/2015,Research & development,DG: RDD,NEWCASTLE UNIVERSITY,ERS-544502-110590,"47,471.46",HTA Researcher Lead,NE1 7RU,,,PUBLIC,,GB499672470
,,29/09/2015,Research & development,DG: RDD,NEWCASTLE UNIVERSITY,ERS-544502-110590,"25,190.73",HTA Researcher Lead,NE1 7RU,,,PUBLIC,,GB499672470
,,29/09/2015,Research & development,DG: RDD,NEWCASTLE UNIVERSITY,ERS-544502-110590,"6,602.00",NIHR Collaboration Group-Genetics in Healthcare,NE1 7RU,,,PUBLIC,,GB499672470
,,29/09/2015,Research & development,DG: RDD,NEWCASTLE UNIVERSITY,ERS-544502-110590,"11,471.46",NIHR Public Health Research ( NETSCC ),NE1 7RU,,,PUBLIC,,GB499672470
,,29/09/2015,Research & development,DG: RDD,NEWCASTLE UNIVERSITY,ERS-544502-110590,"30,641.76",EME - ( NETSCC ),NE1 7RU,,,PUBLIC,,GB499672470
,,29/09/2015,Research & development,DG: RDD,NEWCASTLE UNIVERSITY,ERS-544502-110590,"74,085.00",HTA Commissioned Research,NE1 7RU,,,PUBLIC,,GB499672470
,,29/09/2015,Research & development,DG: RDD,NEWCASTLE UNIVERSITY,ERS-544502-110590,"40,061.57",HTA Researcher Lead,NE1 7RU,,,PUBLIC,,GB499672470
,,29/09/2015,Research & development,DG: RDD,NEWCASTLE UNIVERSITY,ERS-544502-110590,"78,750.00",HTA - Support for Clinical Trials,NE1 7RU,,,PUBLIC,,GB499672470
,,29/09/2015,Research & development,DG: RDD,NEWCASTLE UNIVERSITY,ERS-544502-110590,"114,483.45",HTA Researcher Lead,NE1 7RU,,,PUBLIC,,GB499672470
,,29/09/2015,Research & development,DG: RDD,NEWCASTLE UNIVERSITY,ERS-544502-110590,"246,726.25",Rus - Regional Design Service,NE1 7RU,,,PUBLIC,,GB499672470
,,29/09/2015,Research & development,DG: RDD,NEWCASTLE UNIVERSITY,ERS-544502-110590,"114,015.16",HTA Commissioned Research,NE1 7RU,,,PUBLIC,,GB499672470
,,29/09/2015,Research & development,DG: RDD,NORTHUMBRIA AT NEWCASTLE UNIVERSITY OF,ERS-544521-110591,"44,609.01",NIHR Public Health Research ( NETSCC ),NE1 8ST,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY OF,ERS-544525-110592,"10,769.00",Targeted Capacity Building,NG7 2RD,,,PUBLIC,,GB690391225
,,29/09/2015,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY OF,ERS-544525-110592,"36,451.26",HTA Commissioned Research,NG7 2RD,,,PUBLIC,,GB690391225
,,29/09/2015,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY OF,ERS-544525-110592,"65,643.75",HTA Commissioned Research,NG7 2RD,,,PUBLIC,,GB690391225
,,29/09/2015,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY OF,ERS-544525-110592,"71,043.63",HTA Commissioned Research,NG7 2RD,,,PUBLIC,,GB690391225
,,29/09/2015,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY OF,ERS-544525-110592,"20,310.00",PROJECTS,NG7 2RD,,,PUBLIC,,GB690391225
,,29/09/2015,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY OF,ERS-544525-110592,"35,508.00",Cochrane Review Groupss(CRG),NG7 2RD,,,PUBLIC,,GB690391225
,,29/09/2015,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY OF,ERS-544525-110592,"41,934.00",Cochrane Review Groupss(CRG),NG7 2RD,,,PUBLIC,,GB690391225
,,29/09/2015,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY OF,ERS-544525-110592,"55,184.00",PROJECTS,NG7 2RD,,,PUBLIC,,GB690391225
,,29/09/2015,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY OF,ERS-544525-110592,"24,111.00",Invention for Innovation,NG7 2RD,,,PUBLIC,,GB690391225
,,29/09/2015,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY OF,ERS-544525-110592,"86,250.00",HTA - Support for Clinical Trials,NG7 2RD,,,PUBLIC,,GB690391225
,,29/09/2015,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY OF,ERS-544525-110592,"88,621.92",HTA Researcher Lead,NG7 2RD,,,PUBLIC,,GB690391225
,,29/09/2015,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY OF,ERS-544525-110592,"119,371.56",HTA Researcher Lead,NG7 2RD,,,PUBLIC,,GB690391225
,,29/09/2015,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY OF,ERS-544525-110592,"141,209.19",HTA Researcher Lead,NG7 2RD,,,PUBLIC,,GB690391225
,,29/09/2015,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY OF,ERS-544525-110592,"40,271.55",HTA Commissioned Research,NG7 2RD,,,PUBLIC,,GB690391225
,,29/09/2015,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY OF,ERS-544525-110592,"135,150.87",HTA Commissioned Research,NG7 2RD,,,PUBLIC,,GB690391225
,,29/09/2015,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY OF,ERS-544525-110592,"74,110.56",HTA Commissioned Research,NG7 2RD,,,PUBLIC,,GB690391225
,,29/09/2015,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY OF,ERS-544525-110592,"55,889.00",PROJECTS,NG7 2RD,,,PUBLIC,,GB690391225
,,29/09/2015,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY OF,ERS-544525-110592,"54,650.01",HTA Researcher Lead,NG7 2RD,,,PUBLIC,,GB690391225
,,29/09/2015,Research & development,DG: RDD,OPEN UNIVERSITY,ERS-544527-110593,"35,621.10",HS & DR,MK7 6BT,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-544529-110594,"116,137.95",HS & DR,OX1 2XN,,,PUBLIC,,GB195275334
,,29/09/2015,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-544529-110594,"11,079.00",Targeted Capacity Building,OX1 2XN,,,PUBLIC,,GB195275334
,,29/09/2015,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-544529-110594,"73,889.73",HTA Commissioned Research,OX1 2XN,,,PUBLIC,,GB195275334
,,29/09/2015,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-544529-110594,"63,526.20",EME - ( NETSCC ),OX1 2XN,,,PUBLIC,,GB195275334
,,29/09/2015,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-544529-110594,"78,348.81",HTA Commissioned Research,OX1 2XN,,,PUBLIC,,GB195275334
,,29/09/2015,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-544529-110594,"98,251.65",HTA Researcher Lead,OX1 2XN,,,PUBLIC,,GB195275334
,,29/09/2015,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-544529-110594,"92,815.53",Commissioned EME,OX1 2XN,,,PUBLIC,,GB195275334
,,29/09/2015,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-544529-110594,"10,369.05",Targeted Capacity Building,OX1 2XN,,,PUBLIC,,GB195275334
,,29/09/2015,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-544529-110594,"3,630.00",Invention for Innovation,OX1 2XN,,,PUBLIC,,GB195275334
,,29/09/2015,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-544529-110594,"27,461.34",HS & DR,OX1 2XN,,,PUBLIC,,GB195275334
,,29/09/2015,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-544529-110594,"32,788.00",Cochrane Review Groupss(CRG),OX1 2XN,,,PUBLIC,,GB195275334
,,29/09/2015,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-544529-110594,"32,788.00",Cochrane Review Groupss(CRG),OX1 2XN,,,PUBLIC,,GB195275334
,,29/09/2015,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-544529-110594,"35,508.00",Cochrane Review Groupss(CRG),OX1 2XN,,,PUBLIC,,GB195275334
,,29/09/2015,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-544529-110594,"32,788.00",Cochrane Review Groupss(CRG),OX1 2XN,,,PUBLIC,,GB195275334
,,29/09/2015,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-544529-110594,"24,968.10",HS & DR,OX1 2XN,,,PUBLIC,,GB195275334
,,29/09/2015,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-544529-110594,"92,796.36",HTA Researcher Lead,OX1 2XN,,,PUBLIC,,GB195275334
,,29/09/2015,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-544529-110594,"46,000.00",PROJECTS,OX1 2XN,,,PUBLIC,,GB195275334
,,29/09/2015,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-544529-110594,"3,159.00",Integrated Academic Training,OX1 2XN,,,PUBLIC,,GB195275334
,,29/09/2015,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-544529-110594,"16,678.40",EME - ( NETSCC ),OX1 2XN,,,PUBLIC,,GB195275334
,,29/09/2015,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-544529-110594,"12,039.75",Targeted Capacity Building,OX1 2XN,,,PUBLIC,,GB195275334
,,29/09/2015,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-544529-110594,"43,221.64",Commissioned EME,OX1 2XN,,,PUBLIC,,GB195275334
,,29/09/2015,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-544529-110594,"51,245.00",Cancer - Prostate,OX1 2XN,,,PUBLIC,,GB195275334
,,29/09/2015,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-544529-110594,"23,920.60",HTA Researcher Lead,OX1 2XN,,,PUBLIC,,GB195275334
,,29/09/2015,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-544529-110594,"104,506.25",HTA Researcher Lead,OX1 2XN,,,PUBLIC,,GB195275334
,,29/09/2015,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-544529-110594,"337,361.00",PRU,OX1 2XN,,,PUBLIC,,GB195275334
