Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,,
HMRC,HMRC,15/12/2015,Data storage service,Information Management Services,FUJITSU SERVICES LTD,5100073030,"£204,022.00",Fujitsu Nov-15 invoice for S04.811 VME ex IR storage charge,W1U 3BW,,,,,,
HMRC,HMRC,15/12/2015,Sys Software Maint,Information Management Services,FUJITSU SERVICES LTD,5100073030,"£255,523.90",Fujitsu November charge for S02.11 Iclipse,W1U 3BW,,,,,,
HMRC,HMRC,15/12/2015,Bus. Form Printing,PT Director,FUJITSU SERVICES LTD,5100073030,"£302,513.23",S07 Laser printing costs.  Limit Order approved by Ruth Owen and follows Ex-com decision to move all HMRC Output Management costs into PT Director,W1U 3BW,,,,,,
HMRC,HMRC,15/12/2015,Disaster recovery,Information Management Services,FUJITSU SERVICES LTD,5100073030,"£374,925.18",Fujitsu August-15 Invoice Charges for S11 Business Continuity and Disaster Recovery,W1U 3BW,,,,,,
HMRC,HMRC,15/12/2015,Maintenance fees,Information Management Services,FUJITSU SERVICES LTD,5100073030,"£430,810.86",Fujitsu Nov-15 invoice for FAST-DA hosting services,W1U 3BW,,,,,,
HMRC,HMRC,15/12/2015,Maintenance fees,Information Management Services,FUJITSU SERVICES LTD,5100073030,"£504,420.11",Fujitsu Nov-15 invoice for FAST-P hosting services,W1U 3BW,,,,,,
HMRC,HMRC,15/12/2015,Management Agreement,Information Management Services,FUJITSU SERVICES LTD,5100073030,"£545,890.49",CapGemini November 15 invoice Charge for Management of Agreement,W1U 3BW,,,,,,
HMRC,HMRC,15/12/2015,Data storage service,Information Management Services,FUJITSU SERVICES LTD,5100073030,"£866,318.23",Fujitsu Nov-15 invoice for S04.809 MVS,W1U 3BW,,,,,,
HMRC,HMRC,15/12/2015,Data storage service,Information Management Services,FUJITSU SERVICES LTD,5100073030,"£942,368.51",Fujitsu Nov-15 invoice for S04.812 VME ex C&E CPU hours charge,W1U 3BW,,,,,,
HMRC,HMRC,15/12/2015,Bus. Form Printing,PT Director,FUJITSU SERVICES LTD,5100073030,"£1,219,065.92",S07 Laser printing costs.  Limit Order approved by Ruth Owen and follows Ex-com decision to move all HMRC Output Management costs into PT Director,W1U 3BW,,,,,,
HMRC,HMRC,15/12/2015,Data storage service,Information Management Services,FUJITSU SERVICES LTD,5100073030,"£1,341,432.20",Fujitsu Nov-15 invoice for S04.810 VME ex IR CPU hours charge,W1U 3BW,,,,,,
HMRC,HMRC,15/12/2015,Bus. Form Printing,PT Director,FUJITSU SERVICES LTD,5100073030,"£1,574,939.50",S07 Laser printing costs.  Limit Order approved by Ruth Owen and follows Ex-com decision to move all HMRC Output Management costs into PT Director,W1U 3BW,,,,,,
HMRC,HMRC,15/12/2015,Data storage service,Information Management Services,FUJITSU SERVICES LTD,5100073030,"£1,759,163.78",Fujitsu Nov-15 invoice for S04.801 HMRC storage & backup,W1U 3BW,,,,,,
HMRC,HMRC,15/12/2015,Data storage service,Information Management Services,FUJITSU SERVICES LTD,5100073030,"£1,975,023.72",Fujitsu Nov-15 invoice for S04.802 HMRC software,W1U 3BW,,,,,,
HMRC,HMRC,15/12/2015,Data storage service,Information Management Services,FUJITSU SERVICES LTD,5100073030,"£2,198,793.00",Fujitsu Nov-15 invoice for S04.807 Customer Specific Charges HMRC,W1U 3BW,,,,,,
HMRC,HMRC,15/12/2015,Data storage service,Information Management Services,FUJITSU SERVICES LTD,5100073030,"£4,631,362.01",Fujitsu Nov-15 invoice for S04.800 HMRC servers & payloads,W1U 3BW,,,,,,
HMRC,HMRC,15/12/2015,Fst Strm Traing Cost,Civil Service Resourcing,CAPITA BUSINESS SERVICES LTD,5100073053,"£67,435.20",Fast Stream training costs for obtaining the Postgraduate Certificate in Management ,DL1 9HN,,,,,,
HMRC,HMRC,15/12/2015,Data output prod,Information Management Services,CAPGEMINI,5100073056,"£21,739,483.87",Cap Gemini November 2015 invoice charges for non P2P items mainly project development,TF3 3BD,,,,,,
HMRC,HMRC,15/12/2015,Storage (non enfmnt),Estates & Support Services,DERWENT FACILITIES MANAGEMENT LTD,5100073105,"£25,342.40",Monthy charge for facilities management,HG3 1UF,,,,,,
HMRC,HMRC,15/12/2015,Storage (non enfmnt),Estates & Support Services,DERWENT FACILITIES MANAGEMENT LTD,5100073105,"£28,577.61",Monthy charge for facilities management,HG3 1UF,,,,,,
HMRC,HMRC,16/12/2015,Fleet mgmt services,Criminal Investigations,INCHCAPE FLEET SOLUTIONS,5100072792,"£11,807.97",Vehicle Fleet Services,P06 4RP,,,,,,
HMRC,HMRC,16/12/2015,Vehicle servicing ma,Criminal Investigations,INCHCAPE FLEET SOLUTIONS,5100072792,"£22,225.05",Vehicle Fleet Services,P06 4RP,,,,,,
HMRC,HMRC,16/12/2015,Vehicle repairs,Criminal Investigations,INCHCAPE FLEET SOLUTIONS,5100072792,"£33,200.58",Vehicle Fleet Services,P06 4RP,,,,,,
HMRC,HMRC,16/12/2015,Vehicle leasing,Criminal Investigations,INCHCAPE FLEET SOLUTIONS,5100072792,"£40,286.68",Vehicle Fleet Services,P06 4RP,,,,,,
HMRC,HMRC,16/12/2015,Vehicle servicing ma,Criminal Investigations,INCHCAPE FLEET SOLUTIONS,5100072792,"£103,563.71",Vehicle Fleet Services,P06 4RP,,,,,,
HMRC,HMRC,16/12/2015,Rent,Estates & Support Services,TELFORD PLAZA UK LTD,5100073176,"£28,674.10",Quarterly rent payment payable to the landlord,W8 5UA,,,,,,
HMRC,HMRC,16/12/2015,Software coding,Information Management Services,WSO2 (UK) LTD,5100073223,"£14,210.40",Open Source Messaging Capability Licences,PO19 1ES,,,,,,
HMRC,HMRC,16/12/2015,Software coding,Information Management Services,WSO2 (UK) LTD,5100073223,"£41,580.00",Open Source Messaging Capability Licences,PO19 1ES,,,,,,
HMRC,HMRC,16/12/2015,Software coding,Information Management Services,WSO2 (UK) LTD,5100073223,"£81,891.60",Open Source Messaging Capability Licences,PO19 1ES,,,,,,
HMRC,HMRC,16/12/2015,Hardware maintenance,Information Management Services,SKYSCAPE CLOUD SERVICES LTD,5100073234,"£71,284.34",Skyscape Nov 15 Invoice charges for Data Storage,SN13 0RP,,,,,,
HMRC,HMRC,16/12/2015,Storage (non enfmnt),Benefits & Credits Delivery,IRON MOUNTAIN (UK) LTD,5100073255,"£26,939.71",Secure storage of Tax Credit Claims/Papers,EH54 7DF,,,,,,
HMRC,HMRC,16/12/2015,Govt dept services,Benefits & Credits Delivery,NATIONAL SAVINGS & INVESTMENTS,5100073268,"£942,010.00",HMRC procured NS&I as partners for the Tax Free Childcare Programme and payment is for work that has been carried out,SW1V 2QX,,,,,,
HMRC,HMRC,16/12/2015,Software coding,Information Management Services,BAIN & COMPANCY INC UNITED KINGDOM,5100073277,"£765,600.00",Charges for IT Specialists,WC2N 5RW,,,,,,
HMRC,HMRC,16/12/2015,Recruitment services,Civil Service Resourcing,SPECIALIST COMPUTER CTR,5100073278,"£72,401.05",Specialist Computer Centre (SCC) is the main IT contractor for the Civil Service Fast Stream intake. Invoice covers monthly support and maintenance for November 2015,B11 2LE,,,,,,
HMRC,HMRC,16/12/2015,OHS,HR,RIGHT CORECARE,5100073307,"£27,410.22",Outsourced contract for Welfare and help-line services,PO15 7AL,,,,,,
HMRC,HMRC,16/12/2015,OHS,HR,RIGHT CORECARE,5100073365,"£30,289.36",Outsourced contract for Welfare and help-line services,PO15 7AL,,,,,,
HMRC,HMRC,16/12/2015,Storage (non enfmnt),Benefits & Credits Delivery,IRON MOUNTAIN (UK) LTD,5100073384,"£26,156.48",Secure storage of Tax Credit Claims/Papers,EH54 7DF,,,,,,
HMRC,HMRC,16/12/2015,Storage (non enfmnt),Benefits & Credits Delivery,IRON MOUNTAIN (UK) LTD,5100073385,"£37,467.70",Secure storage of Tax Credit Claims/Papers,EH54 7DF,,,,,,
HMRC,HMRC,16/12/2015,Gov Bank Serv Charge,Corporate Finance,RBS - NATWEST,5100073391,"£240,560.34",Monthly bank charges for tax credits and Child Benefit payments by Post Office card account (POca).,EC2M 4RB,,,,,,
HMRC,HMRC,16/12/2015,Software coding,Information Management Services,BAIN & COMPANCY INC UNITED KINGDOM,5100073413,"£1,020,000.00",Charges for IT Specialists,WC2N 5RW,,,,,,
HMRC,HMRC,16/12/2015,Haulage Seized Goods,Criminal Investigations,TNT UK LTD,5100073421,"£91,402.37",Courier Services,BL8 9AR,,,,,,
HMRC,HMRC,16/12/2015,Min AW non-struc VAT,BT Corporate Centre,MAPELEY STEPS CONTRACTOR LTD,5100073425,"£55,373.08",Final charge for refit work in JITSIC offices 8th Floor Dorset House.,WD17 1HN,,,,,,
HMRC,HMRC,16/12/2015,Diesel fuel,Criminal Investigations,ALLSTAR BUSINESS SOLUTIONS LTD,5100073443,"£46,925.26",Vehicle Fleet Services,SN5 6PS,,,,,,
HMRC,HMRC,17/12/2015,Storage (non enfmnt),Benefits & Credits Delivery,IRON MOUNTAIN (UK) LTD,5100073383,"£31,762.22",Secure storage of Tax Credit Claims/Papers,EH54 7DF,,,,,,
HMRC,HMRC,18/12/2015,Network Voice Serv,Information Management Services,Vodafone Limited,5100064693,"-£139,073.51",Vodafone credit for backdated reduction to mobile tariffs - Communication Services (Jan to Mar '15),RG14 5FF,,,,,,
HMRC,HMRC,18/12/2015,Network Voice Serv,Information Management Services,Vodafone Limited,5100064693,"-£63,416.20",Vodafone credit for backdated reduction to mobile tariffs - Communication Services (Jan to Mar '15),RG14 5FF,,,,,,
HMRC,HMRC,18/12/2015,Network Voice Serv,Information Management Services,Vodafone Limited,5100064693,"-£49,141.44",Vodafone credit for backdated reduction to mobile tariffs - Communication Services (Jan to Mar '15),RG14 5FF,,,,,,
HMRC,HMRC,18/12/2015,Network Voice Serv,Information Management Services,Vodafone Limited,5100064693,"-£46,654.31",Vodafone credit for backdated reduction to mobile tariffs - Communication Services (Jan to Mar '15),RG14 5FF,,,,,,
HMRC,HMRC,18/12/2015,Phones - mobiles,Information Management Services,Vodafone Limited,5100072073,"£10,620.00",Vodafone October-15 invoice charges for Communication Services (Equipment - Leaps Project),RG14 5FF,,,,,,
HMRC,HMRC,18/12/2015,Network Voice Serv,Information Management Services,Vodafone Limited,5100072073,"£37,428.00",Vodafone October-15 invoice charges for Communication Services (Equipment),RG14 5FF,,,,,,
HMRC,HMRC,18/12/2015,Phones - mobiles,Information Management Services,Vodafone Limited,5100072073,"£233,505.86",Vodafone October-15 invoice charges for Communication Services (Equipment - Leaps Project),RG14 5FF,,,,,,
HMRC,HMRC,18/12/2015,Govt dept services,S&ID,Ministry of Defence,5100073589,"£27,728.08",Service providing security vetting/compliance checking.,L2 3YL,,,,,,
HMRC,HMRC,18/12/2015,Min AW non-struc VAT,S&ID,MAPELEY STEPS CONTRACTOR LTD,5100073605,"£122,370.43",Shipley CSCC Accomodation refurb.,WD17 1HN,,,,,,
HMRC,HMRC,18/12/2015,Min AW non-struc VAT,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100073610,"£219,856.32",Essential work at Saxon House Leicester,WD17 1HN,,,,,,
HMRC,HMRC,18/12/2015,Min AW non-struc VAT,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100073613,"£252,150.18",Essential work at Durrington Bridge House Worthing,WD17 1HN,,,,,,
HMRC,HMRC,18/12/2015,Network Voice Serv,Information Management Services,Vodafone Limited,5100073630,"£73,361.89",Vodafone November-15 invoice charges for Communication Services (Blackberry),RG14 5FF,,,,,,
HMRC,HMRC,18/12/2015,IT consultancy,Information Management Services,OPEN CREDO LTD,5100073652,"£130,500.00",Delivery of architecture blueprints that underpin the HMRC IT strategy,SE1 0NZ,,,,,,
HMRC,HMRC,18/12/2015,Data input or prep,Information Management Services,EDM GROUP LTD,5100073667,£836.64,EDM October 15 charges for Digitisation of White Mail - Scanning Services,EC4N 1SP,,,,,,
HMRC,HMRC,18/12/2015,Data input or prep,Information Management Services,EDM GROUP LTD,5100073667,"£3,852.00",EDM October 15 charges for Digitisation of White Mail - Scanning Services,EC4N 1SP,,,,,,
HMRC,HMRC,18/12/2015,Data input or prep,Information Management Services,EDM GROUP LTD,5100073667,"£8,637.12",EDM October 15 charges for Digitisation of White Mail - Scanning Services,EC4N 1SP,,,,,,
HMRC,HMRC,18/12/2015,Data input or prep,Information Management Services,EDM GROUP LTD,5100073667,"£74,305.63",EDM October 15 charges for Digitisation of White Mail - Scanning Services,EC4N 1SP,,,,,,
HMRC,HMRC,18/12/2015,Software coding,Information Management Services,LIFECYCLE SOURCING LTD,5100073668,"£520,350.00",Charges for IT Specialists,CF23 8AA,,,,,,
HMRC,HMRC,18/12/2015,Software coding,Information Management Services,LIFECYCLE SOURCING LTD,5100073669,"£468,000.00",Charges for IT Specialists,CF23 8AA,,,,,,
HMRC,HMRC,18/12/2015,Software coding,Information Management Services,LIFECYCLE SOURCING LTD,5100073670,"£30,000.00",Charges for IT Specialists,CF23 8AA,,,,,,
HMRC,HMRC,18/12/2015,Min AW non-struc VAT,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100073688,"£40,931.50",Essential work at Albert Bridge House Manchester,WD17 1HN,,,,,,
HMRC,HMRC,18/12/2015,Min AW non-struc VAT,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100073689,"£38,199.73",Essential work at George Stephenson House Stockton,WD17 1HN,,,,,,
HMRC,HMRC,18/12/2015,Min AW non-struc VAT,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100073690,"£120,532.20",Essential work at Custom House Hull,WD17 1HN,,,,,,
HMRC,HMRC,18/12/2015,STEPS FUP,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100073693,"£16,247.42",Monthly charge for fully serviced accommodation across the UK under the Mapeley STEPS Private Finance Initiative contract,WD17 1HN,,,,,,
HMRC,HMRC,18/12/2015,STEPS FUP,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100073693,"£34,525.79",Monthly charge for fully serviced accommodation across the UK under the Mapeley STEPS Private Finance Initiative contract,WD17 1HN,,,,,,
HMRC,HMRC,18/12/2015,Min AW non-struc VAT,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100073708,"£73,638.61",Essential work at Sapphire Plaza Reading,WD17 1HN,,,,,,
HMRC,HMRC,18/12/2015,Min AW non-struc VAT,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100073709,"£39,514.62",Essential work at Cambridge House Watford,WD17 1HN,,,,,,
HMRC,HMRC,21/12/2015,Network Voice Serv,Information Management Services,Vodafone Limited,5100073717,"£49,110.00",Vodafone November-15 invoice charges for Communication Services (Equipment),RG14 5FF,,,,,,
HMRC,HMRC,21/12/2015,Phones - mobiles,Information Management Services,Vodafone Limited,5100073717,"£491,712.00",Vodafone equipment charge - combined purchase price of bulk Blackberry Classics order,RG14 5FF,,,,,,
HMRC,HMRC,21/12/2015,IT consultancy,Information Management Services,OPEN CREDO LTD,5100073762,"£246,412.03",Specialist Support to develop HMRCs Cloud Ecosystem platform,SE1 0NZ,,,,,,
HMRC,HMRC,21/12/2015,Recruitment services,Civil Service Resourcing,CAPITA BUSINESS SERVICES LTD,5100073780,"£200,713.64",Costs relating to the 2015 Operational Delivery Apprenticeship Scheme Recruitment process. Costs cover the likes of Verbal & Numerical Reasoning Tests Campaign Management & Delivery and Microsite update,DL1 9HN,,,,,,
HMRC,HMRC,21/12/2015,Recruitment services,Civil Service Resourcing,CAPITA BUSINESS SERVICES LTD,5100073783,"£633,446.60",Costs relating to the 2015 Fast Track Apprenticeship Scheme Recruitment process. Costs cover the likes of Verbal & Numerical Reasoning Tests Campaign Management & Delivery Online Assessment Tests IT Tests and Assessment Centre Management.,DL1 9HN,,,,,,
HMRC,HMRC,21/12/2015,Legal Service Sol's,Solicitors Office,FUJITSU SERVICES LTD,5100073787,"£48,466.24",Scanning and document management services connected to a legal case,WA3 9BD,,,,,,
HMRC,HMRC,21/12/2015,Legal Service Sol's,Solicitors Office,FUJITSU SERVICES LTD,5100073788,"£82,885.17",Scanning and document management services connected to a legal case,WA3 9BD,,,,,,
HMRC,HMRC,21/12/2015,Debt coll serv (DEL),Debt Management & Banking,INTEGRATED DEBT SERVICES LTD,5100073838,"£375,378.54",Debt Collection Services,BD1 5LL,,,,,,
HMRC,HMRC,21/12/2015,Gov Bank Serv Charge,Corporate Finance,RBS - NATWEST,5100073850,"£39,123.81",Monthly bank charges for tax credits and Child Benefit payments by Post Office card account (POca).,EC2M 4RB,,,,,,
HMRC,HMRC,21/12/2015,Gov Bank Serv Charge,Corporate Finance,RBS - NATWEST,5100073854,"£86,313.03",Monthly bank charges for tax credits and Child Benefit payments by Post Office card account (POca).,EC2M 4RB,,,,,,
HMRC,HMRC,21/12/2015,STEPS FUP,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100074089,"£4,426,013.52",Monthly charge for fully serviced accommodation across the UK under the Mapeley STEPS Private Finance Initiative contract,WD17 1HN,,,,,,
HMRC,HMRC,21/12/2015,STEPS FUP,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100074089,"£9,405,278.73",Monthly charge for fully serviced accommodation across the UK under the Mapeley STEPS Private Finance Initiative contract,WD17 1HN,,,,,,
HMRC,HMRC,21/12/2015,STEPS FUP,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100074090,"-£173,872.95",Monthly charge for fully serviced accommodation across the UK under the Mapeley STEPS Private Finance Initiative contract,WD17 1HN,,,,,,
HMRC,HMRC,21/12/2015,STEPS FUP,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100074090,"-£81,822.58",Monthly charge for fully serviced accommodation across the UK under the Mapeley STEPS Private Finance Initiative contract,WD17 1HN,,,,,,
HMRC,HMRC,21/12/2015,Debt coll serv (DEL),Debt Management & Banking,INTEGRATED DEBT SERVICES LTD,5100074091,"£829,306.49",Debt Collection Services,BD1 5LL,,,,,,
HMRC,HMRC,22/12/2015,Training Costs,HMRC,CAPITA BUSINESS SERVICES LTD,1900366625,"£198,049.19",Employee Training,DL1 9HN,,,,,,x
HMRC,HMRC,22/12/2015,Legal Service Sol's,Solicitors Office,THE SCOTLAND OFFICE,5100074100,"£74,823.00",Costs incurred by OSAG (Office for the Solicitor to the Advocate General) for HMRC cases.,EH3 7HW,,,,,,
HMRC,HMRC,22/12/2015,Crown Sol's Off NI,Debt Management & Banking,CROWN SOLICITORS OFFICE,5100074757,"£35,924.00",High Court costs,BT1 3JY,,,,,,
HMRC,HMRC,22/12/2015,Crown Sol's Off NI,Debt Management & Banking,CROWN SOLICITORS OFFICE,5100074759,"£28,810.80",High Court costs,BT1 3JY,,,,,,
HMRC,HMRC,22/12/2015,Min AW non-struc VAT,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100074767,"£27,390.46",Essential work at St Marys House Preston,WD17 1HN,,,,,,
HMRC,HMRC,22/12/2015,Min AW non-struc VAT,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100074770,"£37,811.73",Essential work at Greyfield House Edinburgh,WD17 1HN,,,,,,
HMRC,HMRC,22/12/2015,Min AW non-struc VAT,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100074774,"£51,667.20",Essential work at Ruby House Aberdeen,WD17 1HN,,,,,,
HMRC,HMRC,22/12/2015,OGD costs,Estates & Support Services,CAPITA SYMONDS LTD,5100074820,"£4,375.76",MOTO Costs,EC2V 7NQ,,,,,,
HMRC,HMRC,22/12/2015,OGD costs,Estates & Support Services,CAPITA SYMONDS LTD,5100074820,"£128,222.89",MOTO Costs,EC2V 7NQ,,,,,,
HMRC,HMRC,22/12/2015,OGD costs,Estates & Support Services,HM LAND REGISTRY,5100074824,"£39,629.95",MOTO Costs,CR0 2AQ,,,,,,
HMRC,HMRC,22/12/2015,Business Rates,Estates & Support Services,BOROUGH OF TELFORD & WREKIN,5100074825,"£29,892.50",Business Rates,TF3 4LP,,,,,,
HMRC,HMRC,22/12/2015,IT consultancy,Digital,CAPITA BUSINESS SERVICES LTD,5100074844,"£28,050.30",Digital Delivery Centre Newcastle October Invoice - Scrum 3 Employment Related Securities Project,DL1 9HN,,,,,,
HMRC,HMRC,22/12/2015,Employee education,HR,CAPITA BUSINESS SERVICES LTD,5100074902,"£63,000.00",November costs for external training consultants,DL1 9HN,,,,,,
HMRC,HMRC,22/12/2015,Software coding,Information Management Services,COMPUTER ASSOCIATES UK LTD,5100074916,"£26,591.36",Charges for IT Specialists,SL3 9LL,,,,,,
HMRC,HMRC,22/12/2015,Research (VAT rec),Knowledge Analysis & Intelligence,TNS - BMRB,5100074925,"£345,238.80",A survey of customers’ experience of dealing with HMRC.,W5 1UA,,,,,,
HMRC,HMRC,22/12/2015,Disposal Seized Gds,Specialist Investigations (SI),ENVA NORTHERN IRELAND LTD,5100074983,"£144,000.00",Disposal of Seized Goods,BT24 8LS,,,,,,
HMRC,HMRC,22/12/2015,Min AW non-struc VAT,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100075003,"£39,358.77",Essential work at Wingfield House Portsmouth,WD17 1HN,,,,,,
HMRC,HMRC,22/12/2015,Min AW non-struc VAT,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100075016,"£40,600.32",Essential work at Alexander House Southend,WD17 1HN,,,,,,
HMRC,HMRC,22/12/2015,Rent,Estates & Support Services,BUY AS YOU VIEW LTD,5100075027,"£38,425.80",Monthly rent payment payable to the Landlord,CF31 3RY,,,,,,
HMRC,HMRC,22/12/2015,Fst Strm Traing Cost,Civil Service Resourcing,CHARTERED INSTIT OF PURCH & SUPPLY,5100075028,"£28,800.00",Commercial Fast Stream Course Fees for Module 4 & Marking Costs for Assignment 3,PE9 3NZ,,,,,,
HMRC,HMRC,22/12/2015,Accounting machines,Local Compliance,XMA LTD,5100075041,£105.60,Purchase of tills and EPOS equiptment for training purposes,NG11 7EP,,,,,,
HMRC,HMRC,22/12/2015,Accounting machines,Local Compliance,XMA LTD,5100075041,£306.00,Purchase of tills and EPOS equiptment for training purposes,NG11 7EP,,,,,,
HMRC,HMRC,22/12/2015,Accounting machines,Local Compliance,XMA LTD,5100075041,£528.00,Purchase of tills and EPOS equiptment for training purposes,NG11 7EP,,,,,,
HMRC,HMRC,22/12/2015,Accounting machines,Local Compliance,XMA LTD,5100075041,£613.80,Purchase of tills and EPOS equiptment for training purposes,NG11 7EP,,,,,,
HMRC,HMRC,22/12/2015,Accounting machines,Local Compliance,XMA LTD,5100075041,£673.20,Purchase of tills and EPOS equiptment for training purposes,NG11 7EP,,,,,,
HMRC,HMRC,22/12/2015,Accounting machines,Local Compliance,XMA LTD,5100075041,"£1,133.42",Purchase of tills and EPOS equiptment for training purposes,NG11 7EP,,,,,,
HMRC,HMRC,22/12/2015,Accounting machines,Local Compliance,XMA LTD,5100075041,"£2,692.80",Purchase of tills and EPOS equiptment for training purposes,NG11 7EP,,,,,,
HMRC,HMRC,22/12/2015,Accounting machines,Local Compliance,XMA LTD,5100075041,"£13,472.76",Purchase of tills and EPOS equiptment for training purposes,NG11 7EP,,,,,,
HMRC,HMRC,22/12/2015,Accounting machines,Local Compliance,XMA LTD,5100075041,"£40,573.56",Purchase of tills and EPOS equiptment for training purposes,NG11 7EP,,,,,,
HMRC,HMRC,23/12/2015,IT consultancy,Information Management Services,OPEN CREDO LTD,5100075050,"£31,500.00",Delivery of architecture blueprints that underpin the HMRC IT strategy,SE1 0NZ,,,,,,
HMRC,HMRC,23/12/2015,Forensic Services,Criminal Investigations,CCL FORENSICS LTD,5100075085,"£47,367.12",Forensic Services,CV37 6NW,,,,,,
HMRC,HMRC,23/12/2015,Employee education,BT Corporate Centre,HOME OFFICE SHARED SERVICE CENTRE (,5100075086,"£27,600.00",Masters in Policy course for 2 members of staff - one in Indirect & one in E&C.  BT CC raised the PO for simplicity and half of the charge has now been trasferred out to E&C.,NP20 9BB,,,,,,
HMRC,HMRC,23/12/2015,Forensic Services,Criminal Investigations,MAYORS OFFICE FOR POLICING & CRIME,5100075116,"£42,358.39",Forensic Services,SW6 1TR,,,,,,
HMRC,HMRC,23/12/2015,Forensic Services,Criminal Investigations,MAYORS OFFICE FOR POLICING & CRIME,5100075117,"£39,734.06",Forensic Services,SW6 1TR,,,,,,
HMRC,HMRC,23/12/2015,Software coding,Digital,EQUAL EXPERTS UK LTD,5100075126,"£147,150.00",Digital development contractor costs ,WC1H 9BB,,,,,,
HMRC,HMRC,23/12/2015,Software coding,Information Management Services,EQUAL EXPERTS UK LTD,5100075128,"£107,280.00",Nov costs for Government Gateway Hardening project,WC1H 9BB,,,,,,
HMRC,HMRC,23/12/2015,Software coding,Information Management Services,EQUAL EXPERTS UK LTD,5100075129,"£35,670.00",Nov invoice for work completed on Webchat on Exploitation Project,WC1H 9BB,,,,,,
HMRC,HMRC,23/12/2015,Software coding,Digital,EQUAL EXPERTS UK LTD,5100075130,"£171,562.50",Digital development contractor costs ,WC1H 9BB,,,,,,
HMRC,HMRC,23/12/2015,Software coding,Digital,EQUAL EXPERTS UK LTD,5100075131,"£116,940.00",Digital development contractor costs ,WC1H 9BB,,,,,,
HMRC,HMRC,23/12/2015,Software coding,Digital,EQUAL EXPERTS UK LTD,5100075134,"£83,160.00",Digital Delivery Centre London Equal Experts November Invoive  - Portal Re-Platforming Project,WC1H 9BB,,,,,,
HMRC,HMRC,23/12/2015,Software coding,Digital,EQUAL EXPERTS UK LTD,5100075135,"£119,962.50",Digital Delivery Centre London Equal Experts November Invoive  - Your Tax Account Project,WC1H 9BB,,,,,,
HMRC,HMRC,23/12/2015,Software coding,Information Management Services,EQUAL EXPERTS UK LTD,5100075137,"£72,210.00",Transaction Monitoring Scrum team cost,WC1H 9BB,,,,,,
HMRC,HMRC,23/12/2015,Software coding,Information Management Services,EQUAL EXPERTS UK LTD,5100075137,"£174,502.50",Transaction Monitoring Scrum team cost,WC1H 9BB,,,,,,
HMRC,HMRC,23/12/2015,Software coding,Digital,EQUAL EXPERTS UK LTD,5100075141,"£162,975.00",Digital Delivery Centre London Equal Experts November Invoive  - Digital Contact Project,WC1H 9BB,,,,,,
HMRC,HMRC,23/12/2015,Software coding,Digital,EQUAL EXPERTS UK LTD,5100075144,"£60,900.00",Digital Delivery Centre London Equal Experts November Invoive  - Making Tax Digital Project,WC1H 9BB,,,,,,
HMRC,HMRC,23/12/2015,Software coding,Digital,EQUAL EXPERTS UK LTD,5100075172,"£114,270.00",Digital Delivery Centre London Equal Experts November Invoive  - API Shipley Project,WC1H 9BB,,,,,,
HMRC,HMRC,23/12/2015,Software coding,Digital,EQUAL EXPERTS UK LTD,5100075257,"£132,960.00",Digital Delivery Centre London Equal Experts November Invoive  - API Platform Project,WC1H 9BB,,,,,,
HMRC,HMRC,23/12/2015,Gov Bank Serv Charge,Corporate Finance,RBS - NATWEST,5100075261,"£246,067.78",Monthly bank charges for tax credits and Child Benefit payments by Post Office card account (POca).,EC2M 4RB,,,,,,
HMRC,HMRC,23/12/2015,Credt Crd Comm Chrge,Corporate Finance,RBS - NATWEST,5100075261,"£921,175.23",Government Banking Service: Credit Card Commission Charges,EC2M 4RB,,,,,,
HMRC,HMRC,23/12/2015,Software coding,Digital,EQUAL EXPERTS UK LTD,5100075267,"£137,077.50",Digital Delivery Centre London Equal Experts November Invoive  - Company Accounts Tax Online Project,WC1H 9BB,,,,,,
HMRC,HMRC,23/12/2015,Software coding,Digital,EQUAL EXPERTS UK LTD,5100075268,"£179,040.00",Digital Delivery Centre London Equal Experts November Invoive  - Agents Online Self Serve Project,WC1H 9BB,,,,,,
