Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount In Sterling,SUPPLIER_NUMBER
Department for Energy and Climate Change,Department for Energy and Climate Change,20/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,MORGAN LAW RECRUITMENT CONSULTANCY,4017233,"£1,551",
Department for Energy and Climate Change,Department for Energy and Climate Change,30/09/2010,Hotels (Programme),Energy Markets & Infrastructure - Security and resilience,SELWYNS TRAVEL LTD,4018010,"£1,550",
Department for Energy and Climate Change,Department for Energy and Climate Change,30/09/2010,Hotels (Programme),Energy Markets & Infrastructure - Security and resilience,SELWYNS TRAVEL LTD,4018010,"£1,517",
Department for Energy and Climate Change,Department for Energy and Climate Change,09/09/2010,Independent Experts,Energy Markets & Infrastructure - Office of Nuclear Development,COMMUNISIS P M S,4017391,"£1,500",
Department for Energy and Climate Change,Department for Energy and Climate Change,23/09/2010,Cash Expenditure during the Year - Other Health Related Provisions,Energy Markets & Infrastructure - Energy Development Unit,WEB TECHNOLOGY GROUP (WTG),4017778,"£1,500",
Department for Energy and Climate Change,Department for Energy and Climate Change,15/09/2010,External Legal Advice and Services,Corporate Support & Shared Services - Corporate Support & Shared Services,LANDMARK CHAMBERS,4017517,"£1,469",
Department for Energy and Climate Change,Department for Energy and Climate Change,23/09/2010,ICT Infrastructure Specific Service (PFI),Energy & Climate Change International - International Climate Change Negotiations,FUJITSU SERVICES LTD,4017481,"£1,449",
Department for Energy and Climate Change,Department for Energy and Climate Change,16/09/2010,Other Staff Costs (Programme),National Climate Change & Consumer Support - Communications,COI COMMUNICATIONS,4017604,"£1,445",
Department for Energy and Climate Change,Department for Energy and Climate Change,13/09/2010,Hire of Conference Facilities,Corporate Support & Shared Services - Corporate Support & Shared Services,J T & SONS RELOCATIONS LTD,4017471,"£1,421",
Department for Energy and Climate Change,Department for Energy and Climate Change,17/09/2010,Hire of Conference Facilities,Corporate Support & Shared Services - Corporate Support & Shared Services,J T & SONS RELOCATIONS LTD,4016816,"£1,421",
Department for Energy and Climate Change,Department for Energy and Climate Change,01/09/2010,External Training,Science & Innovation Group - Science & Innovation Group,NATIONAL SCHOOL OF GOVERNMENT,4017095,"£1,390",
Department for Energy and Climate Change,Department for Energy and Climate Change,30/09/2010,Other IT Consultancy,Energy Markets & Infrastructure - Energy Development Unit,INFORMED SOLUTIONS,4017998,"£1,380",
Department for Energy and Climate Change,Department for Energy and Climate Change,22/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,METHODS CONSULTING LTD,4017720,"£1,375",
Department for Energy and Climate Change,Department for Energy and Climate Change,23/09/2010,Hire of Agency Staff (Professional/Management),Corporate Support & Shared Services - Corporate Support & Shared Services,MORGAN LAW RECRUITMENT CONSULTANCY,4017629,"£1,351",
Department for Energy and Climate Change,Department for Energy and Climate Change,03/09/2010,Application Support Service,Energy Markets & Infrastructure - Energy Development Unit,QUEST SOFTWARE (UK) LTD,4017225,"£1,350",
Department for Energy and Climate Change,Department for Energy and Climate Change,30/09/2010,CWC Inspection Costs,Energy Markets & Infrastructure - Security and resilience,SELWYNS TRAVEL LTD,4018010,"£1,346",
Department for Energy and Climate Change,Department for Energy and Climate Change,07/09/2010,IT Maintenance and Management Services,National Climate Change & Consumer Support - Communications,E H S BRANN LTD,4017319,"£1,340",
Department for Energy and Climate Change,Department for Energy and Climate Change,30/09/2010,CWC Inspection Costs,Energy Markets & Infrastructure - Security and resilience,SELWYNS TRAVEL LTD,4018010,"£1,317",
Department for Energy and Climate Change,Department for Energy and Climate Change,14/09/2010,Hire of Agency Staff (Professional/Management),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4017495,"£1,286",
Department for Energy and Climate Change,Department for Energy and Climate Change,14/09/2010,Hire of Agency Staff (Professional/Management),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4017500,"£1,259",
Department for Energy and Climate Change,Department for Energy and Climate Change,03/09/2010,Salaries - Casuals,Corporate Support & Shared Services - Corporate Support & Shared Services,HUDSON GLOBAL RESOURCES LTD,4017149,"£1,234",
Department for Energy and Climate Change,Department for Energy and Climate Change,03/09/2010,Salaries - Casuals,Corporate Support & Shared Services - Corporate Support & Shared Services,HUDSON GLOBAL RESOURCES LTD,4017150,"£1,234",
Department for Energy and Climate Change,Department for Energy and Climate Change,28/09/2010,Salaries - Casuals,Corporate Support & Shared Services - Corporate Support & Shared Services,HUDSON GLOBAL RESOURCES LTD,4017836,"£1,234",
Department for Energy and Climate Change,Department for Energy and Climate Change,28/09/2010,Salaries - Casuals,Corporate Support & Shared Services - Corporate Support & Shared Services,HUDSON GLOBAL RESOURCES LTD,4017838,"£1,234",
Department for Energy and Climate Change,Department for Energy and Climate Change,24/09/2010,Outsourced Technical Support (Programme),Science & Innovation Group - Science & Innovation Group,THE INSTITUTE OF DEVELOPMENT STUDIES,4017831,"£1,226",
Department for Energy and Climate Change,Department for Energy and Climate Change,03/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4017192,"£1,221",
Department for Energy and Climate Change,Department for Energy and Climate Change,17/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4017618,"£1,221",
Department for Energy and Climate Change,Department for Energy and Climate Change,03/09/2010,Economic Consultancy and Research,Corporate Support & Shared Services - Corporate Support & Shared Services,TIM WOOD CONSULTING LTD,4017148,"£1,217",
Department for Energy and Climate Change,Department for Energy and Climate Change,17/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4017591,"£1,214",
Department for Energy and Climate Change,Department for Energy and Climate Change,08/09/2010,Secondees (not paid directly),Science & Innovation Group - Science & Innovation Group,UNIVERSITY OF CAMBRIDGE,4017334,"£1,191",
Department for Energy and Climate Change,Department for Energy and Climate Change,16/09/2010,External Training,Corporate Support & Shared Services - Corporate Support & Shared Services,NATIONAL SCHOOL OF GOVERNMENT,4017593,"£1,185",
Department for Energy and Climate Change,Department for Energy and Climate Change,21/09/2010,External Training,Corporate Support & Shared Services - Corporate Support & Shared Services,NATIONAL SCHOOL OF GOVERNMENT,4017727,"£1,185",
Department for Energy and Climate Change,Department for Energy and Climate Change,08/09/2010,Other Media Costs,Corporate Support & Shared Services - Corporate Support & Shared Services,THE STATIONERY OFFICE LTD,4017337,"£1,180",
Department for Energy and Climate Change,Department for Energy and Climate Change,22/09/2010,Hire of Agency Staff (Professional/Management),DECC Central Budgets - DECC Central Budgets,GREEN PARK INTERIM & EXECUTIVE LTD,4017734,"£1,175",
Department for Energy and Climate Change,Department for Energy and Climate Change,03/09/2010,Salaries - Permanent (Programme),Energy Markets & Infrastructure - Security and resilience,FOREIGN AND COMMONWEALTH OFFICE (FCO),4016546,"£1,170",
Department for Energy and Climate Change,Department for Energy and Climate Change,30/09/2010,Standard Desktop Services,Corporate Support & Shared Services - Corporate Support & Shared Services,FUJITSU SERVICES LTD,4017876,"£1,130",
Department for Energy and Climate Change,Department for Energy and Climate Change,23/09/2010,Hire of Agency Staff (Professional/Management),DECC Central Budgets - DECC Central Budgets,PROCUREMENT EXCELLENCE LTD,4017788,"£1,128",
Department for Energy and Climate Change,Department for Energy and Climate Change,01/09/2010,Rail Fares,Energy Markets & Infrastructure - Energy Strategy and Futures,HM TREASURY,4017133,"£1,120",
Department for Energy and Climate Change,Department for Energy and Climate Change,17/09/2010,Hire of Agency Staff (Professional/Management),National Climate Change & Consumer Support - Communications,COI COMMUNICATIONS,4017515,"£1,110",
Department for Energy and Climate Change,Department for Energy and Climate Change,29/09/2010,Application Support Service,Energy Markets & Infrastructure - Energy Development Unit,THE UK ORACLE USER GROUP,4017971,"£1,100",
Department for Energy and Climate Change,Department for Energy and Climate Change,09/09/2010,Technical Advice,Energy Markets & Infrastructure - DECC Commercial Team,POYRY ENERGY (OXFORD) LTD,4017410,"£1,097",
Department for Energy and Climate Change,Department for Energy and Climate Change,23/09/2010,Hire of Agency Staff (Professional/Management),Corporate Support & Shared Services - Corporate Support & Shared Services,MORGAN LAW RECRUITMENT CONSULTANCY,4017790,"£1,081",
Department for Energy and Climate Change,Department for Energy and Climate Change,16/09/2010,External Training,Corporate Support & Shared Services - Corporate Support & Shared Services,NATIONAL SCHOOL OF GOVERNMENT,4017557,"£1,067",
Department for Energy and Climate Change,Department for Energy and Climate Change,28/09/2010,Hire of Agency Staff (Professional/Management),Corporate Support & Shared Services - Corporate Support & Shared Services,MORGAN LAW RECRUITMENT CONSULTANCY,4017834,"£1,013",
Department for Energy and Climate Change,Department for Energy and Climate Change,01/09/2010,Other Centrally -Funded IT Maintenance and Support,Corporate Support & Shared Services - Corporate Support & Shared Services,FUJITSU SERVICES LTD,4017121,"£1,009",
Department for Energy and Climate Change,Department for Energy and Climate Change,14/09/2010,Oil and Gas Imprest Account,Corporate Payment,DTI OIL AND GAS ABERDEEN,4017537,"£1,000",
Department for Energy and Climate Change,Department for Energy and Climate Change,10/09/2010,Hire of Conference Facilities,Corporate Support & Shared Services - Corporate Support & Shared Services,INSTITUTE FOR GOVERNMENT,4017016,£996,
Department for Energy and Climate Change,Department for Energy and Climate Change,10/09/2010,Hire of Conference Facilities,Corporate Support & Shared Services - Corporate Support & Shared Services,INSTITUTE FOR GOVERNMENT,4017016,£996,
Department for Energy and Climate Change,Department for Energy and Climate Change,10/09/2010,Recoverable VAT Input,Corporate Payment,INSTITUTE FOR GOVERNMENT,4017016,£996,
Department for Energy and Climate Change,Department for Energy and Climate Change,01/09/2010,Salaries - Casuals,Corporate Support & Shared Services - Corporate Support & Shared Services,HUDSON GLOBAL RESOURCES LTD,4016838,£987,
Department for Energy and Climate Change,Department for Energy and Climate Change,28/09/2010,Salaries - Casuals,Corporate Support & Shared Services - Corporate Support & Shared Services,HUDSON GLOBAL RESOURCES LTD,4017837,£987,
Department for Energy and Climate Change,Department for Energy and Climate Change,30/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4017997,£976,
Department for Energy and Climate Change,Department for Energy and Climate Change,21/09/2010,Special Adjustments,Corporate Support & Shared Services - Corporate Support & Shared Services,FABRIQUE DU METAL LTD T/A ADVANCE SEATING DESIGNS,4017673,£966,
Department for Energy and Climate Change,Department for Energy and Climate Change,10/09/2010,Administration of Grants and Awards,Energy Markets & Infrastructure - Security and resilience,NUVIA LTD,4017438,£965,
Department for Energy and Climate Change,Department for Energy and Climate Change,16/09/2010,Other IT Costs,National Climate Change & Consumer Support - Communications,EC GROUP,4017578,£947,
Department for Energy and Climate Change,Department for Energy and Climate Change,02/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial Team and Parliamentary Support - Ministerial Team & Parliamentary Support,MANPOWER UK LTD,4017183,£945,
Department for Energy and Climate Change,Department for Energy and Climate Change,14/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial Team and Parliamentary Support - Ministerial Team & Parliamentary Support,MANPOWER UK LTD,4017428,£945,
Department for Energy and Climate Change,Department for Energy and Climate Change,07/09/2010,External Training,Science & Innovation Group - Science & Innovation Group,AEA TECHNOLOGY plc,4017235,£938,
Department for Energy and Climate Change,Department for Energy and Climate Change,07/09/2010,External Training,Science & Innovation Group - Science & Innovation Group,AEA TECHNOLOGY plc,4017235,£938,
Department for Energy and Climate Change,Department for Energy and Climate Change,17/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office of Nuclear Development,ADECCO UK LTD,4017635,£935,
Department for Energy and Climate Change,Department for Energy and Climate Change,17/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office of Nuclear Development,ADECCO UK LTD,4017639,£935,
Department for Energy and Climate Change,Department for Energy and Climate Change,17/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office of Nuclear Development,ADECCO UK LTD,4017640,£935,
Department for Energy and Climate Change,Department for Energy and Climate Change,20/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office of Nuclear Development,ADECCO UK LTD,4017636,£935,
Department for Energy and Climate Change,Department for Energy and Climate Change,21/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office of Nuclear Development,ADECCO UK LTD,4017710,£935,
Department for Energy and Climate Change,Department for Energy and Climate Change,30/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office of Nuclear Development,ADECCO UK LTD,4017891,£935,
Department for Energy and Climate Change,Department for Energy and Climate Change,21/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4017690,£930,
Department for Energy and Climate Change,Department for Energy and Climate Change,29/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,METHODS CONSULTING LTD,4017721,£917,
Department for Energy and Climate Change,Department for Energy and Climate Change,20/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office of Nuclear Development,ADECCO UK LTD,4017638,£911,
Department for Energy and Climate Change,Department for Energy and Climate Change,01/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4017128,£905,
Department for Energy and Climate Change,Department for Energy and Climate Change,01/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4017128,£905,
Department for Energy and Climate Change,Department for Energy and Climate Change,20/09/2010,External Training,National Climate Change & Consumer Support - National Climate Change,NATIONAL SCHOOL OF GOVERNMENT (CMPS),4017558,£895,
Department for Energy and Climate Change,Department for Energy and Climate Change,20/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy & Climate Change International - International Climate Change Negotiations,OFFICE ANGELS LTD,4017484,£867,
Department for Energy and Climate Change,Department for Energy and Climate Change,27/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy & Climate Change International - International Climate Change Negotiations,BROOK STREET (UK) LTD,4017893,£864,
Department for Energy and Climate Change,Department for Energy and Climate Change,20/09/2010,External Training,National Climate Change & Consumer Support - National Climate Change,NATIONAL SCHOOL OF GOVERNMENT (CMPS),4017577,£855,
Department for Energy and Climate Change,Department for Energy and Climate Change,21/09/2010,External Training,National Climate Change & Consumer Support - National Climate Change,NATIONAL SCHOOL OF GOVERNMENT (CMPS),4017698,£855,
Department for Energy and Climate Change,Department for Energy and Climate Change,24/09/2010,Economic Consultancy and Research,Corporate Support & Shared Services - Corporate Support & Shared Services,OFFICE FOR NATIONAL STATISTICS,4017786,£851,
Department for Energy and Climate Change,Department for Energy and Climate Change,16/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4017574,£845,
Department for Energy and Climate Change,Department for Energy and Climate Change,16/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4017574,£845,
Department for Energy and Climate Change,Department for Energy and Climate Change,24/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Security and resilience,BROOK STREET (UK) LTD,4017818,£841,
Department for Energy and Climate Change,Department for Energy and Climate Change,03/09/2010,Other Media Costs,Corporate Support & Shared Services - Corporate Support & Shared Services,PROMOTIONAL LOGISTICS LTD,4017226,£837,
Department for Energy and Climate Change,Department for Energy and Climate Change,06/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy & Climate Change International - International Climate Change Negotiations,BROOK STREET (UK) LTD,4017248,£836,
Department for Energy and Climate Change,Department for Energy and Climate Change,21/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Security and resilience,BROOK STREET (UK) LTD,4017599,£831,
Department for Energy and Climate Change,Department for Energy and Climate Change,07/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Energy Strategy and Futures,ADECCO UK LTD,4017304,£829,
Department for Energy and Climate Change,Department for Energy and Climate Change,21/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Energy Strategy and Futures,ADECCO UK LTD,4017703,£824,
Department for Energy and Climate Change,Department for Energy and Climate Change,09/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,OFFICE ANGELS LTD,4017386,£823,
Department for Energy and Climate Change,Department for Energy and Climate Change,10/09/2010,Mobile Line Rental,Corporate Support & Shared Services - Corporate Support & Shared Services,VODAFONE LTD,4017411,£813,
Department for Energy and Climate Change,Department for Energy and Climate Change,01/09/2010,Salaries - Casuals,Corporate Support & Shared Services - Corporate Support & Shared Services,HUDSON GLOBAL RESOURCES LTD,4016837,£799,
Department for Energy and Climate Change,Department for Energy and Climate Change,02/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Security and resilience,BROOK STREET (UK) LTD,4017177,£787,
Department for Energy and Climate Change,Department for Energy and Climate Change,14/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,OFFICE ANGELS LTD,4017483,£775,
Department for Energy and Climate Change,Department for Energy and Climate Change,17/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,OFFICE ANGELS LTD,4017488,£775,
Department for Energy and Climate Change,Department for Energy and Climate Change,17/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,OFFICE ANGELS LTD,4017488,£775,
Department for Energy and Climate Change,Department for Energy and Climate Change,28/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Security and resilience,BROOK STREET (UK) LTD,4017859,£769,
Department for Energy and Climate Change,Department for Energy and Climate Change,27/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy & Climate Change International - International Climate Change Negotiations,REED EMPLOYMENT LTD,4017901,£766,
Department for Energy and Climate Change,Department for Energy and Climate Change,17/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,OFFICE ANGELS LTD,4017488,£766,
Department for Energy and Climate Change,Department for Energy and Climate Change,07/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4017275,£763,
Department for Energy and Climate Change,Department for Energy and Climate Change,27/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial Team and Parliamentary Support - Ministerial Team & Parliamentary Support,MANPOWER UK LTD,4017897,£762,
Department for Energy and Climate Change,Department for Energy and Climate Change,29/09/2010,Printing (Programme),National Climate Change & Consumer Support - National Climate Change,THE STATIONERY OFFICE LTD,4017757,£760,
Department for Energy and Climate Change,Department for Energy and Climate Change,30/09/2010,Hire of Agency Staff (Professional/Management),Ministerial Team and Parliamentary Support - Ministerial Team & Parliamentary Support,ADECCO UK LTD,4017937,£758,
Department for Energy and Climate Change,Department for Energy and Climate Change,15/09/2010,Independent Experts,Energy Markets & Infrastructure - Office of Nuclear Development,THE ROYAL YORK HOTEL,4017542,£754,
Department for Energy and Climate Change,Department for Energy and Climate Change,14/09/2010,Catering Services,Corporate Support & Shared Services - Corporate Support & Shared Services,BAXTERSTOREY LTD,4017528,£753,
Department for Energy and Climate Change,Department for Energy and Climate Change,17/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office of Nuclear Development,ADECCO UK LTD,4017634,£748,
Department for Energy and Climate Change,Department for Energy and Climate Change,17/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office of Nuclear Development,ADECCO UK LTD,4017644,£748,
Department for Energy and Climate Change,Department for Energy and Climate Change,20/09/2010,Furniture,Corporate Support & Shared Services - Corporate Support & Shared Services,POSTURITE UK LTD,4017651,£745,
Department for Energy and Climate Change,Department for Energy and Climate Change,24/09/2010,External Training,Energy Markets & Infrastructure - Energy Development Unit,TUV NEL LTD,4017832,£735,
Department for Energy and Climate Change,Department for Energy and Climate Change,01/09/2010,Salaries - Casuals,Corporate Support & Shared Services - Corporate Support & Shared Services,HUDSON GLOBAL RESOURCES LTD,4016837,£734,
Department for Energy and Climate Change,Department for Energy and Climate Change,17/09/2010,Board Members National Insurance Deductions (Suspense Account),Corporate Payment,HM REVENUE & CUSTOMS,1006897,£725,
Department for Energy and Climate Change,Department for Energy and Climate Change,15/09/2010,ICT Infrastructure Specific Service,Corporate Support & Shared Services - Corporate Support & Shared Services,FUJITSU SERVICES LTD,4017380,£722,
Department for Energy and Climate Change,Department for Energy and Climate Change,30/09/2010,Hire of Agency Staff (Professional/Management),Ministerial Team and Parliamentary Support - Ministerial Team & Parliamentary Support,ADECCO UK LTD,4017933,£715,
Department for Energy and Climate Change,Department for Energy and Climate Change,16/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office of Carbon Capture and Storage,HAYS PLC,4017250,£713,
Department for Energy and Climate Change,Department for Energy and Climate Change,23/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",ADECCO UK LTD,4017576,£710,
Department for Energy and Climate Change,Department for Energy and Climate Change,10/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - National Climate Change,OFFICE ANGELS LTD,4017385,£707,
Department for Energy and Climate Change,Department for Energy and Climate Change,28/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Security and resilience,BROOK STREET (UK) LTD,4017860,£706,
Department for Energy and Climate Change,Department for Energy and Climate Change,01/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",ADECCO UK LTD,4017101,£701,
Department for Energy and Climate Change,Department for Energy and Climate Change,23/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",ADECCO UK LTD,4017695,£701,
Department for Energy and Climate Change,Department for Energy and Climate Change,15/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy & Climate Change International - International Climate Change Negotiations,OFFICE ANGELS LTD,4017371,£697,
Department for Energy and Climate Change,Department for Energy and Climate Change,01/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4017129,£694,
Department for Energy and Climate Change,Department for Energy and Climate Change,21/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4017691,£694,
Department for Energy and Climate Change,Department for Energy and Climate Change,22/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy & Climate Change International - International Climate Change Negotiations,OFFICE ANGELS LTD,4017742,£692,
Department for Energy and Climate Change,Department for Energy and Climate Change,02/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Security and resilience,BROOK STREET (UK) LTD,4017178,£673,
Department for Energy and Climate Change,Department for Energy and Climate Change,17/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,OFFICE ANGELS LTD,4017611,£668,
Department for Energy and Climate Change,Department for Energy and Climate Change,01/09/2010,Publications,Energy Markets & Infrastructure - Energy Development Unit,SHUNGHAM INFORMATION SPRL/BVBA,4016812,£666,
Department for Energy and Climate Change,Department for Energy and Climate Change,01/09/2010,Publications,Energy Markets & Infrastructure - Energy Development Unit,SHUNGHAM INFORMATION SPRL/BVBA,4016812,£666,
Department for Energy and Climate Change,Department for Energy and Climate Change,23/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4017771,£658,
Department for Energy and Climate Change,Department for Energy and Climate Change,27/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Energy Strategy and Futures,ADECCO UK LTD,4017849,£649,
Department for Energy and Climate Change,Department for Energy and Climate Change,28/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,OFFICE ANGELS LTD,4017766,£644,
Department for Energy and Climate Change,Department for Energy and Climate Change,23/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4017748,£643,
Department for Energy and Climate Change,Department for Energy and Climate Change,02/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Energy Strategy and Futures,OFFICE ANGELS LTD,4017064,£639,
Department for Energy and Climate Change,Department for Energy and Climate Change,09/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4017384,£639,
Department for Energy and Climate Change,Department for Energy and Climate Change,10/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Energy Strategy and Futures,ADECCO UK LTD,4017456,£638,
Department for Energy and Climate Change,Department for Energy and Climate Change,21/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy & Climate Change International - International Climate Change Negotiations,BROOK STREET (UK) LTD,4017687,£635,
Department for Energy and Climate Change,Department for Energy and Climate Change,17/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office for Renewable Energy Deployment,BROOK STREET (UK) LTD,4017620,£625,
Department for Energy and Climate Change,Department for Energy and Climate Change,21/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,OFFICE ANGELS LTD,4017487,£620,
Department for Energy and Climate Change,Department for Energy and Climate Change,21/09/2010,Hire of Agency Staff (Professional/Management),Corporate Support & Shared Services - Corporate Support & Shared Services,ADECCO UK LTD,4017706,£615,
Department for Energy and Climate Change,Department for Energy and Climate Change,09/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4017375,£612,
Department for Energy and Climate Change,Department for Energy and Climate Change,29/09/2010,Hire of Agency Staff (Professional/Management),Corporate Support & Shared Services - Corporate Support & Shared Services,ADECCO UK LTD,4017926,£612,
Department for Energy and Climate Change,Department for Energy and Climate Change,23/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office for Renewable Energy Deployment,BROOK STREET (UK) LTD,4017822,£610,
Department for Energy and Climate Change,Department for Energy and Climate Change,17/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Energy Strategy and Futures,OFFICE ANGELS LTD,4017616,£610,
Department for Energy and Climate Change,Department for Energy and Climate Change,30/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial Team and Parliamentary Support - Ministerial Team & Parliamentary Support,ADECCO UK LTD,4017892,£610,
Department for Energy and Climate Change,Department for Energy and Climate Change,22/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4017747,£608,
