Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount
Department for Transport,British Transport Police ,12/04/2010,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,Ndb Construction Ltd,207178,53479.24
Department for Transport,British Transport Police ,12/04/2010,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,Ndb Construction Ltd,207179,34612.59
Department for Transport,British Transport Police ,12/04/2010,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,OAKLAND BUILDING SERVICES LIMITED,207442,357828.04
Department for Transport,British Transport Police ,12/04/2010,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,Sepura Ltd,207613,31360
Department for Transport,British Transport Police ,12/04/2010,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,Sepura Ltd,207614,28000
Department for Transport,British Transport Police ,12/04/2010,P&M - ADDITIONS,CAPITAL CONTROL ACCOUNT,Siemens Building Technologies,205107,78309
Department for Transport,British Transport Police ,12/04/2010,P&M - ADDITIONS,CAPITAL CONTROL ACCOUNT,Siemens Building Technologies,206825,27138
Department for Transport,British Transport Police ,12/04/2010,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,Software Box Ltd,207311,4200
Department for Transport,British Transport Police ,12/04/2010,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,Software Box Ltd,207311,5000
Department for Transport,British Transport Police ,12/04/2010,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,Software Box Ltd,207311,11120
Department for Transport,British Transport Police ,12/04/2010,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,Software Box Ltd,207311,19384
Department for Transport,British Transport Police ,12/04/2010,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,Software Box Ltd,207311,45007.5
Department for Transport,British Transport Police ,12/04/2010,IT HARDWARE MAINTENANCE,TECHNOLOGY GROUP,Software Box Ltd,207311,2054
Department for Transport,British Transport Police ,12/04/2010,IT HARDWARE MAINTENANCE,TECHNOLOGY GROUP,Software Box Ltd,207311,2970
Department for Transport,British Transport Police ,12/04/2010,IT HARDWARE MAINTENANCE,TECHNOLOGY GROUP,Software Box Ltd,207311,4156.5
Department for Transport,British Transport Police ,12/04/2010,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,Software Box Ltd,207310,906
Department for Transport,British Transport Police ,12/04/2010,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,Software Box Ltd,207310,2250
Department for Transport,British Transport Police ,12/04/2010,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,Software Box Ltd,207310,33000
Department for Transport,British Transport Police ,12/04/2010,TRAINING-STAFF,TECHNOLOGY GROUP,Software Box Ltd,207310,1050
Department for Transport,British Transport Police ,12/04/2010,IT HARDWARE MAINTENANCE,TECHNOLOGY GROUP,Software Box Ltd,207310,9000
Department for Transport,British Transport Police ,12/04/2010,HIRE OF CONSULTANTS,TECHNOLOGY GROUP,L8 Solutions,205466,24000
Department for Transport,British Transport Police ,12/04/2010,P&M - ADDITIONS,CAPITAL CONTROL ACCOUNT,TEW PLUS LTD,206858,11880
Department for Transport,British Transport Police ,12/04/2010,P&M - ADDITIONS,CAPITAL CONTROL ACCOUNT,TEW PLUS LTD,206858,35620
Department for Transport,British Transport Police ,12/04/2010,TRAINING-POLICE,H.R TRAINING,UNIVERSITY OF BEDFORDSHIRE,207477,-26923.5
Department for Transport,British Transport Police ,12/04/2010,TRAINING-POLICE,H.R TRAINING,UNIVERSITY OF BEDFORDSHIRE,207477,26923.5
Department for Transport,British Transport Police ,12/04/2010,TRAINING-POLICE,H.R TRAINING,UNIVERSITY OF BEDFORDSHIRE,207477,27000
Department for Transport,British Transport Police ,16/04/2010,IT HARDWARE MAINTENANCE,TECHNOLOGY GROUP,Airwave Solutions Limited,182925,122431.79
Department for Transport,British Transport Police ,16/04/2010,IT HARDWARE MAINTENANCE,TECHNOLOGY GROUP,Airwave Solutions Limited,205212,-220053.7
Department for Transport,British Transport Police ,16/04/2010,FUEL & LUBRICANTS,FIN VEHICLE FLEET,ARVAL,208186,43767.94
Department for Transport,British Transport Police ,16/04/2010,BUILDING RENTAL,WW Police Station West Sector,BNP Paribas Real Estate Clients Account,208321,68135
Department for Transport,British Transport Police ,16/04/2010,VEHICLE SERVICING- PLANNED,FIN VEHICLE FLEET,BT FLEET LIMITED,208463,970.2
Department for Transport,British Transport Police ,16/04/2010,VEHICLE SERVICING- PLANNED,FIN VEHICLE FLEET,BT FLEET LIMITED,208463,35531.66
Department for Transport,British Transport Police ,16/04/2010,P&L ON SALE- OWNED VEHICLES,FIN FINANCE,BT FLEET LIMITED,208463,4285.79
Department for Transport,British Transport Police ,16/04/2010,TRAINING-POLICE,H.R TRAINING,COAST CONSULTING LTD,208001,11250
Department for Transport,British Transport Police ,16/04/2010,TRAINING-POLICE,H.R TRAINING,COAST CONSULTING LTD,208001,31000
Department for Transport,British Transport Police ,16/04/2010,TELEPHONES - PRIVATE CIRCUITS,TECHNOLOGY GROUP,GLOBAL CROSSING (UK) TELECOMMUNICATIONS,203684,37801.05
Department for Transport,British Transport Police ,16/04/2010,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,INFOTERRA LTD,173386,-56700
Department for Transport,British Transport Police ,16/04/2010,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,INFOTERRA LTD,156812,56700
Department for Transport,British Transport Police ,16/04/2010,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,QUADRANT VISUAL SOLUTIONS LTD,207287,50
Department for Transport,British Transport Police ,16/04/2010,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,QUADRANT VISUAL SOLUTIONS LTD,207287,400
Department for Transport,British Transport Police ,16/04/2010,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,QUADRANT VISUAL SOLUTIONS LTD,207287,490
Department for Transport,British Transport Police ,16/04/2010,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,QUADRANT VISUAL SOLUTIONS LTD,207287,499
Department for Transport,British Transport Police ,16/04/2010,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,QUADRANT VISUAL SOLUTIONS LTD,207287,1199
Department for Transport,British Transport Police ,16/04/2010,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,QUADRANT VISUAL SOLUTIONS LTD,207287,1400
Department for Transport,British Transport Police ,16/04/2010,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,QUADRANT VISUAL SOLUTIONS LTD,207287,2250
Department for Transport,British Transport Police ,16/04/2010,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,QUADRANT VISUAL SOLUTIONS LTD,207287,3570
Department for Transport,British Transport Police ,16/04/2010,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,QUADRANT VISUAL SOLUTIONS LTD,207287,5600
Department for Transport,British Transport Police ,16/04/2010,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,QUADRANT VISUAL SOLUTIONS LTD,207287,6500
Department for Transport,British Transport Police ,16/04/2010,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,QUADRANT VISUAL SOLUTIONS LTD,207287,7300
Department for Transport,British Transport Police ,16/04/2010,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,QUADRANT VISUAL SOLUTIONS LTD,207287,19980
Department for Transport,British Transport Police ,16/04/2010,MTCE OF NON POLICE EQUIP,STRATEGIC DEVELOPMENT DEPT,QUADRANT VISUAL SOLUTIONS LTD,207287,5000
Department for Transport,British Transport Police ,16/04/2010,IMPROVEMENT WORKS (NON CAP),NW Police Station West Sector,B.E.BARKER BUILDERS LTD,207332,-22.6
Department for Transport,British Transport Police ,16/04/2010,IMPROVEMENT WORKS (NON CAP),NW Police Station West Sector,B.E.BARKER BUILDERS LTD,207332,37676.25
Department for Transport,British Transport Police ,20/04/2010,SEASON TICKET LOAN,FORCE BALANCE SHEET (EXCL.FAR),ATOC RAIL TRAVEL ACCOUNT,207637,55708.69
Department for Transport,British Transport Police ,20/04/2010,BUILDING RENTAL,FIN ESTATES,Elebro Limited,208816,71250
Department for Transport,British Transport Police ,20/04/2010,HIRE OF CONSULTANTS,FHQ POLICE AUTHORITY,PA CONSULTING SERVICES LIMITED,208423,27296.5
Department for Transport,British Transport Police ,20/04/2010,HIRE OF CONSULTANTS,FHQ POLICE AUTHORITY,PA CONSULTING SERVICES LIMITED,208422,24062.07
Department for Transport,British Transport Police ,20/04/2010,HIRE OF CONSULTANTS,STRATEGIC DEVELOPMENT DEPT,PA CONSULTING SERVICES LIMITED,207666,30000
Department for Transport,British Transport Police ,20/04/2010,IT SOFTWARE MAINTENANCE,DFT OLYMPICS,Software Box Ltd,207317,30857.14
Department for Transport,British Transport Police ,20/04/2010,PLANNED MTCE- BUILD (NONCAP),FIN ESTATES,STRATEGIC TEAM GROUP CO LTD,205638,22069.97
Department for Transport,British Transport Police ,23/04/2010,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,AVENTE LTD,207286,1600
Department for Transport,British Transport Police ,23/04/2010,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,AVENTE LTD,207286,44077.02
Department for Transport,British Transport Police ,23/04/2010,IT HARDWARE MAINTENANCE,TECHNOLOGY GROUP,AVENTE LTD,207286,6487
Department for Transport,British Transport Police ,23/04/2010,BUSINESS RATES,CONTACT AND CONTROL ROOMS,Director Of Financial Services,205505,25767
Department for Transport,British Transport Police ,23/04/2010,HIRE OF CONSULTANTS,FIN FINANCE,Hitachi Consulting (UK) Ltd,208870,84600
Department for Transport,British Transport Police ,23/04/2010,BUSINESS RATES,FIN ESTATES,London Borough Of Camden (Business Rates),204387,27343.2
Department for Transport,British Transport Police ,23/04/2010,BUSINESS RATES,CRIME S.O.C.O,LONDON BOROUGH OF HACKNEY,204929,26257
Department for Transport,British Transport Police ,23/04/2010,BUSINESS RATES,NW Area Command,MANCHESTER CITY COUNCIL,209485,28566
Department for Transport,British Transport Police ,23/04/2010,MEDICAL FEES- OPERATIONAL,LN Operations,METROPOLITAN POLICE,209045,32200
Department for Transport,British Transport Police ,23/04/2010,MEDICAL FEES- OPERATIONAL,LS Ebury Bridge Police Station,METROPOLITAN POLICE,209045,32200
Department for Transport,British Transport Police ,23/04/2010,MEDICAL FEES- OPERATIONAL,LU NON STAFF RECHARGE,METROPOLITAN POLICE,209045,75600
Department for Transport,British Transport Police ,23/04/2010,DATA CHARGES,CRIME DETECTIVE CH. SUPER.,NATIONAL POLICING IMPROVEMENT AGENCY,208069,100307.89
Department for Transport,British Transport Police ,23/04/2010,INTANG ASSETS SOFTWARE - ADD,CAPITAL CONTROL ACCOUNT,Organised Computer Systems Ltd,208909,31678.4
Department for Transport,British Transport Police ,23/04/2010,IT SOFTWARE MAINTENANCE,DFT OLYMPICS,Software Box Ltd,207316,3085.71
Department for Transport,British Transport Police ,23/04/2010,IT SOFTWARE MAINTENANCE,DFT OLYMPICS,Software Box Ltd,207316,5714.28
Department for Transport,British Transport Police ,23/04/2010,IT SOFTWARE MAINTENANCE,DFT OLYMPICS,Software Box Ltd,207316,10000
Department for Transport,British Transport Police ,23/04/2010,IT SOFTWARE MAINTENANCE,DFT OLYMPICS,Software Box Ltd,207316,19112.86
Department for Transport,British Transport Police ,23/04/2010,IT SOFTWARE MAINTENANCE,DFT OLYMPICS,Software Box Ltd,207316,39727.14
Department for Transport,British Transport Police ,27/04/2010,IT HARDWARE PURCH (NONCAP),TECHNOLOGY GROUP,O2  (Special Services),208426,56700
Department for Transport,British Transport Police ,29/04/2010,FUEL & LUBRICANTS,FIN VEHICLE FLEET,ARVAL,209729,45331.22
Department for Transport,British Transport Police ,29/04/2010,BUSINESS RATES,LS South Western Quadrant,ASHFORD BOROUGH COUNCIL,209799,27324
Department for Transport,British Transport Police ,29/04/2010,PROCUREMENT CARD HOLDING A/C,LN Support Services,BARCLAYS HMG PROCUREMENT CARD,209749,43389.07
Department for Transport,British Transport Police ,29/04/2010,HIRE OF CONSULTANTS,D.C.C CHIEF CONSTABLE,DELOITTE MCS LTD,209746,32500
Department for Transport,British Transport Police ,29/04/2010,BUILDING RENTAL,FHQ TADWORTH TRAINING CENTRE,LAMBERT SMITH HAMPTON,203622,28750
Department for Transport,British Transport Police ,29/04/2010,BUILDING RENTAL,FHQ TADWORTH TRAINING CENTRE,LAMBERT SMITH HAMPTON,205491,-26465.75
Department for Transport,British Transport Police ,29/04/2010,IT SOFTWARE MAINTENANCE,TECHNOLOGY GROUP,NORTHGATE INFORMATION SOLUTIONS LTD,202644,62.53
Department for Transport,British Transport Police ,29/04/2010,IT SOFTWARE MAINTENANCE,TECHNOLOGY GROUP,NORTHGATE INFORMATION SOLUTIONS LTD,202644,2263.16
Department for Transport,British Transport Police ,29/04/2010,IT SOFTWARE MAINTENANCE,TECHNOLOGY GROUP,NORTHGATE INFORMATION SOLUTIONS LTD,202644,4671.12
Department for Transport,British Transport Police ,29/04/2010,IT SOFTWARE MAINTENANCE,TECHNOLOGY GROUP,NORTHGATE INFORMATION SOLUTIONS LTD,202644,5655.15
Department for Transport,British Transport Police ,29/04/2010,IT SOFTWARE MAINTENANCE,TECHNOLOGY GROUP,NORTHGATE INFORMATION SOLUTIONS LTD,202644,6195.98
Department for Transport,British Transport Police ,29/04/2010,IT SOFTWARE MAINTENANCE,TECHNOLOGY GROUP,NORTHGATE INFORMATION SOLUTIONS LTD,202644,6290.33
Department for Transport,British Transport Police ,29/04/2010,IT SOFTWARE MAINTENANCE,TECHNOLOGY GROUP,NORTHGATE INFORMATION SOLUTIONS LTD,202644,8425.13
Department for Transport,British Transport Police ,29/04/2010,IT SOFTWARE MAINTENANCE,TECHNOLOGY GROUP,NORTHGATE INFORMATION SOLUTIONS LTD,202644,15710.44
