Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction No,SumOfAmount
Department for Transport,Highways Agency,12/10/2010,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,BAM NUTTALL LIMITED,485422,448653.77
Department for Transport,Highways Agency,12/10/2010,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,BAM NUTTALL LTD AND HANSON QUARRY PRODUCTS LTD JV,485421,84111.34
Department for Transport,Highways Agency,12/10/2010,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,485552,59143.43
Department for Transport,Highways Agency,12/10/2010,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,485554,61895.23
Department for Transport,Highways Agency,12/10/2010,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,HANSON CONTRACTING,485534,86234.62
Department for Transport,Highways Agency,12/10/2010,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,HANSON CONTRACTING,485551,40187.72
Department for Transport,Highways Agency,12/10/2010,TA Renewal of Structures - Capital,MAJOR PROJECTS,JACOBS ENGINEERING UK LIMITED,485426,25442.99
Department for Transport,Highways Agency,12/10/2010,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,485527,1574.41
Department for Transport,Highways Agency,12/10/2010,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,BIRSE CIVILS LTD,485486,277270.25
Department for Transport,Highways Agency,12/10/2010,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,CHEVRON TRAFFIC MANAGEMENT LIMITED,485485,220529.47
Department for Transport,Highways Agency,12/10/2010,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,485552,24613.63
Department for Transport,Highways Agency,12/10/2010,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,485554,419
Department for Transport,Highways Agency,12/10/2010,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,HANSON CONTRACTING,485409,53565.38
Department for Transport,Highways Agency,12/10/2010,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,JOHN MARTIN CONSTRUCTION LTD,485408,53902.24
Department for Transport,Highways Agency,13/10/2010,CM - External Technical Consultant Costs,NETWORK DELIVERY & DEVELOPMENT,MOTT MACDONALD GROUP LTD,483618,-3815.79
Department for Transport,Highways Agency,13/10/2010,CM - Time Based Charges,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,485658,29332.59
Department for Transport,Highways Agency,13/10/2010,Contractors Costs,MAJOR PROJECTS,PB LTD,485624,58248.35
Department for Transport,Highways Agency,13/10/2010,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,485658,64836.87
Department for Transport,Highways Agency,13/10/2010,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,483961,-2654.96
Department for Transport,Highways Agency,13/10/2010,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,485627,141303.45
Department for Transport,Highways Agency,13/10/2010,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,485658,73869.1
Department for Transport,Highways Agency,13/10/2010,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,485627,93292.39
Department for Transport,Highways Agency,13/10/2010,TA Cost AUC - Programme,MAJOR PROJECTS,CARILLION MORGAN SINDALL JOINT VENTURE,485679,8856985.48
Department for Transport,Highways Agency,13/10/2010,TA Cost AUC - Programme,MAJOR PROJECTS,INTERSERVE PROJECT SERVICES LTD,485229,-51660.52
Department for Transport,Highways Agency,13/10/2010,TA Cost AUC - Programme,MAJOR PROJECTS,OVE ARUP & PARTNERS,485645,80064.31
Department for Transport,Highways Agency,13/10/2010,TA Cost AUC - Programme,MAJOR PROJECTS,PB LTD,485630,42456.31
Department for Transport,Highways Agency,13/10/2010,TA Cost AUC - Programme,MAJOR PROJECTS,PB LTD,485631,103321.23
Department for Transport,Highways Agency,13/10/2010,TA Cost AUC - Programme,MAJOR PROJECTS,PELL FRISCHMANN,485678,27637.55
Department for Transport,Highways Agency,13/10/2010,TA Cost AUC - Programme,MAJOR PROJECTS,SKANSKA CONSTRUCTION UK LTD,485617,600731.78
Department for Transport,Highways Agency,13/10/2010,TA Cost AUC - Programme,MAJOR PROJECTS,SKANSKA CONSTRUCTION UK LTD,485618,51273.51
Department for Transport,Highways Agency,13/10/2010,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,485658,23395.75
Department for Transport,Highways Agency,13/10/2010,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,CAMBRIDGE CONSULTANTS LTD,485629,57205.92
Department for Transport,Highways Agency,13/10/2010,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,CAPITA SYMONDS GROUP LTD,485635,90126.89
Department for Transport,Highways Agency,13/10/2010,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,483961,-44730.63
Department for Transport,Highways Agency,13/10/2010,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,485627,354610.42
Department for Transport,Highways Agency,13/10/2010,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,HILL & SMITH T/A TECHSPAN SYSTEMS,485633,98219.32
Department for Transport,Highways Agency,13/10/2010,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,MOTT MACDONALD GROUP LTD,485634,28494.61
Department for Transport,Highways Agency,14/10/2010,"Admin building refurbishment, maintenance, repairs, inspections and advice",BUSINESS SERVICES DIRECTORATE,BRUNTWOOD ESTATES ALPHA PORTFOLIO LTD,486112,300000
Department for Transport,Highways Agency,14/10/2010,CM - Development Control,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,486102,22815.48
Department for Transport,Highways Agency,14/10/2010,CM - Lump Sum Fees,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,486134,534364.87
Department for Transport,Highways Agency,14/10/2010,CM - Time Based Charges,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,483957,-80.24
Department for Transport,Highways Agency,14/10/2010,CM - Time Based Charges,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,483939,-124238.76
Department for Transport,Highways Agency,14/10/2010,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,486102,36915.96
Department for Transport,Highways Agency,14/10/2010,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,474967,-34742.22
Department for Transport,Highways Agency,14/10/2010,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,480189,-30610.34
Department for Transport,Highways Agency,14/10/2010,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,483939,-10077.63
Department for Transport,Highways Agency,14/10/2010,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,480189,-150.33
Department for Transport,Highways Agency,14/10/2010,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,483939,-8483.67
Department for Transport,Highways Agency,14/10/2010,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,PEEKMOUCHEL,486143,25686.72
Department for Transport,Highways Agency,14/10/2010,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,SIMULATION SYSTEMS LTD,461843,-156076.81
Department for Transport,Highways Agency,14/10/2010,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,SIMULATION SYSTEMS LTD,486130,193403.53
Department for Transport,Highways Agency,14/10/2010,Contractor Costs,TRAFFIC MANAGEMENT DIRECTORATE,ENTERPRISEMOUCHEL LIMITED,486134,2347.8
Department for Transport,Highways Agency,14/10/2010,Legal Costs,FINANCE SERVICES,TREASURY SOLICITOR,486090,27455.6
Department for Transport,Highways Agency,14/10/2010,PFI Service Payments,NETWORK DELIVERY & DEVELOPMENT,CONNECT PLUS (M25) LTD,486154,8569405.08
Department for Transport,Highways Agency,14/10/2010,PFI Service Payments,TRAFFIC MANAGEMENT DIRECTORATE,TRAFFIC INFORMATION SERVICES LTD,462545,-31098.48
Department for Transport,Highways Agency,14/10/2010,Prepaid expenses - admin,BUSINESS SERVICES DIRECTORATE,BRUNTWOOD ESTATES ALPHA PORTFOLIO LTD,486113,27085.89
Department for Transport,Highways Agency,14/10/2010,Prepaid expenses - admin,BUSINESS SERVICES DIRECTORATE,DTZ DEBENHAM TIE LEUNG,486110,92163.73
Department for Transport,Highways Agency,14/10/2010,RM - Electricity costs,NETWORK DELIVERY & DEVELOPMENT,EDF ENERGY,486148,934211.56
Department for Transport,Highways Agency,14/10/2010,RM - Electricity costs,NETWORK DELIVERY & DEVELOPMENT,EDF ENERGY,486149,269082.29
Department for Transport,Highways Agency,14/10/2010,RM - Electricity costs,NETWORK DELIVERY & DEVELOPMENT,MOUCHEL LIMITED,486150,37141.4
Department for Transport,Highways Agency,14/10/2010,TA Cost AUC - Programme,MAJOR PROJECTS,ATKINS LTD,486142,65758.79
Department for Transport,Highways Agency,14/10/2010,TA Cost AUC - Programme,MAJOR PROJECTS,CARILLION CAPITAL PROJECTS LIMITED,486163,90007.97
Department for Transport,Highways Agency,14/10/2010,TA Cost AUC - Programme,MAJOR PROJECTS,CARILLION CONSTRUCTION LTD - CIVIL ENGINEERING,486184,48302.17
Department for Transport,Highways Agency,14/10/2010,TA Cost AUC - Programme,MAJOR PROJECTS,LAING O'ROURKE CIVIL ENGINEERING LIMITED,486137,62375.76
Department for Transport,Highways Agency,14/10/2010,TA Cost AUC - Programme,MAJOR PROJECTS,LAING O'ROURKE CIVIL ENGINEERING LIMITED,486139,31236.3
Department for Transport,Highways Agency,14/10/2010,TA Cost AUC - Programme,MAJOR PROJECTS,SCOTT WILSON LTD,486135,50997.35
Department for Transport,Highways Agency,14/10/2010,TA Cost AUC - Programme,MAJOR PROJECTS,URS CORPORATION LTD,486131,163875.64
Department for Transport,Highways Agency,14/10/2010,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,486102,29147.36
Department for Transport,Highways Agency,14/10/2010,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,483957,-44280.93
Department for Transport,Highways Agency,14/10/2010,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,474967,-134.43
Department for Transport,Highways Agency,14/10/2010,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,480189,-1354.74
Department for Transport,Highways Agency,14/10/2010,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,483939,-6416.92
Department for Transport,Highways Agency,14/10/2010,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,SIMULATION SYSTEMS LTD,461843,-39958.37
Department for Transport,Highways Agency,14/10/2010,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,SIMULATION SYSTEMS LTD,486128,39958.37
Department for Transport,Highways Agency,14/10/2010,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,474967,-1355.64
Department for Transport,Highways Agency,14/10/2010,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,480189,-33783.89
Department for Transport,Highways Agency,14/10/2010,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,483939,-16269.1
Department for Transport,Highways Agency,14/10/2010,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,480189,-14272.31
Department for Transport,Highways Agency,14/10/2010,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,483939,-23139.58
Department for Transport,Highways Agency,14/10/2010,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,RINGWAY INFRASTRUCTURE SERVICES LTD,486145,257425.85
Department for Transport,Highways Agency,14/10/2010,TEC - Technology Maintenance,NETWORK DELIVERY & DEVELOPMENT,GENESYS TELECOMMUNICATIONS LTD,486105,46835
Department for Transport,Highways Agency,14/10/2010,WM - Winter Maintenance,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,486134,42436.4
Department for Transport,Highways Agency,15/10/2010,CM - External Technical Consultant Costs,NETWORK DELIVERY & DEVELOPMENT,E C HARRIS LLP,486469,55306.79
Department for Transport,Highways Agency,15/10/2010,CM - External Technical Consultant Costs,NETWORK DELIVERY & DEVELOPMENT,MOTT MACDONALD GROUP LTD,483618,3815.79
Department for Transport,Highways Agency,15/10/2010,CM - External Technical Consultant Costs,NETWORK DELIVERY & DEVELOPMENT,PEEK TRAFFIC LTD,486484,1040.09
Department for Transport,Highways Agency,15/10/2010,CM - Lump Sum Fees,NETWORK DELIVERY & DEVELOPMENT,METROPOLITAN POLICE AUTHORITY,486520,42839
Department for Transport,Highways Agency,15/10/2010,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,CONNECT A30/A35 LTD,486525,40708
Department for Transport,Highways Agency,15/10/2010,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,HYDER HALCROW M25 JOINT VENTURE,486452,127102.99
Department for Transport,Highways Agency,15/10/2010,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,HYDER HALCROW M25 JOINT VENTURE,486453,63361.09
Department for Transport,Highways Agency,15/10/2010,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,HYDER HALCROW M25 JOINT VENTURE,486455,72687.5
Department for Transport,Highways Agency,15/10/2010,Contractors Costs,NETWORK SERVICES DIRECTORATE,AECOM,486497,93000
Department for Transport,Highways Agency,15/10/2010,Contractors Costs,TRAFFIC MANAGEMENT DIRECTORATE,GRONTMIJ,486507,37368.86
Department for Transport,Highways Agency,15/10/2010,Lands Costs,MAJOR PROJECTS,SMITHS GORE,486467,29355.12
Department for Transport,Highways Agency,15/10/2010,Lands Costs,MAJOR PROJECTS,SMITHS GORE,486514,163816.28
Department for Transport,Highways Agency,15/10/2010,PFI Service Payments,NETWORK DELIVERY & DEVELOPMENT,CONNECT A30/A35 LTD,486498,2693970.51
Department for Transport,Highways Agency,15/10/2010,PFI Service Payments,NETWORK DELIVERY & DEVELOPMENT,ROAD MANAGEMENT SERVICES (DARRINGTON) LTD,486503,2018409.58
Department for Transport,Highways Agency,15/10/2010,TA Cost AUC - Programme,MAJOR PROJECTS,CARILLION CONSTRUCTION LTD - CIVIL ENGINEERING,486517,97872.73
Department for Transport,Highways Agency,15/10/2010,TA Cost AUC - Programme,MAJOR PROJECTS,COSTAIN LIMITED,486502,120500.44
Department for Transport,Highways Agency,15/10/2010,TA Cost AUC - Programme,MAJOR PROJECTS,EON ENERGY/CENTRAL NETWORKS (CIS) DIVERT/CONNECT,464219,-51560.68
Department for Transport,Highways Agency,15/10/2010,TA Cost AUC - Programme,MAJOR PROJECTS,EON ENERGY/CENTRAL NETWORKS (CIS) DIVERT/CONNECT,468020,-31010.39
Department for Transport,Highways Agency,15/10/2010,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD227500,28785.78
Department for Transport,Highways Agency,15/10/2010,TA Cost AUC - Programme,MAJOR PROJECTS,INTERSERVE PROJECT SERVICES LTD,486451,52531.2
Department for Transport,Highways Agency,15/10/2010,TA Cost AUC - Programme,MAJOR PROJECTS,NATIONAL GRID PLC (CIS) DIVERT/CONNECT,470656,-81516.68
Department for Transport,Highways Agency,15/10/2010,TA Cost AUC - Programme,MAJOR PROJECTS,NATIONAL GRID PLC (CIS) DIVERT/CONNECT,470657,-89452.73
Department for Transport,Highways Agency,15/10/2010,TA Cost AUC - Programme,MAJOR PROJECTS,NATIONAL GRID PLC (CIS) DIVERT/CONNECT,470658,-72874.46
Department for Transport,Highways Agency,15/10/2010,TA Cost AUC - Programme,MAJOR PROJECTS,NATIONAL GRID PLC (CIS) DIVERT/CONNECT,471416,-98287.67
Department for Transport,Highways Agency,15/10/2010,TA Cost AUC - Programme,MAJOR PROJECTS,VIRGIN MEDIA LIMITED,470491,-231836.63
Department for Transport,Highways Agency,15/10/2010,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,MOTT MACDONALD GROUP LTD,483618,-34664.28
Department for Transport,Highways Agency,15/10/2010,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,PEEK TRAFFIC LTD,486484,170457.81
Department for Transport,Highways Agency,15/10/2010,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,MOUCHEL LIMITED,486506,64251.35
Department for Transport,Highways Agency,15/10/2010,TA Renewal of Structures - Capital,MAJOR PROJECTS,CARILLION CONSTRUCTION LTD - CIVIL ENGINEERING,486501,507233.26
Department for Transport,Highways Agency,15/10/2010,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,JACKSON CIVIL ENGINEERING LTD,486470,110990.86
Department for Transport,Highways Agency,18/10/2010,CM - Compounds Maintenance,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,486642,49935.39
Department for Transport,Highways Agency,18/10/2010,CM - Lump Sum Fees,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES,486550,1558313.84
Department for Transport,Highways Agency,18/10/2010,CM - Time Based Charges,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,486545,50428.86
Department for Transport,Highways Agency,18/10/2010,CM - Time Based Charges,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,486641,4279.78
Department for Transport,Highways Agency,18/10/2010,CM - Time Based Charges,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,486642,1654207.84
Department for Transport,Highways Agency,18/10/2010,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,486545,106299.48
Department for Transport,Highways Agency,18/10/2010,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,486636,12210.72
Department for Transport,Highways Agency,18/10/2010,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,486642,569801.87
Department for Transport,Highways Agency,18/10/2010,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,KPMG LLP,476138,-55552
Department for Transport,Highways Agency,18/10/2010,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,KPMG LLP,483659,-243349
Department for Transport,Highways Agency,18/10/2010,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,VAISALA TMI LTD,484187,-41500
Department for Transport,Highways Agency,18/10/2010,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,VAISALA TMI LTD,486648,47819
Department for Transport,Highways Agency,18/10/2010,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,WSP UK LIMITED,486555,25231.31
Department for Transport,Highways Agency,18/10/2010,Contractors Costs,TRAFFIC MANAGEMENT DIRECTORATE,A-ONE + INTEGRATED HIGHWAY SERVICES,486550,5594.65
Department for Transport,Highways Agency,18/10/2010,Contractors Costs,TRAFFIC MANAGEMENT DIRECTORATE,INTERROUTE,486642,1613.11
Department for Transport,Highways Agency,18/10/2010,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,486545,334.27
Department for Transport,Highways Agency,18/10/2010,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,BOE FOREIGN CURRENCY,70007528FOGTEC,120598.06
Department for Transport,Highways Agency,18/10/2010,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,486622,574660.13
Department for Transport,Highways Agency,18/10/2010,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,486641,114.1
Department for Transport,Highways Agency,18/10/2010,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,486642,135309.54
Department for Transport,Highways Agency,18/10/2010,ICT Consultancy Costs,NETWORK SERVICES DIRECTORATE,ATOS ORIGIN IT SERVICES UK LIMITED,486579,51649.71
Department for Transport,Highways Agency,18/10/2010,ICT Software Maintenance,BUSINESS SERVICES DIRECTORATE,CABLE & WIRELESS COMMUNICATION (TELEPHONE ACCOUNTS),486615,68127.5
Department for Transport,Highways Agency,18/10/2010,ICT Software Maintenance,BUSINESS SERVICES DIRECTORATE,CABLE & WIRELESS COMMUNICATION (TELEPHONE ACCOUNTS),486617,26550
Department for Transport,Highways Agency,18/10/2010,PFI Service Payments,NETWORK DELIVERY & DEVELOPMENT,AUTOLINK CONCESSIONAIRES (A19) LIMITED,486568,30659.22
Department for Transport,Highways Agency,18/10/2010,TA Cost AUC - Programme,MAJOR PROJECTS,COSTAIN CARILLION JOINT VENTURE,486653,7975694.07
Department for Transport,Highways Agency,18/10/2010,TA Cost AUC - Programme,MAJOR PROJECTS,JACOBS ENGINEERING UK LIMITED,486585,186190.97
Department for Transport,Highways Agency,18/10/2010,TA Cost AUC - Programme,MAJOR PROJECTS,JACOBS ENGINEERING UK LIMITED,486625,54798.39
Department for Transport,Highways Agency,18/10/2010,TA Cost AUC - Programme,MAJOR PROJECTS,MOTT MACDONALD GROUP LTD,486566,37035.56
Department for Transport,Highways Agency,18/10/2010,TA Cost AUC - Programme,MAJOR PROJECTS,SURREY COUNTY COUNCIL,484752,0
Department for Transport,Highways Agency,18/10/2010,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,486545,3430.02
Department for Transport,Highways Agency,18/10/2010,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,BALFOUR BEATTY CIVIL ENGINEERING LTD,486544,125568.84
Department for Transport,Highways Agency,18/10/2010,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,486636,3527.03
Department for Transport,Highways Agency,18/10/2010,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,486642,256157.56
Department for Transport,Highways Agency,18/10/2010,TA Cost AUC - Programme,NETWORK SERVICES DIRECTORATE,INTERROUTE,486642,606.8
Department for Transport,Highways Agency,18/10/2010,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,486636,13960.59
Department for Transport,Highways Agency,18/10/2010,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,486638,34647.51
Department for Transport,Highways Agency,18/10/2010,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,486641,21290.01
Department for Transport,Highways Agency,18/10/2010,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,486642,910097.27
Department for Transport,Highways Agency,18/10/2010,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,486636,22424.99
Department for Transport,Highways Agency,18/10/2010,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,486641,375.82
Department for Transport,Highways Agency,18/10/2010,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,486642,808610.71
Department for Transport,Highways Agency,18/10/2010,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,LAL/MAY GURNEY LTD JOINT VENTURE,486592,307291.5
Department for Transport,Highways Agency,18/10/2010,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,NETWORK RAIL,486608,66916.96
Department for Transport,Highways Agency,18/10/2010,TEC - Technology Maintenance,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,486642,140008.55
Department for Transport,Highways Agency,18/10/2010,WM - Winter Maintenance,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,486642,96728.57
Department for Transport,Highways Agency,19/10/2010,CM - External Technical Consultant Costs,NETWORK DELIVERY & DEVELOPMENT,ULTRA ELECTRONICS CONTROLS,486768,18666.11
Department for Transport,Highways Agency,19/10/2010,CM - Lump Sum Fees,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES,486695,44965.88
Department for Transport,Highways Agency,19/10/2010,CM - Lump Sum Fees,NETWORK DELIVERY & DEVELOPMENT,ATKINS LTD,486696,584841.09
Department for Transport,Highways Agency,19/10/2010,CM - Term Maintenance Preliminaries,NETWORK DELIVERY & DEVELOPMENT,ATKINS LTD,486697,56079.39
Department for Transport,Highways Agency,19/10/2010,CM - Time Based Charges,NETWORK DELIVERY & DEVELOPMENT,ATKINS LTD,486697,28308.81
Department for Transport,Highways Agency,19/10/2010,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,486704,32031.69
Department for Transport,Highways Agency,19/10/2010,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES,486690,12223.88
Department for Transport,Highways Agency,19/10/2010,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,ATKINS LTD,486697,207448.35
Department for Transport,Highways Agency,19/10/2010,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,486704,229.38
Department for Transport,Highways Agency,19/10/2010,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES,459892,-25726
Department for Transport,Highways Agency,19/10/2010,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES,471920,-15123.53
Department for Transport,Highways Agency,19/10/2010,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES,475171,-13052.39
Department for Transport,Highways Agency,19/10/2010,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES,486691,45237.85
Department for Transport,Highways Agency,19/10/2010,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,ATKINS LTD,485055,-8880.18
Department for Transport,Highways Agency,19/10/2010,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,ATKINS LTD,486697,63641.65
Department for Transport,Highways Agency,19/10/2010,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,ULTRA ELECTRONICS CONTROLS,486768,846.4
Department for Transport,Highways Agency,19/10/2010,Contractor Costs,TRAFFIC MANAGEMENT DIRECTORATE,A-ONE + INTEGRATED HIGHWAY SERVICES,486695,53.83
Department for Transport,Highways Agency,19/10/2010,Lands Costs,MAJOR PROJECTS,SMITHS GORE,486736,137231.19
Department for Transport,Highways Agency,19/10/2010,TA Cost AUC - Accommodation,BUSINESS SERVICES DIRECTORATE,WORKSCAPE LTD,486718,83408.64
Department for Transport,Highways Agency,19/10/2010,TA Cost AUC - Programme,MAJOR PROJECTS,A-ONE + INTEGRATED HIGHWAY SERVICES,486690,46.26
Department for Transport,Highways Agency,19/10/2010,TA Cost AUC - Programme,MAJOR PROJECTS,ATKINS LTD,486724,68247.35
Department for Transport,Highways Agency,19/10/2010,TA Cost AUC - Programme,MAJOR PROJECTS,BALFOUR BEATTY CIVIL ENGINEERING LTD,486745,62566
Department for Transport,Highways Agency,19/10/2010,TA Cost AUC - Programme,MAJOR PROJECTS,COSTAIN CARILLION JOINT VENTURE,486714,257262.08
Department for Transport,Highways Agency,19/10/2010,TA Cost AUC - Programme,MAJOR PROJECTS,COSTAIN CARILLION JOINT VENTURE,486767,36993.24
