Department Family,Entity,Date,Expense Type,Expense Area ,Supplier,Transaction No,Sum of Amount,Item Text,Postal Code
Department for Transport,BTP,10/05/2013,FUEL & LUBRICANTS,WN OPERATIONS,ARVAL,294523,136.67,Ww West Sector Command,SN5 6PE
Department for Transport,BTP,10/05/2013,FUEL & LUBRICANTS,WN OP SUPPORT PLANNING,ARVAL,294523,637.14,Ww West Sector Command,SN5 6PE
Department for Transport,BTP,10/05/2013,FUEL & LUBRICANTS,PRO-ACTIVE CRIME TEAM,ARVAL,294523,114.18,Ww West Sector Command,SN5 6PE
Department for Transport,BTP,10/05/2013,FUEL & LUBRICANTS,WN SHREWSBURY STAFF COSTS,ARVAL,294523,511.84,Ww West Sector Command,SN5 6PE
Department for Transport,BTP,10/05/2013,FUEL & LUBRICANTS,WN BANGOR STAFF COSTS,ARVAL,294523,590.42,Ww West Sector Command,SN5 6PE
Department for Transport,BTP,10/05/2013,FUEL & LUBRICANTS,WN CARMARTHEN STAFF COSTS,ARVAL,294523,143.7,Ww West Sector Command,SN5 6PE
Department for Transport,BTP,10/05/2013,FUEL & LUBRICANTS,WN CARDIFF STAFF COSTS,ARVAL,294523,689.11,Ww West Sector Command,SN5 6PE
Department for Transport,BTP,10/05/2013,FUEL & LUBRICANTS,WN SWANSEA STAFF COSTS,ARVAL,294523,274.9,Ww West Sector Command,SN5 6PE
Department for Transport,BTP,10/05/2013,FUEL & LUBRICANTS,WN NEWPORT STAFF COSTS,ARVAL,294523,215.72,Ww West Sector Command,SN5 6PE
Department for Transport,BTP,10/05/2013,FUEL & LUBRICANTS,WN SUPPORT SERVICES,ARVAL,294523,330.29,Ww West Sector Command,SN5 6PE
Department for Transport,BTP,31/05/2013,VEHICLE EQUIPMENT (NONCAP),COUNTER TERRORISM,PRESSFAB EVO LTD,297456,1180.8,OPERATIONS DEPT,MK45 4RP
Department for Transport,BTP,31/05/2013,VEHICLE EQUIPMENT (NONCAP),COUNTER TERRORISM,PRESSFAB EVO LTD,297457,1180.8,OPERATIONS DEPT,MK45 4RP
Department for Transport,BTP,29/05/2013,VEHICLE HIRE- NONOPS,NATIONAL METAL THEFTCRIME UNIT,EUROPCAR GROUP UK LTD,297394,-41.96,ACC (PROTECTIVE SERVICES),LE29GT
Department for Transport,BTP,29/05/2013,VEHICLE HIRE- NONOPS,PS MIU,EUROPCAR GROUP UK LTD,297394,229.51,ACC (PROTECTIVE SERVICES),LE29GT
Department for Transport,BTP,29/05/2013,VEHICLE HIRE- NONOPS,FHQ SCIENTIFIC SUPPORT,EUROPCAR GROUP UK LTD,297394,564.15,ACC (PROTECTIVE SERVICES),LE29GT
Department for Transport,BTP,29/05/2013,VEHICLE HIRE- NONOPS,PS HEAD OF FSJ,EUROPCAR GROUP UK LTD,297394,-10.85,ACC (PROTECTIVE SERVICES),LE29GT
Department for Transport,BTP,29/05/2013,VEHICLE HIRE- NONOPS,PROFESSIONAL STANDARDS,EUROPCAR GROUP UK LTD,297394,121.33,DEP. CHIEF CONSTABLE TOTAL,LE29GT
Department for Transport,BTP,29/05/2013,VEHICLE HIRE- NONOPS,HR LEARNING AND DEVELOPMENT,EUROPCAR GROUP UK LTD,297394,38.3,HUMAN RESOURCES TOTAL,LE29GT
Department for Transport,BTP,29/05/2013,VEHICLE HIRE- NONOPS,L&D OPERATIONS & TRAINING,EUROPCAR GROUP UK LTD,297394,42.82,HUMAN RESOURCES TOTAL,LE29GT
Department for Transport,BTP,29/05/2013,VEHICLE HIRE- NONOPS,REGIONAL TRAINER OUTER LONDON,EUROPCAR GROUP UK LTD,297394,295.01,HUMAN RESOURCES TOTAL,LE29GT
Department for Transport,BTP,29/05/2013,VEHICLE HIRE- NONOPS,Lond Stl AIB / FIO,EUROPCAR GROUP UK LTD,297394,-22.03,Lond Stl AIB / FIO,LE29GT
Department for Transport,BTP,29/05/2013,VEHICLE HIRE- NONOPS,NE CID,EUROPCAR GROUP UK LTD,297394,265.76,NE Central Cost Sector Command,LE29GT
Department for Transport,BTP,29/05/2013,VEHICLE HIRE- NONOPS,NW CABLE AREA FUNDED,EUROPCAR GROUP UK LTD,297394,297.36,NW Central Cost Sector Command,LE29GT
Department for Transport,BTP,29/05/2013,VEHICLE HIRE- NONOPS,NW REACTIVE UNIT,EUROPCAR GROUP UK LTD,297394,166.38,NW SECTOR COMMAND,LE29GT
Department for Transport,BTP,29/05/2013,VEHICLE HIRE- NONOPS,FHQ TECHNOLOGY MANAGER,EUROPCAR GROUP UK LTD,297394,19.15,OPERATIONS DEPT,LE29GT
Department for Transport,BTP,29/05/2013,VEHICLE HIRE- NONOPS,COUNTER TERRORISM,EUROPCAR GROUP UK LTD,297394,166.45,OPERATIONS DEPT,LE29GT
Department for Transport,BTP,29/05/2013,VEHICLE HIRE- NONOPS,INFORMATION MANAGEMENT,EUROPCAR GROUP UK LTD,297394,19.15,PROT SERV DISCLOSURE UNIT,LE29GT
Department for Transport,BTP,29/05/2013,VEHICLE HIRE- NONOPS,SC FINANCE,EUROPCAR GROUP UK LTD,297394,358.43,Sc Central Cost Sector Command,LE29GT
Department for Transport,BTP,29/05/2013,VEHICLE HIRE- NONOPS,SC ABERDEEN STAFF COSTS,EUROPCAR GROUP UK LTD,297394,185.64,Scot North Sector Command,LE29GT
Department for Transport,BTP,20/05/2013,VEHICLE HIRE- NONOPS,REGIONAL TRAINER OUTER LONDON,SCOT GROUP LTD.T/A THRIFTY CAR AND VAN RENTAL,296215,652.02,HUMAN RESOURCES TOTAL,EX2 8LW
Department for Transport,BTP,20/05/2013,VEHICLE HIRE- NONOPS,SC A.I.B,SHB HIRE LTD,295769,680.4,Sc Central Cost Sector Command,SO51 9DQ
Department for Transport,BTP,03/05/2013,TRAIN FARES,FORCEWIDE MAINTENANCE,ATOC RAIL TRAVEL ACCOUNT,295027,43.5,FINANCE & CORPORATE SERVICES,SG1 2YN
Department for Transport,BTP,03/05/2013,TRAIN FARES,HR RECRUITMENT BC BIRMINGHAM,ATOC RAIL TRAVEL ACCOUNT,295027,2055.3,HUMAN RESOURCES TOTAL,SG1 2YN
Department for Transport,BTP,03/05/2013,TRAIN FARES,LS AREA COMMAND,ATOC RAIL TRAVEL ACCOUNT,295027,49.4,LS Total Command,SG1 2YN
Department for Transport,BTP,03/05/2013,TRAIN FARES,HR RECRUITMENT BC BIRMINGHAM,ATOC RAIL TRAVEL ACCOUNT,295028,1448,HUMAN RESOURCES TOTAL,SG1 2YN
Department for Transport,BTP,03/05/2013,TRAIN FARES,LS AREA COMMAND,ATOC RAIL TRAVEL ACCOUNT,295028,106,LS Total Command,SG1 2YN
Department for Transport,BTP,20/05/2013,HOTEL ACCOMMODATION,NE ADMIN OF JUSTICE,BOOKING SERVICES INTERNATIONAL,295809,109,NE Central Cost Sector Command,TA1 2PF
Department for Transport,BTP,20/05/2013,HOTEL ACCOMMODATION,NE CABLE TEAM,BOOKING SERVICES INTERNATIONAL,295809,1396.38,NE Crime Supp Sector Command,TA1 2PF
Department for Transport,BTP,20/05/2013,HOTEL ACCOMMODATION,NE LEEDS STAFF COSTS,BOOKING SERVICES INTERNATIONAL,295809,209,N.E East Sector Command,TA1 2PF
Department for Transport,BTP,20/05/2013,HOTEL ACCOMMODATION,NE NEWCASTLE STAFF COSTS,BOOKING SERVICES INTERNATIONAL,295809,94.9,N.E North Sector Command,TA1 2PF
Department for Transport,BTP,20/05/2013,HOTEL ACCOMMODATION,NE NPT,BOOKING SERVICES INTERNATIONAL,295809,90,NE NPT,TA1 2PF
Department for Transport,BTP,20/05/2013,HOTEL ACCOMMODATION,NE OPERATIONS,BOOKING SERVICES INTERNATIONAL,295809,824.53,N.E West Sector Command,TA1 2PF
Department for Transport,BTP,20/05/2013,HOTEL ACCOMMODATION,NE OP SUPPORT 1,BOOKING SERVICES INTERNATIONAL,295809,128.94,N.E West Sector Command,TA1 2PF
Department for Transport,BTP,20/05/2013,HOTEL ACCOMMODATION,WN CID,BOOKING SERVICES INTERNATIONAL,296369,220.94,WW Central Cost Sector Command,TA1 2PF
Department for Transport,BTP,20/05/2013,HOTEL ACCOMMODATION,WN AREA COMMAND STAFF COSTS,BOOKING SERVICES INTERNATIONAL,296369,73.19,WW Command Sector,TA1 2PF
Department for Transport,BTP,20/05/2013,HOTEL ACCOMMODATION,WN CRIME REDUCTION,BOOKING SERVICES INTERNATIONAL,296369,192.05,WW Crime Supp Sector Command,TA1 2PF
Department for Transport,BTP,20/05/2013,HOTEL ACCOMMODATION,WN SECTOR COMMAND 2,BOOKING SERVICES INTERNATIONAL,296369,106.52,Ww East Sector Command,TA1 2PF
Department for Transport,BTP,20/05/2013,HOTEL ACCOMMODATION,WN PLYMOUTH STAFF COSTS,BOOKING SERVICES INTERNATIONAL,296369,109.72,WW South Sector Command,TA1 2PF
Department for Transport,BTP,20/05/2013,HOTEL ACCOMMODATION,WN GLOUCESTER STAFF COSTS,BOOKING SERVICES INTERNATIONAL,296369,79.3,WW South Sector Command,TA1 2PF
Department for Transport,BTP,20/05/2013,HOTEL ACCOMMODATION,WN OP SUPPORT PLANNING,BOOKING SERVICES INTERNATIONAL,296369,99.49,Ww West Sector Command,TA1 2PF
Department for Transport,BTP,20/05/2013,HOTEL ACCOMMODATION,WN CARDIFF STAFF COSTS,BOOKING SERVICES INTERNATIONAL,296369,107,Ww West Sector Command,TA1 2PF
Department for Transport,BTP,20/05/2013,HOTEL ACCOMMODATION,WN SUPPORT SERVICES,BOOKING SERVICES INTERNATIONAL,296369,-43.31,Ww West Sector Command,TA1 2PF
Department for Transport,BTP,24/05/2013,HOTEL ACCOMMODATION,SC AREA COMMAND,BOOKING SERVICES INTERNATIONAL,296858,3717.2,Scot Command Sector,TA1 2PF
Department for Transport,BTP,24/05/2013,HOTEL ACCOMMODATION,SC AREA COMMAND,BOOKING SERVICES INTERNATIONAL,296856,1408.1,Scot Command Sector,TA1 2PF
Department for Transport,BTP,24/05/2013,HOTEL ACCOMMODATION,NE AREA COMMAND,BOOKING SERVICES INTERNATIONAL,297041,542.46,NE Command Sector,TA1 2PF
Department for Transport,BTP,24/05/2013,HOTEL ACCOMMODATION,NE CABLE TEAM,BOOKING SERVICES INTERNATIONAL,297041,2318.74,NE Crime Supp Sector Command,TA1 2PF
Department for Transport,BTP,24/05/2013,HOTEL ACCOMMODATION,NE LEEDS STAFF COSTS,BOOKING SERVICES INTERNATIONAL,297041,148,N.E East Sector Command,TA1 2PF
Department for Transport,BTP,24/05/2013,HOTEL ACCOMMODATION,NW A.I.B,BOOKING SERVICES INTERNATIONAL,297015,91,NW Central Cost Sector Command,TA1 2PF
Department for Transport,BTP,24/05/2013,HOTEL ACCOMMODATION,NW PROACTIVE UNIT,BOOKING SERVICES INTERNATIONAL,297015,219,NW CRIME SECTOR COMMAND,TA1 2PF
Department for Transport,BTP,24/05/2013,HOTEL ACCOMMODATION,NW MANCHESTER,BOOKING SERVICES INTERNATIONAL,297015,88.75,NW East Sector Command,TA1 2PF
Department for Transport,BTP,24/05/2013,HOTEL ACCOMMODATION,NW PRESTON,BOOKING SERVICES INTERNATIONAL,297015,82.1,NW East Sector Command,TA1 2PF
Department for Transport,BTP,24/05/2013,HOTEL ACCOMMODATION,NW OPERATIONS,BOOKING SERVICES INTERNATIONAL,297015,1251.46,NW OPERATIONS SECOTR COMMAND,TA1 2PF
Department for Transport,BTP,24/05/2013,HOTEL ACCOMMODATION,NW REACTIVE UNIT,BOOKING SERVICES INTERNATIONAL,297015,1138.89,NW SECTOR COMMAND,TA1 2PF
Department for Transport,BTP,24/05/2013,HOTEL ACCOMMODATION,SC SECT. COMM. CENT STF COSTS,BOOKING SERVICES INTERNATIONAL,296965,2094.14,Sc Central Cost Sector Command,TA1 2PF
Department for Transport,BTP,31/05/2013,HOTEL ACCOMMODATION,LS AREA COMMAND,BOOKING SERVICES INTERNATIONAL,297022,4095.49,LS Total Command,TA1 2PF
Department for Transport,BTP,31/05/2013,HOTEL ACCOMMODATION,LS SPECIAL CONSTABLES,BOOKING SERVICES INTERNATIONAL,297022,322.02,LS Total Command,TA1 2PF
Department for Transport,BTP,31/05/2013,HOTEL ACCOMMODATION,LS CID,BOOKING SERVICES INTERNATIONAL,297022,238.99,LS Total Command,TA1 2PF
Department for Transport,BTP,31/05/2013,HOTEL ACCOMMODATION,PS FHQ FIB,BOOKING SERVICES INTERNATIONAL,297407,232.45,ACC (PROTECTIVE SERVICES),TA1 2PF
Department for Transport,BTP,31/05/2013,HOTEL ACCOMMODATION,PS FHQ DEDICATED SOURCE UNIT,BOOKING SERVICES INTERNATIONAL,297407,990.1,ACC (PROTECTIVE SERVICES),TA1 2PF
Department for Transport,BTP,31/05/2013,HOTEL ACCOMMODATION,FHQ CCTV PROJECT TEAM,BOOKING SERVICES INTERNATIONAL,297407,432.5,ACC (PROTECTIVE SERVICES),TA1 2PF
Department for Transport,BTP,31/05/2013,HOTEL ACCOMMODATION,PS FHQ SPECIAL BRANCH,BOOKING SERVICES INTERNATIONAL,297407,241.8,ACC (PROTECTIVE SERVICES),TA1 2PF
Department for Transport,BTP,31/05/2013,HOTEL ACCOMMODATION,PF FHQ CONFIDENTAIL UNIT,BOOKING SERVICES INTERNATIONAL,297407,425.15,ACC (PROTECTIVE SERVICES),TA1 2PF
Department for Transport,BTP,31/05/2013,HOTEL ACCOMMODATION,NATIONAL METAL THEFTCRIME UNIT,BOOKING SERVICES INTERNATIONAL,297407,4524.62,ACC (PROTECTIVE SERVICES),TA1 2PF
Department for Transport,BTP,31/05/2013,HOTEL ACCOMMODATION,PS MIU,BOOKING SERVICES INTERNATIONAL,297407,647.6,ACC (PROTECTIVE SERVICES),TA1 2PF
Department for Transport,BTP,31/05/2013,HOTEL ACCOMMODATION,FHQ SCIENTIFIC SUPPORT,BOOKING SERVICES INTERNATIONAL,297407,770.4,ACC (PROTECTIVE SERVICES),TA1 2PF
Department for Transport,BTP,31/05/2013,HOTEL ACCOMMODATION,CHIEF CONSTABLE,BOOKING SERVICES INTERNATIONAL,297407,255.5,DEP. CHIEF CONSTABLE TOTAL,TA1 2PF
Department for Transport,BTP,31/05/2013,HOTEL ACCOMMODATION,MARKETING,BOOKING SERVICES INTERNATIONAL,297407,410.5,DEP. CHIEF CONSTABLE TOTAL,TA1 2PF
Department for Transport,BTP,31/05/2013,HOTEL ACCOMMODATION,PROFESSIONAL STANDARDS,BOOKING SERVICES INTERNATIONAL,297407,332.05,DEP. CHIEF CONSTABLE TOTAL,TA1 2PF
Department for Transport,BTP,31/05/2013,HOTEL ACCOMMODATION,STRATEGIC DEVELOPMENT DEPT,BOOKING SERVICES INTERNATIONAL,297407,107.75,DEP. CHIEF CONSTABLE TOTAL,TA1 2PF
Department for Transport,BTP,31/05/2013,HOTEL ACCOMMODATION,FHQ POLICE AUTHORITY,BOOKING SERVICES INTERNATIONAL,297407,92.48,FHQ POLICE AUTHORITY,TA1 2PF
Department for Transport,BTP,31/05/2013,HOTEL ACCOMMODATION,FHQ ESTATES MANAGER,BOOKING SERVICES INTERNATIONAL,297407,218.4,FINANCE & CORPORATE SERVICES,TA1 2PF
Department for Transport,BTP,31/05/2013,HOTEL ACCOMMODATION,DIRECTORATE CORPORATE RESOURCE,BOOKING SERVICES INTERNATIONAL,297407,1944.95,FINANCE & CORPORATE SERVICES,TA1 2PF
Department for Transport,BTP,31/05/2013,HOTEL ACCOMMODATION,HR BUSINESS CENTRE(BIRMINGHAM),BOOKING SERVICES INTERNATIONAL,297407,354.52,HUMAN RESOURCES TOTAL,TA1 2PF
Department for Transport,BTP,31/05/2013,HOTEL ACCOMMODATION,HR BUSINESS PARTNERS,BOOKING SERVICES INTERNATIONAL,297407,509.43,HUMAN RESOURCES TOTAL,TA1 2PF
Department for Transport,BTP,31/05/2013,HOTEL ACCOMMODATION,HR RECRUITMENT BC BIRMINGHAM,BOOKING SERVICES INTERNATIONAL,297407,4970.14,HUMAN RESOURCES TOTAL,TA1 2PF
Department for Transport,BTP,31/05/2013,HOTEL ACCOMMODATION,L&D BUSINESS ASSURANCE,BOOKING SERVICES INTERNATIONAL,297407,1420.8,HUMAN RESOURCES TOTAL,TA1 2PF
Department for Transport,BTP,31/05/2013,HOTEL ACCOMMODATION,L&D SAFETY TEAMS,BOOKING SERVICES INTERNATIONAL,297407,199.9,HUMAN RESOURCES TOTAL,TA1 2PF
Department for Transport,BTP,31/05/2013,HOTEL ACCOMMODATION,REGIONAL TRAINER OUTER LONDON,BOOKING SERVICES INTERNATIONAL,297407,2432.05,HUMAN RESOURCES TOTAL,TA1 2PF
Department for Transport,BTP,31/05/2013,HOTEL ACCOMMODATION,REGIONAL TRAINER LONDON-LN/LS,BOOKING SERVICES INTERNATIONAL,297407,78,HUMAN RESOURCES TOTAL,TA1 2PF
Department for Transport,BTP,31/05/2013,HOTEL ACCOMMODATION,LEADERSHIP & MGT DEV FACULTY,BOOKING SERVICES INTERNATIONAL,297407,1016.45,HUMAN RESOURCES TOTAL,TA1 2PF
Department for Transport,BTP,31/05/2013,HOTEL ACCOMMODATION,FHQ TRAINING CENTRE DOGS,BOOKING SERVICES INTERNATIONAL,297407,5838.2,HUMAN RESOURCES TOTAL,TA1 2PF
Department for Transport,BTP,31/05/2013,HOTEL ACCOMMODATION,FHQ CONTROL ROOMS,BOOKING SERVICES INTERNATIONAL,297407,98,OPERATIONS DEPT,TA1 2PF
Department for Transport,BTP,31/05/2013,HOTEL ACCOMMODATION,CONTROL ROOM BIRMINGHAM,BOOKING SERVICES INTERNATIONAL,297407,268.9,OPERATIONS DEPT,TA1 2PF
Department for Transport,BTP,31/05/2013,HOTEL ACCOMMODATION,FHQ TECHNOLOGY MANAGER,BOOKING SERVICES INTERNATIONAL,297407,449.24,OPERATIONS DEPT,TA1 2PF
Department for Transport,BTP,31/05/2013,HOTEL ACCOMMODATION,FHQ OPS DOGS OPERATIONS DEPT,BOOKING SERVICES INTERNATIONAL,297407,408.75,OPERATIONS DEPT,TA1 2PF
Department for Transport,BTP,31/05/2013,HOTEL ACCOMMODATION,FHQ SPECIAL MOVEMENTS,BOOKING SERVICES INTERNATIONAL,297407,75,OPERATIONS DEPT,TA1 2PF
Department for Transport,BTP,31/05/2013,HOTEL ACCOMMODATION,SPECIALIST  RESPONSE UNIT,BOOKING SERVICES INTERNATIONAL,297407,197.9,OPERATIONS DEPT,TA1 2PF
Department for Transport,BTP,31/05/2013,HOTEL ACCOMMODATION,ACC TERRITORIAL POLICING,BOOKING SERVICES INTERNATIONAL,297407,1537.85,OPERATIONS DEPT,TA1 2PF
Department for Transport,BTP,31/05/2013,HOTEL ACCOMMODATION,NEIGHBRHOOD POLICE & PRTNRSHP,BOOKING SERVICES INTERNATIONAL,297407,625.15,OPERATIONS DEPT,TA1 2PF
Department for Transport,BTP,31/05/2013,HOTEL ACCOMMODATION,PS FHQ DISCLOSURE UNIT,BOOKING SERVICES INTERNATIONAL,297407,133,PROT SERV DISCLOSURE UNIT,TA1 2PF
Department for Transport,BTP,31/05/2013,HOTEL ACCOMMODATION,WN TRAINING,BOOKING SERVICES INTERNATIONAL,297346,283.19,WW Central Cost Sector Command,TA1 2PF
Department for Transport,BTP,31/05/2013,HOTEL ACCOMMODATION,WN ADMINISTRATION,BOOKING SERVICES INTERNATIONAL,297346,160.03,WW Central Cost Sector Command,TA1 2PF
Department for Transport,BTP,31/05/2013,HOTEL ACCOMMODATION,WN AREA COMMAND STAFF COSTS,BOOKING SERVICES INTERNATIONAL,297346,446.69,WW Command Sector,TA1 2PF
Department for Transport,BTP,31/05/2013,HOTEL ACCOMMODATION,WN SECTOR COMMAND 2,BOOKING SERVICES INTERNATIONAL,297346,201.81,Ww East Sector Command,TA1 2PF
Department for Transport,BTP,31/05/2013,HOTEL ACCOMMODATION,WN - CENTRO,BOOKING SERVICES INTERNATIONAL,297346,284.09,Ww North Sector Command,TA1 2PF
Department for Transport,BTP,31/05/2013,HOTEL ACCOMMODATION,WN PLYMOUTH STAFF COSTS,BOOKING SERVICES INTERNATIONAL,297346,297.08,WW South Sector Command,TA1 2PF
Department for Transport,BTP,31/05/2013,HOTEL ACCOMMODATION,WN EXETER STAFF COSTS,BOOKING SERVICES INTERNATIONAL,297346,378.27,WW South Sector Command,TA1 2PF
Department for Transport,BTP,31/05/2013,HOTEL ACCOMMODATION,WN OP SUPPORT PLANNING,BOOKING SERVICES INTERNATIONAL,297346,893.78,Ww West Sector Command,TA1 2PF
Department for Transport,BTP,31/05/2013,HOTEL ACCOMMODATION,WN BANGOR STAFF COSTS,BOOKING SERVICES INTERNATIONAL,297346,106.82,Ww West Sector Command,TA1 2PF
Department for Transport,BTP,31/05/2013,HOTEL ACCOMMODATION,WN SWANSEA STAFF COSTS,BOOKING SERVICES INTERNATIONAL,297346,146.38,Ww West Sector Command,TA1 2PF
Department for Transport,BTP,31/05/2013,HOTEL ACCOMMODATION,WN SUPPORT SERVICES,BOOKING SERVICES INTERNATIONAL,297346,-370.55,Ww West Sector Command,TA1 2PF
Department for Transport,BTP,24/05/2013,HOTEL ACCOMMODATION,L&D OPERATIONS & TRAINING,Metropolitan Police,296834,7867.5,HUMAN RESOURCES TOTAL,SW6 1TR
Department for Transport,BTP,24/05/2013,HOTEL ACCOMMODATION,PROFESSIONAL STANDARDS,Metropolitan Police,296835,524.5,DEP. CHIEF CONSTABLE TOTAL,SW6 1TR
Department for Transport,BTP,24/05/2013,HOTEL ACCOMMODATION,L&D OPERATIONS & TRAINING,Metropolitan Police,296835,0,HUMAN RESOURCES TOTAL,SW6 1TR
Department for Transport,BTP,24/05/2013,HOTEL ACCOMMODATION,L&D OPERATIONS & TRAINING,Metropolitan Police,296833,6837.6,HUMAN RESOURCES TOTAL,SW6 1TR
Department for Transport,BTP,20/05/2013,HOTEL ACCOMMODATION,SC AREA COMMAND,SDR CONSULTING LIMITED,295964,660,Scot Command Sector,LA1 4FU
Department for Transport,BTP,20/05/2013,TRAVEL & SUBSISTANCE,SC AREA COMMAND,SDR CONSULTING LIMITED,295964,252,Scot Command Sector,LA1 4FU
Department for Transport,BTP,20/05/2013,EQUIP PURCH - POLICE  (NONCAP),NEIGHBRHOOD POLICE & PRTNRSHP,CALUMET,295847,3142.8,OPERATIONS DEPT,MK7 8AJ
Department for Transport,BTP,20/05/2013,EQUIP PURCH - POLICE  (NONCAP),FIREARMS CAPABILITY,IAN EDGAR (LIVERPOOL) LTD,295895,8880,ACC (PROTECTIVE SERVICES),SK11 0LP
Department for Transport,BTP,03/05/2013,EQUIP PURCH - POLICE  (NONCAP),PS COVERT INVESTIGATIONS UNIT,Secure Syst Ltd-trading as Mel Secure Ltd,295094,864,ACC (PROTECTIVE SERVICES),CV3 4FJ
Department for Transport,BTP,24/05/2013,EQUIP PURCH - POLICE  (NONCAP),FIREARMS CAPABILITY,TETRA SCENE OF CRIME LIMITED,297010,948,ACC (PROTECTIVE SERVICES),SS14 3WE
Department for Transport,BTP,03/05/2013,EQUIP PURCH - POLICE  (NONCAP),NETWORK RAIL CABLE TEAM,TRACKIT247 LTD,294632,1006.99,NW Central Cost Sector Command,WD25 9BD
Department for Transport,BTP,03/05/2013,EQUIP PURCH - POLICE  (NONCAP),NW PROACTIVE UNIT,TRACKIT247 LTD,294632,0,NW CRIME SECTOR COMMAND,WD25 9BD
Department for Transport,BTP,03/05/2013,EQUIP PURCH  NON POL  (NONCAP),DFT OLYMPICS,CAPITA SECURE INFORMATION SOLUTIONS,295154,6362.4,DFT OLYMPICS FUNDING,DL1 9HN
Department for Transport,BTP,20/05/2013,EQUIP PURCH  NON POL  (NONCAP),HI TECH CRIME,COOLSPIRIT LTD,296445,1191.97,ACC (PROTECTIVE SERVICES),S41 9FG
Department for Transport,BTP,24/05/2013,EQUIP PURCH  NON POL  (NONCAP),SC AREA COMMAND,CPOSA,296960,2289,Scot Command Sector,SW1H 0NN
Department for Transport,BTP,20/05/2013,EQUIP PURCH  NON POL  (NONCAP),CRIME RECORDING CENTRE,EVONPRINT LTD,295728,845,OPERATIONS DEPT,BN5 9XR
Department for Transport,BTP,24/05/2013,EQUIP PURCH  NON POL  (NONCAP),SC SECT. COMM. CENT STF COSTS,H-SQUARED ELECTRONICS LIMITED,296936,663,Sc Central Cost Sector Command,SG17 5HQ
Department for Transport,BTP,24/05/2013,EQUIP PURCH  NON POL  (NONCAP),CRIME RECORDING CENTRE,POSTURITE UK LTD,296496,858,OPERATIONS DEPT,BN26 6SZ
Department for Transport,BTP,10/05/2013,EQUIP PURCH  NON POL  (NONCAP),CRIME RECORDING CENTRE,WESTON DIGITAL TECHNOLOGIES,286616,3091.81,OPERATIONS DEPT,RH14 9PB
Department for Transport,BTP,10/05/2013,EQUIP PURCH  NON POL  (NONCAP),CRIME RECORDING CENTRE,WESTON DIGITAL TECHNOLOGIES,295365,-3091.81,OPERATIONS DEPT,RH14 9PB
Department for Transport,BTP,20/05/2013,PURCH FURNITURE (NONCAP),FHQ FACILITIES,KAISER & KRAFT LTD,294722,2041.2,FINANCE & CORPORATE SERVICES,HP2 7SJ
Department for Transport,BTP,20/05/2013,HIRE OF POLICE EQUIPMENT,NE CID,DURHAM CONSTABULARY,295899,10280.47,NE Central Cost Sector Command,DH1 5TT
Department for Transport,BTP,03/05/2013,HIRE OF NON POLICE EQUIPMENT,PS COVERT INVESTIGATIONS UNIT,DIGITAL BARRIER SERVICES LIMITED,293120,6000,ACC (PROTECTIVE SERVICES),G1 2QQ
Department for Transport,BTP,20/05/2013,HIRE OF NON POLICE EQUIPMENT,WN SUPPORT SERVICES,HEWDEN STUART PLC,296252,1176,Ww West Sector Command,M32 0HW
Department for Transport,BTP,20/05/2013,POLICE EQUIP DOGS- PURCH NC,FHQ OPS DOGS OPERATIONS DEPT,DANIEL SMITH,31075,546.36,OPERATIONS DEPT,GU1 2NG
Department for Transport,BTP,24/05/2013,POLICE EQUIP DOGS- PURCH NC,WN DOGS,DUCHY FARM KENNELS LTD,296458,1258,Ww West Sector Command,PE22 8DS
Department for Transport,BTP,20/05/2013,MTCE OF NON POLICE EQUIP,SPRING HOUSE,REFLEX LTD.,295617,646.8,FINANCE & CORPORATE SERVICES,RG2 0QX
Department for Transport,BTP,03/05/2013,MTCE OF NON POLICE EQUIP,PS FHQ SPECIAL BRANCH,SERCO JUSTICE - OSS,288926,545.53,ACC (PROTECTIVE SERVICES),GL2 4NF
Department for Transport,BTP,03/05/2013,MTCE OF NON POLICE EQUIP,FHQ SCIENTIFIC SUPPORT,Weiss Gallenkamp,294996,4649.98,ACC (PROTECTIVE SERVICES),LE11 EGE
Department for Transport,BTP,31/05/2013,PURCHASE OF DOG,FHQ TRAINING CENTRE DOGS,MINISTRY OF DEFENCE - DBS FINANCE,296367,2869.56,HUMAN RESOURCES TOTAL,L2 3YL
Department for Transport,BTP,24/05/2013,UPKEEP OF DOG,FHQ OPS DOGS OPERATIONS DEPT,CROWN PET FOODS,280498,1903.31,OPERATIONS DEPT,BA7 7PH
Department for Transport,BTP,24/05/2013,UPKEEP OF DOG,FHQ EXPLOSIVE DOGS,CROWN PET FOODS,293170,1108.43,OPERATIONS DEPT,BA7 7PH
Department for Transport,BTP,24/05/2013,UPKEEP OF DOG,FHQ TRAINING CENTRE DOGS,CROWN PET FOODS,295736,550.38,HUMAN RESOURCES TOTAL,BA7 7PH
Department for Transport,BTP,20/05/2013,UPKEEP OF DOG,NE DOGS,DEERNESS KENNELS,30892,501.6,N.E West Sector Command,DH7 8HF
Department for Transport,BTP,03/05/2013,VETS FEES,FHQ OPS DOGS OPERATIONS DEPT,MEDIVET WICKFORD,30876,3451.2,OPERATIONS DEPT,SS117PS
