Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction No,SumOfAmount,Text,Postcode
Department For Transport,British Transport Police,40865,IT HARDWARE PURCH (NONCAP),FHQ TECHNOLOGY MANAGER,MISCO COMPUTER SUPPLIES LTD,254193,2215.92,OPERATIONS DEPT,NN8 6GS
Department For Transport,British Transport Police,40865,CLEANING CONTRACT- BUILDINGS,CRIME RECORDING CENTRE,Mitie Cleaning and Environmental Ltd,255067,572.41,OPERATIONS DEPT,BS16 7FH
Department For Transport,British Transport Police,40858,PHYSIOTHRPY / MUSCULR SKEL,WELLBEING,Health Response Uk Ltd,254126,519.6,HUMAN RESOURCES TOTAL,KT8 0DX
Department For Transport,British Transport Police,40872,EMPLOYMENT AGENCY COMMISSION,HR RECRUITMENT BC BIRMINGHAM,ANGELA MORTIMER,255496,4230,HUMAN RESOURCES TOTAL,EC2R 8DU
Department For Transport,British Transport Police,40872,EMPLOYMENT AGENCY COMMISSION,HR RECRUITMENT BC BIRMINGHAM,ANGELA MORTIMER,255497,4318.02,HUMAN RESOURCES TOTAL,EC2R 8DU
Department For Transport,British Transport Police,40865,TEMPORARY STAFF,IMPACT TECHNOLOGY,NETWORKERS RECRUITMENT SERVICES LTD,254033,1382.4,OPERATIONS DEPT,BR1 1HP
Department For Transport,British Transport Police,40865,TEMPORARY STAFF,IMPACT TECHNOLOGY,NETWORKERS RECRUITMENT SERVICES LTD,254854,2304,OPERATIONS DEPT,BR1 1HP
Department For Transport,British Transport Police,40865,TEMPORARY STAFF,IMPACT TECHNOLOGY,NETWORKERS RECRUITMENT SERVICES LTD,255148,6749.88,OPERATIONS DEPT,BR1 1HP
Department For Transport,British Transport Police,40865,TEMPORARY STAFF,IMPACT TECHNOLOGY,NETWORKERS RECRUITMENT SERVICES LTD,255147,2304,OPERATIONS DEPT,BR1 1HP
Department For Transport,British Transport Police,40851,IT SOFTWARE MAINTENANCE,FHQ TECHNOLOGY MANAGER,MTI TECHNOLOGY LTD,253396,7980,OPERATIONS DEPT,GU7 1XE
Department For Transport,British Transport Police,40865,VEHICLE SERVICING- PLANNED,PS HEAD OF FSJ,NATIONAL WINDSCREENS,255019,42,ACC (PROTECTIVE SERVICES),B77 3PA
Department For Transport,British Transport Police,40865,VEHICLE SERVICING- PLANNED,LN INNER LONDON CID,NATIONAL WINDSCREENS,255019,150,LN CID OPERATIONS,B77 3PA
Department For Transport,British Transport Police,40865,VEHICLE SERVICING- PLANNED,LN OPERATIONS,NATIONAL WINDSCREENS,255019,364.8,LN Operations,B77 3PA
Department For Transport,British Transport Police,40865,VEHICLE SERVICING- PLANNED,LS PORTSMOUTH STAFF COSTS,NATIONAL WINDSCREENS,255019,42,LS Outer London,B77 3PA
Department For Transport,British Transport Police,40865,VEHICLE SERVICING- PLANNED,NW CREWE STAFF COSTS,NATIONAL WINDSCREENS,255019,138,N.W West Sector Command,B77 3PA
Department For Transport,British Transport Police,40865,VEHICLE SERVICING- PLANNED,FHQ EXPLOSIVE DOGS,NATIONAL WINDSCREENS,255019,42,OPERATIONS DEPT,B77 3PA
Department For Transport,British Transport Police,40865,VEHICLE SERVICING- PLANNED,WN BIRMINGHAM STAFF COSTS,NATIONAL WINDSCREENS,255019,145.2,Ww North Sector Command,B77 3PA
Department For Transport,British Transport Police,40851,ADHOC MTCE- BUILDINGS,FORCEWIDE MAINTENANCE,NATIONWIDE PROPERTY SOLUTIONS LTD,252428,2059.5,FINANCE & CORPORATE SERVICES,WF2 8PQ
Department For Transport,British Transport Police,40865,MTCE OF NON POLICE EQUIP,LS BRIGHTON STAFF COSTS,Neal Sales,254965,504.97,LS Outer London,NE38 0BW
Department For Transport,British Transport Police,40858,CLEANING CONTRACT- BUILDINGS,NE NEWCASTLE STAFF COSTS,Newlife Cleaning Systems Ltd,254602,1075.2,N.E North Sector Command,NE34 9PZ
Department For Transport,British Transport Police,40858,CLEANING CONTRACT- BUILDINGS,NE YORK STAFF COSTS,Newlife Cleaning Systems Ltd,254597,640.8,NE South Sector Command,NE34 9PZ
Department For Transport,British Transport Police,40858,EQUIP PURCH - POLICE  (NONCAP),NW PROACTIVE UNIT,NIGHTSEARCHER LTD,253962,806.68,NW Crime Supp Sector Command,PO6 1TT
Department For Transport,British Transport Police,40858,CARRIAGE,NW PROACTIVE UNIT,NIGHTSEARCHER LTD,253962,26.4,NW Crime Supp Sector Command,PO6 1TT
Department For Transport,British Transport Police,40865,PURCHASE UNIFORM,FIREARMS PROJECT,Niton Equipment Ltd,252514,500.66,ACC (PROTECTIVE SERVICES),RH10 6YG
Department For Transport,British Transport Police,40851,TRAINING-POLICE,HR LEARNING AND DEVELOPMENT,NATIONAL POLICING IMPROVEMENT AGENCY,253896,1275.84,HUMAN RESOURCES TOTAL,SE1 9SX
Department For Transport,British Transport Police,40851,HOTEL ACCOMMODATION,SPECIALIST  RESPONSE UNIT,NATIONAL POLICING IMPROVEMENT AGENCY,253937,540,OPERATIONS DEPT,SE1 9SX
Department For Transport,British Transport Police,40851,HOTEL ACCOMMODATION,FHQ SCIENTIFIC SUPPORT,NATIONAL POLICING IMPROVEMENT AGENCY,253890,1296,ACC (PROTECTIVE SERVICES),SE1 9SX
Department For Transport,British Transport Police,40851,EQUIP PURCH  NON POL  (NONCAP),FHQ SCIENTIFIC SUPPORT,NATIONAL POLICING IMPROVEMENT AGENCY,253948,2002.8,ACC (PROTECTIVE SERVICES),SE1 9SX
Department For Transport,British Transport Police,40851,TRAINING-POLICE,HR LEARNING AND DEVELOPMENT,NATIONAL POLICING IMPROVEMENT AGENCY,253902,5745.4,HUMAN RESOURCES TOTAL,SE1 9SX
Department For Transport,British Transport Police,40865,TRAINING-POLICE,HR LEARNING AND DEVELOPMENT,NATIONAL POLICING IMPROVEMENT AGENCY,253952,1120,HUMAN RESOURCES TOTAL,SE1 9SX
Department For Transport,British Transport Police,40865,TRAINING-POLICE,HR LEARNING AND DEVELOPMENT,NATIONAL POLICING IMPROVEMENT AGENCY,253941,985,HUMAN RESOURCES TOTAL,SE1 9SX
Department For Transport,British Transport Police,40865,TRAINING-POLICE,HR LEARNING AND DEVELOPMENT,NATIONAL POLICING IMPROVEMENT AGENCY,253940,2240,HUMAN RESOURCES TOTAL,SE1 9SX
Department For Transport,British Transport Police,40865,TRAINING-POLICE,HR LEARNING AND DEVELOPMENT,NATIONAL POLICING IMPROVEMENT AGENCY,254918,985,HUMAN RESOURCES TOTAL,SE1 9SX
Department For Transport,British Transport Police,40865,TRAINING-STAFF,HR LEARNING AND DEVELOPMENT,NATIONAL POLICING IMPROVEMENT AGENCY,254871,5400,HUMAN RESOURCES TOTAL,SE1 9SX
Department For Transport,British Transport Police,40865,TRAINING-POLICE,HR LEARNING AND DEVELOPMENT,NATIONAL POLICING IMPROVEMENT AGENCY,254920,810,HUMAN RESOURCES TOTAL,SE1 9SX
Department For Transport,British Transport Police,40865,TRAINING-POLICE,HR LEARNING AND DEVELOPMENT,NATIONAL POLICING IMPROVEMENT AGENCY,254928,810,HUMAN RESOURCES TOTAL,SE1 9SX
Department For Transport,British Transport Police,40865,SELF DEVELOPMENT - ALL STAFF,PS MIU,NATIONAL POLICING IMPROVEMENT AGENCY,255069,525,ACC (PROTECTIVE SERVICES),SE1 9SX
Department For Transport,British Transport Police,40872,ADHOC MTCE- BUILDINGS,FORCEWIDE MAINTENANCE,OAKLAND BUILDING SERVICES LIMITED,255671,630,FINANCE & CORPORATE SERVICES,EN2 0AX
Department For Transport,British Transport Police,40872,ADHOC MTCE- BUILDINGS,FORCEWIDE MAINTENANCE,OAKLAND BUILDING SERVICES LIMITED,255674,900,FINANCE & CORPORATE SERVICES,EN2 0AX
Department For Transport,British Transport Police,40872,ADHOC MTCE- BUILDINGS,FORCEWIDE MAINTENANCE,OAKLAND BUILDING SERVICES LIMITED,255680,2370,FINANCE & CORPORATE SERVICES,EN2 0AX
Department For Transport,British Transport Police,40872,ADHOC MTCE- BUILDINGS,FORCEWIDE MAINTENANCE,OAKLAND BUILDING SERVICES LIMITED,255682,2473.2,FINANCE & CORPORATE SERVICES,EN2 0AX
Department For Transport,British Transport Police,40872,ADHOC MTCE- BUILDINGS,FORCEWIDE MAINTENANCE,OAKLAND BUILDING SERVICES LIMITED,255639,1287.6,FINANCE & CORPORATE SERVICES,EN2 0AX
Department For Transport,British Transport Police,40872,ADHOC MTCE- BUILDINGS,FORCEWIDE MAINTENANCE,OAKLAND BUILDING SERVICES LIMITED,255641,1254,FINANCE & CORPORATE SERVICES,EN2 0AX
Department For Transport,British Transport Police,40872,ADHOC MTCE- BUILDINGS,FORCEWIDE MAINTENANCE,OAKLAND BUILDING SERVICES LIMITED,255645,3699,FINANCE & CORPORATE SERVICES,EN2 0AX
Department For Transport,British Transport Police,40872,ADHOC MTCE- BUILDINGS,FORCEWIDE MAINTENANCE,OAKLAND BUILDING SERVICES LIMITED,255644,600,FINANCE & CORPORATE SERVICES,EN2 0AX
Department For Transport,British Transport Police,40872,ADHOC MTCE- BUILDINGS,FORCEWIDE MAINTENANCE,OAKLAND BUILDING SERVICES LIMITED,255643,1466.4,FINANCE & CORPORATE SERVICES,EN2 0AX
Department For Transport,British Transport Police,40851,TRAINING-STAFF,LS CID,Office Academy Ltd,254137,1080,LS Total Command,SG1 3BG
Department For Transport,British Transport Police,40851,RECRUITMENT-PRE-EMPLOY MEDICAL,HR RECRUITMENT BC BIRMINGHAM,SANTIA HEALTH AND SAFETY LIMITED,251235,3898.8,HUMAN RESOURCES TOTAL,CF83 2GG
Department For Transport,British Transport Police,40851,OCCUPATIONAL HEALTH COSTS,WELLBEING,SANTIA HEALTH AND SAFETY LIMITED,254260,2103.6,HUMAN RESOURCES TOTAL,CF83 2GG
Department For Transport,British Transport Police,40851,RECRUITMENT-PRE-EMPLOY MEDICAL,HR RECRUITMENT BC BIRMINGHAM,SANTIA HEALTH AND SAFETY LIMITED,254260,13944,HUMAN RESOURCES TOTAL,CF83 2GG
Department For Transport,British Transport Police,40858,OCCUPATIONAL HEALTH COSTS,LN PERSONNEL,SANTIA HEALTH AND SAFETY LIMITED,254021,684,LN AREA COMMAND SECTOR,CF83 2GG
Department For Transport,British Transport Police,40865,OCCUPATIONAL HEALTH COSTS,LS HEALTH SAFETY AND WELFARE,SANTIA HEALTH AND SAFETY LIMITED,254938,684,LS Total Command,CF83 2GG
Department For Transport,British Transport Police,40865,OCCUPATIONAL HEALTH COSTS,WELLBEING,SANTIA HEALTH AND SAFETY LIMITED,255077,750,HUMAN RESOURCES TOTAL,CF83 2GG
Department For Transport,British Transport Police,40865,RECRUITMENT-PRE-EMPLOY MEDICAL,HR RECRUITMENT BC BIRMINGHAM,SANTIA HEALTH AND SAFETY LIMITED,255077,220.8,HUMAN RESOURCES TOTAL,CF83 2GG
Department For Transport,British Transport Police,40872,RECRUITMENT-PRE-EMPLOY MEDICAL,HR RECRUITMENT BC BIRMINGHAM,SANTIA HEALTH AND SAFETY LIMITED,252919,883.2,HUMAN RESOURCES TOTAL,CF83 2GG
Department For Transport,British Transport Police,40872,RECRUITMENT-PRE-EMPLOY MEDICAL,HR RECRUITMENT BC BIRMINGHAM,SANTIA HEALTH AND SAFETY LIMITED,255747,883.2,HUMAN RESOURCES TOTAL,CF83 2GG
Department For Transport,British Transport Police,40872,RECRUITMENT-PRE-EMPLOY MEDICAL,HR RECRUITMENT BC BIRMINGHAM,SANTIA HEALTH AND SAFETY LIMITED,255744,662.4,HUMAN RESOURCES TOTAL,CF83 2GG
Department For Transport,British Transport Police,40858,CLEANING CONTRACT- BUILDINGS,WN CARDIFF STAFF COSTS,OCS LTD - CLEANING AND SUPPORT SERVICES,254494,1457.15,Ww West Sector Command,LA3 3BJ
Department For Transport,British Transport Police,40858,CLEANING CONTRACT- BUILDINGS,WN BRISTOL T M STAFF COSTS,OCS LTD - CLEANING AND SUPPORT SERVICES,254495,582.46,WW South Sector Command,LA3 3BJ
Department For Transport,British Transport Police,40865,FURNITURE & FITTINGS - ADD,CAPITAL CONTROL ACCOUNT,THE OFFICE FURNITURE CO LTD,254038,1091.52,CAPITAL CONTROL ACCOUNT,HP4 1EH
Department For Transport,British Transport Police,40865,FURNITURE & FITTINGS - ADD,CAPITAL CONTROL ACCOUNT,THE OFFICE FURNITURE CO LTD,254827,10882.8,CAPITAL CONTROL ACCOUNT,HP4 1EH
Department For Transport,British Transport Police,40872,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,THE OFFICE FURNITURE CO LTD,254828,523.2,CAPITAL CONTROL ACCOUNT,HP4 1EH
Department For Transport,British Transport Police,40872,IT SOFTWARE MAINTENANCE,FHQ TECHNOLOGY MANAGER,ORACLE CORPORATION UK LTD,255453,18727.52,OPERATIONS DEPT,RG16 1RA
Department For Transport,British Transport Police,40865,SPOC FIB INTEL CHECKS,PF FHQ CONFIDENTAIL UNIT,ORANGE PCS LTD,252444,604.8,ACC (PROTECTIVE SERVICES),DL1 4YQ
Department For Transport,British Transport Police,40858,TRAINING-STAFF,HR LEARNING AND DEVELOPMENT,Jo Ouston & Company Limited,254580,2268,HUMAN RESOURCES TOTAL,SW1V 3NY
Department For Transport,British Transport Police,40858,SELF DEVELOPMENT - ALL STAFF,HR OPERATIONS,Jo Ouston & Company Limited,254561,864,HUMAN RESOURCES TOTAL,SW1V 3NY
Department For Transport,British Transport Police,40872,TRAINING-POLICE,LEADERSHIP & MGT DEV FACULTY,Jo Ouston & Company Limited,255548,9000,HUMAN RESOURCES TOTAL,SW1V 3NY
Department For Transport,British Transport Police,40872,TRAINING-STAFF,HR LEARNING AND DEVELOPMENT,Jo Ouston & Company Limited,255603,2268,HUMAN RESOURCES TOTAL,SW1V 3NY
Department For Transport,British Transport Police,40872,SELF DEVELOPMENT - ALL STAFF,HR OPERATIONS,Jo Ouston & Company Limited,255604,2160,HUMAN RESOURCES TOTAL,SW1V 3NY
Department For Transport,British Transport Police,40872,PLANNED MTCE- BUILD (NONCAP),FORCEWIDE MAINTENANCE,OFFICE TEST LTD,253590,1688.63,FINANCE & CORPORATE SERVICES,EC1R ODP
Department For Transport,British Transport Police,40851,POSTAGE,NW ADMIN OF JUSTICE,POSTAGE BY PHONE - PITNEY BOWES LTD,252524,500,NW Central Cost Sector Command,CM19 5DQ
Department For Transport,British Transport Police,40851,POSTAGE,NW AREA COMMAND,POSTAGE BY PHONE - PITNEY BOWES LTD,252524,26,NW Command Sector,CM19 5DQ
Department For Transport,British Transport Police,40851,IT HARDWARE PURCH (NONCAP),FHQ CHIEF CONSTABLE,PC WORLD,242870,1465.09,DEP. CHIEF CONSTABLE TOTAL,BL9 7BJ
Department For Transport,British Transport Police,40851,INTANG ASSETS SOFTWARE - ADD,CAPITAL CONTROL ACCOUNT,PC WORLD,254227,1011.57,CAPITAL CONTROL ACCOUNT,BL9 7BJ
Department For Transport,British Transport Police,40851,IT HARDWARE PURCH (NONCAP),LU NON STAFF RECHARGE,PC WORLD,253498,15135.38,LONDON U'GROUND OFFCHARGE,BL9 7BJ
Department For Transport,British Transport Police,40865,IT HARDWARE PURCH (NONCAP),LU NON STAFF RECHARGE,PHOENIX SOFTWARE LTD,253005,1105.73,LONDON U'GROUND OFFCHARGE,YO42 1NS
Department For Transport,British Transport Police,40872,IT SOFTWARE PURCH (NONCAP),CIVIL CONTINGENCY UNIT,PHOENIX SOFTWARE LTD,255499,1658.59,ACC ST Operations,YO42 1NS
Department For Transport,British Transport Police,40872,IT HARDWARE PURCH (NONCAP),LU NON STAFF RECHARGE,PHOENIX SOFTWARE LTD,255500,1105.73,LONDON U'GROUND OFFCHARGE,YO42 1NS
Department For Transport,British Transport Police,40851,WATER COOLER COSTS,NW ADMIN OF JUSTICE,Phs Group Plc,253120,288,NW Central Cost Sector Command,CF83 1XH
Department For Transport,British Transport Police,40851,WATER COOLER COSTS,NW LIVERPOOL STAFF COSTS,Phs Group Plc,253120,288,N.W West Sector Command,CF83 1XH
Department For Transport,British Transport Police,40872,POSTAGE,NE ADMIN OF JUSTICE,Pitney Bowes Purchase Power (Franking),254991,2.66E-15,NE Central Cost Sector Command,CM20 2GZ
Department For Transport,British Transport Police,40872,POSTAGE,NE AREA COMMAND,Pitney Bowes Purchase Power (Franking),254991,783.2,NE Command Sector,CM20 2GZ
Department For Transport,British Transport Police,40872,INVENTORIES -ADDITIONS-FORCE,FORCE BALANCE SHEET (EXCL.FAR),PORTWEST CLOTHING LTD,255773,854.71,FORCE BALANCE SHEET (EXCL.FAR),S63 0JF
Department For Transport,British Transport Police,40858,GAS,NE NOTTINGHAM,E-ON ENERGY GAS INCOME ACCOUNT,254682,1130.57,NE EAST MIDLAND SECTOR COMMAND,NG1 9AH
Department For Transport,British Transport Police,40872,VEHICLE OWNED - ADDIT 10 YEARS,CAPITAL CONTROL ACCOUNT,PRIMETECH (UK) LIMITED,255445,5856,CAPITAL CONTROL ACCOUNT,PL31 1EU
Department For Transport,British Transport Police,40851,HIRE OF CONSULTANTS,FHQ POLICE AUTHORITY,PUNTER SOUTHALL LTD,254200,792,FHQ POLICE AUTHORITY,SW1Y 4UJ
Department For Transport,British Transport Police,40865,HIRE OF CONSULTANTS,FHQ POLICE AUTHORITY,PUNTER SOUTHALL LTD,255135,15552,FHQ POLICE AUTHORITY,SW1Y 4UJ
Department For Transport,British Transport Police,40865,TRAINING-STAFF,FHQ TECHNOLOGY MANAGER,Qa-Iq Ltd,254042,5047.2,OPERATIONS DEPT,SL1 1SG
Department For Transport,British Transport Police,40865,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,Qa-Iq Ltd,254406,7488,CAPITAL CONTROL ACCOUNT,SL1 1SG
Department For Transport,British Transport Police,40851,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,Q Associates,253158,2358,CAPITAL CONTROL ACCOUNT,RG20 8RY
Department For Transport,British Transport Police,40865,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,Q Associates,250932,7366.56,CAPITAL CONTROL ACCOUNT,RG20 8RY
Department For Transport,British Transport Police,40865,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,Q Associates,251968,900,CAPITAL CONTROL ACCOUNT,RG20 8RY
Department For Transport,British Transport Police,40865,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,Q Associates,254037,960,CAPITAL CONTROL ACCOUNT,RG20 8RY
Department For Transport,British Transport Police,40865,TEMPORARY STAFF,FHQ POLICE AUTHORITY,QCD CONSULTANTS LIMITED,255136,4560,FHQ POLICE AUTHORITY,E11 1NP
Department For Transport,British Transport Police,40865,INTELLEGANCE GATHERING,NE CID,RADIO TACTICS LIMITED,254962,1291.2,NE Central Cost Sector Command,SO15 0DJ
Department For Transport,British Transport Police,40851,BUILDING RENTAL,SC PERTH STAFF COSTS,NETWORK RAIL,254189,900,Scot North Sector Command,M60 3BP
Department For Transport,British Transport Police,40851,SERVICE CHARGES,SC PERTH STAFF COSTS,NETWORK RAIL,254189,6697.41,Scot North Sector Command,M60 3BP
Department For Transport,British Transport Police,40851,ELECTRICITY,SC PERTH STAFF COSTS,NETWORK RAIL,254189,1638.54,Scot North Sector Command,M60 3BP
Department For Transport,British Transport Police,40851,GAS,SC PERTH STAFF COSTS,NETWORK RAIL,254189,2477.47,Scot North Sector Command,M60 3BP
Department For Transport,British Transport Police,40872,BUILDING RENTAL,SC EDINBURGH STAFF COSTS,NETWORK RAIL,255741,940.02,Scot East Sector Command,M60 3BP
Department For Transport,British Transport Police,40872,BUILDING RENTAL,NE NOTTINGHAM,NETWORK RAIL,255629,10350,NE EAST MIDLAND SECTOR COMMAND,M60 3BP
Department For Transport,British Transport Police,40872,BUILDING RENTAL,NE NEWCASTLE STAFF COSTS,NETWORK RAIL,255628,12000,N.E North Sector Command,M60 3BP
Department For Transport,British Transport Police,40872,BUILDING RENTAL,NW MANCHESTER STAFF COSTS,NETWORK RAIL,255693,2985,N.W East Sector Command,M60 3BP
Department For Transport,British Transport Police,40872,LEASEHOLD BUILDINGS INSURANCE,NW MANCHESTER STAFF COSTS,NETWORK RAIL,255693,188.72,N.W East Sector Command,M60 3BP
Department For Transport,British Transport Police,40872,GROUNDS MTCE- CONTRACT,NW MANCHESTER STAFF COSTS,NETWORK RAIL,255693,22.28,N.W East Sector Command,M60 3BP
Department For Transport,British Transport Police,40851,PENSION EMPLOYER CONTS,CORPORATE FINANCE,Railway Pensions Management Ltd,253161,711.47,FINANCE & CORPORATE SERVICES,DL3 6EH
Department For Transport,British Transport Police,40851,TEMPORARY STAFF,HR RECRUITMENT BC BIRMINGHAM,Reed Employment,253906,936.36,HUMAN RESOURCES TOTAL,SW20 OBA
Department For Transport,British Transport Police,40851,TEMPORARY STAFF,HR RECRUITMENT BC BIRMINGHAM,Reed Employment,253907,736.34,HUMAN RESOURCES TOTAL,SW20 OBA
Department For Transport,British Transport Police,40851,TEMPORARY STAFF,HR RECRUITMENT BC BIRMINGHAM,Reed Employment,253905,730.36,HUMAN RESOURCES TOTAL,SW20 OBA
Department For Transport,British Transport Police,40851,TEMPORARY STAFF,HR RECRUITMENT BC BIRMINGHAM,Reed Employment,253904,725.48,HUMAN RESOURCES TOTAL,SW20 OBA
Department For Transport,British Transport Police,40851,TEMPORARY STAFF,HR RECRUITMENT BC BIRMINGHAM,Reed Employment,253903,1141.37,HUMAN RESOURCES TOTAL,SW20 OBA
Department For Transport,British Transport Police,40851,EMPLOYMENT AGENCY COMMISSION,HR RECRUITMENT BC BIRMINGHAM,Reed Employment,253129,3050.35,HUMAN RESOURCES TOTAL,SW20 OBA
Department For Transport,British Transport Police,40851,TEMPORARY STAFF,HR RECRUITMENT BC BIRMINGHAM,Reed Employment,253901,730.36,HUMAN RESOURCES TOTAL,SW20 OBA
Department For Transport,British Transport Police,40851,TEMPORARY STAFF,HR RECRUITMENT BC BIRMINGHAM,Reed Employment,253900,988.38,HUMAN RESOURCES TOTAL,SW20 OBA
Department For Transport,British Transport Police,40851,TEMPORARY STAFF,HR RECRUITMENT BC BIRMINGHAM,Reed Employment,253899,745.12,HUMAN RESOURCES TOTAL,SW20 OBA
Department For Transport,British Transport Police,40858,TEMPORARY STAFF,HR RECRUITMENT BC BIRMINGHAM,Reed Employment,253911,914.76,HUMAN RESOURCES TOTAL,SW20 OBA
Department For Transport,British Transport Police,40858,TEMPORARY STAFF,HR RECRUITMENT BC BIRMINGHAM,Reed Employment,253912,730.36,HUMAN RESOURCES TOTAL,SW20 OBA
Department For Transport,British Transport Police,40858,TEMPORARY STAFF,HR RECRUITMENT BC BIRMINGHAM,Reed Employment,253913,762.65,HUMAN RESOURCES TOTAL,SW20 OBA
Department For Transport,British Transport Police,40858,TEMPORARY STAFF,HR RECRUITMENT BC BIRMINGHAM,Reed Employment,253915,808.26,HUMAN RESOURCES TOTAL,SW20 OBA
Department For Transport,British Transport Police,40858,TEMPORARY STAFF,HR RECRUITMENT BC BIRMINGHAM,Reed Employment,253916,865.75,HUMAN RESOURCES TOTAL,SW20 OBA
Department For Transport,British Transport Police,40858,TEMPORARY STAFF,HR RECRUITMENT BC BIRMINGHAM,Reed Employment,253917,841.54,HUMAN RESOURCES TOTAL,SW20 OBA
Department For Transport,British Transport Police,40865,EMPLOYMENT AGENCY COMMISSION,HR RECRUITMENT BC BIRMINGHAM,Reed Employment,255120,3557.38,HUMAN RESOURCES TOTAL,SW20 OBA
Department For Transport,British Transport Police,40865,TEMPORARY STAFF,HR RECRUITMENT BC BIRMINGHAM,Reed Employment,254921,730.36,HUMAN RESOURCES TOTAL,SW20 OBA
Department For Transport,British Transport Police,40865,TEMPORARY STAFF,HR RECRUITMENT BC BIRMINGHAM,Reed Employment,254927,946.76,HUMAN RESOURCES TOTAL,SW20 OBA
Department For Transport,British Transport Police,40865,TEMPORARY STAFF,HR RECRUITMENT BC BIRMINGHAM,Reed Employment,254925,674.99,HUMAN RESOURCES TOTAL,SW20 OBA
Department For Transport,British Transport Police,40865,TEMPORARY STAFF,HR RECRUITMENT BC BIRMINGHAM,Reed Employment,254924,849.42,HUMAN RESOURCES TOTAL,SW20 OBA
Department For Transport,British Transport Police,40865,TEMPORARY STAFF,HR RECRUITMENT BC BIRMINGHAM,Reed Employment,254923,710.05,HUMAN RESOURCES TOTAL,SW20 OBA
Department For Transport,British Transport Police,40872,TEMPORARY STAFF,HR RECRUITMENT BC BIRMINGHAM,Reed Employment,255517,669.67,HUMAN RESOURCES TOTAL,SW20 OBA
Department For Transport,British Transport Police,40872,TEMPORARY STAFF,HR RECRUITMENT BC BIRMINGHAM,Reed Employment,255510,790.7,HUMAN RESOURCES TOTAL,SW20 OBA
Department For Transport,British Transport Police,40872,TEMPORARY STAFF,HR RECRUITMENT BC BIRMINGHAM,Reed Employment,255512,727.58,HUMAN RESOURCES TOTAL,SW20 OBA
Department For Transport,British Transport Police,40872,TEMPORARY STAFF,HR RECRUITMENT BC BIRMINGHAM,Reed Employment,255513,749.83,HUMAN RESOURCES TOTAL,SW20 OBA
Department For Transport,British Transport Police,40872,TEMPORARY STAFF,HR RECRUITMENT BC BIRMINGHAM,Reed Employment,255514,808.26,HUMAN RESOURCES TOTAL,SW20 OBA
Department For Transport,British Transport Police,40872,TEMPORARY STAFF,HR RECRUITMENT BC BIRMINGHAM,Reed Employment,255515,692.52,HUMAN RESOURCES TOTAL,SW20 OBA
Department For Transport,British Transport Police,40872,TEMPORARY STAFF,HR RECRUITMENT BC BIRMINGHAM,Reed Employment,255511,849.42,HUMAN RESOURCES TOTAL,SW20 OBA
Department For Transport,British Transport Police,40865,TEMPORARY STAFF,HR RECRUITMENT BC BIRMINGHAM,REED LEARNING PLC,254922,730.36,HUMAN RESOURCES TOTAL,WC2B 6XF
Department For Transport,British Transport Police,40872,WINDOW CLEANING CONTRACT,SC EDINBURGH STAFF COSTS,REGENT OFFICE CARE LTD,255393,48,Scot East Sector Command,CV6 4QH
Department For Transport,British Transport Police,40872,CLEANING CONTRACT- BUILDINGS,SC EDINBURGH STAFF COSTS,REGENT OFFICE CARE LTD,255393,873.31,Scot East Sector Command,CV6 4QH
Department For Transport,British Transport Police,40872,CLEANING CONTRACT- BUILDINGS,SC GLASGOW STAFF COSTS,REGENT OFFICE CARE LTD,255431,2911.02,Scot West Sector Command,CV6 4QH
Department For Transport,British Transport Police,40851,P&M - ADDITIONS,CAPITAL CONTROL ACCOUNT,REMPLOY LIMTED,253909,56544,CAPITAL CONTROL ACCOUNT,CH41 1JH
Department For Transport,British Transport Police,40865,CLEANING MATERIALS- PURCHASE,NE GRIMSBY STAFF COSTS,RENTOKIL INITIAL UK LTD (HYGIENE DIVISION),252682,509.28,NE South Sector Command,DY1 4TA
Department For Transport,British Transport Police,40865,CLEANING MATERIALS- PURCHASE,NE GRIMSBY STAFF COSTS,RENTOKIL INITIAL UK LTD (HYGIENE DIVISION),254439,509.28,NE South Sector Command,DY1 4TA
Department For Transport,British Transport Police,40851,HIRE OF CONSULTANTS,FHQ ESTATES MANAGER,RIDER LEVETT BUCKNALL UK LTD,254082,14838,FINANCE & CORPORATE SERVICES,M5 3EJ
Department For Transport,British Transport Police,40865,TEMPORARY STAFF,FHQ FINANCE,ROBERT JONES & COMPANY,252426,5760,FINANCE & CORPORATE SERVICES,DE13 7HW
Department For Transport,British Transport Police,40865,TEMPORARY STAFF,FHQ FINANCE,ROBERT JONES & COMPANY,254192,6480,FINANCE & CORPORATE SERVICES,DE13 7HW
Department For Transport,British Transport Police,40858,SPOC FIB INTEL CHECKS,PF FHQ CONFIDENTAIL UNIT,ROYAL MAIL,251885,507.55,ACC (PROTECTIVE SERVICES),PE4 5BR
