Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction No,Sum of Amount,Text,Postcode
Department for Transport,Driving Standards Agency,02.10.2012,CPC Training Approval Income,JAUPT,POWYS COUNTY COUNCIL,1900003039,756.00,COURSE FEE OVERPAYMENT,0
Department for Transport,Driving Standards Agency,31.10.2012,Rates,PRESTON DTC,PRESTON CITY COUNCIL,DIRECT DEBIT,973.00,162833 13162739 PRESTON CC         70219050           913926,
Department for Transport,Driving Standards Agency,26.10.2012,Motorcycle Fleet Sundries,CARDINGTON/VOC TRNG,RADIOCOMS SYSTEMS LIMITED,5100003894,441.95,SHOEI MULTITEC LARGE WHITE,NW10 6QD
Department for Transport,Driving Standards Agency,26.10.2012,Motorcycle Fleet Sundries,CARDINGTON/VOC TRNG,RADIOCOMS SYSTEMS LIMITED,5100003894,441.95,SHOEI MULTITEC MEDIUM SILVER,NW10 6QD
Department for Transport,Driving Standards Agency,26.10.2012,Motorcycle Fleet Sundries,CARDINGTON/VOC TRNG,RADIOCOMS SYSTEMS LIMITED,5100003894,587.50,BMW SYSTEM 6 MEDIUM HI-VIS YELLOW,NW10 6QD
Department for Transport,Driving Standards Agency,02.10.2012,Motorcycle Radio Equipment  (Non Cap),GATESHEAD  MPTC,RADIOCOMS SYSTEMS LIMITED,5100003474,741.72,CAR TO BIKE KIT (GP340 & HT783),NW10 6QD
Department for Transport,Driving Standards Agency,10.10.2012,Motorcycle Fleet Sundries,HAMILTON,RADIOCOMS SYSTEMS LIMITED,5100003630,587.50,,NW10 6QD
Department for Transport,Driving Standards Agency,16.10.2012,Motorcycle Fleet Sundries,OPERATIONAL SUPPORT,RADIOCOMS SYSTEMS LIMITED,5100003556,"12,363.53",,NW10 6QD
Department for Transport,Driving Standards Agency,31.10.2012,Rates,READING DTC,READING BOROUGH,DIRECT DEBIT,550.00,089016 61018798 READING BOROUGH    51287919N          250210,
Department for Transport,Driving Standards Agency,18.10.2012,Dilapidations Expense,SOUTH NORWOOD,REEF ESTATES LTD,1900003461,"24,700.00",S NORWOOD DTC DILAPIDATIONS,W1W 8BN
Department for Transport,Driving Standards Agency,18.10.2012,Rates,ROCHDALE DTC,ROCHDALE METROPOLITAN BOROUGH COUNCIL,DIRECT DEBIT,"1,168.00",089052 61053957 ROCHDALE MBC       41138326           957210,
Department for Transport,Driving Standards Agency,19.10.2012,Rates,ROTHERHAM MPTC,ROTHERHAM BOROUGH,DIRECT DEBIT,"1,214.00",089087 61180710 ROTHERHAM BOROUGH  7411516            971554,
Department for Transport,Driving Standards Agency,12.10.2012,Rates,TOLWORTH DTC,ROYAL BOROUGH OF KINGSTON UPON THAMES,DIRECT DEBIT,"1,001.00",606002 44720939 KINGSTON CTAX/NNDR 1255444            624590,
Department for Transport,Driving Standards Agency,15.10.2012,Postage,HQ SITE COSTS,ROYAL MAIL,1900003279,781.70,Large Response Post - The Axis -September'12,PE4 5BR
Department for Transport,Driving Standards Agency,25.10.2012,Postage,HQ SITE COSTS,ROYAL MAIL,1900003639,"1,683.70","11 - 17 Oct 12, A/C 0299890045",PE4 5BR
Department for Transport,Driving Standards Agency,31.10.2012,Postage,HQ SITE COSTS,ROYAL MAIL,1900003805,"1,652.66","October  2012 PacketPost,1st & 2nd Class Acc mail",PE4 5BR
Department for Transport,Driving Standards Agency,04.10.2012,Postage,HQ SITE COSTS,ROYAL MAIL GROUP LTD,1900003042,"1,717.68",September 2012 Packetpost Daily rate AXIS,S49 1HQ
Department for Transport,Driving Standards Agency,11.10.2012,Postage,HQ SITE COSTS,ROYAL MAIL GROUP LTD,1900003172,"1,673.36",27 September -3October 2012 Postage Axis,S49 1HQ
Department for Transport,Driving Standards Agency,19.10.2012,Postage,HQ SITE COSTS,ROYAL MAIL GROUP LTD,1900003401,"2,056.45",4-10 October 2012 The Axis Mail,S49 1HQ
Department for Transport,Driving Standards Agency,11.10.2012,Rates,RUGBY DTC,RUGBY BOROUGH COUNCIL,DIRECT DEBIT,776.00,089010 61054383 RUGBY B C          01      1500212714 858893,
Department for Transport,Driving Standards Agency,31.10.2012,Rates,CHERTSEY DTC,RUNNYMEDE.BOROUGH COUNCIL,DIRECT DEBIT,"1,477.00",089034 61106163 RUNNYMEDE.B.C      73014474           990865,
Department for Transport,Driving Standards Agency,31.10.2012,Rates,FARNBOROUGH MPTC,RUSHMOOR BOROUGH COUNCIL,DIRECT DEBIT,"2,252.00",403545 01276557 RUSHMOOR BC        92030995           941307,
Department for Transport,Driving Standards Agency,12.10.2012,Rates,WEDNESBURY DTC,SANDWELL COUNCIL,DIRECT DEBIT,"1,092.00",089001 61190069 SANDWELL MBCNNDR  54262583           971551,
Department for Transport,Driving Standards Agency,02.10.2012,Office Furniture & Equipment Capital Cost,CARDIFF FAIRWATER,SENATOR INTERNATIONAL LTD,5100003411,"3,672.00",CAP 11-50 Liberty Chair No Arms,BB5 5YE
Department for Transport,Driving Standards Agency,02.10.2012,Office Furniture & Equipment Capital Cost,CARDIFF FAIRWATER,SENATOR INTERNATIONAL LTD,5100003412,146.03,HRD7RC/Silver Harley Rectangular table,BB5 5YE
Department for Transport,Driving Standards Agency,02.10.2012,Office Furniture & Equipment Capital Cost,CARDIFF FAIRWATER,SENATOR INTERNATIONAL LTD,5100003412,774.00,CVCPUH CPU Holder,BB5 5YE
Department for Transport,Driving Standards Agency,02.10.2012,Office Furniture & Equipment Capital Cost,CARDIFF FAIRWATER,SENATOR INTERNATIONAL LTD,5100003412,"1,772.06","30deg trapezoidal table, Silver legs, Ma",BB5 5YE
Department for Transport,Driving Standards Agency,02.10.2012,Office Furniture & Equipment Capital Cost,CARDIFF FAIRWATER,SENATOR INTERNATIONAL LTD,5100003412,318.89,"High ""signing in"" 1100mm high table.",BB5 5YE
Department for Transport,Driving Standards Agency,12.10.2012,Office Furniture & Equipment Capital Cost,CARDIFF FAIRWATER,SENATOR INTERNATIONAL LTD,5100003694,"4,450.90",,BB5 5YE
Department for Transport,Driving Standards Agency,02.10.2012,Office Furniture & Equipment Capital Cost,NORTH AREA OFFICE,SENATOR INTERNATIONAL LTD,5100003442,(968.75),,BB5 5YE
Department for Transport,Driving Standards Agency,08.10.2012,Waste disposal/Refuse,SOUTH AREA OFFICE,SENATOR INTERNATIONAL LTD,5100003570,"1,486.00",,BB5 5YE
Department for Transport,Driving Standards Agency,22.10.2012,Rates,SEVENOAKS DTC,SEVENOAKS DISTRICT COUNCIL,DIRECT DEBIT,905.00,207655 60692026 SEVENOAKS DISTRICT 030548749          990853,
Department for Transport,Driving Standards Agency,31.10.2012,Rates,SHEFFIELD PARKWAY (ACRES HILL),SHEFFIELD CC,DIRECT DEBIT,"1,248.00",089075 61110340 SHEFFIELD CC       1719188            973014,
Department for Transport,Driving Standards Agency,31.10.2012,Rates,SHREWSBURY MPTC,SHROPSHIRE COUNCIL,DIRECT DEBIT,"4,941.00",555005 55652409 SHROPSHIRE COUNCIL 2300118280009      694051,
Department for Transport,Driving Standards Agency,05.10.2012,Rates,AYR MPTC,SOUTH AYRSHIRE COUNCIL,DIRECT DEBIT,"1,337.50",801239 00255283 S.AYRSHIRE COUNCIL 27248852011336 NDR 916176,
Department for Transport,Driving Standards Agency,05.10.2012,Rates,BRISTOL MPTC,SOUTH GLOUCESTERSHIRE COUNCIL,DIRECT DEBIT,"2,885.00",556138 80105629 SGC                66930563           995741,
Department for Transport,Driving Standards Agency,31.10.2012,Rates,CULHAM LGV,SOUTH OXFORDSHIRE DISTRICT COUNCIL,DIRECT DEBIT,518.00,200109 90079472 SOUTH OXFORDSHIRE       5140095       930650,
Department for Transport,Driving Standards Agency,31.10.2012,Rates,SOUTHAMPTON MAYBUSH DTC,SOUTHAMPTON CITY COUNCIL,DIRECT DEBIT,870.00,089026 61561067 SOUTHAMPTON C.C    000521655496       762639,
Department for Transport,Driving Standards Agency,22.10.2012,Water,GILLINGHAM MPTC,SOUTHERN WATER,5100003825,929.23,,BN13 3NZ
Department for Transport,Driving Standards Agency,16.10.2012,Training,CARDINGTON - NON VOC,SR SUPPLY CHAIN CONSULTANTS LTD,5100003723,"1,097.00",,BB6 8AG
Department for Transport,Driving Standards Agency,04.10.2012,Rates,ST HELENS MPTC,ST. HELENS COUNCIL,DIRECT DEBIT,"1,454.00",607008 94231397 ST.HELENS M.B.C.   302200760          990784,
Department for Transport,Driving Standards Agency,02.10.2012,Rates,STAFFORD DTC,STAFFORD BOROUGH COUNCIL,DIRECT DEBIT,540.00,208100 10841706 STAFFORDBOROUGHCOU 01      30106346   430107,
Department for Transport,Driving Standards Agency,17.10.2012,CPC Practical Test Income,NORTH AREA OFFICE,STAGECOACH GROUP PLC,1900003402,"2,585.00",,PH1 5TW
Department for Transport,Driving Standards Agency,12.10.2012,Rates,CAMBRIDGE MPTC,STH CAMBS COUNCIL,DIRECT DEBIT,"1,351.00",401657 61180002 STH CAMBS COUNCIL  01      3030112864 982922,
Department for Transport,Driving Standards Agency,31.10.2012,Rates,BREDBURY MPTC,STOCKPORT METROPOLITAN BOROUGH,DIRECT DEBIT,"3,298.00",089024 61110751 STOCKPORT METROPOL 01      9300179780 990783,
Department for Transport,Driving Standards Agency,31.10.2012,Rates,NEWCASTLE UNDER LYME DTC,STOKEONTRENT CITY COUNCIL,DIRECT DEBIT,574.00,089009 61519077 STOKEONTRENT CIT 52601641           250353,
Department for Transport,Driving Standards Agency,22.10.2012,Rates,SUNDERLAND DTC,SUNDERLAND CITY COUNCIL,DIRECT DEBIT,709.00,556111 46623590 SUNDERLAND NNDR    052562             654060,
Department for Transport,Driving Standards Agency,05.10.2012,Stationery (Non-stock),NORTH AREA OFFICE,SUPPLIES TEAM,1900003086,"5,237.56",Consolidates invoice 01-30.09.12,S9 1XU
Department for Transport,Driving Standards Agency,31.10.2012,Rates,SWINDON MPTC,SWINDON BOROUGH COUNCIL,DIRECT DEBIT,"1,157.00",089012 61242014 SWINDON BC CENTRAL           30364370 971614,
Department for Transport,Driving Standards Agency,19.10.2012,Rates,TAUNTON MPTC,TAUNTON DEANE BOROUGH COUNCIL,DIRECT DEBIT,"4,145.00",608006 70853673 TDBC   GENERAL ACC 01      8000226363 951127,
Department for Transport,Driving Standards Agency,26.09.2012,Cars Maintenance,ROM SOUTH WALES & SOUTHERN ENGLAND,TAUNTON FORD-SERVICE     TAUNTON,GPC,"1,540.45",DSA Fleet Car repairs and maintenance,
Department for Transport,Driving Standards Agency,08.10.2012,Other Professional Fees,PROCUREMENT,TEAM (ENERGY AUDITING AGENCY LTD.),5100003569,"2,232.00",,MK14 6LY
Department for Transport,Driving Standards Agency,04.10.2012,Rent - L&B (non-PFI),BOREHAMWOOD,TELEREAL TRILLIUM,5100003438,"11,520.00",RC - BOREHAMWOOD DTC RENT,LS11 9DX
Department for Transport,Driving Standards Agency,04.10.2012,Building Service Charges,BOREHAMWOOD DTC,TELEREAL TRILLIUM,1700000106,"(1,214.84)",Agency Service Charge 01.04.09 - 30.06.09,LS11 9DX
Department for Transport,Driving Standards Agency,10.10.2012,Research,RESEARCH TEAM,THE UNIVERSITY OF NOTTINGHAM,5100003579,"5,000.00",,NG7 2RD
Department for Transport,Driving Standards Agency,22.10.2012,Software Licences Capital Cost (Intangible),SDFL PROGRAMME,THREE BLIND MICE LTD T/A JELLY,5100003819,"91,057.20",,W1T 4EF
Department for Transport,Driving Standards Agency,22.10.2012,Software Licences Capital Cost (Intangible),SDFL PROGRAMME,THREE BLIND MICE LTD T/A JELLY,5100003820,"91,057.20",,W1T 4EF
Department for Transport,Driving Standards Agency,09.10.2012,Rates,TILBURY DTC,THURROCK COUNCIL,DIRECT DEBIT,"1,019.00",089036 61159961 THURROCK COUNCIL   1404040192         724288,
Department for Transport,Driving Standards Agency,04.10.2012,CRB Checks,ADI REGISTER,TMG.TV LTD,5100003540,"17,373.95",,NG11 7EP
Department for Transport,Driving Standards Agency,04.10.2012,CRB Checks,ADI REGISTER,TMG.TV LTD,5100003542,"22,346.50",,NG11 7EP
Department for Transport,Driving Standards Agency,04.10.2012,CRB Checks,ADI REGISTER,TMG.TV LTD,5100003543,"17,628.70",,NG11 7EP
Department for Transport,Driving Standards Agency,04.10.2012,CRB Checks,ADI REGISTER,TMG.TV LTD,5100003544,"7,328.00",,NG11 7EP
Department for Transport,Driving Standards Agency,31.10.2012,Rates,SALE DTC,TRAFFORD METROPOLITAN BOROUGH COUNCIL,DIRECT DEBIT,"1,523.00",089000 61097890 TRAFFORD MBC       01      274252     973693,
Department for Transport,Driving Standards Agency,01.10.2012,Rent - L&B (non-PFI),MILL HILL DTC,TRAMORE PROPERTIES LTD,5100003437,"6,980.00",RC - MILL HILL B DTC RENT,NW7 2DZ
Department for Transport,Driving Standards Agency,01.10.2012,Legal Costs,HR CRPTE EXPENDITURE,TREASURY SOLICITOR,5100003445,"10,329.16",,WC2B 4TS
Department for Transport,Driving Standards Agency,16.10.2012,Legal Costs,HR CRPTE EXPENDITURE,TREASURY SOLICITOR,5100003722,"10,595.70",,WC2B 4TS
Department for Transport,Driving Standards Agency,18.10.2012,Legal Costs,INTEGRITY TEAM,TREASURY SOLICITOR,5100003792,"1,140.00",,WC2B 4TS
Department for Transport,Driving Standards Agency,18.10.2012,Legal Costs,INTEGRITY TEAM,TREASURY SOLICITOR,5100003796,460.00,,WC2B 4TS
Department for Transport,Driving Standards Agency,18.10.2012,Legal Costs,INTEGRITY TEAM,TREASURY SOLICITOR,5100003797,722.00,,WC2B 4TS
Department for Transport,Driving Standards Agency,18.10.2012,Legal Costs,INTEGRITY TEAM,TREASURY SOLICITOR,5100003799,579.50,,WC2B 4TS
Department for Transport,Driving Standards Agency,18.10.2012,Legal Costs,POLICY TEAM,TREASURY SOLICITOR,5100003793,"2,156.50",,WC2B 4TS
Department for Transport,Driving Standards Agency,18.10.2012,Room Hire,WESTBURY TRIAL,TROWBRIDGE TOWN COUNCIL,5100003787,840.00,,BA14 8AH
Department for Transport,Driving Standards Agency,12.10.2012,Rates,TUNBRIDGE WELLS DTC,TUNBRIDGE WELLS BOROUGH COUNCIL,DIRECT DEBIT,"1,248.00",300002 01396914 TUNBRIDGE WELLS BC 101286383          990856,
Department for Transport,Driving Standards Agency,12.10.2012,Water,ATHERTON (WIGAN) MPTC,UNITED UTILITIES PLC,DIRECT DEBIT,"2,119.52",010917 58933964 UNITED UTIL PLC    4125074713         768365,
Department for Transport,Driving Standards Agency,04.10.2012,Water,BLACKBURN (DARWEN) MPTC,UNITED UTILITIES PLC,DIRECT DEBIT,528.38,010917 58933964 UNITED UTIL PLC    4158622603         768365,
Department for Transport,Driving Standards Agency,09.10.2012,Catering,CHIEF OPS DIR,UNSWORTH CRICKET & TENNIS CLUB LTD,5100003510,514.50,Sector 11 Conference,BL9 8QL
Department for Transport,Driving Standards Agency,30.10.2012,Estate Legal Advisors,HENDON DTC,VEALE WASBROUGH VIZARDS,5100003964,438.00,,BS1 5WS
Department for Transport,Driving Standards Agency,02.10.2012,Estate Legal Advisors,NEATH LGV,VEALE WASBROUGH VIZARDS,5100003465,55.00,ECH legals - Neath LGV,BS1 5WS
Department for Transport,Driving Standards Agency,10.10.2012,Rent - L&B (non-PFI),HASTINGS DTC,VEHICLE & OPERATOR SERVICES AGENCY,1900003101,"6,600.00","April 11 - Mar 12, Loss of misc income",SA1 8AN
Department for Transport,Driving Standards Agency,31.10.2012,Motorcycle Maintenance,CHERTSEY DTC,VINES OF GUILDFORD LTD,5100003963,641.90,,GU1 1RD
Department for Transport,Driving Standards Agency,09.10.2012,Rent - L&B (non-PFI),WARRINGTON TRIAL,WARRINGTON BOROUGH COUNCIL,1900003121,"1,900.00",Warrington (Orford Centre) Rent 20/08/12-19/11/12,WA1 2NH
Department for Transport,Driving Standards Agency,12.10.2012,Rates,WARWICK,WARWICK DISTRICT COUNCIL,DIRECT DEBIT,"1,248.00",402706 71023381 WARWICK D.C.       01      9204504    940447,
Department for Transport,Driving Standards Agency,31.10.2012,Rates,GREENHAM MPTC,WEST BERKSHIRE COUNCIL,DIRECT DEBIT,"1,729.00",601507 65453441 WEST BERKS COUNCIL 15686764           995856,
Department for Transport,Driving Standards Agency,09.10.2012,Rates,DORCHESTER DTC,WEST DORSET DISTRICT COUNCIL,DIRECT DEBIT,776.00,401921 01163191 WEST DORSET D.C.   83329447X          980274,
Department for Transport,Driving Standards Agency,16.10.2012,Rent - L&B (non-PFI),ABERPORTH,WEST WALES AIRPORT LTD,1900003196,600.00,Motorcycle Trg & Test Facilities 14.09.2012,HR9 7BW
Department for Transport,Driving Standards Agency,03.10.2012,Estate Management,LOUGHBOROUGH,WESTERN POWER DISTRIBU   PLYMOUTH,GPC,"1,017.10",Utility supply disconnection charge due to compulsory purchase order,
Department for Transport,Driving Standards Agency,11.10.2012,Training,HR CASEWORK,WESTFIELD CONTRIBUTORY HEALTH SCHEM,5100003673,"3,506.58",,S1 1HT
Department for Transport,Driving Standards Agency,08.10.2012,Printing,ADI REGISTER,WILLIAMS LEA LIMITED,5100003568,"1,156.20",,NR3 1PD
Department for Transport,Driving Standards Agency,08.10.2012,Printing,OPERATIONAL SUPPORT,WILLIAMS LEA LIMITED,5100003564,"1,937.25",,NR3 1PD
Department for Transport,Driving Standards Agency,31.10.2012,Rates,CHIPPENHAM DTC,WILTSHIRE COUNCIL,DIRECT DEBIT,938.00,404433 51460021 WILTSHIRE COUNCIL  356479900006       940736,
Department for Transport,Driving Standards Agency,12.10.2012,Rates,PONTEFRACT DTC ,WMDC (WAKEFIELD COUNCIL),DIRECT DEBIT,"1,363.00",089020 61122121 WMDC DIRECT DEBITS 108660             972992,
Department for Transport,Driving Standards Agency,19.10.2012,Motorcycle Maintenance,KETTERING MPTC,WOLLASTON MOTORS LTD,5100003818,971.84,,NN1 5SZ
Department for Transport,Driving Standards Agency,12.10.2012,Rates,WOLVERHAMPTON MPTC,WOLVERHAMPTON BC,DIRECT DEBIT,"1,670.00",089019 61123557 WOLVERHAMPTON BCPO 50576403           920046,
Department for Transport,Driving Standards Agency,09.10.2012,Rates,WORCESTER,WORCESTER CITY COUNCIL,DIRECT DEBIT,"1,019.00",404717 31707647 WORCESTER CITY CNL 601613805          983156,
Department for Transport,Driving Standards Agency,04.10.2012,Training,HR CASEWORK,WORKPLACE OPTIONS,5100003537,"1,592.50",,W4 5YB
Department for Transport,Driving Standards Agency,09.10.2012,Rates,WREXHAM DTC,WREXHAM COUNTY BOROUGH COUNCIL,DIRECT DEBIT,848.00,605094 10034307 WREXHAM COUNTY BOR 54172300           975304,
Department for Transport,Driving Standards Agency,31.10.2012,Rates,HIGH WYCOMBE,WYCOMBE DISTRICT COUNCIL,DIRECT DEBIT,"1,500.00",601101 83496173 WYCOMBE D.C.       1000340499         930024,
Department for Transport,Driver and Vehicle Licensing Agency,30.10.2012,Manual Handling Equip. Repair & Maintenance,Operations,PITNEY BOWES UK MAILING,1500000009,"-5,180.38 ",DUMMY CREDIT RE PRGXCSH114,CM19 5BD
Department for Transport,Driver and Vehicle Licensing Agency,05.10.2012,Telephone charges,Operations,TALK TALK BUSINESS,2000220587," 26,944.34 ",A/C 88201298603 SEPT 12-13,WA3 7WU
Department for Transport,Driver and Vehicle Licensing Agency,14.10.2012,Publications & Book Acquisitions,Operations,ROYAL SOCIETY OF MEDICINE,2000250665," 5,633.50 ",Membership and Online CPD,W1G 0AE
Department for Transport,Driver and Vehicle Licensing Agency,26.10.2012,Telephone Line Rental,Information Services,BT PLC TELEPHONE BILLS,2000257491,"-52,600.31 ",D Adjustments,EC1A 7AJ
Department for Transport,Driver and Vehicle Licensing Agency,26.10.2012,Telephone Line Rental,Information Services,BT PLC TELEPHONE BILLS,2000257491,"-2,266.42 ",D Adjustments,EC1A 7AJ
Department for Transport,Driver and Vehicle Licensing Agency,26.10.2012,Telephone Line Rental,Information Services,BT PLC TELEPHONE BILLS,2000257491,-596.39 ,C Discount,EC1A 7AJ
Department for Transport,Driver and Vehicle Licensing Agency,26.10.2012,Telephone charges,Information Services,BT PLC TELEPHONE BILLS,2000257491," 150,399.36 ",B Call Charges,EC1A 7AJ
Department for Transport,Driver and Vehicle Licensing Agency,26.10.2012,Telephone Line Rental,Information Services,BT PLC TELEPHONE BILLS,2000257491," 202,284.64 ",A Rental,EC1A 7AJ
Department for Transport,Driver and Vehicle Licensing Agency,03.10.2012,Ordinary Driving Licence Payments,Operations,GSTS PATHOLOGY LLP,2000257495," 4,012.00 ",CDT DVLA Testing,SE1 7EH
Department for Transport,Driver and Vehicle Licensing Agency,03.10.2012,Ordinary Driving Licence Payments,Operations,GSTS PATHOLOGY LLP,2000257495," 3,776.00 ",CDT DVLA Testing,SE1 7EH
Department for Transport,Driver and Vehicle Licensing Agency,27.10.2012,Diplomatic Vehicle Registration System,Operations,JEPSON & CO LTD,2000257478," 1,112.61 ",DVLA Stamped Plate,S2 3QN
Department for Transport,Driver and Vehicle Licensing Agency,03.10.2012,Personal Injury Legal Costs,Corporate Affairs,HMCS,2000257542," 7,500.00 ",Thompsons Solicitors,SA6 7JL
Department for Transport,Driver and Vehicle Licensing Agency,29.10.2012,Diplomatic Vehicle Registration System,Operations,JEPSON & CO LTD,2000264993," 1,284.25 ",DVLA Stamped Place,S2 3QN
Department for Transport,Driver and Vehicle Licensing Agency,17.10.2012,NI Agency Funding,Finance & Strategy,DRIVER VEHICLE LICENSING N.IRELAND,2000276569," 1,000,000.00 ",Northern Ireland Funding Request October 2012,BT51 3TA
Department for Transport,Driver and Vehicle Licensing Agency,18.10.2012,Personal Injury Legal Costs,Corporate Affairs,HMCS,2000279308, 505.00 ,,SA6 7JL
Department for Transport,Driver and Vehicle Licensing Agency,04.10.2012,Non Secured stock ,Information Services,FT PRINT SOLUTIONS,2000260168," 6,160.29 ",HOW TO FILL IN YOUR DRIVING LICENCERENEW,WV4 6QE
Department for Transport,Driver and Vehicle Licensing Agency,25.10.2012,Info Broker Costs,Information Services,EDUSERV,2000291352," 7,920.00 ",,BA1 1SR
Department for Transport,Driver and Vehicle Licensing Agency,01.10.2012,Machinery Maintenance,Operations,RICOH UK LTD,2000253515," 1,805.65 ",,TW13 7HG
Department for Transport,Driver and Vehicle Licensing Agency,01.10.2012,Machinery Maintenance,Operations,RICOH UK LTD,2000253515, 24.72 ,,TW13 7HG
Department for Transport,Driver and Vehicle Licensing Agency,17.10.2012,Computer equipment,Finance & Strategy,INSIGHT DIRECT (UK) LTD,100339973, 13.19 ,ITQ33478 - Delivery,UB8 1PH
Department for Transport,Driver and Vehicle Licensing Agency,17.10.2012,Computer equipment,Finance & Strategy,INSIGHT DIRECT (UK) LTD,100339973, 630.96 ,ITQ33478 - Seagate Momentus 160GB SATA,UB8 1PH
Department for Transport,Driver and Vehicle Licensing Agency,10.10.2012,Machinery Maintenance,Operations,BOWE SYSTEC LTD,2000266728, 280.00 ,,SL6 4DP
Department for Transport,Driver and Vehicle Licensing Agency,10.10.2012,Machinery Maintenance,Operations,BOWE SYSTEC LTD,2000266728, 418.25 ,,SL6 4DP
Department for Transport,Driver and Vehicle Licensing Agency,11.10.2012,Professional Services,Finance & Strategy,FIELD FISHER WATERHOUSE LLP,2000269515, 822.63 ,,EC3N 2AA
Department for Transport,Driver and Vehicle Licensing Agency,11.10.2012,Professional Services,Finance & Strategy,FIELD FISHER WATERHOUSE LLP,2000269515, 18.57 ,,EC3N 2AA
Department for Transport,Driver and Vehicle Licensing Agency,11.10.2012,Professional Services,Finance & Strategy,FIELD FISHER WATERHOUSE LLP,2000269515," 2,436.20 ",,EC3N 2AA
Department for Transport,Driver and Vehicle Licensing Agency,09.10.2012,Machinery Maintenance,Operations,KODAK LTD,2000235366,-932.68 ,,HP2 7YU
Department for Transport,Driver and Vehicle Licensing Agency,05.10.2012,Courier Charges,Operations,ROYAL MAIL GROUP LTD,2000261704," 1,918.93 ",,S49 1HQ
Department for Transport,Driver and Vehicle Licensing Agency,05.10.2012,Courier Charges,Operations,ROYAL MAIL GROUP LTD,2000261704, 15.27 ,,S49 1HQ
Department for Transport,Driver and Vehicle Licensing Agency,10.10.2012,Agency Staff Costs,Information Services,CMC PARTNERSHIP (UK) LTD,2000266718," 2,778.97 ",,SW1V 2AJ
Department for Transport,Driver and Vehicle Licensing Agency,10.10.2012,Agency Staff Costs,Information Services,CMC PARTNERSHIP (UK) LTD,2000266718, 1.42 ,,SW1V 2AJ
Department for Transport,Driver and Vehicle Licensing Agency,12.10.2012,Non Stock Machine Consumables,Operations,SUPPLIES TEAM,2000271314, 522.65 ,Match to 5105939904,S9 1XU
Department for Transport,Driver and Vehicle Licensing Agency,01.10.2012,Charges for External Bodies,Operations,SCAN-OPTICS LTD,2000220571," 23,220.00 ",,WD24 7QJ
Department for Transport,Driver and Vehicle Licensing Agency,01.10.2012,Non Secured stock ,Operations,MBA GROUP LTD,2000215336," 1,044.00 ",162 x 229mm manila with window,MK11 3ET
Department for Transport,Driver and Vehicle Licensing Agency,01.10.2012,Cash Carrying Services,Finance & Strategy,POST OFFICE LTD,2000217040," 9,738.00 ",,EC1V 9HQ
Department for Transport,Driver and Vehicle Licensing Agency,01.10.2012,Telecom Equipment,Information Services,Incom Telecommunications,2000215343," 5,448.00 ",,M17 1WD
Department for Transport,Driver and Vehicle Licensing Agency,01.10.2012,Subsistence UK,Finance & Strategy,EXPOTEL HOTEL RESERVATIONS LTD,2000215335," 6,522.85 ",,SK4 2RZ
Department for Transport,Driver and Vehicle Licensing Agency,02.10.2012,Secured Stock ,Information Services,OFFICE DEPOT UK LIMITED,2000215344," 7,084.80 ",RM WHITE A4 STEINBEIS TREND SWANSEA,SP10 4BA
Department for Transport,Driver and Vehicle Licensing Agency,01.10.2012,Printing Stock ,Operations,MBA GROUP LTD,2000215336, 0.04 ,Machine Envelope 95mm x 180mm,MK11 3ET
Department for Transport,Driver and Vehicle Licensing Agency,01.10.2012,Secured Stock ,Operations,MBA GROUP LTD,2000215336," 1,285.63 ",Machine Envelope 95mm x 180mm,MK11 3ET
Department for Transport,Driver and Vehicle Licensing Agency,01.10.2012,Printing Stock ,Operations,MBA GROUP LTD,2000217025,-1.68 ,,MK11 3ET
Department for Transport,Driver and Vehicle Licensing Agency,01.10.2012,Non Secured stock ,Operations,MBA GROUP LTD,2000217025," 3,811.92 ",,MK11 3ET
Department for Transport,Driver and Vehicle Licensing Agency,02.10.2012,Travel Expenses UK,Finance & Strategy,REDFERN TRAVEL LTD,2000218663," 14,379.58 ",,BD1 3AZ
Department for Transport,Driver and Vehicle Licensing Agency,02.10.2012,Travel Expenses UK,Finance & Strategy,REDFERN TRAVEL LTD,2000218663,-15.60 ,,BD1 3AZ
Department for Transport,Driver and Vehicle Licensing Agency,02.10.2012,Travel Expenses UK,Finance & Strategy,REDFERN TRAVEL LTD,2000218663, 15.60 ,Redfern Air Aug 12,BD1 3AZ
Department for Transport,Driver and Vehicle Licensing Agency,02.10.2012,Travel Expenses UK,Finance & Strategy,REDFERN TRAVEL LTD,2000217034," 19,659.11 ",,BD1 3AZ
Department for Transport,Driver and Vehicle Licensing Agency,05.10.2012,Trade Plate Expenses,Operations,SANDHURST AUTOPRINT LIMITED,2000217033, 5.76 ,Trade Plate Standard Delivery,GU47 9DB
Department for Transport,Driver and Vehicle Licensing Agency,05.10.2012,Trade Plate Expenses,Operations,SANDHURST AUTOPRINT LIMITED,2000217033, 19.44 ,M/cycle plate with holder,GU47 9DB
Department for Transport,Driver and Vehicle Licensing Agency,05.10.2012,Trade Plate Expenses,Operations,SANDHURST AUTOPRINT LIMITED,2000217033, 647.58 ,Full Set With Holder,GU47 9DB
Department for Transport,Driver and Vehicle Licensing Agency,05.10.2012,Secured Stock ,Operations,FT PRINT SOLUTIONS,2000231830," 4,506.39 ",DRIVING LICENCE APPLICATION,WV4 6QE
