Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction No,Sum of Amount,Text,Postcode
Department for Transport,Driving Standards Agency,30.11.2012,Business rates,COVENTRY,NUNEATON & BEDWORTH BOROUGH COUNCIL,DIRECT DEBIT,518,542113 56580762 N  B B C GEN A/C  01      1600308341 920175,
Department for Transport,Driving Standards Agency,14.11.2012,Business rates,LEICS WIGSTON MPTC,OADBY WIGSTON B,DIRECT DEBIT,619,542150 13754432 OADBY  WIGSTON B. 90354649           922775,
Department for Transport,Driving Standards Agency,14.11.2012,Business rates,LEICS WIGSTON MPTC,OADBY WIGSTON B,DIRECT DEBIT,915,542150 13754432 OADBY  WIGSTON B. 90302334           922775,
Department for Transport,Driving Standards Agency,23.11.2012,Rent - L&B (non-PFI),FALKIRK,OBAN BAY PROPERTIES LTD,5100004292,"1,200.00",RC - FALKIRK DTC RENT,PA34 5PF
Department for Transport,Driving Standards Agency,08.11.2012,Stationery (Non-stock),HQ SITE COSTS,OFFICE DEPOT UK LIMITED,5100004101,"1,170.56",,SP10 4BA
Department for Transport,Driving Standards Agency,09.11.2012,Stationery (Non-stock),NORTH AREA OFFICE,OFFICE DEPOT UK LIMITED,5100004158,"7,801.72",,SP10 4BA
Department for Transport,Driving Standards Agency,01.11.2012,Property Maintenance,TUNBRIDGE WELLS DTC,OHS LIMITED,5100003986,594,,BD7 1HR
Department for Transport,Driving Standards Agency,14.11.2012,Estate Management,TOTAL FACILITIES MGT,OPTICA SECURITY SYSTEMS LTD,5100004207,684,,LS28 6DD
Department for Transport,Driving Standards Agency,04.11.2012,Rent - L&B (non-PFI),KIRKWALL ORKNEY LGV,ORKNEY AUCTION MART LTD,5100003988,500,RC - KIRKWALL LGV RENT,KW15 1FL
Department for Transport,Driving Standards Agency,05.11.2012,Furniture & Fittings,CENTRAL FUNCTIONS,OSMOND GROUP LTD,5100003663,794.48,"RH300 chair, lumbar, neckrest, armrests",BH21 7SE
Department for Transport,Driving Standards Agency,09.11.2012,Investigation Services,INTEGRITY TEAM,OUTFORCE CORPORATE INVESTIGATIONS L,5100004137,"168,000.00",,CM21 9AE
Department for Transport,Driving Standards Agency,14.11.2012,Business rates,OXFORD COWLEY DTC,OXFORD CITY COUNCIL,DIRECT DEBIT,870,089038 61173400 OXF CITY CNCL RATE 711129916          971699,
Department for Transport,Driving Standards Agency,09.11.2012,Motorcycle Maintenance,WAKEFIELD/LEEDS MPTC,PADGETT'S BATLEY LTD,5100004152,571.34,,WF17 6JD
Department for Transport,Driving Standards Agency,29.11.2012,Ttest Fixed & Var Charge,THEORY TEST,PEARSON DRIVING ASSESSMENTS LTD.,5100004484,"3,365,963.62",,M50 3BF
Department for Transport,Driving Standards Agency,14.11.2012,Business rates,PETERBOROUGH MPTC,PETERBOROUGH C C,DIRECT DEBIT,"2,725.00",206737 10572918 PETERBOROUGH C C   102087303          982599,
Department for Transport,Driving Standards Agency,09.11.2012,Motorcycle Maintenance,LEICS WIGSTON MPTC,PIDCOCK MOTORCYCLES LIMITED,5100004131,568.49,,NG10 1LR
Department for Transport,Driving Standards Agency,23.11.2012,Motorcycle Maintenance,LEICS WIGSTON MPTC,PIDCOCK MOTORCYCLES LIMITED,5100004373,502.56,,NG10 1LR
Department for Transport,Driving Standards Agency,08.11.2012,Room Hire,NELSON,PORTAKABIN  LTD,5100004099,528,,YO32 9PT
Department for Transport,Driving Standards Agency,14.11.2012,Business rates,PORTSMOUTH FORT SOUTHWICK,PORTSMOUTH CITY COUNCIL,DIRECT DEBIT,810,089081 61105517 PORTSMOUTH CITY CO 9119705001014      980965,
Department for Transport,Driving Standards Agency,29.11.2012,Stationery (Non-stock),CARDINGTON/VOC TRNG,POWELL MARKETING LIMITED,5100004472,863.14,Examiner Wallets for DSA,M24 2LE
Department for Transport,Driving Standards Agency,23.11.2012,Rent - L&B (non-PFI),GLASGOW - SHIELDHALL MPTC,PREMIER HOUSEWARES,5100004286,"19,509.00",RC - GLASGOW MPTC RENT,G14 0QP
Department for Transport,Driving Standards Agency,30.11.2012,Business rates,PRESTON DTC,PRESTON CITY COUNCIL,DIRECT DEBIT,973,162833 13162739 PRESTON CC         70219050           913926,
Department for Transport,Driving Standards Agency,16.11.2012,Subscriptions to Professional bodies,DIGITAL COMMS,PS PUBLIC SERVICE,5100004253,"1,592.40",,ST5 2UB
Department for Transport,Driving Standards Agency,05.11.2012,Motorcycle Fleet Sundries,DORCHESTER DTC,RADIOCOMS SYSTEMS LIMITED,5100004016,"1,175.00",,NW10 6QD
Department for Transport,Driving Standards Agency,16.11.2012,Motorcycle Fleet Sundries,SIDCUP DTC,RADIOCOMS SYSTEMS LIMITED,5100004201,587.5,,NW10 6QD
Department for Transport,Driving Standards Agency,13.11.2012,Motorcycle Fleet Sundries,SWANSEA MPTC,RADIOCOMS SYSTEMS LIMITED,5100004198,"1,175.00",BMW SYSTEM 6 MEDIUM HI-VIS YELLOW,NW10 6QD
Department for Transport,Driving Standards Agency,10.10.2012,Motorcycle Fleet Sundries,TELFORD,RADIOCOMS SYSTEMS LTD    LONDON,GPC,500,Motorcycle equipment,
Department for Transport,Driving Standards Agency,27.11.2012,Building Service Charges,IPSWICH MPTC,RAMSOMES PARK LIMITED,5100004414,840.88,,EC3R 8DT
Department for Transport,Driving Standards Agency,30.11.2012,Business rates,READING DTC,READING BOROUGH,DIRECT DEBIT,550,089016 61018798 READING BOROUGH    51287919N          250210,
Department for Transport,Driving Standards Agency,16.11.2012,Business rates,ROCHDALE DTC,ROCHDALE METROPOLITAN BOROUGH COUNCIL,DIRECT DEBIT,"1,168.00",089052 61053957 ROCHDALE MBC       41138326           957210,
Department for Transport,Driving Standards Agency,19.11.2012,Business rates,ROTHERHAM MPTC,ROTHERHAM BOROUGH,DIRECT DEBIT,"1,214.00",089087 61180710 ROTHERHAM BOROUGH  7411516            971554,
Department for Transport,Driving Standards Agency,06.11.2012,Rent - L&B (non-PFI),WHITCHURCH,ROY BROWN,1900004021,610.27,Whitchurch Rent to new Landlord 5/10/12-24/12/12,SY4 2JZ
Department for Transport,Driving Standards Agency,14.11.2012,Business rates,TOLWORTH DTC,ROYAL BOROUGH OF KINGSTON UPON THAMES,DIRECT DEBIT,"1,001.00",606002 44720939 KINGSTON CTAX/NNDR 1255444            624590,
Department for Transport,Driving Standards Agency,15.11.2012,Postage,HQ SITE COSTS,ROYAL MAIL,1900004108,"1,634.99",A/C 0299890045 POSTAGE,PE4 5BR
Department for Transport,Driving Standards Agency,16.11.2012,Postage,HQ SITE COSTS,ROYAL MAIL,1900004164,848.4,LRP -06.10 - 03.11.12 -AXIS BLD,PE4 5BR
Department for Transport,Driving Standards Agency,21.11.2012,Postage,HQ SITE COSTS,ROYAL MAIL,1900004175,"1,879.55","08-14 Nov 12, A/C 0299890045",PE4 5BR
Department for Transport,Driving Standards Agency,28.11.2012,Postage,HQ SITE COSTS,ROYAL MAIL,1900004218,"1,554.73","15 - 21 Nov 12, Postage for A/C 02999890045",PE4 5BR
Department for Transport,Driving Standards Agency,08.11.2012,Postage,HQ SITE COSTS,ROYAL MAIL GROUP LTD,1900004028,"1,626.71",25.10.12-31.10.12 1st and 2nd class The Axis,S49 1HQ
Department for Transport,Driving Standards Agency,09.11.2012,Business rates,RUGBY DTC,RUGBY BOROUGH COUNCIL,DIRECT DEBIT,776,089010 61054383 RUGBY B C          01      1500212714 858893,
Department for Transport,Driving Standards Agency,30.11.2012,Business rates,CHERTSEY DTC,RUNNYMEDE.BOROUGH COUNCIL,DIRECT DEBIT,"1,477.00",089034 61106163 RUNNYMEDE.B.C      73014474           990865,
Department for Transport,Driving Standards Agency,30.11.2012,Business rates,FARNBOROUGH MPTC,RUSHMOOR BOROUGH COUNCIL,DIRECT DEBIT,"2,252.00",403545 01276557 RUSHMOOR BC        92030995           941307,
Department for Transport,Driving Standards Agency,27.11.2012,Building Service Charges,DARLINGTON MPTC,SANDERSON WEATHERALL LLP,5100004413,"1,416.00",,LS1 4WG
Department for Transport,Driving Standards Agency,14.11.2012,Business rates,WEDNESBURY DTC,SANDWELL COUNCIL,DIRECT DEBIT,"1,092.00",089001 61190069 SANDWELL MBC-NNDR  54262583           971551,
Department for Transport,Driving Standards Agency,20.11.2012,Motorcycle Maintenance,ENFIELD MPTC,SBW MOTORRAD,5100004308,697.9,,SG14 1PL
Department for Transport,Driving Standards Agency,05.11.2012,Motorcycle Maintenance,WATFORD,SBW MOTORRAD,5100004012,"1,445.08",,SG14 1PL
Department for Transport,Driving Standards Agency,10.11.2012,Rent - L&B (non-PFI),GALASHIELS,SCOTTISH BORDERS COUNCIL,5100004024,975,RC - GALASHIELS DTC RENT,TD6 0SA
Department for Transport,Driving Standards Agency,25.11.2012,Rent - L&B (non-PFI),PEEBLES,SCOTTISH BORDERS COUNCIL,5100004282,855,RC - PEEBLES DTC RENT,TD6 0SA
Department for Transport,Driving Standards Agency,29.11.2012,Furniture & Fittings,LEIGHTON BUZZARD LGV,SENATOR INTERNATIONAL LTD,5100004461,624.24,1-10 Liberty Chair No Arms,BB5 5YE
Department for Transport,Driving Standards Agency,06.11.2012,Furniture & Fittings,NORTH AREA OFFICE,SENATOR INTERNATIONAL LTD,5100003995,"1,058.40",,BB5 5YE
Department for Transport,Driving Standards Agency,20.11.2012,Furniture & Fittings,WIDNES,SENATOR INTERNATIONAL LTD,5100004309,840.48,Disposal of 2 chairs,BB5 5YE
Department for Transport,Driving Standards Agency,02.11.2012,Furniture & Fittings,YORK,SENATOR INTERNATIONAL LTD,5100004005,696.24,,BB5 5YE
Department for Transport,Driving Standards Agency,22.11.2012,Business rates,SEVENOAKS DTC,SEVENOAKS DISTRICT COUNCIL,DIRECT DEBIT,905,207655 60692026 SEVENOAKS DISTRICT 030548749          990853,
Department for Transport,Driving Standards Agency,21.11.2012,Water,HQ SITE COSTS,SEVERN TRENT WATER LIMITE,DIRECT DEBIT,"2,174.57",300003 02575106 SEVERN TRENT WATER 822003820820123241 836619,
Department for Transport,Driving Standards Agency,09.11.2012,Water,WOLVERHAMPTON MPTC,SEVERN TRENT WATER LIMITE,DIRECT DEBIT,"2,018.62",300003 02575106 SEVERN TRENT WATER 985005032020123121 836619,
Department for Transport,Driving Standards Agency,02.11.2012,Furniture & Fittings,JAUPT,SHAPE POSTURE SEATING,5100004004,634.98,,DE45 1AQ
Department for Transport,Driving Standards Agency,08.11.2012,Land & Buildings (excl Dwellings) Capital Cost,CARDIFF FAIRWATER,SHAYLOR SPECIAL PROJECTS LIMITED,5100004086,842.03,,WS9 8BX
Department for Transport,Driving Standards Agency,30.11.2012,Business rates,SHEFFIELD PARKWAY (ACRES HILL),SHEFFIELD CC,DIRECT DEBIT,"1,248.00",089075 61110340 SHEFFIELD CC       1719188            973014,
Department for Transport,Driving Standards Agency,19.11.2012,Room Hire,LERWICK SHETLAND,SHETLAND ISLANDS COUNCIL,5100004267,630,,ZE1 0LX
Department for Transport,Driving Standards Agency,12.11.2012,Motorcycle Maintenance,WOLVERHAMPTON MPTC,SHREWSBURY HONDA CENTRE LTD,5100004175,646.19,,SY1 3AD
Department for Transport,Driving Standards Agency,02.11.2012,Motorcycle Maintenance,WREXHAM DTC,SHREWSBURY HONDA CENTRE LTD,5100004010,513.62,,SY1 3AD
Department for Transport,Driving Standards Agency,30.11.2012,Business rates,SHREWSBURY MPTC,SHROPSHIRE COUNCIL,DIRECT DEBIT,"4,941.00",555005 55652409 SHROPSHIRE COUNCIL 2300118280009      694051,
Department for Transport,Driving Standards Agency,02.11.2012,Vehicles & Transportation Capital Cost,OPERATIONAL SUPPORT,SIGNS OF THE TIMES,5100004001,675,,G66 1SL
Department for Transport,Driving Standards Agency,06.11.2012,Business rates,AYR MPTC,SOUTH AYRSHIRE COUNCIL,DIRECT DEBIT,"1,337.50",801239 00255283 S.AYRSHIRE COUNCIL 27248852011336 NDR 916176,
Department for Transport,Driving Standards Agency,07.11.2012,Business rates,BRISTOL MPTC,SOUTH GLOUCESTERSHIRE COUNCIL,DIRECT DEBIT,"2,885.00",556138 80105629 SGC                66930563           995741,
Department for Transport,Driving Standards Agency,30.11.2012,Business rates,CULHAM LGV,SOUTH OXFORDSHIRE DISTRICT COUNCIL,DIRECT DEBIT,518,200109 90079472 SOUTH OXFORDSHIRE       5140095       930650,
Department for Transport,Driving Standards Agency,30.11.2012,Business rates,SOUTHAMPTON MAYBUSH DTC,SOUTHAMPTON CITY COUNCIL,DIRECT DEBIT,870,089026 61561067 SOUTHAMPTON C.C    000521655496       762639,
Department for Transport,Driving Standards Agency,29.11.2012,Motorcycle Maintenance,BLACKBURN MPTC,SOUTHPORT SUPERBIKES,5100004478,937.78,,PR8 1EF
Department for Transport,Driving Standards Agency,14.11.2012,Rent - L&B (non-PFI),BURY ST EDMUNDS DTC,ST EDMUNDSBURY BOROUGH COUNCIL,1900004105,655.2,Rent of Parking Bays Aug - Oct 2012,IP33 3YS
Department for Transport,Driving Standards Agency,02.11.2012,Business rates,ST HELENS MPTC,ST. HELENS COUNCIL,DIRECT DEBIT,"1,454.00",607008 94231397 ST.HELENS M.B.C.   302200760          990784,
Department for Transport,Driving Standards Agency,30.11.2012,Business rates,STAFFORD DTC,STAFFORD BOROUGH COUNCIL,DIRECT DEBIT,540,208100 10841706 STAFFORDBOROUGHCOU 01      30106346   430107,
Department for Transport,Driving Standards Agency,02.11.2012,Water,STAFFORD DTC,STAFFORD BOROUGH COUNCIL,DIRECT DEBIT,540,208100 10841706 STAFFORDBOROUGHCOU 01      30106346   430107,
Department for Transport,Driving Standards Agency,14.11.2012,Business rates,CAMBRIDGE MPTC,STH CAMBS COUNCIL,DIRECT DEBIT,"1,351.00",401657 61180002 STH CAMBS COUNCIL  01      3030112864 982922,
Department for Transport,Driving Standards Agency,30.11.2012,Business rates,BREDBURY MPTC,STOCKPORT METROPOLITAN BOROUGH,DIRECT DEBIT,"3,298.00",089024 61110751 STOCKPORT METROPOL 01      9300179780 990783,
Department for Transport,Driving Standards Agency,30.11.2012,Business rates,NEWCASTLE UNDER LYME DTC,STOKE-ON-TRENT CITY COUNCIL,DIRECT DEBIT,574,089009 61519077 STOKE-ON-TRENT CIT 52601641           250353,
Department for Transport,Driving Standards Agency,22.11.2012,Business rates,SUNDERLAND DTC,SUNDERLAND CITY COUNCIL,DIRECT DEBIT,709,556111 46623590 SUNDERLAND NNDR    052562             654060,
Department for Transport,Driving Standards Agency,07.11.2012,Stationery (Non-stock),NORTH AREA OFFICE,SUPPLIES TEAM,5100004059,"5,792.73",,S9 1XU
Department for Transport,Driving Standards Agency,30.11.2012,Business rates,SWINDON MPTC,SWINDON BOROUGH COUNCIL,DIRECT DEBIT,"1,157.00",089012 61242014 SWINDON BC CENTRAL           30364370 971614,
Department for Transport,Driving Standards Agency,19.11.2012,Business rates,TAUNTON MPTC,TAUNTON DEANE BOROUGH COUNCIL,DIRECT DEBIT,"4,145.00",608006 70853673 TDBC   GENERAL ACC 01      8000226363 951127,
Department for Transport,Driving Standards Agency,08.11.2012,Other Professional Fees,PROCUREMENT,TEAM (ENERGY AUDITING AGENCY LTD.),5100004091,"2,232.00",,MK14 6LY
Department for Transport,Driving Standards Agency,26.11.2012,Electricity Recharges,BOREHAMWOOD DTC,TELEREAL TRILLIUM,1900004189,"7,741.62",Utilities,LS11 9DX
Department for Transport,Driving Standards Agency,27.11.2012,Building Insurance,CHERTSEY DTC,THE ALEXANDRA (SERVICES) LTD,1900004206,592.21,Building Insurance - Chertsey,KT16 9AP
Department for Transport,Driving Standards Agency,18.11.2012,Rent - L&B (non-PFI),WICK MPTC,THE HIGHLAND COUNCIL,5100004173,"4,500.00",RC - WICK MPTC RENT,IV3 5NX
Department for Transport,Driving Standards Agency,09.11.2012,Business rates,TILBURY DTC,THURROCK COUNCIL,DIRECT DEBIT,"1,019.00",089036 61159961 THURROCK COUNCIL   1404040192         724288,
Department for Transport,Driving Standards Agency,06.11.2012,CRB Checks,ADI REGISTER,TMG.TV LTD,5100004028,"78,937.74",,NG11 7EP
Department for Transport,Driving Standards Agency,20.11.2012,Building Service Charges,KNOWLG/INFO ASSRNC,TNT UK LIMITED,5100003705,"1,509.98",,BL0 9AR
Department for Transport,Driving Standards Agency,19.11.2012,Storage & Distribution charges,KNOWLG/INFO ASSRNC,TNT UK LIMITED,5100004277,613.06,,BL0 9AR
Department for Transport,Driving Standards Agency,30.11.2012,Business rates,SALE DTC,TRAFFORD METROPOLITAN BOROUGH COUNCIL,DIRECT DEBIT,"1,523.00",089000 61097890 TRAFFORD MBC       01      274252     973693,
Department for Transport,Driving Standards Agency,22.11.2012,Legal Costs,HR CRPTE EXPENDITURE,TREASURY SOLICITOR,5100004375,"9,485.40",,WC2B 4TS
Department for Transport,Driving Standards Agency,19.11.2012,Legal Costs,POLICY TEAM,TREASURY SOLICITOR,5100004279,"11,370.20",,WC2B 4TS
Department for Transport,Driving Standards Agency,30.11.2012,Legal Costs,HR CRPTE EXPENDITURE,TREASURY SOLICITOR CLIENT MONIES,1900004318,"1,675.00",,WC2B 4TS
Department for Transport,Driving Standards Agency,09.11.2012,Room Hire,TROWBRIDGE (TTTC),TROWBRIDGE TOWN COUNCIL,5100004121,840,,BA14 8AH
Department for Transport,Driving Standards Agency,14.11.2012,Business rates,TUNBRIDGE WELLS DTC,TUNBRIDGE WELLS BOROUGH COUNCIL,DIRECT DEBIT,"1,248.00",300002 01396914 TUNBRIDGE WELLS BC 101286383          990856,
Department for Transport,Driving Standards Agency,12.11.2012,Water,ATHERTON (WIGAN) MPTC,UNITED UTILITIES PLC,DIRECT DEBIT,"2,119.52",010917 58933964 UNITED UTIL PLC    4125074713         768365,
Department for Transport,Driving Standards Agency,05.11.2012,Water,BLACKBURN MPTC,UNITED UTILITIES PLC,DIRECT DEBIT,528.38,010917 58933964 UNITED UTIL PLC    4158622603         768365,
Department for Transport,Driving Standards Agency,22.11.2012,Water,ST HELENS MPTC,UNITED UTILITIES PLC,DIRECT DEBIT,"1,529.29",010917 58933964 UNITED UTIL PLC    4114444081         768365,
Department for Transport,Driving Standards Agency,14.11.2012,Training,CARDINGTON - NON VOC,UNIVERSITY OF SUNDERLAND,5100004225,"1,609.20",,SR1 3SD
Department for Transport,Driving Standards Agency,13.11.2012,Estate Management,HQ ESTATES,VALUATION OFFICE AGENCY,5100004055,"16,320.00",,W1D 5BU
Department for Transport,Driving Standards Agency,26.11.2012,Estate Legal Advisors,BRADFORD ECCLESHILL DTC,VEALE WASBROUGH VIZARDS,5100004408,"1,500.00",,BS1 5WS
Department for Transport,Driving Standards Agency,14.11.2012,Estate Legal Advisors,PONTEFRACT DTC ,VEALE WASBROUGH VIZARDS,5100004223,828,,BS1 5WS
Department for Transport,Driving Standards Agency,30.11.2012,Estate Legal Advisors,SEVENOAKS DTC,VEALE WASBROUGH VIZARDS,5100004485,828,,BS1 5WS
Department for Transport,Driving Standards Agency,06.11.2012,Rent - L&B (non-PFI),VARIOUS DTCS,VEHICLE & OPERATOR SERVICES AGENCY,1900003982,"169,489.53",QTR 3 RENT AT ALL VOSA 01.10 .12TO 31.12.12,SA1 8AN
Department for Transport,Driving Standards Agency,21.11.2012,Waste disposal/Refuse,BOSTON,VEOLIA ENVIRONMENTAL SERVICES,5100004356,812.52,,WS11 8JP
Department for Transport,Driving Standards Agency,19.11.2012,Telephone charges,VARIOUS DTCS,VODAFONE,DIRECT DEBIT,"9,247.67",200000 60734098 VODAFONE CORPORA   02460635M171706    920124,
Department for Transport,Driving Standards Agency,17.11.2012,Rent - L&B (non-PFI),WARRINGTON TRIAL,WARRINGTON BOROUGH COUNCIL,5100004222,"1,900.00",RC - WARRINGTON (ORFORD CENTRE) DTC,WA1 2NH
Department for Transport,Driving Standards Agency,14.11.2012,Business rates,WARWICK,WARWICK DISTRICT COUNCIL,DIRECT DEBIT,"1,248.00",402706 71023381 WARWICK D.C.       01      9204504    940447,
Department for Transport,Driving Standards Agency,30.11.2012,Business rates,GREENHAM MPTC,WEST BERKSHIRE COUNCIL,DIRECT DEBIT,"1,729.00",601507 65453441 WEST BERKS COUNCIL 15686764           995856,
Department for Transport,Driving Standards Agency,09.11.2012,Business rates,DORCHESTER DTC,WEST DORSET DISTRICT COUNCIL,DIRECT DEBIT,776,401921 01163191 WEST DORSET D.C.   83329447X          980274,
Department for Transport,Driving Standards Agency,08.11.2012,Rent - L&B (non-PFI),ABERPORTH,WEST WALES AIRPORT LTD,1900004022,600,"26.10.12, Motorcycle training & test facilities",HR9 7BW
Department for Transport,Driving Standards Agency,12.11.2012,Training,HR CASEWORK,WESTFIELD CONTRIBUTORY HEALTH SCHEM,5100004179,"3,491.40",,S1 1HT
Department for Transport,Driving Standards Agency,07.11.2012,Stationery (Non-stock),CENTRAL FUNCTIONS,WILLIAMS LEA LIMITED,5100004067,665.38,DSA Letterhead Paper,NR3 1PD
Department for Transport,Driving Standards Agency,09.11.2012,Printing,OPERATIONAL SUPPORT,WILLIAMS LEA LIMITED,5100004134,"2,413.73",,NR3 1PD
Department for Transport,Driving Standards Agency,30.11.2012,Business rates,CHIPPENHAM DTC,WILTSHIRE COUNCIL,DIRECT DEBIT,938,404433 51460021 WILTSHIRE COUNCIL  356479900006       940736,
Department for Transport,Driving Standards Agency,13.11.2012,Business rates,PONTEFRACT DTC ,WMDC (WAKEFIELD COUNCIL),DIRECT DEBIT,"1,363.00",089020 61122121 WMDC DIRECT DEBITS 108660             972992,
Department for Transport,Driving Standards Agency,01.11.2012,Motorcycle Maintenance,CBT,WOLLASTON MOTOR MOTORC   NORTHAMPTON,GPC,685.54,DSA Motorcycle Fleet service,
Department for Transport,Driving Standards Agency,14.11.2012,Business rates,WOLVERHAMPTON MPTC,WOLVERHAMPTON BC,DIRECT DEBIT,"1,670.00",089019 61123557 WOLVERHAMPTON BCPO 50576403           920046,
Department for Transport,Driving Standards Agency,22.11.2012,Rent - L&B (non-PFI),EDINBURGH CURRIE,WOODING FAMILY TRUST,5100004289,"4,125.00",RC - EDINBURGH CURRIE DTC RENT,YO21 3ET
Department for Transport,Driving Standards Agency,09.11.2012,Business rates,WORCESTER,WORCESTER CITY COUNCIL,DIRECT DEBIT,"1,019.00",404717 31707647 WORCESTER CITY CNL 601613805          983156,
Department for Transport,Driving Standards Agency,24.11.2012,Rent,ABERDEEN MPTC,WORKMAN & PARTNERS,5100004299,"49,500.00",RC - ABERDEEN MPTC RENT,BS1 4AB
Department for Transport,Driving Standards Agency,12.11.2012,Training,HR CASEWORK,WORKPLACE OPTIONS,5100004186,"1,911.00",,W4 5YB
Department for Transport,Driving Standards Agency,09.11.2012,Business rates,WREXHAM DTC,WREXHAM COUNTY BOROUGH COUNCIL,DIRECT DEBIT,848,605094 10034307 WREXHAM COUNTY BOR 54172300           975304,
Department for Transport,Driving Standards Agency,30.11.2012,Business rates,HIGH WYCOMBE,WYCOMBE DISTRICT COUNCIL,DIRECT DEBIT,"1,500.00",601101 83496173 WYCOMBE D.C.       1000340499         930024,
Department for Transport,Driving Standards Agency,29.11.2012,Building Service Charges,GILLINGHAM MPTC,ZURICH ASSURANCE LIMITED,5100004480,909.6,,SN3 9AP
Department for Transport,Driver and Vehicle Licensing Agency,12.11.2012,Insurance,Operations,BERRY INSURANCE BROKERS,1500000010,"-1,228.75",,PR25 2LH
Department for Transport,Driver and Vehicle Licensing Agency,02.11.2012,Secured Stock ,Information Services,OFFICE DEPOT UK LIMITED,2000263323,"7,084.80",RM WHITE A4 STEINBEIS TREND SWANSEA,SP10 4BA
Department for Transport,Driver and Vehicle Licensing Agency,02.11.2012,Machinery Maintenance,Operations,KODAK LTD,2000264994,623,,HP2 7YU
Department for Transport,Driver and Vehicle Licensing Agency,02.11.2012,Machinery Maintenance,Operations,KODAK LTD,2000264994,"10,437.00",,HP2 7YU
Department for Transport,Driver and Vehicle Licensing Agency,02.11.2012,Machinery Maintenance,Operations,KODAK LTD,2000264994,814,,HP2 7YU
Department for Transport,Driver and Vehicle Licensing Agency,02.11.2012,Machinery Maintenance,Operations,KODAK LTD,2000264994,487.5,,HP2 7YU
Department for Transport,Driver and Vehicle Licensing Agency,02.11.2012,Machinery Maintenance,Operations,KODAK LTD,2000266710,814,,HP2 7YU
Department for Transport,Driver and Vehicle Licensing Agency,02.11.2012,Machinery Maintenance,Operations,KODAK LTD,2000266710,"4,311.00",,HP2 7YU
Department for Transport,Driver and Vehicle Licensing Agency,03.11.2012,IBM Stage Payments,Operations,IBM UNITED KINGDOM LTD,2000266713,"4,298.90",,PO6 3AE
Department for Transport,Driver and Vehicle Licensing Agency,03.11.2012,Project Developments,Information Services,IBM UNITED KINGDOM LTD,2000266713,"126,560.82",,PO6 3AE
Department for Transport,Driver and Vehicle Licensing Agency,03.11.2012,Project Developments,Information Services,IBM UNITED KINGDOM LTD,2000266713,"137,747.53",,PO6 3AE
Department for Transport,Driver and Vehicle Licensing Agency,03.11.2012,Project Developments,Information Services,IBM UNITED KINGDOM LTD,2000266713,"172,887.59",,PO6 3AE
Department for Transport,Driver and Vehicle Licensing Agency,03.11.2012,Project Developments,Information Services,IBM UNITED KINGDOM LTD,2000266713,"103,323.50",,PO6 3AE
Department for Transport,Driver and Vehicle Licensing Agency,03.11.2012,IBM Stage Payments,Operations,IBM UNITED KINGDOM LTD,2000266713,"4,486.53",,PO6 3AE
Department for Transport,Driver and Vehicle Licensing Agency,03.11.2012,IBM Stage Payments,Operations,IBM UNITED KINGDOM LTD,2000266713,"3,570.20",,PO6 3AE
Department for Transport,Driver and Vehicle Licensing Agency,03.11.2012,Project Developments,Information Services,IBM UNITED KINGDOM LTD,2000266713,"130,420.28",,PO6 3AE
Department for Transport,Driver and Vehicle Licensing Agency,03.11.2012,IBM Stage Payments,Operations,IBM UNITED KINGDOM LTD,2000266713,"4,781.86",,PO6 3AE
Department for Transport,Driver and Vehicle Licensing Agency,03.11.2012,Machinery Rental,Operations,Ricoh UK Ltd,2000266722,"9,252.36",,NN4 7YB
Department for Transport,Driver and Vehicle Licensing Agency,03.11.2012,Machinery Rental,Operations,Ricoh UK Ltd,2000266722,"18,607.74",,NN4 7YB
Department for Transport,Driver and Vehicle Licensing Agency,03.11.2012,Machinery Rental,Operations,Ricoh UK Ltd,2000266722,772.28,,NN4 7YB
Department for Transport,Driver and Vehicle Licensing Agency,02.11.2012,Cash Carrying Services,Finance & Strategy,POST OFFICE LTD,2000266731,"9,012.00",,EC1V 9HQ
Department for Transport,Driver and Vehicle Licensing Agency,05.11.2012,Courier Charges ,Operations,DX SECURE LIMITED,2000269511,"1,165.55",,NN3 6YG
Department for Transport,Driver and Vehicle Licensing Agency,05.11.2012,Courier Charges ,Operations,DX SECURE LIMITED,2000269511,-0.55,,NN3 6YG
Department for Transport,Driver and Vehicle Licensing Agency,05.11.2012,Courier Charges ,Operations,DX SECURE LIMITED,2000269511,552.18,,NN3 6YG
Department for Transport,Driver and Vehicle Licensing Agency,04.11.2012,Courier Charges ,Operations,DX SECURE LIMITED,2000269512,"25,977.75",,NN3 6YG
Department for Transport,Driver and Vehicle Licensing Agency,05.11.2012,Training,Information Services,QA-IQ Ltd,2000269513,500,,LS12 6BD
Department for Transport,Driver and Vehicle Licensing Agency,06.11.2012,Computer equipment,Finance & Strategy,COMPUTACENTER (UK) LTD,2000271305,"1,035.86",QN 2762503/1 - ZoomText Vista Compatible,AL10 9TW
Department for Transport,Driver and Vehicle Licensing Agency,06.11.2012,Professional Services,Information Services,SCAN-OPTICS LTD,2000271307,"53,430.00",,WD24 7QJ
Department for Transport,Driver and Vehicle Licensing Agency,06.11.2012,Professional Services,Information Services,SCAN-OPTICS LTD,2000271307,"62,970.00",,WD24 7QJ
