Department Family,Entity,Date,Expense Type,Expense Area ,Supplier,Transaction No,Sum of Amount,Item Text,Postal Code
Department for Transport,BTP,04/04/2013,CABLE THEFT COSTS - DFT,DFT METAL TASK FORCE,HERTFORDSHIRE CONSTABULARY,292650,3582.8,ACC (PROTECTIVE SERVICES),AL8 6XF
Department for Transport,BTP,04/04/2013,CABLE THEFT COSTS - DFT,DFT METAL TASK FORCE,HERTFORDSHIRE CONSTABULARY,292658,22200,ACC (PROTECTIVE SERVICES),AL8 6XF
Department for Transport,BTP,04/04/2013,CABLE THEFT COSTS - DFT,DFT METAL TASK FORCE,HERTFORDSHIRE CONSTABULARY,292657,30000,ACC (PROTECTIVE SERVICES),AL8 6XF
Department for Transport,BTP,04/04/2013,CABLE THEFT COSTS - DFT,DFT METAL TASK FORCE,HERTFORDSHIRE CONSTABULARY,292656,6723,ACC (PROTECTIVE SERVICES),AL8 6XF
Department for Transport,BTP,19/04/2013,CABLE THEFT COSTS - DFT,DFT METAL TASK FORCE,HERTFORDSHIRE CONSTABULARY,293855,1003.38,ACC (PROTECTIVE SERVICES),AL8 6XF
Department for Transport,BTP,19/04/2013,CABLE THEFT COSTS - DFT,DFT METAL TASK FORCE,HERTFORDSHIRE CONSTABULARY,293853,9241.6,ACC (PROTECTIVE SERVICES),AL8 6XF
Department for Transport,BTP,04/04/2013,CABLE THEFT COSTS - DFT,DFT METAL TASK FORCE,Metropolitan Police,291881,1806.24,ACC (PROTECTIVE SERVICES),SW6 1TR
Department for Transport,BTP,12/04/2013,CABLE THEFT COSTS - DFT,DFT METAL TASK FORCE,Metropolitan Police,293081,8642.72,ACC (PROTECTIVE SERVICES),SW6 1TR
Department for Transport,BTP,12/04/2013,CABLE THEFT COSTS - DFT,DFT METAL TASK FORCE,Metropolitan Police,293017,-1806.24,ACC (PROTECTIVE SERVICES),SW6 1TR
Department for Transport,BTP,19/04/2013,CABLE THEFT COSTS - DFT,DFT METAL TASK FORCE,Metropolitan Police,293619,30000,ACC (PROTECTIVE SERVICES),SW6 1TR
Department for Transport,BTP,12/04/2013,CABLE THEFT COSTS - DFT,DFT METAL TASK FORCE,STAFFORDSHIRE POLICE AUTHORITY,292024,45458.1,ACC (PROTECTIVE SERVICES),ST18 0YY
Department for Transport,BTP,19/04/2013,CABLE THEFT COSTS - DFT,DFT METAL TASK FORCE,STAFFORDSHIRE POLICE AUTHORITY,280503,21387,ACC (PROTECTIVE SERVICES),ST18 0YY
Department for Transport,BTP,19/04/2013,CABLE THEFT COSTS - DFT,DFT METAL TASK FORCE,STAFFORDSHIRE POLICE AUTHORITY,293642,-21378,ACC (PROTECTIVE SERVICES),ST18 0YY
Department for Transport,BTP,12/04/2013,CABLE THEFT COSTS - DFT,DFT METAL TASK FORCE,SOUTH YORKSHIRE POLICE AUTHORITY,292989,5538.33,ACC (PROTECTIVE SERVICES),S3 8YE
Department for Transport,BTP,12/04/2013,CABLE THEFT COSTS - DFT,DFT METAL TASK FORCE,SOUTH YORKSHIRE POLICE AUTHORITY,292897,5722.24,ACC (PROTECTIVE SERVICES),S3 8YE
Department for Transport,BTP,12/04/2013,CABLE THEFT COSTS - DFT,DFT METAL TASK FORCE,SOUTH YORKSHIRE POLICE AUTHORITY,292898,10390,ACC (PROTECTIVE SERVICES),S3 8YE
Department for Transport,BTP,26/04/2013,CABLE THEFT COSTS - DFT,DFT METAL TASK FORCE,SOUTH YORKSHIRE POLICE AUTHORITY,293146,5884,ACC (PROTECTIVE SERVICES),S3 8YE
Department for Transport,BTP,26/04/2013,CABLE THEFT COSTS - DFT,DFT METAL TASK FORCE,SOUTH YORKSHIRE POLICE AUTHORITY,293147,2828.74,ACC (PROTECTIVE SERVICES),S3 8YE
Department for Transport,BTP,26/04/2013,CABLE THEFT COSTS - DFT,DFT METAL TASK FORCE,SOUTH YORKSHIRE POLICE AUTHORITY,294498,7167.15,ACC (PROTECTIVE SERVICES),S3 8YE
Department for Transport,BTP,26/04/2013,CABLE THEFT COSTS - DFT,DFT METAL TASK FORCE,SOUTH YORKSHIRE POLICE AUTHORITY,294499,5953.44,ACC (PROTECTIVE SERVICES),S3 8YE
Department for Transport,BTP,26/04/2013,CABLE THEFT COSTS - DFT,DFT METAL TASK FORCE,THAMES VALLEY POLICE AUTHORITY,293267,1500.6,ACC (PROTECTIVE SERVICES),OX5 2YS
Department for Transport,BTP,04/04/2013,INSURANCE - PREMIUMS,CORPORATE RISK TEAM,#,292676,702.62,FINANCE & CORPORATE SERVICES,#
Department for Transport,BTP,19/04/2013,INSURANCE - PREMIUMS,NE ADMIN OF JUSTICE,KNIGHT FRANK LLP,292947,1650.14,NE Central Cost Sector Command,NE13 3BB
Department for Transport,BTP,19/04/2013,INSURANCE - PREMIUMS,SC EDINBURGH STAFF COSTS,NETWORK RAIL,293711,919.17,Scot East Sector Command,M60 3BP
Department for Transport,BTP,12/04/2013,INSURANCE - PREMIUMS,NE NEWCASTLE STAFF COSTS,SANDERSON WEATHERALL CLIENT PREMIUM A/C,260061,1251.16,N.E North Sector Command,LS1 4WG
Department for Transport,BTP,12/04/2013,INSURANCE - PREMIUMS,NE ADMIN OF JUSTICE,SANDERSON WEATHERALL CLIENT PREMIUM A/C,260062,588.73,NE Central Cost Sector Command,LS1 4WG
Department for Transport,BTP,12/04/2013,CLAIM - EMPLOYER LIABILITY,CORPORATE RISK TEAM,MARIEL IRVINE SOLICITORS,293288,583.2,FINANCE & CORPORATE SERVICES,EC1R 0QJ
Department for Transport,BTP,12/04/2013,CLAIM - EMPLOYER LIABILITY,CORPORATE RISK TEAM,MARIEL IRVINE SOLICITORS,293286,7604.4,FINANCE & CORPORATE SERVICES,EC1R 0QJ
Department for Transport,BTP,12/04/2013,CLAIM - EMPLOYER LIABILITY,CORPORATE RISK TEAM,MARIEL IRVINE SOLICITORS,293268,1440.8,FINANCE & CORPORATE SERVICES,EC1R 0QJ
Department for Transport,BTP,26/04/2013,CLAIM - MOTOR VEH LIABILITY,CORPORATE RISK TEAM,KENNEDYS,294694,550.8,FINANCE & CORPORATE SERVICES,EC3M 5AD
Department for Transport,BTP,19/04/2013,CLAIM - PUBLIC LIABILITY,CORPORATE RISK TEAM,BROUDIE JACKSON CANTOR,30686,6000,FINANCE & CORPORATE SERVICES,EC1R 0QJ
Department for Transport,BTP,12/04/2013,CLAIM - PUBLIC LIABILITY,CORPORATE RISK TEAM,MARIEL IRVINE SOLICITORS,293287,3261.4,FINANCE & CORPORATE SERVICES,EC1R 0QJ
Department for Transport,BTP,12/04/2013,CLAIM - PUBLIC LIABILITY,CORPORATE RISK TEAM,MARIEL IRVINE SOLICITORS,293277,810,FINANCE & CORPORATE SERVICES,EC1R 0QJ
Department for Transport,BTP,12/04/2013,CLAIM - PUBLIC LIABILITY,CORPORATE RISK TEAM,MARIEL IRVINE SOLICITORS,293275,631.8,FINANCE & CORPORATE SERVICES,EC1R 0QJ
Department for Transport,BTP,12/04/2013,CLAIM - PUBLIC LIABILITY,CORPORATE RISK TEAM,MARIEL IRVINE SOLICITORS,293276,1166.4,FINANCE & CORPORATE SERVICES,EC1R 0QJ
Department for Transport,BTP,12/04/2013,CLAIM - PUBLIC LIABILITY,CORPORATE RISK TEAM,MARIEL IRVINE SOLICITORS,293270,502.2,FINANCE & CORPORATE SERVICES,EC1R 0QJ
Department for Transport,BTP,12/04/2013,CLAIM - EMPLOYMENT TRIBUNALS,FHQ HR CORPORATE SERVICES,#,30620,528,HUMAN RESOURCES TOTAL,#
Department for Transport,BTP,26/04/2013,CLAIM - EMPLOYMENT TRIBUNALS,FHQ HR CORPORATE SERVICES,#,30769,3600,HUMAN RESOURCES TOTAL,#
Department for Transport,BTP,04/04/2013,CLAIM  - HANDLING FEE,CORPORATE RISK TEAM,MARIEL IRVINE SOLICITORS,292679,6268.08,FINANCE & CORPORATE SERVICES,EC1R 0QJ
Department for Transport,BTP,19/04/2013,INTANG ASSETS LICENCES - ADD,CAPITAL CONTROL ACCOUNT,MICROSOFT IRELAND OPERATIONS LTD,293073,20959.76,CAPITAL CONTROL ACCOUNT,#
Department for Transport,BTP,12/04/2013,INTANG ASSETS LICENCES - ADD,CAPITAL CONTROL ACCOUNT,MTI TECHNOLOGY LTD,293184,2820,CAPITAL CONTROL ACCOUNT,GU7 1XE
Department for Transport,BTP,26/04/2013,INTANG ASSETS LICENCES - ADD,CAPITAL CONTROL ACCOUNT,PHOENIX SOFTWARE LTD,294436,3035.34,CAPITAL CONTROL ACCOUNT,YO42 1NS
Department for Transport,BTP,19/04/2013,INTANG ASSETS LICENCES - ADD,CAPITAL CONTROL ACCOUNT,SPECIALIST COMPUTER CENTRES PLC,293655,3144.83,CAPITAL CONTROL ACCOUNT,B11 2LE
Department for Transport,BTP,12/04/2013,INTANG ASSETS SOFTWARE - ADD,CAPITAL CONTROL ACCOUNT,NORTHGATE INFORMATION SOLUTIONS LTD,292691,15000,CAPITAL CONTROL ACCOUNT,HP2 4NW
Department for Transport,BTP,12/04/2013,INTANG ASSETS SOFTWARE - ADD,CAPITAL CONTROL ACCOUNT,NORTHGATE INFORMATION SOLUTIONS LTD,292975,22800,CAPITAL CONTROL ACCOUNT,HP2 4NW
Department for Transport,BTP,12/04/2013,INTANG ASSETS SOFTWARE - ADD,CAPITAL CONTROL ACCOUNT,NORTHGATE INFORMATION SOLUTIONS LTD,292688,29328,CAPITAL CONTROL ACCOUNT,HP2 4NW
Department for Transport,BTP,26/04/2013,INTANG ASSETS SOFTWARE - ADD,CAPITAL CONTROL ACCOUNT,PHOENIX SOFTWARE LTD,294401,9274.8,CAPITAL CONTROL ACCOUNT,YO42 1NS
Department for Transport,BTP,12/04/2013,INTANG ASSETS SOFTWARE - ADD,CAPITAL CONTROL ACCOUNT,SPECIALIST COMPUTER CENTRES PLC,292991,3060,CAPITAL CONTROL ACCOUNT,B11 2LE
Department for Transport,BTP,04/04/2013,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,ARK BUILD PLC,292745,72675.98,CAPITAL CONTROL ACCOUNT,IG10 3FL
Department for Transport,BTP,04/04/2013,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,ADT FIRE & SECURITY PLC,286459,912.6,CAPITAL CONTROL ACCOUNT,M16 9XY
Department for Transport,BTP,04/04/2013,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,ADT FIRE & SECURITY PLC,292703,3823.75,CAPITAL CONTROL ACCOUNT,M16 9XY
Department for Transport,BTP,04/04/2013,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,ADT FIRE & SECURITY PLC,292710,2400,CAPITAL CONTROL ACCOUNT,M16 9XY
Department for Transport,BTP,04/04/2013,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,ADT FIRE & SECURITY PLC,292701,2947.63,CAPITAL CONTROL ACCOUNT,M16 9XY
Department for Transport,BTP,04/04/2013,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,ADT FIRE & SECURITY PLC,292766,2409.43,CAPITAL CONTROL ACCOUNT,M16 9XY
Department for Transport,BTP,04/04/2013,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,ADT FIRE & SECURITY PLC,292765,2409.43,CAPITAL CONTROL ACCOUNT,M16 9XY
Department for Transport,BTP,04/04/2013,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,ADT FIRE & SECURITY PLC,292763,2409.43,CAPITAL CONTROL ACCOUNT,M16 9XY
Department for Transport,BTP,04/04/2013,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,ADT FIRE & SECURITY PLC,292705,2409.43,CAPITAL CONTROL ACCOUNT,M16 9XY
Department for Transport,BTP,04/04/2013,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,ADT FIRE & SECURITY PLC,292760,2436.23,CAPITAL CONTROL ACCOUNT,M16 9XY
Department for Transport,BTP,04/04/2013,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,ADT FIRE & SECURITY PLC,292764,1988.63,CAPITAL CONTROL ACCOUNT,M16 9XY
Department for Transport,BTP,04/04/2013,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,ADT FIRE & SECURITY PLC,292699,2928.98,CAPITAL CONTROL ACCOUNT,M16 9XY
Department for Transport,BTP,04/04/2013,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,ADT FIRE & SECURITY PLC,292762,2553.34,CAPITAL CONTROL ACCOUNT,M16 9XY
Department for Transport,BTP,04/04/2013,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,ADT FIRE & SECURITY PLC,292753,2409.43,CAPITAL CONTROL ACCOUNT,M16 9XY
Department for Transport,BTP,04/04/2013,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,ADT FIRE & SECURITY PLC,292757,2409.43,CAPITAL CONTROL ACCOUNT,M16 9XY
Department for Transport,BTP,04/04/2013,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,ADT FIRE & SECURITY PLC,292768,2409.43,CAPITAL CONTROL ACCOUNT,M16 9XY
Department for Transport,BTP,04/04/2013,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,ADT FIRE & SECURITY PLC,292767,2409.43,CAPITAL CONTROL ACCOUNT,M16 9XY
Department for Transport,BTP,04/04/2013,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,ADT FIRE & SECURITY PLC,292712,2857.03,CAPITAL CONTROL ACCOUNT,M16 9XY
Department for Transport,BTP,04/04/2013,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,ADT FIRE & SECURITY PLC,292708,1440,CAPITAL CONTROL ACCOUNT,M16 9XY
Department for Transport,BTP,04/04/2013,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,ADT FIRE & SECURITY PLC,292755,1440,CAPITAL CONTROL ACCOUNT,M16 9XY
Department for Transport,BTP,04/04/2013,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,ADT FIRE & SECURITY PLC,292754,3360,CAPITAL CONTROL ACCOUNT,M16 9XY
Department for Transport,BTP,04/04/2013,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,ADT FIRE & SECURITY PLC,292751,3000,CAPITAL CONTROL ACCOUNT,M16 9XY
Department for Transport,BTP,04/04/2013,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,ADT FIRE & SECURITY PLC,292761,1440,CAPITAL CONTROL ACCOUNT,M16 9XY
Department for Transport,BTP,04/04/2013,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,ADT FIRE & SECURITY PLC,292707,1440,CAPITAL CONTROL ACCOUNT,M16 9XY
Department for Transport,BTP,04/04/2013,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,ADT FIRE & SECURITY PLC,292709,3360,CAPITAL CONTROL ACCOUNT,M16 9XY
Department for Transport,BTP,04/04/2013,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,Carillion Planned Maintenance,292634,49914.71,CAPITAL CONTROL ACCOUNT,G72 0FT
Department for Transport,BTP,04/04/2013,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,AVENTE LTD,292733,25800,CAPITAL CONTROL ACCOUNT,WD25 8HR
Department for Transport,BTP,12/04/2013,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,AVENTE LTD,293004,4203.6,CAPITAL CONTROL ACCOUNT,WD25 8HR
Department for Transport,BTP,19/04/2013,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,AVENTE LTD,288335,2370,CAPITAL CONTROL ACCOUNT,WD25 8HR
Department for Transport,BTP,26/04/2013,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,AVENTE LTD,293164,1410,CAPITAL CONTROL ACCOUNT,WD25 8HR
Department for Transport,BTP,26/04/2013,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,AVENTE LTD,293162,1744.8,CAPITAL CONTROL ACCOUNT,WD25 8HR
Department for Transport,BTP,12/04/2013,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,BRIDGE OFFICE INTERIORS LTD.,292693,1782,CAPITAL CONTROL ACCOUNT,RM14 3TD
Department for Transport,BTP,19/04/2013,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,CORPORATE & SPECIALIST MOVE MANAGEMENT (CSMM),291822,1809.36,CAPITAL CONTROL ACCOUNT,AL7 3AX
Department for Transport,BTP,12/04/2013,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,FES LTD,292944,33730.86,CAPITAL CONTROL ACCOUNT,FK7 8HW
Department for Transport,BTP,12/04/2013,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,FUSION SIGNS LIMITED,292630,786,CAPITAL CONTROL ACCOUNT,DE24 8SR
Department for Transport,BTP,12/04/2013,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,FUSION SIGNS LIMITED,292631,1351.2,CAPITAL CONTROL ACCOUNT,DE24 8SR
Department for Transport,BTP,12/04/2013,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,FUSION SIGNS LIMITED,292629,1723.5,CAPITAL CONTROL ACCOUNT,DE24 8SR
Department for Transport,BTP,04/04/2013,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,HEAD PROJECTS BUILDING CONTROL,291152,1020,CAPITAL CONTROL ACCOUNT,EC4A 3EB
Department for Transport,BTP,19/04/2013,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,HEAD PROJECTS BUILDING CONTROL,293917,1020,CAPITAL CONTROL ACCOUNT,EC4A 3EB
Department for Transport,BTP,12/04/2013,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,MODEL SIGN SOLUTIONS LTD,292621,1394.16,CAPITAL CONTROL ACCOUNT,IP3 9FG
Department for Transport,BTP,12/04/2013,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,MODEL SIGN SOLUTIONS LTD,292620,1600.54,CAPITAL CONTROL ACCOUNT,IP3 9FG
Department for Transport,BTP,12/04/2013,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,MODEL SIGN SOLUTIONS LTD,292619,2944.34,CAPITAL CONTROL ACCOUNT,IP3 9FG
Department for Transport,BTP,12/04/2013,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,MODEL SIGN SOLUTIONS LTD,292618,2323.31,CAPITAL CONTROL ACCOUNT,IP3 9FG
Department for Transport,BTP,12/04/2013,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,MODEL SIGN SOLUTIONS LTD,292617,1447.61,CAPITAL CONTROL ACCOUNT,IP3 9FG
Department for Transport,BTP,12/04/2013,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,MODEL SIGN SOLUTIONS LTD,292615,4805.35,CAPITAL CONTROL ACCOUNT,IP3 9FG
Department for Transport,BTP,12/04/2013,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,MODEL SIGN SOLUTIONS LTD,292623,617.34,CAPITAL CONTROL ACCOUNT,IP3 9FG
Department for Transport,BTP,12/04/2013,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,MODEL SIGN SOLUTIONS LTD,292625,1701.6,CAPITAL CONTROL ACCOUNT,IP3 9FG
Department for Transport,BTP,19/04/2013,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,MODEL SIGN SOLUTIONS LTD,293525,1955.91,CAPITAL CONTROL ACCOUNT,IP3 9FG
Department for Transport,BTP,12/04/2013,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,POINTER LIMITED,293093,19285.96,CAPITAL CONTROL ACCOUNT,G4 0DT
Department for Transport,BTP,12/04/2013,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,POINTER LIMITED,293092,67343.06,CAPITAL CONTROL ACCOUNT,G4 0DT
Department for Transport,BTP,12/04/2013,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,Ridge & Partners,292903,7200,CAPITAL CONTROL ACCOUNT,OX20 1QR
Department for Transport,BTP,12/04/2013,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,Ridge & Partners,292902,10800,CAPITAL CONTROL ACCOUNT,OX20 1QR
Department for Transport,BTP,12/04/2013,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,Ridge & Partners,292901,4683.89,CAPITAL CONTROL ACCOUNT,OX20 1QR
Department for Transport,BTP,12/04/2013,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,SPECIALIST COMPUTER CENTRES PLC,292993,789.93,CAPITAL CONTROL ACCOUNT,B11 2LE
Department for Transport,BTP,12/04/2013,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,SPECIALIST COMPUTER CENTRES PLC,293061,24123.17,CAPITAL CONTROL ACCOUNT,B11 2LE
Department for Transport,BTP,12/04/2013,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,SEDDON PROPERTY SERVICES,292900,73740.42,CAPITAL CONTROL ACCOUNT,ST4 9JA
Department for Transport,BTP,12/04/2013,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,STRATEGIC TEAM GROUP CO LTD,292868,15096.38,CAPITAL CONTROL ACCOUNT,WF10 4UA
Department for Transport,BTP,26/04/2013,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,STRATEGIC TEAM GROUP CO LTD,292924,71092.27,CAPITAL CONTROL ACCOUNT,WF10 4UA
Department for Transport,BTP,04/04/2013,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,TECHNICAL DISPLAY SYSTEMS LTD,292735,3778.8,CAPITAL CONTROL ACCOUNT,WA2 7JE
Department for Transport,BTP,12/04/2013,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,Tocanos Ltd t/a Arc Electrical,292575,6000,CAPITAL CONTROL ACCOUNT,SE1 1PN
Department for Transport,BTP,12/04/2013,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,THOMSON SNELL & PASSMORE,292612,1007.4,CAPITAL CONTROL ACCOUNT,TN1 1NX
Department for Transport,BTP,19/04/2013,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,THOMSON SNELL & PASSMORE,293812,777,CAPITAL CONTROL ACCOUNT,TN1 1NX
Department for Transport,BTP,19/04/2013,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,THOMSON SNELL & PASSMORE,293810,1687.2,CAPITAL CONTROL ACCOUNT,TN1 1NX
Department for Transport,BTP,12/04/2013,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,UNINTERRUPTIBLE POWER SUPPLIES LTD,292893,43520.4,CAPITAL CONTROL ACCOUNT,RG27 9XA
Department for Transport,BTP,12/04/2013,P&M - ADDITIONS,CAPITAL CONTROL ACCOUNT,SPECIALIST COMPUTER CENTRES PLC,292854,196500,CAPITAL CONTROL ACCOUNT,B11 2LE
Department for Transport,BTP,12/04/2013,P&M - ADDITIONS,CAPITAL CONTROL ACCOUNT,SPECIALIST COMPUTER CENTRES PLC,292855,47784,CAPITAL CONTROL ACCOUNT,B11 2LE
Department for Transport,BTP,19/04/2013,P&M - ADDITIONS,CAPITAL CONTROL ACCOUNT,SPECIALIST COMPUTER CENTRES PLC,293654,3312.83,CAPITAL CONTROL ACCOUNT,B11 2LE
Department for Transport,BTP,12/04/2013,P&M - ADDITIONS,CAPITAL CONTROL ACCOUNT,VEMOTION INTERACTIVE LTD,291953,26520,CAPITAL CONTROL ACCOUNT,YO7 3BX
Department for Transport,BTP,12/04/2013,VEHICLE OWNED - ADDIT 3 YEARS,CAPITAL CONTROL ACCOUNT,FORD MOTOR COMPANY LIMITED,292977,432366.8,CAPITAL CONTROL ACCOUNT,CO6 2NS
Department for Transport,BTP,12/04/2013,VEHICLE OWNED - ADDIT 3 YEARS,CAPITAL CONTROL ACCOUNT,FORD MOTOR COMPANY LIMITED,293001,87895.32,CAPITAL CONTROL ACCOUNT,CO6 2NS
Department for Transport,BTP,12/04/2013,VEHICLE OWNED - ADDIT 3 YEARS,CAPITAL CONTROL ACCOUNT,FORD MOTOR COMPANY LIMITED,293000,25407.25,CAPITAL CONTROL ACCOUNT,CO6 2NS
Department for Transport,BTP,19/04/2013,VEHICLE OWNED - ADDIT 3 YEARS,CAPITAL CONTROL ACCOUNT,RSG ENGINEERING,293627,134208,CAPITAL CONTROL ACCOUNT,WS11 1DB
Department for Transport,BTP,19/04/2013,VEHICLE OWNED - ADDIT 3 YEARS,CAPITAL CONTROL ACCOUNT,RSG ENGINEERING,293624,8190,CAPITAL CONTROL ACCOUNT,WS11 1DB
Department for Transport,BTP,19/04/2013,VEHICLE OWNED - ADDIT 3 YEARS,CAPITAL CONTROL ACCOUNT,RSG ENGINEERING,293623,4800,CAPITAL CONTROL ACCOUNT,WS11 1DB
Department for Transport,BTP,12/04/2013,VEHICLE OWNED - ADDIT 3 YEARS,CAPITAL CONTROL ACCOUNT,TS COMMS LTD,292985,15337.3,CAPITAL CONTROL ACCOUNT,SP4 0ND
Department for Transport,BTP,12/04/2013,VEHICLE OWNED - ADDIT 5 YEARS,CAPITAL CONTROL ACCOUNT,FORD MOTOR COMPANY LIMITED,292977,342120.2,CAPITAL CONTROL ACCOUNT,CO6 2NS
Department for Transport,BTP,12/04/2013,VEHICLE OWNED - ADDIT 5 YEARS,CAPITAL CONTROL ACCOUNT,FORD MOTOR COMPANY LIMITED,293001,13145.3,CAPITAL CONTROL ACCOUNT,CO6 2NS
Department for Transport,BTP,04/04/2013,VEHICLE OWNED - ADDIT 5 YEARS,CAPITAL CONTROL ACCOUNT,PRESSFAB EVO LTD,292744,57573,CAPITAL CONTROL ACCOUNT,MK45 4RP
Department for Transport,BTP,04/04/2013,VEHICLE OWNED - ADDIT 5 YEARS,CAPITAL CONTROL ACCOUNT,PRESSFAB EVO LTD,292743,32785.01,CAPITAL CONTROL ACCOUNT,MK45 4RP
Department for Transport,BTP,04/04/2013,VEHICLE OWNED - ADDIT 5 YEARS,CAPITAL CONTROL ACCOUNT,PRESSFAB EVO LTD,292742,12682.18,CAPITAL CONTROL ACCOUNT,MK45 4RP
Department for Transport,BTP,04/04/2013,VEHICLE OWNED - ADDIT 5 YEARS,CAPITAL CONTROL ACCOUNT,PRESSFAB EVO LTD,292741,3349.25,CAPITAL CONTROL ACCOUNT,MK45 4RP
Department for Transport,BTP,12/04/2013,VEHICLE OWNED - ADDIT 5 YEARS,CAPITAL CONTROL ACCOUNT,GMUK SPECIAL VEHICLES,293002,14873.71,CAPITAL CONTROL ACCOUNT,MK45  2JQ
Department for Transport,BTP,26/04/2013,VEHICLE OWNED - ADDIT 6 YEARS,CAPITAL CONTROL ACCOUNT,GMUK SPECIAL VEHICLES,294496,23409.71,CAPITAL CONTROL ACCOUNT,MK45  2JQ
Department for Transport,BTP,26/04/2013,VEHICLE OWNED - ADDIT 6 YEARS,CAPITAL CONTROL ACCOUNT,GMUK SPECIAL VEHICLES,294495,23409.71,CAPITAL CONTROL ACCOUNT,MK45  2JQ
