Department,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code
Department for Transport,BTP,19/03/2014,TELEPHONE - MOBILES,L&D BUSINESS ASSURANCE,VODAFONE LTD (CORPORATE),319619,82.8,PEOPLE & DEVELOPMENT,MK3 5JP
Department for Transport,BTP,19/03/2014,TELEPHONE - MOBILES,L&D OPERATIONS & TRAINING,VODAFONE LTD (CORPORATE),319619,151.1,PEOPLE & DEVELOPMENT,MK3 5JP
Department for Transport,BTP,19/03/2014,TELEPHONE - MOBILES,L&D SAFETY TEAMS,VODAFONE LTD (CORPORATE),319619,64.8,PEOPLE & DEVELOPMENT,MK3 5JP
Department for Transport,BTP,19/03/2014,TELEPHONE - MOBILES,REGIONAL TRAINER OUTER LONDON,VODAFONE LTD (CORPORATE),319619,196.79,PEOPLE & DEVELOPMENT,MK3 5JP
Department for Transport,BTP,19/03/2014,TELEPHONE - MOBILES,REGIONAL TRAINER LONDON-FHQ/LU,VODAFONE LTD (CORPORATE),319619,60,PEOPLE & DEVELOPMENT,MK3 5JP
Department for Transport,BTP,19/03/2014,TELEPHONE - MOBILES,LEADERSHIP & MGT DEV FACULTY,VODAFONE LTD (CORPORATE),319619,93.02,PEOPLE & DEVELOPMENT,MK3 5JP
Department for Transport,BTP,19/03/2014,TELEPHONE - MOBILES,FHQ TRAINING CENTRE DOGS,VODAFONE LTD (CORPORATE),319619,87.67,PEOPLE & DEVELOPMENT,MK3 5JP
Department for Transport,BTP,19/03/2014,TELEPHONE - MOBILES,CRIME+ADV TRAINING FACULTY,VODAFONE LTD (CORPORATE),319619,55.45,PEOPLE & DEVELOPMENT,MK3 5JP
Department for Transport,BTP,19/03/2014,TELEPHONE - MOBILES,INFORMATION MANAGEMENT,VODAFONE LTD (CORPORATE),319619,106.8,PROT SERV DISCLOSURE UNIT,MK3 5JP
Department for Transport,BTP,19/03/2014,TELEPHONE - MOBILES,Rhyl Police Station,VODAFONE LTD (CORPORATE),319619,18.14,Rhyl Police Station,MK3 5JP
Department for Transport,BTP,19/03/2014,TELEPHONE - MOBILES,SC CID,VODAFONE LTD (CORPORATE),319619,71.54,Sc Central Cost Sector Command,MK3 5JP
Department for Transport,BTP,19/03/2014,TELEPHONE - MOBILES,SC A.I.B,VODAFONE LTD (CORPORATE),319619,178.65,Sc Central Cost Sector Command,MK3 5JP
Department for Transport,BTP,19/03/2014,TELEPHONE - MOBILES,SC CRIME MANAGEMENT CENTRES,VODAFONE LTD (CORPORATE),319619,12.93,Sc Central Cost Sector Command,MK3 5JP
Department for Transport,BTP,19/03/2014,TELEPHONE - MOBILES,SC FINANCE,VODAFONE LTD (CORPORATE),319619,36.87,Sc Central Cost Sector Command,MK3 5JP
Department for Transport,BTP,19/03/2014,TELEPHONE - MOBILES,SC CAMERA ENFORCEMENT,VODAFONE LTD (CORPORATE),319619,26.61,Sc Crime Supp Sector Command,MK3 5JP
Department for Transport,BTP,19/03/2014,TELEPHONE - MOBILES,NP WEST,VODAFONE LTD (CORPORATE),319619,12,Sc Crime Supp Sector Command,MK3 5JP
Department for Transport,BTP,19/03/2014,TELEPHONE - MOBILES,SC SECTOR COMMAND WEST COAST,VODAFONE LTD (CORPORATE),319619,90.27,Scot Command Sector,MK3 5JP
Department for Transport,BTP,19/03/2014,TELEPHONE - MOBILES,SC AREA COMMAND,VODAFONE LTD (CORPORATE),319619,299.02,Scot Command Sector,MK3 5JP
Department for Transport,BTP,19/03/2014,TELEPHONE - MOBILES,SC SECTOR COMMAND EAST COAST,VODAFONE LTD (CORPORATE),319619,18.87,Scot East Sector Command,MK3 5JP
Department for Transport,BTP,19/03/2014,TELEPHONE - MOBILES,SC EDINBURGH STAFF COSTS,VODAFONE LTD (CORPORATE),319619,33.03,Scot East Sector Command,MK3 5JP
Department for Transport,BTP,19/03/2014,TELEPHONE - MOBILES,ACC SCOTLAND,VODAFONE LTD (CORPORATE),319619,33.27,Scot North Sector Command,MK3 5JP
Department for Transport,BTP,19/03/2014,TELEPHONE - MOBILES,SC ABERDEEN STAFF COSTS,VODAFONE LTD (CORPORATE),319619,18,Scot North Sector Command,MK3 5JP
Department for Transport,BTP,19/03/2014,TELEPHONE - MOBILES,SC INVERNESS STAFF COSTS,VODAFONE LTD (CORPORATE),319619,25.57,Scot North Sector Command,MK3 5JP
Department for Transport,BTP,19/03/2014,TELEPHONE - MOBILES,SC DUNDEE STAFF COSTS,VODAFONE LTD (CORPORATE),319619,6.87,Scot North Sector Command,MK3 5JP
Department for Transport,BTP,19/03/2014,TELEPHONE - MOBILES,SC PERTH STAFF COSTS,VODAFONE LTD (CORPORATE),319619,51.27,Scot North Sector Command,MK3 5JP
Department for Transport,BTP,19/03/2014,TELEPHONE - MOBILES,SC DOGS,VODAFONE LTD (CORPORATE),319619,26.32,Scot West Sector Command,MK3 5JP
Department for Transport,BTP,19/03/2014,TELEPHONE - MOBILES,SC OP SUPPORT PLANNING,VODAFONE LTD (CORPORATE),319619,87.27,Scot West Sector Command,MK3 5JP
Department for Transport,BTP,19/03/2014,TELEPHONE - MOBILES,SC OPERATIONAL SUPPORT UNIT 2,VODAFONE LTD (CORPORATE),319619,150.66,Scot West Sector Command,MK3 5JP
Department for Transport,BTP,19/03/2014,TELEPHONE - MOBILES,BORDERS EPSA,VODAFONE LTD (CORPORATE),319619,32.4,Scot West Sector Command,MK3 5JP
Department for Transport,BTP,19/03/2014,TELEPHONE - MOBILES,SC GLASGOW STAFF COSTS,VODAFONE LTD (CORPORATE),319619,116.16,Scot West Sector Command,MK3 5JP
Department for Transport,BTP,19/03/2014,TELEPHONE - MOBILES,SC MOTHERWELL STAFF COSTS,VODAFONE LTD (CORPORATE),319619,10.37,Scot West Sector Command,MK3 5JP
Department for Transport,BTP,19/03/2014,TELEPHONE - MOBILES,SC KILWINNING STAFF COSTS,VODAFONE LTD (CORPORATE),319619,12.87,Scot West Sector Command,MK3 5JP
Department for Transport,BTP,19/03/2014,TELEPHONE - MOBILES,SC DALMUIR STAFF COSTS,VODAFONE LTD (CORPORATE),319619,45.51,Scot West Sector Command,MK3 5JP
Department for Transport,BTP,19/03/2014,TELEPHONE - MOBILES,SC STIRLING STAFF COSTS,VODAFONE LTD (CORPORATE),319619,13.88,Scot West Sector Command,MK3 5JP
Department for Transport,BTP,19/03/2014,TELEPHONE - MOBILES,NP EAST,VODAFONE LTD (CORPORATE),319619,114,Scot West Sector Command,MK3 5JP
Department for Transport,BTP,19/03/2014,TELEPHONE - MOBILES,FHQ U'WRITTEN SECONDMENTS,VODAFONE LTD (CORPORATE),319619,32.4,SECONDMENTS,MK3 5JP
Department for Transport,BTP,19/03/2014,TELEPHONE - MOBILES,WN CID,VODAFONE LTD (CORPORATE),319619,161.35,WW Central Cost Sector Command,MK3 5JP
Department for Transport,BTP,19/03/2014,TELEPHONE - MOBILES,WN A.I.B,VODAFONE LTD (CORPORATE),319619,140.76,WW Central Cost Sector Command,MK3 5JP
Department for Transport,BTP,19/03/2014,TELEPHONE - MOBILES,WN ADMIN OF JUSTICE,VODAFONE LTD (CORPORATE),319619,18,WW Central Cost Sector Command,MK3 5JP
Department for Transport,BTP,19/03/2014,TELEPHONE - MOBILES,WN FINANCE,VODAFONE LTD (CORPORATE),319619,18,WW Central Cost Sector Command,MK3 5JP
Department for Transport,BTP,19/03/2014,TELEPHONE - MOBILES,WN AREA COMMAND STAFF COSTS,VODAFONE LTD (CORPORATE),319619,72.41,WW Command Sector,MK3 5JP
Department for Transport,BTP,19/03/2014,TELEPHONE - MOBILES,WN CRIME REDUCTION,VODAFONE LTD (CORPORATE),319619,38.4,WW Crime Supp Sector Command,MK3 5JP
Department for Transport,BTP,19/03/2014,TELEPHONE - MOBILES,WN SECTOR COMMAND 2,VODAFONE LTD (CORPORATE),319619,81.15,Ww East Sector Command,MK3 5JP
Department for Transport,BTP,19/03/2014,TELEPHONE - MOBILES,WN BIRMINGHAM STAFF COSTS,VODAFONE LTD (CORPORATE),319619,94.14,Ww North Sector Command,MK3 5JP
Department for Transport,BTP,19/03/2014,TELEPHONE - MOBILES,WN WOLVERHAMPTON STAFF COSTS,VODAFONE LTD (CORPORATE),319619,30,Ww North Sector Command,MK3 5JP
Department for Transport,BTP,19/03/2014,TELEPHONE - MOBILES,WN COVENTRY STAFF COSTS,VODAFONE LTD (CORPORATE),319619,30,Ww North Sector Command,MK3 5JP
Department for Transport,BTP,19/03/2014,TELEPHONE - MOBILES,WN - CENTRO,VODAFONE LTD (CORPORATE),319619,80.05,Ww North Sector Command,MK3 5JP
Department for Transport,BTP,19/03/2014,TELEPHONE - MOBILES,WN BRISTOL T M STAFF COSTS,VODAFONE LTD (CORPORATE),319619,98.95,WW South Sector Command,MK3 5JP
Department for Transport,BTP,19/03/2014,TELEPHONE - MOBILES,WN PLYMOUTH STAFF COSTS,VODAFONE LTD (CORPORATE),319619,30,WW South Sector Command,MK3 5JP
Department for Transport,BTP,19/03/2014,TELEPHONE - MOBILES,WN GLOUCESTER STAFF COSTS,VODAFONE LTD (CORPORATE),319619,81.49,WW South Sector Command,MK3 5JP
Department for Transport,BTP,19/03/2014,TELEPHONE - MOBILES,WN EXETER STAFF COSTS,VODAFONE LTD (CORPORATE),319619,36.92,WW South Sector Command,MK3 5JP
Department for Transport,BTP,19/03/2014,TELEPHONE - MOBILES,WN TRURO STAFF COSTS,VODAFONE LTD (CORPORATE),319619,13.03,WW South Sector Command,MK3 5JP
Department for Transport,BTP,19/03/2014,TELEPHONE - MOBILES,WN DOGS,VODAFONE LTD (CORPORATE),319619,93.07,Ww West Sector Command,MK3 5JP
Department for Transport,BTP,19/03/2014,TELEPHONE - MOBILES,WN OPERATIONS,VODAFONE LTD (CORPORATE),319619,102.54,Ww West Sector Command,MK3 5JP
Department for Transport,BTP,19/03/2014,TELEPHONE - MOBILES,WN OP SUPPORT PLANNING,VODAFONE LTD (CORPORATE),319619,30,Ww West Sector Command,MK3 5JP
Department for Transport,BTP,19/03/2014,TELEPHONE - MOBILES,PRO-ACTIVE CRIME TEAM,VODAFONE LTD (CORPORATE),319619,26.18,Ww West Sector Command,MK3 5JP
Department for Transport,BTP,19/03/2014,TELEPHONE - MOBILES,WN PROJECT AND PLANNING,VODAFONE LTD (CORPORATE),319619,18,Ww West Sector Command,MK3 5JP
Department for Transport,BTP,19/03/2014,TELEPHONE - MOBILES,WN SHREWSBURY STAFF COSTS,VODAFONE LTD (CORPORATE),319619,40.2,Ww West Sector Command,MK3 5JP
Department for Transport,BTP,19/03/2014,TELEPHONE - MOBILES,WN BANGOR STAFF COSTS,VODAFONE LTD (CORPORATE),319619,87.92,Ww West Sector Command,MK3 5JP
Department for Transport,BTP,19/03/2014,TELEPHONE - MOBILES,WN CARMARTHEN STAFF COSTS,VODAFONE LTD (CORPORATE),319619,6,Ww West Sector Command,MK3 5JP
Department for Transport,BTP,19/03/2014,TELEPHONE - MOBILES,WN CARDIFF STAFF COSTS,VODAFONE LTD (CORPORATE),319619,86.61,Ww West Sector Command,MK3 5JP
Department for Transport,BTP,19/03/2014,TELEPHONE - MOBILES,WN SWANSEA STAFF COSTS,VODAFONE LTD (CORPORATE),319619,43.53,Ww West Sector Command,MK3 5JP
Department for Transport,BTP,19/03/2014,TELEPHONE - MOBILES,WN NEWPORT STAFF COSTS,VODAFONE LTD (CORPORATE),319619,6,Ww West Sector Command,MK3 5JP
Department for Transport,BTP,19/03/2014,TELEPHONE - MOBILES,WN SUPPORT SERVICES,VODAFONE LTD (CORPORATE),319619,72.54,Ww West Sector Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,ACC OP & DEPLOY REVIEW PROJECT,VODAFONE LTD (CORPORATE),321396,110.46,ACC OP AND DEPLOY REVIEW,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,PS COVERT INVESTIGATIONS UNIT,VODAFONE LTD (CORPORATE),321396,1146.95,ACC (PROTECTIVE SERVICES),MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,PS FHQ FIB,VODAFONE LTD (CORPORATE),321396,283.75,ACC (PROTECTIVE SERVICES),MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,PS FHQ CTSA,VODAFONE LTD (CORPORATE),321396,72,ACC (PROTECTIVE SERVICES),MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,PS FHQ DEDICATED SOURCE UNIT,VODAFONE LTD (CORPORATE),321396,6,ACC (PROTECTIVE SERVICES),MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,FHQ CCTV PROJECT TEAM,VODAFONE LTD (CORPORATE),321396,210.14,ACC (PROTECTIVE SERVICES),MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,PS FHQ INTELLIGENCE MGT UNIT,VODAFONE LTD (CORPORATE),321396,6,ACC (PROTECTIVE SERVICES),MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,PS FHQ SPECIAL BRANCH,VODAFONE LTD (CORPORATE),321396,394.75,ACC (PROTECTIVE SERVICES),MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,PS ANPR,VODAFONE LTD (CORPORATE),321396,18,ACC (PROTECTIVE SERVICES),MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,PS FHQ HEAD OF COVERT,VODAFONE LTD (CORPORATE),321396,18,ACC (PROTECTIVE SERVICES),MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,PF FHQ CONFIDENTAIL UNIT,VODAFONE LTD (CORPORATE),321396,36,ACC (PROTECTIVE SERVICES),MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,NATIONAL METAL THEFTCRIME UNIT,VODAFONE LTD (CORPORATE),321396,256.33,ACC (PROTECTIVE SERVICES),MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,PS HEAD OF CRIME,VODAFONE LTD (CORPORATE),321396,48,ACC (PROTECTIVE SERVICES),MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,PS MIU,VODAFONE LTD (CORPORATE),321396,844.38,ACC (PROTECTIVE SERVICES),MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,REAL TIME INTEL,VODAFONE LTD (CORPORATE),321396,18.89,ACC (PROTECTIVE SERVICES),MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,FIREARMS CAPABILITY,VODAFONE LTD (CORPORATE),321396,48,ACC (PROTECTIVE SERVICES),MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,METAL THEFT TASKFORCE,VODAFONE LTD (CORPORATE),321396,45,ACC (PROTECTIVE SERVICES),MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,FHQ JUSTICE DIRECTORATE,VODAFONE LTD (CORPORATE),321396,103.8,ACC (PROTECTIVE SERVICES),MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,FHQ SCENES OF CRIME,VODAFONE LTD (CORPORATE),321396,736.02,ACC (PROTECTIVE SERVICES),MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,FHQ SCIENTIFIC SUPPORT,VODAFONE LTD (CORPORATE),321396,107.5,ACC (PROTECTIVE SERVICES),MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,HI TECH CRIME,VODAFONE LTD (CORPORATE),321396,6,ACC (PROTECTIVE SERVICES),MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,PS HEAD OF FSJ,VODAFONE LTD (CORPORATE),321396,106.47,ACC (PROTECTIVE SERVICES),MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,CIVIL CONTINGENCY UNIT,VODAFONE LTD (CORPORATE),321396,148.84,ACC ST Operations,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LONDON & THE OLYMPICS,VODAFONE LTD (CORPORATE),321396,114.88,ACC ST Operations,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,DIGITAL & SOCIAL MEDIA PROJECT,VODAFONE LTD (CORPORATE),321396,437.02,DEP. CHIEF CONSTABLE TOTAL,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,CHIEF CONSTABLE,VODAFONE LTD (CORPORATE),321396,283.12,DEP. CHIEF CONSTABLE TOTAL,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,COLLABORATION PROGRAMME,VODAFONE LTD (CORPORATE),321396,86.4,DEP. CHIEF CONSTABLE TOTAL,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,MARKETING,VODAFONE LTD (CORPORATE),321396,460.2,DEP. CHIEF CONSTABLE TOTAL,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,PROFESSIONAL STANDARDS,VODAFONE LTD (CORPORATE),321396,413.62,DEP. CHIEF CONSTABLE TOTAL,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,FHQ PROFESSIONAL STDS UNIT,VODAFONE LTD (CORPORATE),321396,12.64,DEP. CHIEF CONSTABLE TOTAL,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,STRATEGIC DEVELOPMENT DEPT,VODAFONE LTD (CORPORATE),321396,471.27,DEP. CHIEF CONSTABLE TOTAL,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,ANALYSIS & PERFORMANCE,VODAFONE LTD (CORPORATE),321396,153.6,DEP. CHIEF CONSTABLE TOTAL,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,TOCS SECONDMENTS,VODAFONE LTD (CORPORATE),321396,53.16,DEP. CHIEF CONSTABLE TOTAL,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,FHQ POLICE AUTHORITY,VODAFONE LTD (CORPORATE),321396,50.4,FHQ POLICE AUTHORITY,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,FHQ ESTATES MANAGER,VODAFONE LTD (CORPORATE),321396,235.47,FINANCE & CORPORATE SERVICES,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,CORPORATE SERVICES SUPPORT,VODAFONE LTD (CORPORATE),321396,68.4,FINANCE & CORPORATE SERVICES,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,FORCEWIDE MAINTENANCE,VODAFONE LTD (CORPORATE),321396,53.4,FINANCE & CORPORATE SERVICES,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,FHQ AXIS FACILITIES,VODAFONE LTD (CORPORATE),321396,12.87,FINANCE & CORPORATE SERVICES,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,7TH FLOOR BIRMINGHAM,VODAFONE LTD (CORPORATE),321396,21,FINANCE & CORPORATE SERVICES,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,FHQ FACILITIES,VODAFONE LTD (CORPORATE),321396,119.46,FINANCE & CORPORATE SERVICES,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,FHQ VEHICLE FLEET MANAGER,VODAFONE LTD (CORPORATE),321396,30.01,FINANCE & CORPORATE SERVICES,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,CORPORATE RISK TEAM,VODAFONE LTD (CORPORATE),321396,36,FINANCE & CORPORATE SERVICES,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,FHQ FINANCE,VODAFONE LTD (CORPORATE),321396,41.4,FINANCE & CORPORATE SERVICES,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,DIRECTORATE CORPORATE RESOURCE,VODAFONE LTD (CORPORATE),321396,211.89,FINANCE & CORPORATE SERVICES,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,FINANCE RESTRUCUTRE,VODAFONE LTD (CORPORATE),321396,18,FINANCE & CORPORATE SERVICES,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,PROCUREMENT,VODAFONE LTD (CORPORATE),321396,90,FINANCE & CORPORATE SERVICES,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LN RELATIONSHIP MANAGEMNT TEAM,VODAFONE LTD (CORPORATE),321396,50.4,LN AREA COMMAND SECTOR,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LN AREA COMMAND,VODAFONE LTD (CORPORATE),321396,53.4,LN AREA COMMAND SECTOR,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LN INVESTIGATION SUPPORT UNIT,VODAFONE LTD (CORPORATE),321396,30,LN CID OPERATIONS,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LN INNER LONDON CID,VODAFONE LTD (CORPORATE),321396,157.44,LN CID OPERATIONS,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LN AREA CRIME UNIT,VODAFONE LTD (CORPORATE),321396,222.27,LN CID OPERATIONS,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LN STAFF ASSAULT & HATE CRIME,VODAFONE LTD (CORPORATE),321396,12.29,LN CID OPERATIONS,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LN THEFT TEAM,VODAFONE LTD (CORPORATE),321396,18,LN CID OPERATIONS,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LN OUTER LONDON CID,VODAFONE LTD (CORPORATE),321396,37.01,LN CID OPERATIONS,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LN AREA JUSTICE UNIT,VODAFONE LTD (CORPORATE),321396,18,LN CID OPERATIONS,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LN AREA TICKET FRAUD SQUAD,VODAFONE LTD (CORPORATE),321396,24,LN CID OPERATIONS,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LN CTRL SECTOR RESOURCES,VODAFONE LTD (CORPORATE),321396,182.22,LN CTRL FUNDED,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LN EBBSFLEET,VODAFONE LTD (CORPORATE),321396,24,LN CTRL FUNDED,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LN ST PANCRAS STAFF COSTS,VODAFONE LTD (CORPORATE),321396,42.64,LN CTRL FUNDED,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LN FIRST CAPITAL CONNECT COSTS,VODAFONE LTD (CORPORATE),321396,54.43,LN East Sector Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LN KINGS CROSS STAFF COSTS,VODAFONE LTD (CORPORATE),321396,36,LN East Sector Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LN CAMBRIDGE STAFF COSTS,VODAFONE LTD (CORPORATE),321396,44.54,LN East Sector Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LN NORWICH STAFF COSTS,VODAFONE LTD (CORPORATE),321396,30,LN East Sector Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LN L'POOL ST STAFF COSTS,VODAFONE LTD (CORPORATE),321396,54,LN East Sector Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LN SOUTHEND STAFF COSTS,VODAFONE LTD (CORPORATE),321396,30,LN East Sector Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LN COLCHESTER STAFF COSTS,VODAFONE LTD (CORPORATE),321396,84.26,LN East Sector Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LN PETERBOROUGH STAFF COSTS,VODAFONE LTD (CORPORATE),321396,50.21,LN East Sector Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LN PATROL TEAM A,VODAFONE LTD (CORPORATE),321396,15.02,LN Operations,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LN PATROL TEAM B,VODAFONE LTD (CORPORATE),321396,6,LN Operations,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LN PATROL TEAM C,VODAFONE LTD (CORPORATE),321396,6,LN Operations,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LN PATROL TEAM D,VODAFONE LTD (CORPORATE),321396,36,LN Operations,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LN PATROL TEAM E,VODAFONE LTD (CORPORATE),321396,14.4,LN Operations,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LN OPERATIONS,VODAFONE LTD (CORPORATE),321396,74.46,LN Operations,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LN RESOURCE CENTRE,VODAFONE LTD (CORPORATE),321396,57.49,LN Operations,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LN OPERATIONAL SUPPORT UNIT,VODAFONE LTD (CORPORATE),321396,48,LN Operations,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LN AIB,VODAFONE LTD (CORPORATE),321396,56.4,LN TASKING & CO-ORDINATING,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LN AREA TASKING TEAMS,VODAFONE LTD (CORPORATE),321396,42,LN TASKING & CO-ORDINATING,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LN CORONER'S OFFICE COSTS,VODAFONE LTD (CORPORATE),321396,24,LN TASKING & CO-ORDINATING,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LN TASKING & CO-ORD. RESOURCES,VODAFONE LTD (CORPORATE),321396,84.06,LN TASKING & CO-ORDINATING,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LN VULNERABLE PERSONS UNIT,VODAFONE LTD (CORPORATE),321396,68.4,LN TASKING & CO-ORDINATING,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LN POCA UNIT,VODAFONE LTD (CORPORATE),321396,52.86,LN TASKING & CO-ORDIN SECT CMD,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LN LONDON OVERGROUND - LOROL,VODAFONE LTD (CORPORATE),321396,176.99,LN TFL FUNDED,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LN LONDON MAYORS SUBURBAN TEAM,VODAFONE LTD (CORPORATE),321396,24,LN TFL FUNDED,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LN OXFORD,VODAFONE LTD (CORPORATE),321396,15.67,LN West Sector Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LN EUSTON STAFF COSTS,VODAFONE LTD (CORPORATE),321396,30.73,LN West Sector Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LN PADDINGTON STAFF COSTS,VODAFONE LTD (CORPORATE),321396,37.04,LN West Sector Command,MK3 5JP
