Department,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,
Department for Transport,Driver & Vehicle Licensing Agency,08/04/2014,Stationery (Non-stock),Operations,Banner Business Services Ltd,2000010228,720,2200006 Sq Date/Text Stamp 45X45Mm No 18,NR3 1QU,
Department for Transport,Driver & Vehicle Licensing Agency,29/04/2014,Medical Advisory Service,Human Resource & Estates,Working on Wellbeing Ltd,2000010229,1290,#,B97 4DL,
Department for Transport,Driver & Vehicle Licensing Agency,09/04/2014,Debt Collection,Finance & Commercial,Inter-Credit International Ltd,2000012124,717,#,N14 6JT,
Department for Transport,Driver & Vehicle Licensing Agency,12/04/2014,Secured Stock ,Operations,WILLIAMS LEA LIMITED,2000012131,1478.1,#,NR3 1PD,
Department for Transport,Driver & Vehicle Licensing Agency,12/04/2014,Printing Stock ,Operations,WILLIAMS LEA LIMITED,2000012131,-0.12,#,NR3 1PD,
Department for Transport,Driver & Vehicle Licensing Agency,09/04/2014,Agency Staff Costs,Human Resource & Estates,NETWORKERS INTERNATIONAL PLC,2000012132,1579.86,#,BR1 1HP,
Department for Transport,Driver & Vehicle Licensing Agency,09/04/2014,Non Stock Machine Consumables,Information Technology,XMA LIMITED GOSC,2000012134,220.37,C9730A-LON Longbow Hp 5500 Black (C9730A,NG11 7EP,
Department for Transport,Driver & Vehicle Licensing Agency,09/04/2014,Non Stock Machine Consumables,Information Technology,XMA LIMITED GOSC,2000012134,237.55,C9731A-LON Longbow Hp L/J 5500 Print Car,NG11 7EP,
Department for Transport,Driver & Vehicle Licensing Agency,09/04/2014,Non Stock Machine Consumables,Information Technology,XMA LIMITED GOSC,2000012134,237.55,C9732A-LON Longbow Hp Colour Lj5500 Col,NG11 7EP,
Department for Transport,Driver & Vehicle Licensing Agency,09/04/2014,Non Stock Machine Consumables,Information Technology,XMA LIMITED GOSC,2000012134,237.6,C9733A-LON Longbow Hp Lj5500 Smartprint,NG11 7EP,
Department for Transport,Driver & Vehicle Licensing Agency,09/04/2014,Non Stock Machine Consumables,Information Technology,XMA LIMITED GOSC,2000012134,19.68,CN053AE#BGX HP OfficeJet No.932XL high y,NG11 7EP,
Department for Transport,Driver & Vehicle Licensing Agency,09/04/2014,Government Broker Costs,Operations,DWP SHARED SERVICES,2000012188,48033.6,#,CF14 3UW,
Department for Transport,Driver & Vehicle Licensing Agency,09/04/2014,DVO Payments,Finance & Commercial,DEPARTMENT FOR TRANSPORT,2000012189,224915,GCo Recharge  - GP,HP2 4XN,
Department for Transport,Driver & Vehicle Licensing Agency,10/04/2014,Training,Human Resource & Estates,Highway Agency,2000014642,1294,#,B1 1RN,
Department for Transport,Driver & Vehicle Licensing Agency,10/04/2014,Property Maintenance,Finance & Commercial,VALUATION OFFICE AGENCY,2000014643,130000,#,W1D 5BU,
Department for Transport,Driver & Vehicle Licensing Agency,10/04/2014,Professional Services,Finance & Commercial,DLA PIPER UK LLP,2000014656,4549.92,#,M2 3DL,
Department for Transport,Driver & Vehicle Licensing Agency,10/04/2014,Non Stock Machine Consumables,Operations,GEMALTO UK LIMITED,2000014659,395547.6,#,PO15 5RX,
Department for Transport,Driver & Vehicle Licensing Agency,11/04/2014,Software Licence Expense,Finance & Commercial,Vodafone,2000016424,195759.22,#,MK3 5JP,
Department for Transport,Driver & Vehicle Licensing Agency,11/04/2014,Software Licence Expense,Finance & Commercial,Vodafone,2000016424,-1120.76,#,MK3 5JP,
Department for Transport,Driver & Vehicle Licensing Agency,11/04/2014,Software Licence Expense,Finance & Commercial,Vodafone,2000016424,-1531.4,#,MK3 5JP,
Department for Transport,Driver & Vehicle Licensing Agency,11/04/2014,Computer equipment,Finance & Commercial,Probrand Ltd,2000016432,6,Delivery charge,B1 3BP,
Department for Transport,Driver & Vehicle Licensing Agency,11/04/2014,Computer equipment,Finance & Commercial,Probrand Ltd,2000016432,507.71,#,B1 3BP,
Department for Transport,Driver & Vehicle Licensing Agency,27/04/2014,Telephone charges,Information Technology,BT PLC TELEPHONE BILLS,2000016439,3303.28,Contact Centre Charges - March 2013,EC1A 7AJ,
Department for Transport,Driver & Vehicle Licensing Agency,27/04/2014,Telephone Line Rental,Information Technology,BT PLC TELEPHONE BILLS,2000016439,23346.69,Contact Centre Charges - March 2013,EC1A 7AJ,
Department for Transport,Driver & Vehicle Licensing Agency,27/04/2014,Telephone Line Rental,Information Technology,BT PLC TELEPHONE BILLS,2000016439,10903.54,#,EC1A 7AJ,
Department for Transport,Driver & Vehicle Licensing Agency,11/04/2014,Non Stock Machine Consumables,Operations,Banner Business Services Ltd,2000016445,674.74,#,NR3 1QU,
Department for Transport,Driver & Vehicle Licensing Agency,11/04/2014,Non Stock Machine Consumables,Operations,XMA LIMITED GOSC,2000016446,284.4,Data Products Lexmark T644 Cartridge,NG11 7EP,
Department for Transport,Driver & Vehicle Licensing Agency,11/04/2014,Non Stock Machine Consumables,Operations,XMA LIMITED GOSC,2000016446,356.4,Data Products Lexmark T654 Black Toner,NG11 7EP,
Department for Transport,Driver & Vehicle Licensing Agency,11/04/2014,Non Stock Machine Consumables,Information Technology,XMA LIMITED GOSC,2000016446,956.93,0T650H11E LEXMARK T654 HIGH YIELD CARTRI,NG11 7EP,
Department for Transport,Driver & Vehicle Licensing Agency,11/04/2014,Non Stock Machine Consumables,Information Technology,XMA LIMITED GOSC,2000016446,330.55,C9730A-LON Longbow Hp 5500 Black (C9730A,NG11 7EP,
Department for Transport,Driver & Vehicle Licensing Agency,11/04/2014,Non Stock Machine Consumables,Information Technology,XMA LIMITED GOSC,2000016446,356.33,C9731A-LON Longbow Hp L/J 5500 Print Car,NG11 7EP,
Department for Transport,Driver & Vehicle Licensing Agency,11/04/2014,Non Stock Machine Consumables,Information Technology,XMA LIMITED GOSC,2000016446,356.33,C9732A-LON Longbow Hp Colour Lj5500 Col,NG11 7EP,
Department for Transport,Driver & Vehicle Licensing Agency,11/04/2014,Non Stock Machine Consumables,Information Technology,XMA LIMITED GOSC,2000016446,356.4,C9733A-LON Longbow Hp Lj5500 Smartprint,NG11 7EP,
Department for Transport,Driver & Vehicle Licensing Agency,11/04/2014,Non Stock Machine Consumables,Operations,XMA LIMITED GOSC,2000016446,758.4,Data Products Lexmark T644 Cartridge,NG11 7EP,
Department for Transport,Driver & Vehicle Licensing Agency,11/04/2014,Non Stock Machine Consumables,Operations,XMA LIMITED GOSC,2000016446,118.8,Data Products Lexmark T654 Black Toner,NG11 7EP,
Department for Transport,Driver & Vehicle Licensing Agency,14/04/2014,Mail Collection/Delivery Costs,Operations,ROYAL MAIL GROUP LTD,2000018081,742050,#,S49 1HQ,
Department for Transport,Driver & Vehicle Licensing Agency,14/04/2014,Mail Collection/Delivery Costs,Operations,ROYAL MAIL GROUP LTD,2000018081,-133266.32,#,S49 1HQ,
Department for Transport,Driver & Vehicle Licensing Agency,14/04/2014,Courier Charges,Operations,ROYAL MAIL GROUP LTD,2000018081,11429.93,#,S49 1HQ,
Department for Transport,Driver & Vehicle Licensing Agency,14/04/2014,Rent - L&B (non-PFI),Finance & Commercial,Havant Borough Council,2000018084,810,#,PO9 2AX,
Department for Transport,Driver & Vehicle Licensing Agency,19/04/2014,Medical Examinations,Operations,xx xxxxxx xxxxxxxx,2000018098,3276,#,RH17 7AY,
Department for Transport,Driver & Vehicle Licensing Agency,14/04/2014,Machinery Maintenance,Operations,Mühlbauer AG,2000018122,104150,#,93426,
Department for Transport,Driver & Vehicle Licensing Agency,14/04/2014,Ordinary Driving Licence Payments,Operations,xx xxxxxxx xxxx  ,#,500,COST OF MEDICAL CHECK,FK5 4WR,
Department for Transport,Driver & Vehicle Licensing Agency,14/04/2014,Ordinary Driving Licence Payments,Operations,BMI HEALTHCARE                ,#,659,COST OF MEDICAL CHECK,SK8 1AT,
Department for Transport,Driver & Vehicle Licensing Agency,14/04/2014,Ordinary Driving Licence Payments,Operations,PLYMOUTH HOSPS NHS TRUST      ,#,550,COST OF MEDICAL CHECK,WF3 1WE,
Department for Transport,Driver & Vehicle Licensing Agency,14/04/2014,Ordinary Driving Licence Payments,Operations,xx x xxxxxxxx,#,500,COST OF MEDICAL CHECK,L35 5DR,
Department for Transport,Driver & Vehicle Licensing Agency,14/04/2014,Ordinary Driving Licence Payments,Operations,xxxx xxxxxxxx xxx,#,500,COST OF MEDICAL CHECK,CH4 7QP,
Department for Transport,Driver & Vehicle Licensing Agency,14/04/2014,Ordinary Driving Licence Payments,Operations,xx xxxx xxxx      ,#,500,COST OF MEDICAL CHECK,M13 9WL,
Department for Transport,Driver & Vehicle Licensing Agency,15/04/2014,Ordinary Driving Licence Payments,Operations,xx xxxxxx xxxxx  ,#,500,COST OF MEDICAL CHECK,NN16 8UZ,
Department for Transport,Driver & Vehicle Licensing Agency,15/04/2014,Software Licence Expense,Finance & Commercial,Vodafone,2000019629,143814.49,#,MK3 5JP,
Department for Transport,Driver & Vehicle Licensing Agency,15/04/2014,NI Agency Funding,Finance & Commercial,DRIVER VEHICLE LICENSING N.IRELAND,2000019631,1200000,NI Funding Request April 2014,BT51 3TA,
Department for Transport,Driver & Vehicle Licensing Agency,15/04/2014,Mobile Phone charges,Finance & Commercial,ORANGE PCS,2000019633,1319.02,#,BS32 4QJ,
Department for Transport,Driver & Vehicle Licensing Agency,15/04/2014,Debt Collection,Finance & Commercial,Inter-Credit International Ltd,2000019636,2839.52,#,N14 6JT,
Department for Transport,Driver & Vehicle Licensing Agency,15/04/2014,Debt Collection,Finance & Commercial,Inter-Credit International Ltd,2000019636,1339.81,#,N14 6JT,
Department for Transport,Driver & Vehicle Licensing Agency,15/04/2014,Professional Services,Operations,QFRS,2000019643,852.84,#,WS2 8JH,
Department for Transport,Driver & Vehicle Licensing Agency,15/04/2014,Stationery (Non-stock),Operations,Banner Business Services Ltd,2000019651,-741.6,#,NR3 1QU,
Department for Transport,Driver & Vehicle Licensing Agency,15/04/2014,Stationery (Non-stock),Operations,Banner Business Services Ltd,2000019651,-720,#,NR3 1QU,
Department for Transport,Driver & Vehicle Licensing Agency,15/04/2014,Non Stock Machine Consumables,Operations,XMA LIMITED GOSC,2000019652,2082.44,#,NG11 7EP,
Department for Transport,Driver & Vehicle Licensing Agency,27/04/2014,Debt Collection,Finance & Commercial,Sigma Red,2000019655,4145.91,#,B97 4DL,
Department for Transport,Driver & Vehicle Licensing Agency,16/04/2014,Government Broker Costs,Operations,DWP SHARED SERVICES,2000021466,104730.89,#,CF14 3UW,
Department for Transport,Driver & Vehicle Licensing Agency,16/04/2014,Cars Fuel,Finance & Commercial,ALLSTAR BUSINESS SOLUTIONS LIMITED,2000021469,92,#,SN5 6PS,
Department for Transport,Driver & Vehicle Licensing Agency,16/04/2014,Cars Fuel,Finance & Commercial,ALLSTAR BUSINESS SOLUTIONS LIMITED,2000021469,3714.86,#,SN5 6PS,
Department for Transport,Driver & Vehicle Licensing Agency,16/04/2014,Cars Fuel,Operations,ALLSTAR BUSINESS SOLUTIONS LIMITED,2000021469,437.49,#,SN5 6PS,
Department for Transport,Driver & Vehicle Licensing Agency,16/04/2014,Cars Fuel,Operations,ALLSTAR BUSINESS SOLUTIONS LIMITED,2000021469,1240.57,#,SN5 6PS,
Department for Transport,Driver & Vehicle Licensing Agency,16/04/2014,Cars Maintenance,Finance & Commercial,ALLSTAR BUSINESS SOLUTIONS LIMITED,2000021469,809.53,#,SN5 6PS,
Department for Transport,Driver & Vehicle Licensing Agency,16/04/2014,Cars Maintenance,Operations,ALLSTAR BUSINESS SOLUTIONS LIMITED,2000021469,-810.37,#,SN5 6PS,
Department for Transport,Driver & Vehicle Licensing Agency,16/04/2014,Info Broker Costs,Operations,MOTOR INSURERS INFORMATION CENTRE,2000021471,2610,#,MK14 6XT,
Department for Transport,Driver & Vehicle Licensing Agency,16/04/2014,Subscriptions to Professional bodies,Operations,CCA,2000021472,948,#,G3 7PY,
Department for Transport,Driver & Vehicle Licensing Agency,16/04/2014,Machinery Rental,Finance & Commercial,Xerox (UK) Ltd,2000021477,4407.66,#,UB8 1HS,
Department for Transport,Driver & Vehicle Licensing Agency,16/04/2014,Machinery Rental,Finance & Commercial,Xerox (UK) Ltd,2000021477,3689.85,#,UB8 1HS,
Department for Transport,Driver & Vehicle Licensing Agency,16/04/2014,Non Stock Machine Consumables,Operations,GEMALTO UK LIMITED,2000021480,58694.16,#,PO15 5RX,
Department for Transport,Driver & Vehicle Licensing Agency,16/04/2014,Medical Examinations,Operations,xx xxx xxxxxx,2000021485,682.5,#,RG9 3BX,
Department for Transport,Driver & Vehicle Licensing Agency,16/04/2014,Medical Examinations,Operations,xx xxxxx x xxxxx,2000021489,819,#,CH4 9DS,
Department for Transport,Driver & Vehicle Licensing Agency,16/04/2014,Medical Examinations,Operations,xxxxx xxxxxxx,2000021490,2184,#,NG7 2UH,
Department for Transport,Driver & Vehicle Licensing Agency,16/04/2014,Non Stock Machine Consumables,Policy & Strategy,XMA LIMITED GOSC,2000021492,546.82,#,NG11 7EP,
Department for Transport,Driver & Vehicle Licensing Agency,16/04/2014,Ordinary Driving Licence Payments,Operations,MID ESSEX HOSPS NHS TRUST     ,#,550,COST OF MEDICAL CHECK,CM8 2TL,
Department for Transport,Driver & Vehicle Licensing Agency,17/04/2014,Ordinary Driving Licence Payments,Operations,POOLE HOSP NHS F TRUST        ,#,660,COST OF MEDICAL CHECK,BB3 0FG,
Department for Transport,Driver & Vehicle Licensing Agency,17/04/2014,Ordinary Driving Licence Payments,Operations,IPSWICH HOSPITAL NHS TRUST    ,#,550,COST OF MEDICAL CHECK,IP4 5PD,
Department for Transport,Driver & Vehicle Licensing Agency,28/04/2014,Medical Examinations,Operations,xx xxxxxxxx xxxx,2000021495,682.5,#,PE3 9GZ,
Department for Transport,Driver & Vehicle Licensing Agency,17/04/2014,Car Tax & Insurance Premiums,Finance & Commercial,ZURICH MUNICIPAL,2000024079,23972.3,#,PO15 7JZ,
Department for Transport,Driver & Vehicle Licensing Agency,21/04/2014,Non-stock Printing Purchases,Operations,WILLIAMS LEA LIMITED,2000024082,17479.49,#,NR3 1PD,
Department for Transport,Driver & Vehicle Licensing Agency,17/04/2014,Professional Services,Operations,QFRS,2000024083,1212.3,#,WS2 8JH,
Department for Transport,Driver & Vehicle Licensing Agency,17/04/2014,Non Stock Machine Consumables,Operations,XMA LIMITED GOSC,2000024089,3203.76,C13S050582 Epson M2400 Toner Cartridge,NG11 7EP,
Department for Transport,Driver & Vehicle Licensing Agency,17/04/2014,Non Stock Machine Consumables,Operations,XMA LIMITED GOSC,2000024089,379.2,Data Products Lexmark T644 Cartridge,NG11 7EP,
Department for Transport,Driver & Vehicle Licensing Agency,17/04/2014,Non Stock Machine Consumables,Operations,XMA LIMITED GOSC,2000024089,356.4,Data Products Lexmark T654 Black Toner,NG11 7EP,
Department for Transport,Driver & Vehicle Licensing Agency,17/04/2014,Non Stock Machine Consumables,Operations,XMA LIMITED GOSC,2000024089,474,Data Products Lexmark T644 Cartridge,NG11 7EP,
Department for Transport,Driver & Vehicle Licensing Agency,17/04/2014,Non Stock Machine Consumables,Operations,XMA LIMITED GOSC,2000024089,594,Data Products Lexmark T654 Black Toner,NG11 7EP,
Department for Transport,Driver & Vehicle Licensing Agency,17/04/2014,Payments for Shared Services,Finance & Commercial,Arvato Ltd,2000024090,483402,#,HU10 6FE,
Department for Transport,Driver & Vehicle Licensing Agency,18/04/2014,Ordinary Driving Licence Payments,Operations,MID ESSEX HOSPS NHS TRUST     ,#,550,COST OF MEDICAL CHECK,CM6 2TL,
Department for Transport,Driver & Vehicle Licensing Agency,22/04/2014,Software Licence Expense,Finance & Commercial,Vodafone,2000025743,999,#,MK3 5JP,
Department for Transport,Driver & Vehicle Licensing Agency,22/04/2014,Mail Collection/Delivery Costs,Operations,ROYAL MAIL GROUP LTD,2000025744,2856.59,#,S49 1HQ,
Department for Transport,Driver & Vehicle Licensing Agency,22/04/2014,Mail Collection/Delivery Costs,Operations,ROYAL MAIL GROUP LTD,2000025744,-2470.44,#,S49 1HQ,
Department for Transport,Driver & Vehicle Licensing Agency,22/04/2014,FWH Equipment / Maintenance,Finance & Commercial,Allegion (UK) Ltd,2000025750,18267.6,#,WS1 4DL,
Department for Transport,Driver & Vehicle Licensing Agency,22/04/2014,Agents Fees,Operations,NSL LTD,2000025751,832138.86,#,W5 1YY,
Department for Transport,Driver & Vehicle Licensing Agency,22/04/2014,Corporate Clothing,Operations,BURLINGTON UNIFORMS LTD,2000025753,682.11,#,EN3 7PX,
Department for Transport,Driver & Vehicle Licensing Agency,22/04/2014,Tel & Fax Repairs & Maintenance,Information Technology,VIRGIN MEDIA BUSINESS LTD,2000025756,265665.43,#,BD4 8YD,
Department for Transport,Driver & Vehicle Licensing Agency,22/04/2014,Tel & Fax Repairs & Maintenance,Information Technology,VIRGIN MEDIA BUSINESS LTD,2000025756,10543.49,#,BD4 8YD,
Department for Transport,Driver & Vehicle Licensing Agency,22/04/2014,Tel & Fax Repairs & Maintenance,Information Technology,VIRGIN MEDIA BUSINESS LTD,2000025756,99232.46,#,BD4 8YD,
Department for Transport,Driver & Vehicle Licensing Agency,29/04/2014,Secured Stock ,Information Technology,WILLIAMS LEA LIMITED,2000025758,1374.91,#,NR3 1PD,
Department for Transport,Driver & Vehicle Licensing Agency,29/04/2014,Printing Stock ,Information Technology,WILLIAMS LEA LIMITED,2000025758,-0.02,#,NR3 1PD,
Department for Transport,Driver & Vehicle Licensing Agency,29/04/2014,Secured Stock ,Operations,WILLIAMS LEA LIMITED,2000025758,1904.52,#,NR3 1PD,
Department for Transport,Driver & Vehicle Licensing Agency,29/04/2014,Printing Stock ,Operations,WILLIAMS LEA LIMITED,2000025758,-0.76,#,NR3 1PD,
Department for Transport,Driver & Vehicle Licensing Agency,22/04/2014,Non Secured stock,Operations,WILLIAMS LEA LIMITED,2000025759,3485.16,#,NR3 1PD,
Department for Transport,Driver & Vehicle Licensing Agency,22/04/2014,Printing Stock ,Operations,WILLIAMS LEA LIMITED,2000025759,-71.02,#,NR3 1PD,
Department for Transport,Driver & Vehicle Licensing Agency,22/04/2014,Stationery (Non-stock),Operations,Banner Business Services Ltd,2000025761,720,2200006 Sq Date/Text Stamp 45X45Mm No 18,NR3 1QU,
Department for Transport,Driver & Vehicle Licensing Agency,29/04/2014,Medical Advisory Service,Human Resource & Estates,Working on Wellbeing Ltd,2000025762,37240,#,B97 4DL,
Department for Transport,Driver & Vehicle Licensing Agency,23/04/2014,Mail Collection/Delivery Costs,Operations,ROYAL MAIL GROUP LTD,2000027304,5513.38,#,S49 1HQ,
Department for Transport,Driver & Vehicle Licensing Agency,23/04/2014,Debt Collection,Finance & Commercial,Inter-Credit International Ltd,2000027307,560,#,N14 6JT,
Department for Transport,Driver & Vehicle Licensing Agency,23/04/2014,Debt Collection,Finance & Commercial,Inter-Credit International Ltd,2000027307,1154.84,#,N14 6JT,
Department for Transport,Driver & Vehicle Licensing Agency,23/04/2014,Childcare Voucher Costs,Human Resource & Estates,Fideliti Limited,2000027310,18028.82,#,WA3 7GB,
Department for Transport,Driver & Vehicle Licensing Agency,23/04/2014,Stationery (Non-stock),Operations,Banner Business Services Ltd,2000027312,741.6,2200006 Sq Date/Text Stamp 45X45Mm No 18,NR3 1QU,
Department for Transport,Driver & Vehicle Licensing Agency,23/04/2014,Non Stock Machine Consumables,Operations,XMA LIMITED GOSC,2000027313,688.56,0T654X31E Lexmark T654 EXTRA High Yield,NG11 7EP,
Department for Transport,Driver & Vehicle Licensing Agency,23/04/2014,Non Stock Machine Consumables,Operations,XMA LIMITED GOSC,2000027313,270.67,64416XE Lexmark T644 Extra H/Y Retn Cart,NG11 7EP,
Department for Transport,Driver & Vehicle Licensing Agency,23/04/2014,Professional Services,Human Resource & Estates,TREASURY SOLICITOR,2000027318,560.2,#,WC2B 4TS,
Department for Transport,Driver & Vehicle Licensing Agency,23/04/2014,Ordinary Driving Licence Payments,Operations,EAST SUSSEX H/CARE NHS TRUST  ,#,660,COST OF MEDICAL CHECK,TN37 7PT,
Department for Transport,Driver & Vehicle Licensing Agency,23/04/2014,Ordinary Driving Licence Payments,Operations,B & T UNIV HOSPITALS NHS FT   ,#,600,COST OF MEDICAL CHECK,SS16 5NL,
Department for Transport,Driver & Vehicle Licensing Agency,23/04/2014,Ordinary Driving Licence Payments,Operations,B & T UNIV HOSPITALS NHS FT   ,#,573.6,COST OF MEDICAL CHECK,SS16 5NL,
Department for Transport,Driver & Vehicle Licensing Agency,23/04/2014,Ordinary Driving Licence Payments,Operations,xx xxxxxxxxx       ,#,550,COST OF MEDICAL CHECK,DH1 5TW,
Department for Transport,Driver & Vehicle Licensing Agency,24/04/2014,Ordinary Driving Licence Payments,Operations,xx xxxxx x xxxxxxx,#,500,COST OF MEDICAL CHECK,IG10 4HJ,
Department for Transport,Driver & Vehicle Licensing Agency,24/04/2014,Ordinary Driving Licence Payments,Operations,xx xxxx xxxx      ,#,500,COST OF MEDICAL CHECK,M13 9WL,
Department for Transport,Driver & Vehicle Licensing Agency,24/04/2014,Ordinary Driving Licence Payments,Operations,LEEDS TEACHING HOSP NHS TRUST ,#,504,COST OF MEDICAL CHECK,LS9 7TF,
Department for Transport,Driver & Vehicle Licensing Agency,24/04/2014,Ordinary Driving Licence Payments,Operations,ROYAL LVERPOOL HOSPITAL       ,#,614.8,COST OF MEDICAL CHECK,L7 8XP,
Department for Transport,Driver & Vehicle Licensing Agency,24/04/2014,Ordinary Driving Licence Payments,Operations,R B & H NHS FT                ,#,550,COST OF MEDICAL CHECK,UB9 6JH,
Department for Transport,Driver & Vehicle Licensing Agency,24/04/2014,Machinery Maintenance,Operations,Kodak Limited,2000029101,10190,#,WD18 8PX,
Department for Transport,Driver & Vehicle Licensing Agency,24/04/2014,Machinery Maintenance,Operations,Kodak Limited,2000029101,31557.5,#,WD18 8PX,
Department for Transport,Driver & Vehicle Licensing Agency,24/04/2014,Courier Charges,Operations,ROYAL MAIL GROUP LTD,2000029102,3904.53,#,S49 1HQ,
Department for Transport,Driver & Vehicle Licensing Agency,24/04/2014,Non Stock Machine Consumables,Operations,GEMALTO UK LIMITED,2000029112,68263.86,#,PO15 5RX,
Department for Transport,Driver & Vehicle Licensing Agency,24/04/2014,Medical Examinations,Operations,xx xxx xxxxxxx xxxxxx,2000029114,955.5,#,ME7 5NY,
Department for Transport,Driver & Vehicle Licensing Agency,24/04/2014,Medical Examinations,Operations,xx x x xxxxxx,2000029115,955.5,#,BB4 8AL,
Department for Transport,Driver & Vehicle Licensing Agency,24/04/2014,Non Stock Machine Consumables,Operations,XMA LIMITED GOSC,2000029116,546.82,#,NG11 7EP,
Department for Transport,Driver & Vehicle Licensing Agency,25/04/2014,Info Broker Costs,Finance & Commercial,Kainos Software Ltd,2000031450,27136,#,BT7 1NT,
Department for Transport,Driver & Vehicle Licensing Agency,25/04/2014,Agency Staff Costs,Human Resource & Estates,NETWORKERS INTERNATIONAL PLC,2000031451,1608,#,BR1 1HP,
Department for Transport,Driver & Vehicle Licensing Agency,25/04/2014,Agency Staff Costs,Human Resource & Estates,NETWORKERS INTERNATIONAL PLC,2000031451,1608,#,BR1 1HP,
Department for Transport,Driver & Vehicle Licensing Agency,25/04/2014,Ordinary Driving Licence Payments,Operations,BOURNEMOUTH PRIVATE CLINIC LTD,#,550,COST OF MEDICAL CHECK,BH7 7DW,
Department for Transport,Driver & Vehicle Licensing Agency,25/04/2014,Ordinary Driving Licence Payments,Operations,MID ESSEX HOSPITALS NHS TRUST ,#,550,COST OF MEDICAL CHECK,CM8 2TL,
Department for Transport,Driver & Vehicle Licensing Agency,25/04/2014,Ordinary Driving Licence Payments,Operations,MID ESSEX HOSPITALS NHST      ,#,550,COST OF MEDICAL CHECK,CM8 2TL,
Department for Transport,Driver & Vehicle Licensing Agency,28/04/2014,Postage Meters,Operations,PITNEY BOWES PURCHASE POWER,2000033044,273710,#,CM20 2GZ,
Department for Transport,Driver & Vehicle Licensing Agency,28/04/2014,Mail Collection/Delivery Costs,Operations,ROYAL MAIL GROUP LTD,2000033046,-823.48,#,S49 1HQ,
Department for Transport,Driver & Vehicle Licensing Agency,28/04/2014,Courier Charges,Operations,ROYAL MAIL GROUP LTD,2000033046,3465.14,#,S49 1HQ,
Department for Transport,Driver & Vehicle Licensing Agency,28/04/2014,Debt Collection,Finance & Commercial,Inter-Credit International Ltd,2000033048,578.81,#,N14 6JT,
Department for Transport,Driver & Vehicle Licensing Agency,28/04/2014,Secured Stock ,Information Technology,Banner Business Services Ltd,2000033053,15249.6,BANNER 100% RECYCLED A4 COPIER PAPER,NR3 1QU,
Department for Transport,Driver & Vehicle Licensing Agency,28/04/2014,Ordinary Driving Licence Payments,Operations,GLOUCESTERSHIRE HOSPS NHSFT   ,#,550,COST OF MEDICAL CHECK,GL1 2EL,
Department for Transport,Driver & Vehicle Licensing Agency,28/04/2014,Ordinary Driving Licence Payments,Operations,W W & L NHS FT                ,#,550,COST OF MEDICAL CHECK,WN1 1XX,
Department for Transport,Driver & Vehicle Licensing Agency,28/04/2014,Ordinary Driving Licence Payments,Operations,W W & L NHS FT                ,#,550,COST OF MEDICAL CHECK,WN1 1XX,
Department for Transport,Driver & Vehicle Licensing Agency,28/04/2014,Ordinary Driving Licence Payments,Operations,ROYAL FREE LONDON NHS FT P P  ,#,500,COST OF MEDICAL CHECK,NW3 2QG,
Department for Transport,Driver & Vehicle Licensing Agency,28/04/2014,Ordinary Driving Licence Payments,Operations,xx xxxxx x xxxxxxx,#,500,COST OF MEDICAL CHECK,IG10 4HJ,
Department for Transport,Driver & Vehicle Licensing Agency,29/04/2014,Ordinary Driving Licence Payments,Operations,ROYAL CORNWALL HOSPITALS NHST ,#,720,COST OF MEDICAL CHECK,TR1 3LJ,
Department for Transport,Driver & Vehicle Licensing Agency,29/04/2014,Ordinary Driving Licence Payments,Operations,xx xxxxx x xxxxxxx,#,500,COST OF MEDICAL CHECK,IG10 4HJ,
Department for Transport,Driver & Vehicle Licensing Agency,29/04/2014,Tel & Fax Repairs & Maintenance,Information Technology,VIRGIN MEDIA BUSINESS LTD,2000034700,224232.42,#,BD4 8YD,
Department for Transport,Driver & Vehicle Licensing Agency,29/04/2014,Telephone Line Rental,Information Technology,BRITISH TELECOMMUNICATIONS PLC,2000034718,4483.9,xx xxxxxxxxxx,DH98 1BT,
Department for Transport,Driver & Vehicle Licensing Agency,29/04/2014,Telephone Line Rental,Information Technology,BRITISH TELECOMMUNICATIONS PLC,2000034718,1287.78,#,DH98 1BT,
Department for Transport,Driver & Vehicle Licensing Agency,29/04/2014,Telephone Line Rental,Information Technology,BRITISH TELECOMMUNICATIONS PLC,2000034718,-4483.9,xx xxxxxxxxxx,DH98 1BT,
Department for Transport,Driver & Vehicle Licensing Agency,29/04/2014,Mail Collection/Delivery Costs,Operations,ROYAL MAIL GROUP LTD,2000034721,1484.92,#,S49 1HQ,
Department for Transport,Driver & Vehicle Licensing Agency,29/04/2014,Mail Collection/Delivery Costs,Operations,ROYAL MAIL GROUP LTD,2000034721,2247.44,#,S49 1HQ,
Department for Transport,Driver & Vehicle Licensing Agency,29/04/2014,Agency Staff Costs,Human Resource & Estates,NETWORKERS INTERNATIONAL PLC,2000034726,1286.4,#,BR1 1HP,
Department for Transport,Driver & Vehicle Licensing Agency,30/04/2014,Infrastructure Maintenance,Information Technology,IBM UNITED KINGDOM LTD,2000036234,4261034.76,#,PO6 3AE,
Department for Transport,Driver & Vehicle Licensing Agency,30/04/2014,Infrastructure Maintenance,Information Technology,IBM UNITED KINGDOM LTD,2000036234,-2417868.51,#,PO6 3AE,
