Dept Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number ,Amount
CLG,FSC,20/07/2010,Seconded Salary,Default Cost Centre,Norfolk County Council,PIN080572,16848.09
CLG,FSC,20/07/2010,"VL,AT,RP Fees",USAR,Shropshire FRS HQ,PIN080621,1040
CLG,FSC,20/07/2010,Consultancy,Cent. For Leadership,The Leadership Network Ltd,PIN080530,182.4
CLG,FSC,20/07/2010,Consultancy,Cent. For Leadership,The Leadership Network Ltd,PIN080530,2000
CLG,FSC,20/07/2010,Rechargeable Costs,Director of  Estates,Veale Wasbrough Vizards,PIN080995,1936
CLG,FSC,20/07/2010,Rechargeable Costs,Director of  Estates,Veale Wasbrough Vizards,PIN080995,2128
CLG,FSC,21/07/2010,Building / Plumbing Maintenance,Prop & Maint Costs,Banbury Plant Hire,PIN080567,1380
CLG,FSC,21/07/2010,Building / Plumbing Maintenance,Prop & Maint Costs,Banbury Plant Hire,PIN080565,2064
CLG,FSC,21/07/2010,Building / Plumbing Maintenance,Prop & Maint Costs,Banbury Plant Hire,PIN080564,2124
CLG,FSC,21/07/2010,Building / Plumbing Maintenance,Prop & Maint Costs,Banbury Plant Hire,PIN080566,2324
CLG,FSC,21/07/2010,Non-Training Eqpt - Maintenance,Ops-Fireground,Draeger Safety UK Ltd.,PIN080563,524.75
CLG,FSC,21/07/2010,Seconded Salary,Default Cost Centre,Merseyside Fire & Rescue Authority,PIN080663,12450.63
CLG,FSC,21/07/2010,Seconded Salary,Default Cost Centre,Merseyside Fire & Rescue Authority,PIN080574,15351.31
CLG,FSC,21/07/2010,Seconded Salary,Default Cost Centre,Merseyside Fire & Rescue Authority,PIN080573,15887.06
CLG,FSC,21/07/2010,Fix/Fitt - Purchases,Int Facilities Mgmt,Nisbets,PIN080833,0.03
CLG,FSC,21/07/2010,Fix/Fitt - Purchases,Int Facilities Mgmt,Nisbets,PIN080833,5.39
CLG,FSC,21/07/2010,Fix/Fitt - Purchases,Int Facilities Mgmt,Nisbets,PIN080833,8.98
CLG,FSC,21/07/2010,Fix/Fitt - Purchases,Int Facilities Mgmt,Nisbets,PIN080833,12.58
CLG,FSC,21/07/2010,Fix/Fitt - Purchases,Int Facilities Mgmt,Nisbets,PIN080833,17.99
CLG,FSC,21/07/2010,Fix/Fitt - Purchases,Int Facilities Mgmt,Nisbets,PIN080833,21.57
CLG,FSC,21/07/2010,Fix/Fitt - Purchases,Int Facilities Mgmt,Nisbets,PIN080833,23.38
CLG,FSC,21/07/2010,Fix/Fitt - Purchases,Int Facilities Mgmt,Nisbets,PIN080833,23.38
CLG,FSC,21/07/2010,Fix/Fitt - Purchases,Int Facilities Mgmt,Nisbets,PIN080833,23.38
CLG,FSC,21/07/2010,Fix/Fitt - Purchases,Int Facilities Mgmt,Nisbets,PIN080833,26.99
CLG,FSC,21/07/2010,Fix/Fitt - Purchases,Int Facilities Mgmt,Nisbets,PIN080833,26.99
CLG,FSC,21/07/2010,Fix/Fitt - Purchases,Int Facilities Mgmt,Nisbets,PIN080833,37.76
CLG,FSC,21/07/2010,Fix/Fitt - Purchases,Int Facilities Mgmt,Nisbets,PIN080833,44.99
CLG,FSC,21/07/2010,Fix/Fitt - Purchases,Int Facilities Mgmt,Nisbets,PIN080833,70.14
CLG,FSC,21/07/2010,Fix/Fitt - Purchases,Int Facilities Mgmt,Nisbets,PIN080833,70.14
CLG,FSC,21/07/2010,Fix/Fitt - Purchases,Int Facilities Mgmt,Nisbets,PIN080833,89.9
CLG,FSC,21/07/2010,Fix/Fitt - Purchases,Int Facilities Mgmt,Nisbets,PIN080833,89.98
CLG,FSC,21/07/2010,Fix/Fitt - Purchases,Int Facilities Mgmt,Nisbets,PIN080833,102.54
CLG,FSC,21/07/2010,Fix/Fitt - Purchases,Int Facilities Mgmt,Nisbets,PIN080833,103.45
CLG,FSC,21/07/2010,Fix/Fitt - Purchases,Int Facilities Mgmt,Nisbets,PIN080833,125.9
CLG,FSC,21/07/2010,Fix/Fitt - Purchases,Int Facilities Mgmt,Nisbets,PIN080833,129.48
CLG,FSC,21/07/2010,Fix/Fitt - Purchases,Int Facilities Mgmt,Nisbets,PIN080833,179.95
CLG,FSC,21/07/2010,Fix/Fitt - Purchases,Int Facilities Mgmt,Nisbets,PIN080833,206.9
CLG,FSC,21/07/2010,Fix/Fitt - Purchases,Int Facilities Mgmt,Nisbets,PIN080833,359.9
CLG,FSC,21/07/2010,Consultancy,CSSC - FRS FS Trng,QA Associates Ltd,PCR003939,-4882.2
CLG,FSC,21/07/2010,Consultancy,CSSC - FRS FS Trng,QA Associates Ltd,PCR003939,-4762.2
CLG,FSC,21/07/2010,Consultancy,CSSC - FRS FS Trng,QA Associates Ltd,PIN080549,4762.2
CLG,FSC,21/07/2010,Consultancy,CSSC - FRS FS Trng,QA Associates Ltd,PIN080549,4882.2
CLG,FSC,22/07/2010,Staff Development - Skill Specific,Staff Development,Beamans Ltd.,PIN080592,1588
CLG,FSC,22/07/2010,Agency Costs (Admin),Marketing,Hays Sales & Marketing,PIN080548,1450
CLG,FSC,22/07/2010,Agency Costs (Admin),Business Planning,Michael Page International,PIN080701,1410
CLG,FSC,22/07/2010,Agency Costs (Admin),Business Planning,Michael Page International,PIN080702,1880
CLG,FSC,22/07/2010,Agency Costs (Admin),Business Planning,Michael Page International,PIN080704,2350
CLG,FSC,22/07/2010,Fireground Consumables,Ops-Fireground,R J W Phipp & Sons,PIN080628,800
CLG,FSC,22/07/2010,Water Charges,Facilities Costs,Thames Water,PIN080587,6713.82
CLG,FSC,22/07/2010,Legal Fees,Information Services,Veale Wasbrough Vizards,PIN080756,2264.5
CLG,FSC,23/07/2010,SI - WIP,Prop & Maint Costs,A.M.S. Refrigeration Ltd.,PIN080612,2907
CLG,FSC,23/07/2010,"VL,AT,RP Fees",CSSC - FRS FS Trng,E.G. Training & Consultancy,PIN080655,1674
CLG,FSC,23/07/2010,Admin - Photocopier Costs,Facilities Costs,RICOH UK Ltd,PIN080985,505.2
CLG,FSC,23/07/2010,Media - Rental,Publications,RICOH UK Ltd,PIN080940,14652
CLG,FSC,23/07/2010,Seconded Salary,Default Cost Centre,West Midlands Fire Service,PIN080664,14109.51
CLG,FSC,23/07/2010,Seconded Salary,Default Cost Centre,West Midlands Fire Service,PIN080664,15211.83
CLG,FSC,23/07/2010,Seconded Salary,Default Cost Centre,West Midlands Fire Service,PIN080664,16277.11
CLG,FSC,26/07/2010,Miscellaneous,Prop & Maint Costs,Chubb Fire Ltd.,PIN080740,180.79
CLG,FSC,26/07/2010,Miscellaneous,Prop & Maint Costs,Chubb Fire Ltd.,PIN080740,1200
CLG,FSC,26/07/2010,Barclaycard - Travel & Subs,CSSC - FRS FS Trng,Company Barclaycard Business,PPI004675,10
CLG,FSC,26/07/2010,Barclaycard - Travel & Subs,UKFRS RMT,Company Barclaycard Business,PPI004675,15.46
CLG,FSC,26/07/2010,Barclaycard - Travel & Subs,UKFRS RMT,Company Barclaycard Business,PPI004675,34.6
CLG,FSC,26/07/2010,Barclaycard - Travel & Subs,Director of Finance,Company Barclaycard Business,PPI004675,40.8
CLG,FSC,26/07/2010,Barclaycard - Travel & Subs,Dir of Sales&Mrkting,Company Barclaycard Business,PPI004675,56.8
CLG,FSC,26/07/2010,Barclaycard - Travel & Subs,Qualifications Man.,Company Barclaycard Business,PPI004675,94
CLG,FSC,26/07/2010,Barclaycard - Travel & Subs,Dir. of Serv. Deliv.,Company Barclaycard Business,PPI004675,96.65
CLG,FSC,26/07/2010,Barclaycard - Travel & Subs,USAR,Company Barclaycard Business,PPI004675,232.04
CLG,FSC,26/07/2010,Barclaycard - Travel & Subs,Internat'al Business,Company Barclaycard Business,PPI004675,239.15
CLG,FSC,26/07/2010,Barclaycard - Travel & Subs,Directors,Company Barclaycard Business,PPI004675,383.9
CLG,FSC,26/07/2010,Agency Costs (Admin),IT Section,Hays Information Technology,PIN080596,900
CLG,FSC,26/07/2010,Relocation - Seconded (NT) ,Human Resources,Horsleys National & Intern. Removers,PIN080606,1186
CLG,FSC,26/07/2010,External Course/Seminar Delivery,USAR,Mines Rescue Services Ltd,PIN080607,750
CLG,FSC,26/07/2010,Doors,Prop & Maint Costs,Weatherite Shopfronts & Shutters Ltd.,PIN080686,323
CLG,FSC,26/07/2010,Doors,Prop & Maint Costs,Weatherite Shopfronts & Shutters Ltd.,PIN080686,437
CLG,FSC,26/07/2010,Doors,Prop & Maint Costs,Weatherite Shopfronts & Shutters Ltd.,PIN080686,558
CLG,FSC,27/07/2010,Miscellaneous,Prop & Maint Costs,A.M.S. Refrigeration Ltd.,PIN080730,631
CLG,FSC,27/07/2010,Business Rates (Cilor),Prop & Maint Costs,Cotswold District Council,PIN080659,830.13
CLG,FSC,27/07/2010,Other Professional Fees,Special Ops,Edexcel Enterprises,PIN080605,1035
CLG,FSC,27/07/2010,Miscellaneous,Prop & Maint Costs,Fosseway Hire,PIN080744,639.25
CLG,FSC,27/07/2010,Prepayments,IT Section,Keysource,PIN080682,868
CLG,FSC,28/07/2010,Reactive Maintenance,Prop & Maint Costs,A.M.S. Refrigeration Ltd.,PIN080731,840
CLG,FSC,28/07/2010,Training Rigs / Infrastructure,Prop & Maint Costs,Buzz Electrical Ltd,PIN080636,512.2
CLG,FSC,28/07/2010,Electrical Testing,Prop & Maint Costs,Buzz Electrical Ltd,PIN080627,843.16
CLG,FSC,28/07/2010,Electrical Testing,Prop & Maint Costs,Buzz Electrical Ltd,PIN080632,1079.22
CLG,FSC,28/07/2010,Training Rigs / Infrastructure,Prop & Maint Costs,Buzz Electrical Ltd,PIN080629,1709
CLG,FSC,28/07/2010,Electrical Testing,Prop & Maint Costs,Buzz Electrical Ltd,PIN080631,2557
CLG,FSC,28/07/2010,Electrical Testing,Prop & Maint Costs,Buzz Electrical Ltd,PIN080630,2828
CLG,FSC,28/07/2010,Training Rigs / Infrastructure,Prop & Maint Costs,Buzz Electrical Ltd,PIN080636,5024
CLG,FSC,28/07/2010,SI - WIP,Default Cost Centre,Buzz Electrical Ltd,PIN080635,6557.6
CLG,FSC,28/07/2010,L&B - WIP,Director of  Estates,Peter Evans Partnership,PIN080755,2469.33
CLG,FSC,28/07/2010,Agency Costs (Admin),Resourcing,Premiere Employment Group Ltd,PIN080666,514.23
CLG,FSC,28/07/2010,Seconded Salary,Default Cost Centre,South Wales Fire & Rescue Service,PIN080661,17360.84
CLG,FSC,28/07/2010,Staff Development - Skill Specific,Staff Development,W.A.B.B.A.,PIN080680,548.94
CLG,FSC,29/07/2010,Agency Costs (Admin),Chief Info. Officer,Computer People,PIN080646,1123.75
CLG,FSC,29/07/2010,Agency Costs (Admin),Chief Info. Officer,Computer People,PIN080645,5169.25
CLG,FSC,29/07/2010,Audit Fees,Risk & Governance,DCLG,PIN080691,4009.25
CLG,FSC,29/07/2010,Core Fixed Costs,Int Facilities Mgmt,Europa Facilities Management Ltd,PIN080736,69216.51
CLG,FSC,29/07/2010,Seconded Salary,Default Cost Centre,Fife Council,PIN080662,10485.54
CLG,FSC,29/07/2010,Corporate Charges,Head Policy & Media,Formara Ltd,PIN080809,601.05
CLG,FSC,29/07/2010,Seconded Salary,Default Cost Centre,Greater Manchester Fire & Rescue Service,PIN080620,18168.22
CLG,FSC,29/07/2010,Agency Costs (Admin),Business Planning,Michael Page International,PIN080734,2000
CLG,FSC,29/07/2010,USAR consumables,USAR,Ruth Lee Ltd,PIN080634,15.75
CLG,FSC,29/07/2010,USAR consumables,USAR,Ruth Lee Ltd,PIN080634,120
CLG,FSC,29/07/2010,USAR consumables,USAR,Ruth Lee Ltd,PIN080634,270
CLG,FSC,29/07/2010,USAR consumables,USAR,Ruth Lee Ltd,PIN080634,485
CLG,FSC,29/07/2010,USAR consumables,USAR,Ruth Lee Ltd,PIN080634,1164
CLG,FSC,29/07/2010,USAR consumables,USAR,Ruth Lee Ltd,PIN080634,2300
CLG,FSC,29/07/2010,Corporate Charges,Head Policy & Media,The Domarn Group,PIN080885,4725
CLG,FSC,30/07/2010,Reactive Maintenance,Prop & Maint Costs,A.M.S. Refrigeration Ltd.,PIN080729,926
CLG,FSC,30/07/2010,Other Professional Fees,Cent. For Leadership,Ashridge,PIN080937,18500
CLG,FSC,30/07/2010,IT Consultancies,Directors,Dbi Consulting,PIN080795,4454
CLG,FSC,30/07/2010,Seconded Salary,Default Cost Centre,Grampian Fire and Rescue Service,PIN080722,11174.42
CLG,FSC,30/07/2010,Training Rigs / Infrastructure,Prop & Maint Costs,KPR Engineering (M&E) Ltd.,PIN080754,2633
CLG,FSC,30/07/2010,"VL,AT,RP Fees",Incident Management,Miltrain Ltd,PIN080894,1500
CLG,FSC,30/07/2010,Consultancy,Int Facilities Mgmt,Panache Consultancy Limited,PIN080757,1487.5
CLG,FSC,30/07/2010,"Fgnd Eqpt, etc - Rental",USAR,The Outreach Organisation Ltd.,PIN081039,760
CLG,FSC,30/07/2010,"Fgnd Eqpt, etc - Rental",USAR,The Outreach Organisation Ltd.,PIN081039,760
CLG,FSC,30/07/2010,"Fgnd Eqpt, etc - Rental",USAR,The Outreach Organisation Ltd.,PIN081039,760
CLG,FSC,30/07/2010,"Fgnd Eqpt, etc - Rental",USAR,The Outreach Organisation Ltd.,PIN081039,760
CLG,FSC,30/07/2010,"VL,AT,RP Fees",USAR,The Outreach Organisation Ltd.,PIN081039,2520
CLG,FSC,30/07/2010,"VL,AT,RP Fees",USAR,The Outreach Organisation Ltd.,PIN081039,3780
CLG,FSC,30/07/2010,"VL,AT,RP Fees",USAR,The Outreach Organisation Ltd.,PIN081039,5040
CLG,FSC,30/07/2010,"VL,AT,RP Fees",USAR,The Outreach Organisation Ltd.,PIN081039,6300
CLG,FSC,31/07/2010,Non-Training Eqpt - Purchases,Ops-Workshops,Angloco Ltd,PIN080866,22.5
CLG,FSC,31/07/2010,Non-Training Eqpt - Purchases,Ops-Workshops,Angloco Ltd,PIN080866,650
CLG,FSC,31/07/2010,Staff Development - Skill Specific,Staff Development,Angloco Ltd,PIN080865,1136
CLG,FSC,31/07/2010,Sundry low value purchase,Risk & Governance,Barclays HMG Procurement Card,PIN080696,-412.14
CLG,FSC,31/07/2010,Sundry low value purchase,Nursery,Barclays HMG Procurement Card,PIN080696,319.66
CLG,FSC,31/07/2010,Sundry low value purchase,Risk & Governance,Barclays HMG Procurement Card,PIN080696,1877.79
CLG,FSC,31/07/2010,Prepayments,Estate Support,BOC Ltd,PIN080931,2937.6
CLG,FSC,31/07/2010,Rechargeable Costs,Estates Contracts,Expotel Hotel Reservations Ltd,PIN080840,243.06
CLG,FSC,31/07/2010,Rechargeable Costs,Estates Contracts,Expotel Hotel Reservations Ltd,PIN080840,405.11
CLG,FSC,31/07/2010,Rechargeable Costs,Estates Contracts,Expotel Hotel Reservations Ltd,PIN080840,1080.29
CLG,FSC,31/07/2010,Agency Costs (Admin),Director of Finance,Odgersinterim,PIN080715,17272.5
CLG,FSC,31/07/2010,Reactive Maintenance,Prop & Maint Costs,QTS Associates Ltd,PIN080764,4399.65
CLG,FSC,31/07/2010,Water Hygiene & Pollution Control,Prop & Maint Costs,WCS Environmental Ltd,PIN080813,2831.4
CLG,FSC,01/08/2010,Catering - Other,Int Facilities Mgmt,Europa Facilities Management Ltd,PIN080738,1360.67
CLG,FSC,01/08/2010,Catering - Other,Int Facilities Mgmt,Europa Facilities Management Ltd,PIN080738,3258.44
CLG,FSC,01/08/2010,Catering - Hospitality,Int Facilities Mgmt,Europa Facilities Management Ltd,PIN080738,31630.93
CLG,FSC,01/08/2010,Catering - Meals,Int Facilities Mgmt,Europa Facilities Management Ltd,PIN080738,66896.06
CLG,FSC,01/08/2010,Catering - Other,Int Facilities Mgmt,Fire Service College Mess Club,PIN080783,1333.33
CLG,FSC,01/08/2010,Telephone Charges,IT Section,Kcom,PIN080796,899.86
CLG,FSC,01/08/2010,"Fgnd Eqpt, etc - Purchases",Ops-Fireground,Ruth Lee Ltd,PIN081021,10.5
CLG,FSC,01/08/2010,"Fgnd Eqpt, etc - Purchases",Ops-Fireground,Ruth Lee Ltd,PIN081021,55.6
CLG,FSC,01/08/2010,"Fgnd Eqpt, etc - Purchases",Ops-Fireground,Ruth Lee Ltd,PIN081021,76
CLG,FSC,01/08/2010,"Fgnd Eqpt, etc - Purchases",Ops-Fireground,Ruth Lee Ltd,PIN081021,310
CLG,FSC,01/08/2010,"Fgnd Eqpt, etc - Purchases",Ops-Fireground,Ruth Lee Ltd,PIN081021,1940
CLG,FSC,01/08/2010,IT Hardware - Rental,IT Section,Star Technology Services Ltd.,PIN080753,3779.66
CLG,FSC,02/08/2010,Relocation - Seconded (NT) ,Human Resources,Britannia Bennetts,PIN080713,2455
CLG,FSC,02/08/2010,Scrap Vehicles,Ops-Fireground,Common Road Dismantlers,PIN080689,2537.5
CLG,FSC,02/08/2010,External training materials and fees,Firefighter Training,Duradiamond Healthcare Ltd.,PCR003928,-7202
CLG,FSC,02/08/2010,External training materials and fees,Firefighter Training,Duradiamond Healthcare Ltd.,PIN081037,260
CLG,FSC,02/08/2010,External training materials and fees,Firefighter Training,Duradiamond Healthcare Ltd.,PIN081037,672
CLG,FSC,02/08/2010,External training materials and fees,Firefighter Training,Duradiamond Healthcare Ltd.,PIN081037,5000
CLG,FSC,02/08/2010,Postal Charges,Facilities Costs,Neopost Ltd,PIN080650,500
CLG,FSC,02/08/2010,"Fgnd Eqpt, etc - Rental",USAR,The Outreach Organisation Ltd.,PIN080897,760
CLG,FSC,02/08/2010,"Fgnd Eqpt, etc - Rental",OGA,The Outreach Organisation Ltd.,PIN080897,760
CLG,FSC,02/08/2010,"VL,AT,RP Fees",OGA,The Outreach Organisation Ltd.,PIN080897,3780
CLG,FSC,02/08/2010,"VL,AT,RP Fees",USAR,The Outreach Organisation Ltd.,PIN080897,6300
CLG,FSC,03/08/2010,Other Professional Fees,Cent. For Leadership,Ashridge,PCR003926,-18500
CLG,FSC,03/08/2010,External training materials and fees,Cent. For Leadership,Ashridge,PIN080938,4625
CLG,FSC,03/08/2010,"Petrol, Oil, Tyres",Ops-Fireground,BP LPG UK,PIN080870,1612.11
CLG,FSC,03/08/2010,"Student - Travel, etc",Internat'al Business,ETC Private Hire & Chauffeur Services,PIN080893,892
CLG,FSC,03/08/2010,"Student - Travel, etc",Transport,ETC Private Hire & Chauffeur Services,PIN080893,1426
CLG,FSC,03/08/2010,Consultancy,CSSC - FRS FS Trng,QA Associates Ltd,PCR003931,-2528.6
CLG,FSC,03/08/2010,Consultancy,CSSC - FRS FS Trng,QA Associates Ltd,PCR003931,-2419
CLG,FSC,03/08/2010,Consultancy,CSSC - FRS FS Trng,QA Associates Ltd,PIN080946,2419
CLG,FSC,03/08/2010,Consultancy,CSSC - FRS FS Trng,QA Associates Ltd,PIN080946,2528.6
CLG,FSC,05/08/2010,Business Rates (Cilor),Prop & Maint Costs,Cotswold District Council,PIN080805,-491.39
CLG,FSC,05/08/2010,Business Rates (Cilor),Prop & Maint Costs,Cotswold District Council,PIN080805,-97.88
CLG,FSC,05/08/2010,Business Rates (Cilor),Prop & Maint Costs,Cotswold District Council,PIN080805,1470.15
CLG,FSC,05/08/2010,Travel - Course Delivery,CSSC - FRS FS Trng,Expotel Hotel Reservations Ltd,PIN080922,-0.03
CLG,FSC,05/08/2010,"VL,AL,VF Hotels & Meals",CSSC - FRS FS Trng,Expotel Hotel Reservations Ltd,PIN080771,224.91
CLG,FSC,05/08/2010,Travel - Course Delivery,Incident Management,Expotel Hotel Reservations Ltd,PIN080770,291.76
CLG,FSC,05/08/2010,"VL,AL,VF Hotels & Meals",CSSC - FRS FS Trng,Expotel Hotel Reservations Ltd,PIN080771,309.52
CLG,FSC,05/08/2010,Travel - Course Delivery,Incident Management,Expotel Hotel Reservations Ltd,PIN080770,319
CLG,FSC,05/08/2010,Travel - Course Delivery,Incident Management,Expotel Hotel Reservations Ltd,PIN080748,622.5
CLG,FSC,05/08/2010,"VL,AL,VF Hotels & Meals",CSSC - FRS FS Trng,Expotel Hotel Reservations Ltd,PIN080767,656.01
CLG,FSC,05/08/2010,Travel - Course Delivery,CSSC - FRS FS Trng,Expotel Hotel Reservations Ltd,PIN080922,953.3
CLG,FSC,05/08/2010,Agency Costs (Admin),Marketing,Hays Sales & Marketing,PIN080752,1450
CLG,FSC,05/08/2010,Consultancy,Incident Management,KA C&CC,PIN080747,4638.3
CLG,FSC,05/08/2010,Agency Costs (Admin),Business Planning,Michael Page International,PIN080945,930
CLG,FSC,05/08/2010,Agency Costs (Admin),Business Planning,Michael Page International,PIN080945,1070
CLG,FSC,05/08/2010,Agency Costs (Admin),Business Planning,Michael Page International,PIN080935,1400
CLG,FSC,05/08/2010,Agency Costs (Admin),Business Planning,Michael Page International,PIN080936,2000
CLG,FSC,05/08/2010,"VL,AT,RP Fees",Hazmats,Quicksilver UK Limited,PIN080834,15
CLG,FSC,05/08/2010,"VL,AT,RP Fees",Hazmats,Quicksilver UK Limited,PIN080834,412.5
CLG,FSC,05/08/2010,"VL,AT,RP Fees",Hazmats,Quicksilver UK Limited,PIN080834,1312.5
CLG,FSC,05/08/2010,"VL,AT,RP Fees",USAR,Staffordshire Fire & Rescue Service,PIN080838,3320
CLG,FSC,05/08/2010,Agency Costs (Admin),Library,Sue Hill Recruitment & Services Ltd,PIN080797,631.72
CLG,FSC,06/08/2010,"VL,AT,RP Fees",Hazmats,HazmatLINK Ltd,PIN080839,500
CLG,FSC,06/08/2010,"VL,AT,RP Fees",Hazmats,HazmatLINK Ltd,PIN080839,500
CLG,FSC,06/08/2010,IT Hardware - Purchases,IT Section,Viglen Ltd.,PIN080925,2500
CLG,FSC,08/08/2010,Relocation - Seconded (NT) ,Human Resources,Journeys Removals,PIN080819,1320.12
CLG,FSC,09/08/2010,Relocation - Seconded (NT) ,Human Resources,Dale Mills,PIN080758,2540
CLG,FSC,10/08/2010,Electricity,Facilities Costs,EDF Electricity (Was London Electricity Plc),PIN080762,16543.2
CLG,FSC,11/08/2010,Training Rigs / Infrastructure,Prop & Maint Costs,Kidde Fire Trainers,PIN080842,13000
CLG,FSC,11/08/2010,Staff Development - Skill Specific,Staff Development,Kidde Fire Trainers GmbH,PIN080841,693.33
CLG,FSC,12/08/2010,Natural Gas,Facilities Costs,Corona Energy,PIN080801,6434.34
CLG,FSC,12/08/2010,Relocation - Seconded (NT) ,Human Resources,Dave Newman,PIN080808,3500
CLG,FSC,12/08/2010,Payroll Fees,Human Resources,Home Office Pay & Pension Service,PIN080787,1063.38
CLG,FSC,12/08/2010,Agency Costs (Admin),Library,Sue Hill Recruitment & Services Ltd,PIN080920,552.76
CLG,FSC,13/08/2010,Building / Plumbing Maintenance,Prop & Maint Costs,Banbury Plant Hire,PIN080844,1880
CLG,FSC,13/08/2010,Building / Plumbing Maintenance,Prop & Maint Costs,Banbury Plant Hire,PIN080824,1960
CLG,FSC,13/08/2010,Building / Plumbing Maintenance,Prop & Maint Costs,Banbury Plant Hire,PIN080823,2280
CLG,FSC,16/08/2010,"Fgnd Eqpt, etc - Purchases",Ops-Fireground,Buck & Hickman Ltd.,PIN080928,554.46
CLG,FSC,16/08/2010,Roofing,Prop & Maint Costs,W.J. Morley & Sons,PIN080888,962
CLG,FSC,16/08/2010,Roofing,Prop & Maint Costs,W.J. Morley & Sons,PIN080887,1440
CLG,FSC,16/08/2010,Roofing,Prop & Maint Costs,W.J. Morley & Sons,PIN080886,2388
CLG,FSC,16/08/2010,HVE E-Resources,Library,Zetoc Helpdesk,PIN080934,500
CLG,FSC,17/08/2010,Other Professional Fees,Special Ops,Edexcel Enterprises,PIN080848,1242
CLG,FSC,17/08/2010,Relocation - Seconded (NT) ,Human Resources,Paul Brown,PIN080807,500
CLG,FSC,18/08/2010,Prepayments,Library,IHS Technical Indexes Ltd,PIN080944,3616
CLG,FSC,18/08/2010,Doors,Prop & Maint Costs,Mansell Construction Services Ltd,PIN081101,6555.63
CLG,FSC,18/08/2010,Uniform/Prot Clthg - Direct (NT),Ops-Fireground,Monsoon Marketing Ltd,PCR003944,-106.8
CLG,FSC,18/08/2010,Uniform/Prot Clthg - Direct (NT),Ops-Fireground,Monsoon Marketing Ltd,PCR003944,-106.8
CLG,FSC,18/08/2010,Uniform/Prot Clthg - Direct (NT),Ops-Fireground,Monsoon Marketing Ltd,PCR003944,-106.8
CLG,FSC,18/08/2010,Uniform/Prot Clthg - Direct (NT),Ops-Fireground,Monsoon Marketing Ltd,PCR003944,-59.9
CLG,FSC,18/08/2010,Uniform/Prot Clthg - Direct (NT),Ops-Fireground,Monsoon Marketing Ltd,PCR003944,-59.9
CLG,FSC,18/08/2010,Uniform/Prot Clthg - Direct (NT),Ops-Fireground,Monsoon Marketing Ltd,PCR003944,-39.3
CLG,FSC,18/08/2010,Uniform/Prot Clthg - Direct (NT),Ops-Fireground,Monsoon Marketing Ltd,PCR003944,-39.3
CLG,FSC,18/08/2010,Uniform/Prot Clthg - Direct (NT),Ops-Fireground,Monsoon Marketing Ltd,PCR003944,-39.3
CLG,FSC,18/08/2010,Uniform/Prot Clthg - Direct (NT),Ops-Fireground,Monsoon Marketing Ltd,PCR003944,-37.8
CLG,FSC,18/08/2010,Uniform/Prot Clthg - Direct (NT),Ops-Fireground,Monsoon Marketing Ltd,PCR003944,-37.8
CLG,FSC,18/08/2010,Uniform/Prot Clthg - Direct (NT),Ops-Fireground,Monsoon Marketing Ltd,PCR003944,-37.8
CLG,FSC,18/08/2010,Uniform/Prot Clthg - Direct (NT),Ops-Fireground,Monsoon Marketing Ltd,PCR003944,-37.8
CLG,FSC,18/08/2010,Uniform/Prot Clthg - Direct (NT),Ops-Fireground,Monsoon Marketing Ltd,PCR003944,-35.8
CLG,FSC,18/08/2010,Uniform/Prot Clthg - Direct (NT),Ops-Fireground,Monsoon Marketing Ltd,PCR003944,-29.95
CLG,FSC,18/08/2010,Uniform/Prot Clthg - Direct (NT),Ops-Fireground,Monsoon Marketing Ltd,PCR003944,-29.95
CLG,FSC,18/08/2010,Uniform/Prot Clthg - Direct (NT),Ops-Fireground,Monsoon Marketing Ltd,PIN081187,-0.05
CLG,FSC,18/08/2010,Uniform/Prot Clthg - Direct (NT),Ops-Fireground,Monsoon Marketing Ltd,PCR003944,0.05
CLG,FSC,18/08/2010,Uniform/Prot Clthg - Direct (NT),Ops-Fireground,Monsoon Marketing Ltd,PIN081187,29.95
CLG,FSC,18/08/2010,Uniform/Prot Clthg - Direct (NT),Ops-Fireground,Monsoon Marketing Ltd,PIN081187,29.95
CLG,FSC,18/08/2010,Uniform/Prot Clthg - Direct (NT),Ops-Fireground,Monsoon Marketing Ltd,PIN081187,35.8
CLG,FSC,18/08/2010,Uniform/Prot Clthg - Direct (NT),Ops-Fireground,Monsoon Marketing Ltd,PIN081187,37.8
CLG,FSC,18/08/2010,Uniform/Prot Clthg - Direct (NT),Ops-Fireground,Monsoon Marketing Ltd,PIN081187,37.8
CLG,FSC,18/08/2010,Uniform/Prot Clthg - Direct (NT),Ops-Fireground,Monsoon Marketing Ltd,PIN081187,37.8
CLG,FSC,18/08/2010,Uniform/Prot Clthg - Direct (NT),Ops-Fireground,Monsoon Marketing Ltd,PIN081187,37.8
CLG,FSC,18/08/2010,Uniform/Prot Clthg - Direct (NT),Ops-Fireground,Monsoon Marketing Ltd,PIN081187,39.3
CLG,FSC,18/08/2010,Uniform/Prot Clthg - Direct (NT),Ops-Fireground,Monsoon Marketing Ltd,PIN081187,39.3
CLG,FSC,18/08/2010,Uniform/Prot Clthg - Direct (NT),Ops-Fireground,Monsoon Marketing Ltd,PIN081187,39.3
CLG,FSC,18/08/2010,Uniform/Prot Clthg - Direct (NT),Ops-Fireground,Monsoon Marketing Ltd,PIN081187,59.9
