DEPARTMENTFAMILY|ENTITY|DATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNO|SUMOFAMOUNT|TEXT|POSTCODE
Department for Transport|Department for Transport|10/10/2011|Car Hire and Leasing|Permanent Secretary|GOVERNMENT CAR & DESPATCH AGENCY|2000013857|6410.5|september 2011|SW8 5AX
Department for Transport|Department for Transport|10/10/2011|EU Capital Grants to NDPBs|Greener Transport & International|HIGHWAYS AGENCY (14272)|2000013858|422218.45|2007-UK-13010-P,PRIORITY PROJECT 13: FINAL PAYMEN|HP2 4XW
Department for Transport|Department for Transport|10/10/2011|EU Capital Grants to NDPBs|Greener Transport & International|HIGHWAYS AGENCY (14272)|2000013858|3059712.40|EasyWay-2007-EU-50010-P - Final Payment|HP2 4XW
Department for Transport|Department for Transport|10/10/2011|EU Capital Grants to NDPBs|Greener Transport & International|SCOTTISH EXECUTIVE (08501)|2000013859|1254705.99|EasyWay-2007-EU-50010-P - Final Payment|EH1 3DG
Department for Transport|Department for Transport|11/10/2011|Services provided by OGDs|Transport Security|FCO SERVICES|2000013911|1143.6|FCO Services - Vetting|MK19 7BH
Department for Transport|Department for Transport|11/10/2011|Carbon Reduction Accredited Offsets|Analysis/Science|HM TREASURY|2000013912|7986|GES annual charges 2011/12|NR7 0HS
Department for Transport|Department for Transport|11/10/2011|Agency Staff Costs|Group HR|HAYS PERSONNEL SERVICE LTD|2000013914|4104|we 23.09.2011|KT3 4JQ
Department for Transport|Department for Transport|11/10/2011|Agency Staff Costs|Group Finance|ALLEN LANE FINANCIAL RECRUITMENT|2000013917|2628.96| - W/E 03/09/11|BN11 2BW
Department for Transport|Department for Transport|11/10/2011|Agency Staff Costs|Group Finance|ALLEN LANE FINANCIAL RECRUITMENT|2000013917|3061.32|w/e 14.05.2011|BN11 2BW
Department for Transport|Department for Transport|11/10/2011|Agency Staff Costs|Group Finance|ALLEN LANE FINANCIAL RECRUITMENT|2000013917|3061.32|W/E 01/10/11|BN11 2BW
Department for Transport|Department for Transport|11/10/2011|Agency Staff Costs|Group Finance|ALLEN LANE FINANCIAL RECRUITMENT|2000013917|3286.2| - W/E 01/10/11|BN11 2BW
Department for Transport|Department for Transport|11/10/2011|Agency Staff Costs|Group Finance|ALLEN LANE FINANCIAL RECRUITMENT|2000013917|3286.2| - W/E 06/08/11|BN11 2BW
Department for Transport|Department for Transport|11/10/2011|Agency Staff Costs|Group Finance|ALLEN LANE FINANCIAL RECRUITMENT|2000013917|3286.2| - W/E 10/09/11|BN11 2BW
Department for Transport|Department for Transport|11/10/2011|Agency Staff Costs|Group Finance|ALLEN LANE FINANCIAL RECRUITMENT|2000013917|3286.2| - W/E 13/08/11|BN11 2BW
Department for Transport|Department for Transport|11/10/2011|Agency Staff Costs|Group Finance|ALLEN LANE FINANCIAL RECRUITMENT|2000013917|3286.2| - W/E 17/09/11|BN11 2BW
Department for Transport|Department for Transport|11/10/2011|Agency Staff Costs|Group Finance|ALLEN LANE FINANCIAL RECRUITMENT|2000013917|3286.2| - W/E 20/08/11|BN11 2BW
Department for Transport|Department for Transport|11/10/2011|Agency Staff Costs|Group Finance|ALLEN LANE FINANCIAL RECRUITMENT|2000013917|3286.2| - W/E 24/09/11|BN11 2BW
Department for Transport|Department for Transport|11/10/2011|Agency Staff Costs|Group Finance|ALLEN LANE FINANCIAL RECRUITMENT|2000013917|3286.2| - W/E 27/08/11|BN11 2BW
Department for Transport|Department for Transport|11/10/2011|Car Hire and Leasing|Air Accident Investigation Branch|ARVAL|2000013918|711.09|ARVAL BRANCH CAR FUEL SEPT 11|SN5 6PE
Department for Transport|Department for Transport|11/10/2011|Property Maintenance|Air Accident Investigation Branch|TEAM Q MAINTENANCE LIMITED|2000013919|8623|TEAM Q AUG - SEPT GROUNDS MAINT|EN8 0NJ
Department for Transport|Department for Transport|11/10/2011|Agency Staff Costs|Group Finance|BADENOCH & CLARK|2000013920|4060.62| W/E 01/10/11|W1T 5AE
Department for Transport|Department for Transport|11/10/2011|Agency Staff Costs|Group Finance|BADENOCH & CLARK|2000013920|4060.62| W/E 24/09/11|W1T 5AE
Department for Transport|Department for Transport|11/10/2011|IT Equipment Capital Cost|Air Accident Investigation Branch|BASSOM COMPUTER CONSULTANCY|2000013921|10132.5|BASSOM SOFTWARE DEVELOPMENT SEPT11|GU9 8LS
Department for Transport|Department for Transport|11/10/2011|Support Services|Aviation|CAA INTERNATIONAL LTD|2000013923|7500|MORS 2011 to 2012|RH6 0YR
Department for Transport|Department for Transport|11/10/2011|Support Services|Aviation|CAA INTERNATIONAL LTD|2000013923|22500|2nd Q 2011/12|RH6 0YR
Department for Transport|Department for Transport|11/10/2011|Support Services|Aviation|CAA INTERNATIONAL LTD|2000013923|168000|SAFA Ramp checks 2011 to 2012|RH6 0YR
Department for Transport|Department for Transport|11/10/2011|Publicity|Group Finance|CENTRAL OFFICE OF INFORMATION|2000013924|-1682.25|PRGXCRN031|SE1 7DU
Department for Transport|Department for Transport|11/10/2011|IT Services  Running Costs|Business Transformation|CENTRAL OFFICE OF INFORMATION|2000013924|3456|October COI Bang SLA|SE1 7DU
Department for Transport|Department for Transport|11/10/2011|IT Services  Running Costs|Business Transformation|CENTRAL OFFICE OF INFORMATION|2000013924|4056|COI Bang SLA Sept|SE1 7DU
Department for Transport|Department for Transport|11/10/2011|Research|Aviation|CIVIL AVIATION AUTHORITY|2000013925|42002|ERCD Work Programme Costs August 2011|RH10 0YR
Department for Transport|Department for Transport|11/10/2011|Machinery Rental|Transport Security|RICOH UK LTD|2000013927|477.79|01.04 - 30.06.2010|NN4 7YB
Department for Transport|Department for Transport|11/10/2011|Transport Consultancy|Local|INTEGRATED TRANSPORT PLANNING LTD|2000013928|2011.12|Consultant Sept 11|MK9 3BP
Department for Transport|Department for Transport|11/10/2011|Management Consultancy|DASH|ITSO SERVICES LTD|2000013929|95000|ISL Q3 30/09/11|B1 2HF
Department for Transport|Department for Transport|11/10/2011|Transport Consultancy|Rail and Road Projects|MOTT MACDONALD|2000013930|1266|ILA Period September 2011|CR9 2UL
Department for Transport|Department for Transport|11/10/2011|Management Consultancy|Commercial & Technical Services|MR TIMOTHY CHARLES MARTIN|2000013932|3112.5|Tim Martin consultancy costs|OX10 7DN
Department for Transport|Department for Transport|11/10/2011|Support Services|Aviation|NEWCASTLE INTERNATIONAL AIRPORT LTD|2000013933|29137.5|National Air traffic services|NE13 8BZ
Department for Transport|Department for Transport|11/10/2011|Transport Consultancy|Rail and Road Projects|THE NICHOLS GROUP|2000013934|21000|01 - 30.09.2011|W1S 2HX
Department for Transport|Department for Transport|11/10/2011|Agency Staff Costs|Rail and Road Projects|THE NICHOLS GROUP|2000013934|24000|01 - 30.09.2011|W1S 2HX
Department for Transport|Department for Transport|11/10/2011|Property Maintenance|Air Accident Investigation Branch|NORRIS & GARDINER|2000013935|578.18|NORRIS & GARDINER BLANKET CART 2010/11|G21 2TH
Department for Transport|Department for Transport|11/10/2011|Management Consultancy|Managing Director Motoring Services|PRICEWATERHOUSECOOPERS LLP|2000013936|7933.76|august 2011|E14 9SQ
Department for Transport|Department for Transport|11/10/2011|Agency Staff Costs|Business Transformation|SAND RESOURCES LTD|2000013938|10609.34|Covers 29.08.11-02.10.11 (24 days)|TN1 1DJ
Department for Transport|Department for Transport|11/10/2011|Support Services|Marine Accident Investigation Branch|TEST HOUSE (CAMBRIDGE) LTD|2000013941|2058|Crane Bolt Blue Note MAIB|CB21 6AL
Department for Transport|Department for Transport|11/10/2011|Small Software|Transport Direct and Travel information|TRAPEZE GROUP (UK) LTD|2000013942|18240|ETNA JourneyWeb UK Licences Sep 11|BA14 6PH
Department for Transport|Department for Transport|11/10/2011|Printing|Roads|THE STATIONERY OFFICE LTD|2000013946|8020|Blue Badge/Sales from July to September 2011|NR3 1PD
Department for Transport|Department for Transport|11/10/2011|Subsidies to Private Sector|Roads|DIRECT RAIL SERVICES LTD|2000013948|36394.00|MSRS (I) PERIOD 5 fy 2011/12  CONTRACT REF MI01|CA3 9NZ
Department for Transport|Department for Transport|11/10/2011|Subsidies to Private Sector|Roads|D B SHENKER RAIL (UK) LIMITED|2000013949|15222.60|MSRS(B) PD4 2011/12 MB02 DB Schenker - Steel|DN4 5PN
Department for Transport|Department for Transport|11/10/2011|Transport Consultancy|Rail Commercial Contracts|BOVIS LEND LEASE CONSULTING LTD|2000013950|11410||HA2 0EE
Department for Transport|Department for Transport|11/10/2011|Other Current Grants to NDPBs (in budgets)|Rail|MERSEY TRAVEL|2000013951|5710014.87|Mersey Travel PTA 7|L3   2AN
Department for Transport|Department for Transport|11/10/2011|Support Services|Aviation|MINISTRY OF DEFENCE|2000013952|3457.21|MoD DFM SAR Incidents FY 11/12|L2 3YL
Department for Transport|Department for Transport|11/10/2011|Small Software|Business Transformation|THE PRESS ASSOCIATION LTD|2000013953|808.19|November 2011|SW1V 1A
Department for Transport|Department for Transport|11/10/2011|Agency Staff Costs|Rail Accident Investigation Branch|SPRING TECHNOLOGY LTD  ALSO T/A|2000013954|732.6|we 02.10.2011|B37 7YE
Department for Transport|Department for Transport|11/10/2011|Periodicals & Subscriptions|General Counsel's Office|WILDY AND SONS LTD|2000013955|1405.05|Manual Payment|WC2A 2JD
Department for Transport|Department for Transport|11/10/2011|Car Hire and Leasing|Air Accident Investigation Branch|MASTERLEASE LTD|2000013958|588||B37 7HQ
Department for Transport|Department for Transport|11/10/2011|Car Hire and Leasing|Air Accident Investigation Branch|MASTERLEASE LTD|2000013958|895.54|MASTERLEASE EXTENDED CONTRACT TO DEC|B37 7HQ
Department for Transport|Department for Transport|11/10/2011|Grant in Aid to NDPBs|DASH|HS2|2000013959|2000000.00|HS2 October  2011 Claim|SW1E 5DU
Department for Transport|Department for Transport|11/10/2011|Transport Consultancy|Roads|GIFFORD LLP|2000013960|8307.6|Document Review & Consultation (Sep 11)|SO40 7HT
Department for Transport|Department for Transport|11/10/2011|Financial Consultancy|Business Transformation|PRGX UK LIMITED|2000013961|886.72|PRGX Spend recoveries Sept 2011|LU1 3LU
Department for Transport|Department for Transport|11/10/2011|Financial Consultancy|Business Transformation|PRGX UK LIMITED|2000013961|4023.8|Spend Analysis Service|LU1 3LU
Department for Transport|Department for Transport|11/10/2011|Financial Consultancy|Business Transformation|PRGX UK LIMITED|2000013961|4951.66|Spend Recovery Audit Sept 2011|LU1 3LU
Department for Transport|Department for Transport|11/10/2011|Rates|Rail and Road Projects|VIRGIN RAIL PROJECTS LTD|2000013962|312543.01|Pendolino lengthening lease payment 9|B5 4HA
Department for Transport|Department for Transport|12/10/2011|IT Consultancy|Transport Security|EDUSERV|2000014004|2160|CH - hosting of KCW September 2011|BA1 1SR
Department for Transport|Department for Transport|12/10/2011|Agency Staff Costs|Group HR|HAYS PERSONNEL SERVICE LTD|2000014005|4104|W/e 30/9/11|KT3 4JQ
Department for Transport|Department for Transport|12/10/2011|Printing|Roads|TAURUS PRINT & DESIGN LTD|2000014006|1369|Education Homelink Sheets|KT14 7LF
Department for Transport|Department for Transport|12/10/2011|Printing|Local|TAURUS PRINT & DESIGN LTD|2000014006|4000|Bikeability lev 1-3, booklet&Certificate|KT14 7LF
Department for Transport|Department for Transport|12/10/2011|Telephone charges|Business Transformation|CABLE & WIRELESS|2000014011|2310.36|C&W -Call Charges - 01.10 -31.10.2011|MK3 5JP
Department for Transport|Department for Transport|12/10/2011|HR Consultancy|Group HR|EMPLOYEE ADVISORY RESOURCE LTD|2000014013|1279.82|Employee Assistance Services Sept 2011|W4 5YB
Department for Transport|Department for Transport|12/10/2011|Capital Grants to Local Authorities|Local|BEDFORD BC|2000014016|236000.00|IT Block - second quarterly payment - 2011/12|MK40 1SJ
Department for Transport|Department for Transport|12/10/2011|Capital Grants to Local Authorities|Local|BEDFORD BC|2000014016|682000.00|Highway Maintenance Block - 2011/12 Quarter 3|MK40 1SJ
Department for Transport|Department for Transport|12/10/2011|Curr Grant to Priv Sect-Persons & NPISH|Roads|CORNWALL MOBILITY CENTRE LTD|2000014017|42383.00|Mobility Centre Q3 Payments 2011-12|TR1 3LJ
Department for Transport|Department for Transport|12/10/2011|Curr Grant to Priv Sect-Persons & NPISH|Roads|DERBY HOSPITALS|2000014018|47556.00|Mobility Centre Q3 Payments 2011-12|DE1 2QY
Department for Transport|Department for Transport|12/10/2011|Curr Grant to Priv Sect-Persons & NPISH|Roads|DISABLED LIVING CENTRE|2000014019|44625.00|Mobility Centre Q3 Payments 2011-12|BS16 2QQ
Department for Transport|Department for Transport|12/10/2011|Capital Grants to Local Authorities|Local|EAST RIDING OF YORKSHIRE COUNCIL|2000014020|448750.00|IT Block - second quarterly payment - 2011/12|HU17 9BA
Department for Transport|Department for Transport|12/10/2011|Capital Grants to Local Authorities|Local|EAST RIDING OF YORKSHIRE COUNCIL|2000014020|2480250.00|Highway Maintenance Block - 2011/12 Quarter 3|HU17 9BA
Department for Transport|Department for Transport|12/10/2011|Subsidies to Private Sector|Roads|FREIGHTLINER LTD|2000014021|1133.78|MSRS(B) PD4 2011-12 MB05 - Freightliner|NW1 2FL
Department for Transport|Department for Transport|12/10/2011|Subsidies to Private Sector|Roads|FREIGHTLINER LTD|2000014021|5581.44|MSRS(B) PD5 2011-12 MB05 - Freightliner|NW1 2FL
Department for Transport|Department for Transport|12/10/2011|Capital Grants to Local Authorities|Local|MIDDLESBROUGH BC|2000014022|240500.00|IT Block - second quarterly payment - 2011/12|TS1 2QQ
Department for Transport|Department for Transport|12/10/2011|Capital Grants to Local Authorities|Local|MIDDLESBROUGH BC|2000014022|425750.00|Highway Maintenance Block - 2011/12 Quarter 3|TS1 2QQ
Department for Transport|Department for Transport|12/10/2011|Subsidies to Private Sector|Roads|GB RAILFREIGHT LTD|2000014023|184639.95|MSRS (I) PD6  2011/12 Ref M105 GB Railfreight|E1 7HA
Department for Transport|Department for Transport|12/10/2011|Capital Grants to Local Authorities|Local|GLOUCESTERSHIRE COUNTY COUNCIL|2000014024|853500.00|IT Block - second quarterly payment - 2011/12|GL1 2TJ
Department for Transport|Department for Transport|12/10/2011|Capital Grants to Local Authorities|Local|GLOUCESTERSHIRE COUNTY COUNCIL|2000014024|3864750.00|Highway Maintenance Block - 2011/12 Quarter 3|GL1 2TJ
Department for Transport|Department for Transport|12/10/2011|Capital Grants to Local Authorities|Local|HEREFORDSHIRE COUNCIL|2000014025|237500.00|IT Block - second quarterly payment - 2011/12|HR1 2XW
Department for Transport|Department for Transport|12/10/2011|Capital Grants to Local Authorities|Local|HEREFORDSHIRE COUNCIL|2000014025|2349500.00|Highway Maintenance Block - 2011/12 Quarter 3|HR1 2XW
Department for Transport|Department for Transport|12/10/2011|Capital Grants to Local Authorities|Local|BATH & NE SOMERSET DC|2000014026|287250.00|IT Block - second quarterly payment - 2011/12|BA1 5AW
Department for Transport|Department for Transport|12/10/2011|Capital Grants to Local Authorities|Local|BATH & NE SOMERSET DC|2000014026|1004000.00|Highway Maintenance Block - 2011/12 Quarter 3|BA1 5AW
Department for Transport|Department for Transport|12/10/2011|Curr Grant to Priv Sect-Persons & NPISH|Roads|EAST ANGLIAN DRIVEABILITY|2000014027|78957.00|Mobility Centre Q3 Payments 2011-12|IP24 3RL
Department for Transport|Department for Transport|12/10/2011|Capital Grants to Local Authorities|Local|BLACKPOOL BC|2000014028|321250.00|IT Block - second quarterly payment - 2011/12|FY1 1LZ
Department for Transport|Department for Transport|12/10/2011|Capital Grants to Local Authorities|Local|BLACKPOOL BC|2000014028|423500.00|Highway Maintenance Block - 2011/12 Quarter 3|FY1 1LZ
Department for Transport|Department for Transport|12/10/2011|Capital Grants to Local Authorities|Local|KINGSTON UPON HULL CITY COUNCIL|2000014029|503500.00|Highway Maintenance Block - 2011/12 Quarter 3|HU1 2AB
Department for Transport|Department for Transport|12/10/2011|Capital Grants to Local Authorities|Local|KINGSTON UPON HULL CITY COUNCIL|2000014029|569500.00|IT Block - second quarterly payment - 2011/12|HU1 2AB
Department for Transport|Department for Transport|12/10/2011|Capital Grants to Local Authorities|Local|BOURNEMOUTH BC|2000014030|359750.00|IT Block - second quarterly payment - 2011/12|BH2 6DY
Department for Transport|Department for Transport|12/10/2011|Capital Grants to Local Authorities|Local|BOURNEMOUTH BC|2000014030|391500.00|Highway Maintenance Block - 2011/12 Quarter 3|BH2 6DY
Department for Transport|Department for Transport|12/10/2011|Capital Grants to Local Authorities|Local|NEWCASTLE CITY COUNCIL|2000014031|572500.00|Highway Maintenance Block - 2011/12 Quarter 3|NE99 1RD
Department for Transport|Department for Transport|12/10/2011|Capital Grants to Local Authorities|Local|NEWCASTLE CITY COUNCIL|2000014031|2904250.00|IT Block - second quarterly payment - 2011/12|NE99 1RD
Department for Transport|Department for Transport|12/10/2011|Capital Grants to Local Authorities|Local|NORTH EAST LINCOLN DC|2000014032|281500.00|IT Block - second quarterly payment - 2011/12|DN35 8LN
Department for Transport|Department for Transport|12/10/2011|Capital Grants to Local Authorities|Local|NORTH EAST LINCOLN DC|2000014032|424500.00|Highway Maintenance Block - 2011/12 Quarter 3|DN35 8LN
Department for Transport|Department for Transport|12/10/2011|Capital Grants to Local Authorities|Local|BRACKNELL FOREST BC|2000014033|131500.00|IT Block - second quarterly payment - 2011/12|RG12 1AQ
Department for Transport|Department for Transport|12/10/2011|Capital Grants to Local Authorities|Local|BRACKNELL FOREST BC|2000014033|466750.00|Highway Maintenance Block - 2011/12 Quarter 3|RG12 1AQ
Department for Transport|Department for Transport|12/10/2011|Capital Grants to Local Authorities|Local|NORTH YORKSHIRE CC|2000014034|958750.00|IT Block - second quarterly payment - 2011/12|DL7 8AL
Department for Transport|Department for Transport|12/10/2011|Capital Grants to Local Authorities|Local|NORTH YORKSHIRE CC|2000014034|6313000.00|Highway Maintenance Block - 2011/12 Quarter 3|DL7 8AL
