DEPARTMENT|ENTITY|DATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNUMBER|AMOUNT|DESCRIPTION|POSTCODE
Department for Transport|BTP|14/11/2013|INTANG ASSETS LICENCES-ADD|CAPITAL CONTROL ACCOUNT|PHOENIX SOFTWARE LTD|310150|832.61|CAPITAL CONTROL ACCOUNT|YO42 1NS
Department for Transport|BTP|04/11/2013|HIRE OF NON POLICE EQUIPMENT|PDU CAMDEN ROAD|Phs Group Plc|309231|1700.22|FINANCE & CORPORATE SERVICES|CF83 1XH
Department for Transport|BTP|08/11/2013|VENDING MACHINE - CONSUMABLES|FHQ POLICE AUTHORITY|Phs Group Plc|309751|1119.48|FHQ POLICE AUTHORITY|CF83 1XH
Department for Transport|BTP|29/11/2013|TRAINING - POLICE|HR LEARNING AND DEVELOPMENT|PITNEY BOWES SOFTWARE|311409|3600|PEOPLE & DEVELOPMENT|RG9 6AB
Department for Transport|BTP|04/11/2013|PRISONERS EXPENSES|LN CUSTODY|PMD MAGNETICS|308725|588|LN Operations|CV37 0HR
Department for Transport|BTP|14/11/2013|EQUIP PURCH - NON POL (NONCAP)|FHQ CCTV PROJECT TEAM|PMD MAGNETICS|309315|739.8|ACC (PROTECTIVE SERVICES)|CV37 0HR
Department for Transport|BTP|04/11/2013|TRAINING - POLICE|PROFESSIONAL STANDARDS|POLICE & CRIME COMMISSIONER-NORTHAMPTONSHIRE|306882|1560|DEP. CHIEF CONSTABLE TOTAL|CW7 9FW
Department for Transport|BTP|04/11/2013|IDENT CHARGES (VIPER)|LS IDENTITY PARADE SUITE|POLICE AND CRIME COMMISSIONER  WEST YORKSHIRE|309293|4549.25|London South Inner London|WF1 3QP
Department for Transport|BTP|04/11/2013|IDENT CHARGES (VIPER)|WN BIRMINGHAM STAFF COSTS|POLICE AND CRIME COMMISSIONER  WEST YORKSHIRE|309016|2567|Ww North Sector Command|WF1 3QP
Department for Transport|BTP|14/11/2013|TRAINING - POLICE|EVENT PLAN & CO-ORD. UNIT|POLICE AND CRIME COMMISSIONER FOR WALES|308714|-2600|OPERATIONS DEPT|CF31 3SU
Department for Transport|BTP|14/11/2013|TRAINING - POLICE|EVENT PLAN & CO-ORD. UNIT|POLICE AND CRIME COMMISSIONER FOR WALES|294229|2600|OPERATIONS DEPT|CF31 3SU
Department for Transport|BTP|14/11/2013|INVENTORIES-ADDITIONS-FORCE|FORCE BALANCE SHEET (EXCL.FAR)|PORTWEST CLOTHING LTD|309918|3920.02|FORCE BALANCE SHEET (EXCL.FAR)|S63 0JF
Department for Transport|BTP|08/11/2013|ROAD FUND LICENCE|FHQ VEHICLE FLEET MANAGER|POST OFFICE LIMITED|309887|2905|FINANCE & CORPORATE SERVICES|NW1 9LN
Department for Transport|BTP|14/11/2013|H&S - NON CAPITAL|HR BUSINESS CENTRE(BIRMINGHAM)|POSTURITE UK LTD|309626|625.99|PEOPLE & DEVELOPMENT|BN26 6SZ
Department for Transport|BTP|14/11/2013|CARRIAGE|HR BUSINESS CENTRE(BIRMINGHAM)|POSTURITE UK LTD|309626|30|PEOPLE & DEVELOPMENT|BN26 6SZ
Department for Transport|BTP|04/11/2013|PURCH FURNITURE (NONCAP)|FHQ TECHNOLOGY MANAGER|POSTURITE UK LTD|309352|603|OPERATIONS DEPT|BN26 6SZ
Department for Transport|BTP|29/11/2013|CASH SEIZURES UNDER 1,000|FORCE BALANCE SHEET (EXCL.FAR)|POUT & FOSTER|33611|14597.02|FORCE BALANCE SHEET (EXCL.FAR)|DL3 3BE
Department for Transport|BTP|04/11/2013|TRAINING - POLICE|HR LEARNING AND DEVELOPMENT|PPA|309228|14760|PEOPLE & DEVELOPMENT|GU1 1HZ
Department for Transport|BTP|22/11/2013|VEHICLE OWNED - ADDIT 5 YEARS|CAPITAL CONTROL ACCOUNT|PRESSFAB EVO LTD|308984|6341.09|CAPITAL CONTROL ACCOUNT|MK45 4RP
Department for Transport|BTP|22/11/2013|VEHICLE OWNED - ADDIT 5 YEARS|CAPITAL CONTROL ACCOUNT|PRESSFAB EVO LTD|308705|-6341.09|CAPITAL CONTROL ACCOUNT|MK45 4RP
Department for Transport|BTP|22/11/2013|INVENTORIES-ADDITIONS-FORCE|FORCE BALANCE SHEET (EXCL.FAR)|PRICE WESTERN LEATHER CO. LTD|310866|7682.7|FORCE BALANCE SHEET (EXCL.FAR)|TA24 5DX
Department for Transport|BTP|08/11/2013|PRINTING|MARKETING|PRINTFLOW  LTD|309614|1710|DEP. CHIEF CONSTABLE TOTAL|EC1V 7JD
Department for Transport|BTP|18/11/2013|PRINTING|MARKETING|PRINTFLOW COMMUNICATIONS LTD|310504|7246.8|DEP. CHIEF CONSTABLE TOTAL|EC1V 7JD
Department for Transport|BTP|22/11/2013|PRINTING|MARKETING|PRINTFLOW COMMUNICATIONS LTD|311043|1378.8|DEP. CHIEF CONSTABLE TOTAL|EC1V 7JD
Department for Transport|BTP|29/11/2013|PRINTING|MARKETING|PRINTFLOW COMMUNICATIONS LTD|311477|570|DEP. CHIEF CONSTABLE TOTAL|EC1V 7JD
Department for Transport|BTP|14/11/2013|INVENTORIES-ADDITIONS-FORCE|FORCE BALANCE SHEET (EXCL.FAR)|QUAZAR INTERNATIONAL LTD|308938|5532|FORCE BALANCE SHEET (EXCL.FAR)|ME20 7SP
Department for Transport|BTP|22/11/2013|EQUIP PURCH - POLICE  (NONCAP)|NW A.I.B|RADIO TACTICS LIMITED|310861|1488|NW Central Cost Sector Command|SO16 4HQ
Department for Transport|BTP|22/11/2013|CARRIAGE|NW A.I.B|RADIO TACTICS LIMITED|310861|6|NW Central Cost Sector Command|SO16 4HQ
Department for Transport|BTP|18/11/2013|TEMPORARY STAFF|FHQ FINANCE|Reed Employment|310481|1684.8|FINANCE & CORPORATE SERVICES|SW20 OBA
Department for Transport|BTP|18/11/2013|TEMPORARY STAFF|FHQ FINANCE|Reed Employment|310470|748.8|FINANCE & CORPORATE SERVICES|SW20 OBA
Department for Transport|BTP|18/11/2013|TEMPORARY STAFF|FHQ FINANCE|Reed Employment|310472|748.8|FINANCE & CORPORATE SERVICES|SW20 OBA
Department for Transport|BTP|18/11/2013|TEMPORARY STAFF|FHQ FINANCE|Reed Employment|310480|1684.8|FINANCE & CORPORATE SERVICES|SW20 OBA
Department for Transport|BTP|18/11/2013|TEMPORARY STAFF|FHQ FINANCE|Reed Employment|310467|1684.8|FINANCE & CORPORATE SERVICES|SW20 OBA
Department for Transport|BTP|18/11/2013|TEMPORARY STAFF|FHQ FINANCE|Reed Employment|310471|748.8|FINANCE & CORPORATE SERVICES|SW20 OBA
Department for Transport|BTP|18/11/2013|EMPLOYMENT AGENCY COMMISSION|HR RECRUITMENT BC BIRMINGHAM|Reed Employment|310466|5976.89|PEOPLE & DEVELOPMENT|SW20 OBA
Department for Transport|BTP|18/11/2013|TEMPORARY STAFF|STRATEGIC DEVELOPMENT DEPT|Reed Employment|310565|2760|DEP. CHIEF CONSTABLE TOTAL|SW20 OBA
Department for Transport|BTP|18/11/2013|TEMPORARY STAFF|STRATEGIC DEVELOPMENT DEPT|Reed Employment|310562|2760|DEP. CHIEF CONSTABLE TOTAL|SW20 OBA
Department for Transport|BTP|18/11/2013|TEMPORARY STAFF|STRATEGIC DEVELOPMENT DEPT|Reed Employment|310563|2760|DEP. CHIEF CONSTABLE TOTAL|SW20 OBA
Department for Transport|BTP|29/11/2013|EMPLOYMENT AGENCY COMMISSION|HR RECRUITMENT BC BIRMINGHAM|Reed Employment|311519|1566|PEOPLE & DEVELOPMENT|SW20 OBA
Department for Transport|BTP|22/11/2013|INTERPRETERS FEES|WN CID|RELIANCE TRANSLATIONS|310974|552|WW Central Cost Sector Command|M16 8PL
Department for Transport|BTP|14/11/2013|EXTERNAL ARCHIVING|PS MIU|RESTORE PLC|310249|620.24|ACC (PROTECTIVE SERVICES)|RH1 5DY
Department for Transport|BTP|04/11/2013|BUILDING RENTAL|L&D SAFETY TEAMS|RFCA-GL|309249|-4953|PEOPLE & DEVELOPMENT|SW6 3JS
Department for Transport|BTP|04/11/2013|BUILDING RENTAL|L&D SAFETY TEAMS|RFCA-GL|309252|-8544|PEOPLE & DEVELOPMENT|SW6 3JS
Department for Transport|BTP|04/11/2013|RECRUITMENT COSTS|L&D OPERATIONS & TRAINING|RFCA-GL|309247|2835|PEOPLE & DEVELOPMENT|SW6 3JS
Department for Transport|BTP|14/11/2013|BUILDING RENTAL|L&D SAFETY TEAMS|RFCA-GL|310117|16877|PEOPLE & DEVELOPMENT|SW6 3JS
Department for Transport|BTP|04/11/2013|BUILDING RENTAL|L&D SAFETY TEAMS|RFCA-GL|309262|26874|PEOPLE & DEVELOPMENT|SW6 3JS
Department for Transport|BTP|22/11/2013|INTERPRETERS FEES|NE LEEDS STAFF COSTS|ROLAND DUKA|33564|592.57|N.E East Sector Command|HD2 2BL
Department for Transport|BTP|22/11/2013|EQUIP PURCH - POLICE  (NONCAP)|LS A.I.B|ROUTESAFE SYSTEM|311099|1524|LS Total Command|RG27 8NY
Department for Transport|BTP|22/11/2013|POSTAGE|LS A.I.B|ROUTESAFE SYSTEM|311099|18|LS Total Command|RG27 8NY
Department for Transport|BTP|18/11/2013|PRINTING|LN CUSTODY|RR DONNELLEY GLOBAL DOCUMENT SOLUTIONS GROUP|308133|530.71|LN Operations|PE29 6YD
Department for Transport|BTP|29/11/2013|TELEPHONE - MOBILES|FHQ VEHICLE FLEET MANAGER|RSG ENGINEERING|309176|12240|FINANCE & CORPORATE SERVICES|WS11 1DB
Department for Transport|BTP|22/11/2013|OCCUPATIONAL HEALTH COSTS|NE AREA COMMAND|SANTIA HEALTH AND SAFETY LIMITED|310920|-789.36|NE Command Sector|CF83 2GG
Department for Transport|BTP|22/11/2013|OCCUPATIONAL HEALTH COSTS|SC SECT. COMM. CENT STF COSTS|SANTIA HEALTH AND SAFETY LIMITED|310779|1233.36|Sc Central Cost Sector Command|CF83 2GG
Department for Transport|BTP|22/11/2013|OCCUPATIONAL HEALTH COSTS|NE AREA COMMAND|SANTIA HEALTH AND SAFETY LIMITED|311094|1134|NE Command Sector|CF83 2GG
Department for Transport|BTP|22/11/2013|OCCUPATIONAL HEALTH COSTS|NE AREA COMMAND|SANTIA HEALTH AND SAFETY LIMITED|307824|789.36|NE Command Sector|CF83 2GG
Department for Transport|BTP|18/11/2013|OCCUPATIONAL HEALTH COSTS|WELLBEING|SANTIA HEALTH AND SAFETY LIMITED|310515|3420.72|PEOPLE & DEVELOPMENT|CF83 2GG
Department for Transport|BTP|18/11/2013|RECRUITMENT-PRE-EMPLOY MEDICAL|HR RECRUITMENT BC BIRMINGHAM|SANTIA HEALTH AND SAFETY LIMITED|310515|6145.92|PEOPLE & DEVELOPMENT|CF83 2GG
Department for Transport|BTP|22/11/2013|OCCUPATIONAL HEALTH COSTS|WN SUPPORT SERVICES|SANTIA HEALTH AND SAFETY LIMITED|310519|1272|Ww West Sector Command|CF83 2GG
Department for Transport|BTP|22/11/2013|OCCUPATIONAL HEALTH COSTS|WELLBEING|SANTIA HEALTH AND SAFETY LIMITED|310620|318|PEOPLE & DEVELOPMENT|CF83 2GG
Department for Transport|BTP|22/11/2013|RECRUITMENT-PRE-EMPLOY MEDICAL|HR RECRUITMENT BC BIRMINGHAM|SANTIA HEALTH AND SAFETY LIMITED|310620|558.72|PEOPLE & DEVELOPMENT|CF83 2GG
Department for Transport|BTP|22/11/2013|OCCUPATIONAL HEALTH COSTS|NE AREA COMMAND|SANTIA HEALTH AND SAFETY LIMITED|310919|636|NE Command Sector|CF83 2GG
Department for Transport|BTP|08/11/2013|PURCHASE UNIFORM|LN WCML MOTORCYCLE TEAM|SCOTT LEATHERS LTD|309467|936|LN West Sector Command|DL12 8JL
Department for Transport|BTP|14/11/2013|PURCHASE UNIFORM|NE MOTORCYCLE UNIT|SCOTT LEATHERS LTD|310109|804|N.E West Sector Command|DL12 8JL
Department for Transport|BTP|04/11/2013|ELECTRICITY|SC AREA COMMAND|SCOTTISH POWER Plc|309201|3703.64|Scot Command Sector|G44 4YU
Department for Transport|BTP|29/11/2013|EQUIP PURCH - NON POL (NONCAP)|LN AIB|Secure Syst Ltd-trading as Mel Secure Ltd|311376|798|LN TASKING & CO-ORDINATING|CV3 4FJ
Department for Transport|BTP|18/11/2013|PURCH FURNITURE (NONCAP)|HR BUSINESS CENTRE(BIRMINGHAM)|SENATOR INTERNATIONAL LTD|309450|10650|PEOPLE & DEVELOPMENT|BB5 5YE
Department for Transport|BTP|14/11/2013|EMPLOYMENT AGENCY COMMISSION|HR RECRUITMENT BC BIRMINGHAM|SERVOCA  RESOURCING SOLUTION LTD|310275|1467.25|PEOPLE & DEVELOPMENT|WC2H 7DT
Department for Transport|BTP|08/11/2013|LH IMPROVEMENTS - ADDITIONS|CAPITAL CONTROL ACCOUNT|SHARED SERVICE CENTRE DTZ DEBENHAM TIE LEUNG|306922|900|CAPITAL CONTROL ACCOUNT|EH3 9QG
Department for Transport|BTP|08/11/2013|VEHICLE HIRE - NONOPS|SC A.I.B|SHB HIRE LTD|309832|781.2|Sc Central Cost Sector Command|SO51 9DQ
Department for Transport|BTP|29/11/2013|PUBLICITY|MARKETING|SHERRY DESIGN|311457|7827|DEP. CHIEF CONSTABLE TOTAL|EC1V 3QR
Department for Transport|BTP|29/11/2013|PUBLICITY|MARKETING|SHERRY DESIGN|311456|4896|DEP. CHIEF CONSTABLE TOTAL|EC1V 3QR
Department for Transport|BTP|04/11/2013|RECRUITMENT COSTS|HR RECRUITMENT BC BIRMINGHAM|SHIRE PROFESSIONAL|309256|1914|PEOPLE & DEVELOPMENT|S81 8DG
Department for Transport|BTP|04/11/2013|PROFESSIONAL FEES|PROFESSIONAL STANDARDS|SIMONS MUIRHEAD & BURTON|309260|3300|DEP. CHIEF CONSTABLE TOTAL|W1D 3JB
Department for Transport|BTP|04/11/2013|PROFESSIONAL FEES|PROFESSIONAL STANDARDS|SIMONS MUIRHEAD & BURTON|309258|3000|DEP. CHIEF CONSTABLE TOTAL|W1D 3JB
Department for Transport|BTP|14/11/2013|SOLICITORS FEES|FHQ HR CORPORATE SERVICES|SIMONS MUIRHEAD & BURTON|310260|9240|PEOPLE & DEVELOPMENT|W1D 3JB
Department for Transport|BTP|22/11/2013|SOLICITORS FEES|PROFESSIONAL STANDARDS|SIMONS MUIRHEAD & BURTON|310988|1800|DEP. CHIEF CONSTABLE TOTAL|W1D 3JB
Department for Transport|BTP|22/11/2013|PROFESSIONAL FEES|PROFESSIONAL STANDARDS|SIMONS MUIRHEAD & BURTON|310989|2400|DEP. CHIEF CONSTABLE TOTAL|W1D 3JB
Department for Transport|BTP|22/11/2013|PROFESSIONAL FEES|PROFESSIONAL STANDARDS|SIMONS MUIRHEAD & BURTON|310984|810|DEP. CHIEF CONSTABLE TOTAL|W1D 3JB
Department for Transport|BTP|22/11/2013|PROFESSIONAL FEES|PROFESSIONAL STANDARDS|SIMONS MUIRHEAD & BURTON|310990|4830|DEP. CHIEF CONSTABLE TOTAL|W1D 3JB
Department for Transport|BTP|22/11/2013|SOLICITORS FEES|PROFESSIONAL STANDARDS|SIMONS MUIRHEAD & BURTON|310990|1800|DEP. CHIEF CONSTABLE TOTAL|W1D 3JB
Department for Transport|BTP|22/11/2013|PROFESSIONAL FEES|PROFESSIONAL STANDARDS|SIMONS MUIRHEAD & BURTON|310985|1200|DEP. CHIEF CONSTABLE TOTAL|W1D 3JB
Department for Transport|BTP|14/11/2013|CLAIM - EMPLOYMENT TRIBUNALS|FHQ HR CORPORATE SERVICES|SIMONS MUIRHEAD & BURTON|310256|5544|PEOPLE & DEVELOPMENT|W1D 3JB
Department for Transport|BTP|14/11/2013|SOLICITORS FEES|FHQ HR CORPORATE SERVICES|SIMONS MUIRHEAD & BURTON|310263|5208|PEOPLE & DEVELOPMENT|W1D 3JB
Department for Transport|BTP|22/11/2013|SOLICITORS FEES|PROFESSIONAL STANDARDS|SIMONS MUIRHEAD & BURTON|310986|1410|DEP. CHIEF CONSTABLE TOTAL|W1D 3JB
Department for Transport|BTP|22/11/2013|PROFESSIONAL FEES|PROFESSIONAL STANDARDS|SIMONS MUIRHEAD & BURTON|310987|1560|DEP. CHIEF CONSTABLE TOTAL|W1D 3JB
Department for Transport|BTP|14/11/2013|SOLICITORS FEES|FHQ HR CORPORATE SERVICES|SIMONS MUIRHEAD & BURTON|310264|18259.92|PEOPLE & DEVELOPMENT|W1D 3JB
Department for Transport|BTP|22/11/2013|SECURITY SYSTEM MAINTENANCE|FORCEWIDE MAINTENANCE|SIS SECURITY LIMITED|310612|826.44|FINANCE & CORPORATE SERVICES|WA2 7TT
Department for Transport|BTP|08/11/2013|TRAINING - POLICE|HR LEARNING AND DEVELOPMENT|SNOWDROP CONSULTING LTD.|309745|2457.6|PEOPLE & DEVELOPMENT|CM1 4EX
Department for Transport|BTP|08/11/2013|IT HARDWARE PURCH (NONCAP)|FHQ TECHNOLOGY MANAGER|Software Box Ltd|309738|1200|OPERATIONS DEPT|YO61 1ET
Department for Transport|BTP|04/11/2013|EQUIP PURCH - POLICE  (NONCAP)|PS COVERT INVESTIGATIONS UNIT|SONIC COMMUNICATIONS (INT) LTD|308793|636|ACC (PROTECTIVE SERVICES)|B37 7HB
Department for Transport|BTP|04/11/2013|PURCHASE UNIFORM|LN WCML MOTORCYCLE TEAM|SONIC COMMUNICATIONS (INT) LTD|309354|1495.4|LN West Sector Command|B37 7HB
Department for Transport|BTP|14/11/2013|P&M - ADDITIONS|CAPITAL CONTROL ACCOUNT|SOUTHERN SCIENTIFC LTD|310234|51907.2|CAPITAL CONTROL ACCOUNT|BN5 9SL
Department for Transport|BTP|22/11/2013|SURVEYS - NON PREMISES|STRATEGIC DEVELOPMENT DEPT|SPA FUTURE THINKING|309443|3110.95|DEP. CHIEF CONSTABLE TOTAL|HP13 6AE
Department for Transport|BTP|22/11/2013|IT HARDWARE MAINTENANCE|FHQ TECHNOLOGY MANAGER|SPECIALIST COMPUTER CENTRES PLC|310898|34641.67|OPERATIONS DEPT|B11 2LE
Department for Transport|BTP|22/11/2013|TRAINING - POLICE|LN PERSONNEL|Strategic Management Development Ltd|309921|3840|LN AREA COMMAND SECTOR|PE8 5AN
Department for Transport|BTP|04/11/2013|STATIONERY|LN INNER LONDON CID|SUPPLIES TEAM|308967|566.94|LN CID OPERATIONS|S9 1XU
Department for Transport|BTP|08/11/2013|STATIONERY|LS CROYDON STAFF COSTS|SUPPLIES TEAM|309841|590.75|LS Outer London|S9 1XU
Department for Transport|BTP|22/11/2013|EQUIP PURCH - NON POL (NONCAP)|SC OPERATIONAL SUPPORT UNIT 2|SURE24 LTD|311040|1295.52|Scot West Sector Command|NG13 8GG
Department for Transport|BTP|22/11/2013|CARRIAGE|SC OPERATIONAL SUPPORT UNIT 2|SURE24 LTD|311040|36|Scot West Sector Command|NG13 8GG
Department for Transport|BTP|22/11/2013|TRAINING - POLICE|HR LEARNING AND DEVELOPMENT|Tavcom Ltd|310585|942|PEOPLE & DEVELOPMENT|SO32 1QD
Department for Transport|BTP|14/11/2013|INVENTORIES-ADDITIONS-FORCE|FORCE BALANCE SHEET (EXCL.FAR)|TCH UK LTD|310236|5175|FORCE BALANCE SHEET (EXCL.FAR)|B42 1DN
Department for Transport|BTP|29/11/2013|EQUIP PURCH - NON POL (NONCAP)|WN SUPPORT SERVICES|TETRA SCENE OF CRIME LIMITED|310591|609.6|Ww West Sector Command|SS14 3WE
Department for Transport|BTP|29/11/2013|CARRIAGE|WN SUPPORT SERVICES|TETRA SCENE OF CRIME LIMITED|310591|7.8|Ww West Sector Command|SS14 3WE
Department for Transport|BTP|04/11/2013|CABLE THEFT COSTS - DFT|METAL THEFT TASKFORCE|THAMES VALLEY POLICE AUTHORITY|309160|34040|ACC (PROTECTIVE SERVICES)|OX5 2YS
Department for Transport|BTP|08/11/2013|WATER RATES|LN FINANCE|THAMES WATER UTILITIES LTD|309471|898.83|LN AREA COMMAND SECTOR|SN38 3TW
Department for Transport|BTP|04/11/2013|WATER RATES|FHQ FACILITIES|THAMES WATER UTILITIES LTD|309290|1090.92|FINANCE & CORPORATE SERVICES|SN38 3TW
Department for Transport|BTP|18/11/2013|WATER RATES|BLUNDELL STREET|THAMES WATER UTILITIES LTD|310492|559.59|FINANCE & CORPORATE SERVICES|SN38 3TW
Department for Transport|BTP|22/11/2013|WATER RATES|LS INNER LONDON TEAM 5|THAMES WATER UTILITIES LTD|311081|653.02|London South Inner London|SN38 3TW
Department for Transport|BTP|14/11/2013|PRISONERS EXPENSES|LN CUSTODY|THE APPROPRIATE ADULT SERVICE|309926|1329.6|LN Operations|NN12 8JJ
Department for Transport|BTP|22/11/2013|EQUIP PURCH - POLICE  (NONCAP)|EVENT PLAN & CO-ORD. UNIT|THE HEIGHTEC GROUP LTD|309217|1154.28|OPERATIONS DEPT|LA9 6NH
Department for Transport|BTP|22/11/2013|TRAINING - STAFF|FINANCE RESTRUCUTRE|THE KNOWLEDGE ACADEMY LIMITED|311039|1186.8|FINANCE & CORPORATE SERVICES|SL4 4RP
Department for Transport|BTP|29/11/2013|TRAINING - STAFF|DIRECTORATE CORPORATE RESOURCE|THE LEADERSHIP CHALLENGE LIMITED|303278|4440|FINANCE & CORPORATE SERVICES|SY3 8HU
Department for Transport|BTP|22/11/2013|TRAINING - POLICE|HR LEARNING AND DEVELOPMENT|The Police Foundation|310833|708|PEOPLE & DEVELOPMENT|SW8 1UD
Department for Transport|BTP|22/11/2013|CEREMONIES|LS AREA COMMAND|THE RAIL STAFF AWARDS|32936|828|LS Total Command|LE67 3FP
Department for Transport|BTP|22/11/2013|TRAINING - POLICE|FIREARMS CAPABILITY|THE RANGE STORE LIMITED|310971|1976.4|ACC (PROTECTIVE SERVICES)|RG14 5SJ
Department for Transport|BTP|29/11/2013|INVENTORIES-ADDITIONS-FORCE|FORCE BALANCE SHEET (EXCL.FAR)|TITHERINGTONS SERVICES LIMITED|311400|2732.4|FORCE BALANCE SHEET (EXCL.FAR)|L20 1EE
Department for Transport|BTP|29/11/2013|INVENTORIES-ADDITIONS-FORCE|FORCE BALANCE SHEET (EXCL.FAR)|TITHERINGTONS SERVICES LIMITED|311441|946.74|FORCE BALANCE SHEET (EXCL.FAR)|L20 1EE
Department for Transport|BTP|04/11/2013|HIRE OF CONSULTANTS|FHQ TECHNOLOGY MANAGER|TLP CONSULTANCY LTD|309175|3000|OPERATIONS DEPT|RH1 4HW
Department for Transport|BTP|22/11/2013|TEMPORARY STAFF|FHQ TECHNOLOGY MANAGER|TLP CONSULTANCY LTD|310912|2700|OPERATIONS DEPT|RH1 4HW
Department for Transport|BTP|22/11/2013|HIRE OF CONSULTANTS|FHQ TECHNOLOGY MANAGER|TLP CONSULTANCY LTD|310912|300|OPERATIONS DEPT|RH1 4HW
Department for Transport|BTP|29/11/2013|EMPLOYMENT AGENCY COMMISSION|HR RECRUITMENT BC BIRMINGHAM|TLP CONSULTANCY LTD|311475|7953.84|PEOPLE & DEVELOPMENT|RH1 4HW
Department for Transport|BTP|22/11/2013|TEMPORARY STAFF|FHQ TECHNOLOGY MANAGER|TLP CONSULTANCY LTD|310930|3000|OPERATIONS DEPT|RH1 4HW
Department for Transport|BTP|08/11/2013|INTANG ASSETS WEBSITES-ADD|CAPITAL CONTROL ACCOUNT|TMP (UK) Ltd|309205|29400|CAPITAL CONTROL ACCOUNT|W1T 7RQ
Department for Transport|BTP|08/11/2013|ADVERTISING - EMPLOYEES|HR RECRUITMENT BC BIRMINGHAM|TMP (UK) Ltd|309440|2618.4|PEOPLE & DEVELOPMENT|W1T 7RQ
Department for Transport|BTP|29/11/2013|ADVERTISING - EMPLOYEES|HR RECRUITMENT BC BIRMINGHAM|TMP (UK) Ltd|311438|1121.4|PEOPLE & DEVELOPMENT|W1T 7RQ
Department for Transport|BTP|04/11/2013|ADHOC MTCE - BUILDINGS|FORCEWIDE MAINTENANCE|Tocanos Ltd t/a Arc Electrical|309173|1922.4|FINANCE & CORPORATE SERVICES|SE1 1PN
Department for Transport|BTP|29/11/2013|ADHOC MTCE - BUILDINGS|FORCEWIDE MAINTENANCE|Tocanos Ltd t/a Arc Electrical|311499|562.2|FINANCE & CORPORATE SERVICES|SE1 1PN
Department for Transport|BTP|04/11/2013|INVENTORIES-ADDITIONS-FORCE|FORCE BALANCE SHEET (EXCL.FAR)|Toye, Kenning & Spencer Ltd|309316|3582.06|FORCE BALANCE SHEET (EXCL.FAR)|C12 8QR
Department for Transport|BTP|29/11/2013|BUILDING RENTAL|NE DERBY|TPT LTD CLIENTS GENERAL RECEIPTS ACCOUNT|311478|2366.4|NE EAST MIDLAND SECTOR COMMAND|SE1 0LH
Department for Transport|BTP|29/11/2013|SERVICE CHARGES|NE DERBY|TPT LTD CLIENTS GENERAL RECEIPTS ACCOUNT|311478|27|NE EAST MIDLAND SECTOR COMMAND|SE1 0LH
Department for Transport|BTP|29/11/2013|INSURANCE - PREMIUMS|NE DERBY|TPT LTD CLIENTS GENERAL RECEIPTS ACCOUNT|311478|7.2|NE EAST MIDLAND SECTOR COMMAND|SE1 0LH
Department for Transport|BTP|29/11/2013|BUILDING RENTAL|NE LEICESTER|TPT LTD CLIENTS GENERAL RECEIPTS ACCOUNT|311479|1638.9|NE EAST MIDLAND SECTOR COMMAND|SE1 0LH
Department for Transport|BTP|29/11/2013|SERVICE CHARGES|NE LEICESTER|TPT LTD CLIENTS GENERAL RECEIPTS ACCOUNT|311479|90|NE EAST MIDLAND SECTOR COMMAND|SE1 0LH
Department for Transport|BTP|29/11/2013|INSURANCE - PREMIUMS|NE LEICESTER|TPT LTD CLIENTS GENERAL RECEIPTS ACCOUNT|311479|24|NE EAST MIDLAND SECTOR COMMAND|SE1 0LH
Department for Transport|BTP|29/11/2013|BUILDING RENTAL|NE LINCOLN STAFF COSTS|TPT LTD CLIENTS GENERAL RECEIPTS ACCOUNT|311480|1200|NE South Sector Command|SE1 0LH
Department for Transport|BTP|29/11/2013|BUILDING RENTAL|NE SHEFFIELD STAFF COSTS|TPT LTD CLIENTS GENERAL RECEIPTS ACCOUNT|311481|4290|NE South Sector Command|SE1 0LH
Department for Transport|BTP|29/11/2013|SERVICE CHARGES|NE SHEFFIELD STAFF COSTS|TPT LTD CLIENTS GENERAL RECEIPTS ACCOUNT|311481|148.5|NE South Sector Command|SE1 0LH
Department for Transport|BTP|29/11/2013|INSURANCE - PREMIUMS|NE SHEFFIELD STAFF COSTS|TPT LTD CLIENTS GENERAL RECEIPTS ACCOUNT|311481|39.6|NE South Sector Command|SE1 0LH
Department for Transport|BTP|08/11/2013|EQUIP PURCH - NON POL (NONCAP)|SC A.I.B|TRACKIT247 LTD|309777|766.08|Sc Central Cost Sector Command|WD25 9BD
Department for Transport|BTP|08/11/2013|CARRIAGE|SC A.I.B|TRACKIT247 LTD|309777|36|Sc Central Cost Sector Command|WD25 9BD
Department for Transport|BTP|29/11/2013|BUILDING RENTAL|NE DONCASTER STAFF COSTS|Trafcourt Properties Limited|311482|8640|NE South Sector Command|DE6 1DG
Department for Transport|BTP|22/11/2013|IT SOFTWARE MAINTENANCE|FHQ TECHNOLOGY MANAGER|TRAVEL INFORMATION SYSTEMS LTD|310972|11688|OPERATIONS DEPT|NW1 9NX
Department for Transport|BTP|14/11/2013|CLAIM - EMPLOYER LIABILITY|CORPORATE RISK TEAM|TRAVELERS INSURANCE CO LTD|33465|41093.04|FINANCE & CORPORATE SERVICES|LS1 2RP
Department for Transport|BTP|08/11/2013|CLEANING CONTRACT - BUILDINGS|NE DONCASTER STAFF COSTS|TRUSTCLEAN LIMITED|309764|1457.41|NE South Sector Command|DN5 9QH
