DEPARTMENT|ENTITY|DATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNUMBER|AMOUNT|DESCRIPTION|SUPPLIERPOSTCODE|
Department for Transport|VCA|29/07/2014|Contractors Fees - MSC|VCA North America|xxxxxx|20882|1010.60|#|#|
Department for Transport|VCA|11/07/2014|Contractors Fees - MSC|VCA North America|Southwestern Consultants|20882|1054.54|#|#|
Department for Transport|VCA|11/07/2014|Contractors Fees - MSC|VCA North America|xxxxxx|20878|1054.54|#|#|
Department for Transport|VCA|11/07/2014|Contractors Fees - MSC|VCA North America|xxxxxx|20878|1054.54|#|#|
Department for Transport|VCA|21/07/2014|Contractors Fees - MSC|VCA North America|Galaxy Mgt Systems 5752|20882|1281.56|#|#|
Department for Transport|VCA|18/07/2014|Contractors Fees - MSC|VCA North America|Quantum Quality 5751|20882|1406.06|#|#|
Department for Transport|VCA|11/07/2014|Contractors Fees - MSC|VCA North America|xxxxxx|20878|1581.81|#|#|
Department for Transport|VCA|11/07/2014|Contractors Fees - MSC|VCA North America|xxxxxx|20878|1904.04|#|#|
Department for Transport|VCA|30/07/2014|Contractors Fees - MSC|VCA North America|Q-Quest Intl|20882|2109.09|#|#|
Department for Transport|VCA|11/07/2014|Contractors Fees - MSC|VCA North America|Doroco LLC|20878|2255.55|#|#|
Department for Transport|VCA|29/07/2014|Contractors Fees - MSC|VCA North America|Oversite Inc|20882|2372.72|#|#|
Department for Transport|VCA|11/07/2014|Contractors Fees - MSC|VCA North America|Oversite Inc|20878|2380.05|#|#|
Department for Transport|VCA|30/07/2014|Contractors Fees - MSC|VCA North America|Oversite Inc|20882|2563.13|#|#|
Department for Transport|VCA|29/07/2014|Contractors T&S - MSC|VCA North America|xxxxxx|20882|519.51|#|#|
Department for Transport|VCA|11/07/2014|Contractors T&S - MSC|VCA North America|Q-Quest Intl|20878|546.25|#|#|
Department for Transport|VCA|11/07/2014|Contractors T&S - MSC|VCA North America|xxxxxx|20878|560.97|#|#|
Department for Transport|VCA|21/07/2014|Contractors T&S - MSC|VCA North America|xxxxxx|20882|610.46|#|#|
Department for Transport|VCA|21/07/2014|Contractors T&S - MSC|VCA North America|Doroco LLC|20882|621.78|#|#|
Department for Transport|VCA|11/07/2014|Contractors T&S - MSC|VCA North America|xxxxxx|20878|726.90|#|#|
Department for Transport|VCA|29/07/2014|Contractors T&S - MSC|VCA North America|Southwestern Consultants|20882|820.08|#|#|
Department for Transport|VCA|29/07/2014|Contractors T&S - MSC|VCA North America|Southwestern Consultants|20882|820.08|#|#|
Department for Transport|VCA|11/07/2014|Contractors T&S - MSC|VCA North America|xxxxxx|20878|862.33|#|#|
Department for Transport|VCA|11/07/2014|Contractors T&S - MSC|VCA North America|Southwestern Consultants|20882|894.88|#|#|
Department for Transport|VCA|30/07/2014|Contractors T&S - MSC|VCA North America|Q-Quest Intl|20882|1036.62|#|#|
Department for Transport|VCA|11/07/2014|Contractors T&S - MSC|VCA North America|Southwestern Consultants|20882|1098.02|#|#|
Department for Transport|VCA|18/07/2014|Contractors T&S - MSC|VCA North America|Quantum Quality 5751|20882|1185.77|#|#|
Department for Transport|VCA|21/07/2014|Contractors T&S - MSC|VCA North America|Galaxy Mgt Systems 5752|20882|1218.33|#|#|
Department for Transport|VCA|29/07/2014|Contractors T&S - MSC|VCA North America|Oversite Inc|20882|1304.66|#|#|
Department for Transport|VCA|11/07/2014|Contractors T&S - MSC|VCA North America|Oversite Inc|20878|1400.06|#|#|
Department for Transport|VCA|11/07/2014|Contractors T&S - MSC|VCA North America|Doroco LLC|20878|1518.61|#|#|
Department for Transport|VCA|30/07/2014|Contractors T&S - MSC|VCA North America|Oversite Inc|20882|2222.91|#|#|
Department for Transport|VCA|01/07/2014|Contractors T&S - TA|VCA North America|Tech Aut|20878|2993.67|#|#|
Department for Transport|VCA|01/07/2014|Contractors T&S - TA|VCA North America|Tech Aut|20878|20274.09|#|#|
Department for Transport|VCA|11/07/2014|Contractors Fees - TA|VCA North America|Pinnacle Business Solutions|20878|921.26|#|#|
Department for Transport|VCA|21/07/2014|Contractors Fees - TA|VCA North America|xxxxxx|20882|1274.24|#|#|
Department for Transport|VCA|29/07/2014|Contractors Fees - TA|VCA North America|Pinnacle Business Solutions|20882|1328.43|#|#|
Department for Transport|VCA|21/07/2014|Contractors Fees - TA|VCA North America|Pinnacle Business Solutions|20882|2748.40|#|#|
Department for Transport|VCA|29/07/2014|Contractors Fees - TA|VCA North America|Gepper Certification|20882|5231.71|#|#|
Department for Transport|VCA|11/07/2014|USA PROFESSIONAL FEES|VCA North America|Castro, Barros, Sobral Gomez|20878|3033.76|#|#|
Department for Transport|VCA|31/07/2014|Rent|VCA East Asia|xxxxxx|17694|3300.83|#|#|
Department for Transport|VCA|02/07/2014|Computer Running Costs|VCA East Asia|xxxxxx|17694|896.07|#|#|
Department for Transport|VCA|25/07/2014|EAO -OFFICE EQUIPMT COSTS|VCA East Asia|Hust Net|17694|592.99|#|#|
Department for Transport|VCA|31/07/2014|FAR EAST MISC. OFFICE CONSUMAB|VCA East Asia|System Approach|17694|707.89|#|#|
Department for Transport|VCA|14/06/2014|Rent|VCA Australia|xxxxxx|545|1125.78|#|#|
Department for Transport|VCA|14/07/2014|Rent|VCA Australia|xxxxxx|545|1125.78|#|#|
Department for Transport|BTP|04/07/2014|SAFEGUARDED TRAVEL|SAFEGUARDED TRAVEL|RAIL STAFF TRAVEL LIMITED|324506|-710.82|CORPORATE FINANCE|WC1N 1BY|
Department for Transport|BTP|04/07/2014|SAFEGUARDED TRAVEL|SAFEGUARDED TRAVEL|RAIL STAFF TRAVEL LIMITED|324507|-2538.21|CORPORATE FINANCE|WC1N 1BY|
Department for Transport|BTP|04/07/2014|SAFEGUARDED TRAVEL|SAFEGUARDED TRAVEL|RAIL STAFF TRAVEL LIMITED|328072|-1842.1|CORPORATE FINANCE|WC1N 1BY|
Department for Transport|BTP|04/07/2014|SAFEGUARDED TRAVEL|SAFEGUARDED TRAVEL|RAIL STAFF TRAVEL LIMITED|328073|44088.64|CORPORATE FINANCE|WC1N 1BY|
Department for Transport|BTP|04/07/2014|SAFEGUARDED TRAVEL|SAFEGUARDED TRAVEL|RAIL STAFF TRAVEL LIMITED|328075|709.08|CORPORATE FINANCE|WC1N 1BY|
Department for Transport|BTP|04/07/2014|SAFEGUARDED TRAVEL|SAFEGUARDED TRAVEL|RAIL STAFF TRAVEL LIMITED|328074|33508.11|CORPORATE FINANCE|WC1N 1BY|
Department for Transport|BTP|30/07/2014|OCCUPATIONAL HEALTH COSTS|INFORMATION MANAGEMENT|OFFICE FURNITURE ONLINE|329678|1106.4|INFORMATION MANAGEMENT GROUP|DG1 3SJ|
Department for Transport|BTP|25/07/2014|OCCUPATIONAL HEALTH COSTS|WN BANGOR STAFF COSTS|POSTURITE UK LTD|328628|575.04|WALES|BN26 6SZ|
Department for Transport|BTP|02/07/2014|OCCUPATIONAL HEALTH COSTS|LN PERSONNEL|SANTIA HEALTH AND SAFETY LIMITED|327104|636|EAST COMMAND TEAM|CF83 2GG|
Department for Transport|BTP|18/07/2014|OCCUPATIONAL HEALTH COSTS|SUPT MIDLANDS|SANTIA HEALTH AND SAFETY LIMITED|327106|636|SUPT COMMAND - MIDLANDS|CF83 2GG|
Department for Transport|BTP|18/07/2014|OCCUPATIONAL HEALTH COSTS|SUPT WALES|SANTIA HEALTH AND SAFETY LIMITED|327106|318|SUPT COMMAND - WALES|CF83 2GG|
Department for Transport|BTP|18/07/2014|OCCUPATIONAL HEALTH COSTS|SUPT WESTERN|SANTIA HEALTH AND SAFETY LIMITED|327106|318|SUPT COMMAND - WESTERN|CF83 2GG|
Department for Transport|BTP|23/07/2014|OCCUPATIONAL HEALTH COSTS|LN PERSONNEL|SANTIA HEALTH AND SAFETY LIMITED|329001|1146|EAST COMMAND TEAM|CF83 2GG|
Department for Transport|BTP|25/07/2014|OCCUPATIONAL HEALTH COSTS|WELLBEING|SANTIA HEALTH AND SAFETY LIMITED|328999|12850.56|SAFETY & WELLBEING|CF83 2GG|
Department for Transport|BTP|25/07/2014|OCCUPATIONAL HEALTH COSTS|SUPT PENNINES|SANTIA HEALTH AND SAFETY LIMITED|329298|954|SUPT COMMAND - PENNINES|CF83 2GG|
Department for Transport|BTP|16/07/2014|RECRUITMENT-PRE-EMPLOY MEDICAL|HR RECRUITMENT BC BIRMINGHAM|SANTIA HEALTH AND SAFETY LIMITED|328729|1542|PEOPLE & DEVELOPMENT|CF83 2GG|
Department for Transport|BTP|16/07/2014|RECRUITMENT-PRE-EMPLOY MEDICAL|HR RECRUITMENT BC BIRMINGHAM|SANTIA HEALTH AND SAFETY LIMITED|328728|11660.4|PEOPLE & DEVELOPMENT|CF83 2GG|
Department for Transport|BTP|23/07/2014|RECRUITMENT-PRE-EMPLOY MEDICAL|HR RECRUITMENT BC BIRMINGHAM|SANTIA HEALTH AND SAFETY LIMITED|328997|984|PEOPLE & DEVELOPMENT|CF83 2GG|
Department for Transport|BTP|25/07/2014|RECRUITMENT-PRE-EMPLOY MEDICAL|HR RECRUITMENT BC BIRMINGHAM|SANTIA HEALTH AND SAFETY LIMITED|327107|2226|PEOPLE & DEVELOPMENT|CF83 2GG|
Department for Transport|BTP|11/07/2014|PHYSIOTHERAPY/MUSCULAR SKELET|WELLBEING|IPRS Limited|328460|6200|SAFETY & WELLBEING|IP8 4JU|
Department for Transport|BTP|02/07/2014|VACCINATIONS|WELLBEING|ULTRASIS UK LTD|327767|3714.6|SAFETY & WELLBEING|MK14 6GD|
Department for Transport|BTP|02/07/2014|VACCINATIONS|WELLBEING|ULTRASIS UK LTD|327768|8871.2|SAFETY & WELLBEING|MK14 6GD|
Department for Transport|BTP|23/07/2014|VACCINATIONS|WELLBEING|ULTRASIS UK LTD|329062|5077|SAFETY & WELLBEING|MK14 6GD|
Department for Transport|BTP|23/07/2014|ADVERTISING - EMPLOYEES|HR RECRUITMENT BC BIRMINGHAM|HUDSON GLOBAL RESOURCES LTD|328722|1740|PEOPLE & DEVELOPMENT|G2 4AD|
Department for Transport|BTP|23/07/2014|ADVERTISING - EMPLOYEES|HR RECRUITMENT BC BIRMINGHAM|RED SNAPPER MEDIA|329047|720|PEOPLE & DEVELOPMENT|EC1V 3PZ|
Department for Transport|BTP|16/07/2014|EMPLOYMENT AGENCY COMMISSION|HR RECRUITMENT BC BIRMINGHAM|GATENBYSANDERSON LIMITED|328667|6480|PEOPLE & DEVELOPMENT|LS1 2HL|
Department for Transport|BTP|02/07/2014|EMPLOYMENT AGENCY COMMISSION|HR RECRUITMENT BC BIRMINGHAM|HUDSON GLOBAL RESOURCES LTD|326758|9338.33|PEOPLE & DEVELOPMENT|G2 4AD|
Department for Transport|BTP|04/07/2014|EMPLOYMENT AGENCY COMMISSION|HR RECRUITMENT BC BIRMINGHAM|JUST RECRUIT GROUP LTD|327856|6591.6|PEOPLE & DEVELOPMENT|AL10 9NA|
Department for Transport|BTP|04/07/2014|EMPLOYMENT AGENCY COMMISSION|HR RECRUITMENT BC BIRMINGHAM|Key Personnel (UK) Limited|327937|2783.93|PEOPLE & DEVELOPMENT|B3 3AG|
Department for Transport|BTP|16/07/2014|EMPLOYMENT AGENCY COMMISSION|HR RECRUITMENT BC BIRMINGHAM|LINKEDIN IRELAND|328668|8152.5|PEOPLE & DEVELOPMENT|DUBLIN 2|
Department for Transport|BTP|11/07/2014|EMPLOYMENT AGENCY COMMISSION|FHQ JUSTICE MANAGEMENT|RANDSTAD TECHNOLOGIES LIMITED|328463|6777.18|INVESTIGATIONS|LU4 8SB|
Department for Transport|BTP|04/07/2014|RECRUITMENT COSTS|HR RECRUITMENT BC BIRMINGHAM|Bellard Electronics Limited|328071|478.8|PEOPLE & DEVELOPMENT|CW6 0EU|
Department for Transport|BTP|02/07/2014|RECRUITMENT COSTS|HR PLANNING & POLICY|SHIRE PROFESSIONAL|327746|8830.8|PEOPLE & DEVELOPMENT|S81 8DG|
Department for Transport|BTP|02/07/2014|RECRUITMENT COSTS|HR PLANNING & POLICY|SHIRE PROFESSIONAL|327745|12487.2|PEOPLE & DEVELOPMENT|S81 8DG|
Department for Transport|BTP|11/07/2014|RECRUITMENT COSTS|FHQ POLICE AUTHORITY|VERDANT MEDIA LTD|327646|8532|FHQ POLICE AUTHORITY|HP21 7AY|
Department for Transport|BTP|25/07/2014|TRAINING - POLICE|LS AREA COMMAND|FUTURE VISION TRAINING|328904|2450.25|SOUTH COMMAND TEAM|BN2 9UX|
Department for Transport|BTP|23/07/2014|TRAINING - POLICE|CHIEF CONSTABLE|GREATER MANCHESTER POLICE|324428|821.72|DEPUTY CHIEF CONSTABLE SUPPORT|M25 0ST|
Department for Transport|BTP|23/07/2014|TRAINING - POLICE|PS MIU|GREATER MANCHESTER POLICE|326634|800|CRIME GROUP|M25 0ST|
Department for Transport|BTP|30/07/2014|TRAINING - POLICE|ACC OP & DEPLOY REVIEW PROJECT|LANCASHIRE CONSTABULARY TRAINING CENTRE|329651|3790|ACC OP REVIEW ONE|PR4 5SB|
Department for Transport|BTP|11/07/2014|TRAINING - POLICE|HR LEARNING AND DEVELOPMENT|LANCASHIRE POLICE AUTHORITY|326608|1895|PEOPLE & DEVELOPMENT|PR4 5SB|
Department for Transport|BTP|23/07/2014|TRAINING - POLICE|HR LEARNING AND DEVELOPMENT|LANCASHIRE POLICE AUTHORITY|323693|860|PEOPLE & DEVELOPMENT|PR4 5SB|
Department for Transport|BTP|04/07/2014|TRAINING - POLICE|HR LEARNING AND DEVELOPMENT|MAYOR'S OFFICE FOR POLICING AND CRIME|327086|1950|PEOPLE & DEVELOPMENT|SW6 1TR|
Department for Transport|BTP|04/07/2014|TRAINING - POLICE|PS MIU|NATIONAL CRIME AGENCY [NCA]|324699|1234|CRIME GROUP|NW1W 9LA|
Department for Transport|BTP|04/07/2014|TRAINING - POLICE|PS MIU|NATIONAL CRIME AGENCY [NCA]|325503|1306|CRIME GROUP|NW1W 9LA|
Department for Transport|BTP|23/07/2014|TRAINING - POLICE|HR LEARNING AND DEVELOPMENT|SCOTTISH POLICE SERVICES AUTHORITY|329023|608.34|PEOPLE & DEVELOPMENT|G2 2AF|
Department for Transport|BTP|23/07/2014|TRAINING - POLICE|HR LEARNING AND DEVELOPMENT|SCOTTISH POLICE SERVICES AUTHORITY|329024|1732.5|PEOPLE & DEVELOPMENT|G2 2AF|
Department for Transport|BTP|23/07/2014|TRAINING - POLICE|HR LEARNING AND DEVELOPMENT|SCOTTISH POLICE SERVICES AUTHORITY|329025|608.34|PEOPLE & DEVELOPMENT|G2 2AF|
Department for Transport|BTP|11/07/2014|TRAINING - POLICE|FHQ-CTSU AUTH FIREARMS OFFICER|THAMES VALLEY POLICE AUTHORITY|327617|8364|OPERATIONS GROUP|OX5 2YS|
Department for Transport|BTP|04/07/2014|TRAINING - STAFF|FHQ CCTV PROJECT TEAM|ADVENT IM LTD.|328052|738.6|INVESTIGATIONS|B62 8BF|
Department for Transport|BTP|18/07/2014|TRAINING - STAFF|MARKETING|BIG IMPACT COACHING|36634|875|MEDIA AND MARKETING GROUP|HA5 3AY|
Department for Transport|BTP|30/07/2014|TRAINING - STAFF|FHQ ESTATES MANAGER|Cadpoint Ltd|329749|714|CORPORATE SERVICES|RG45 6LS|
Department for Transport|BTP|30/07/2014|TRAINING - STAFF|OPERATIONS MANAGEMENT|COLLEGE OF POLICING LTD.|329708|2099|OPERATIONS GROUP|RG27 0JW|
Department for Transport|BTP|18/07/2014|TRAINING - STAFF|MARKETING|CREATIVITY AT WORK|36635|1045.2|MEDIA AND MARKETING GROUP|CF62 5DD|
Department for Transport|BTP|16/07/2014|TRAINING - STAFF|ACC OP & DEPLOY REVIEW PROJECT|GREATER MANCHESTER POLICE|328615|10500|ACC OP REVIEW ONE|M25 0ST|
Department for Transport|BTP|05/07/2014|TRAINING - STAFF|FHQ TECHNOLOGY MANAGER|QA-IQ LTD|328019|3408|TECHNOLOGY|LS12 6BD|
Department for Transport|BTP|05/07/2014|TRAINING - STAFF|DIRECTORATE CORPORATE RESOURCE|QA-IQ LTD|328018|1424.4|DIRECTORATE - CORP. RESOURCES|LS12 6BD|
Department for Transport|BTP|18/07/2014|TRAINING - STAFF|FHQ TECHNOLOGY MANAGER|Reed Employment|328923|2208|TECHNOLOGY|SW20 OBA|
Department for Transport|BTP|18/07/2014|TRAINING - STAFF|FHQ TECHNOLOGY MANAGER|Reed Employment|328924|1656|TECHNOLOGY|SW20 OBA|
Department for Transport|BTP|05/07/2014|TRAINING - STAFF|FHQ CONTROL ROOMS|SOUTH YORKSHIRE POLICE|326475|2100|CONTACT CENTRES|S9 1XX|
Department for Transport|BTP|02/07/2014|TRAINING - STAFF|DIRECTORATE CORPORATE RESOURCE|Strategic Management Development Ltd|324434|7212|DIRECTORATE - CORP. RESOURCES|PE8 5AN|
Department for Transport|BTP|23/07/2014|TRAINING - STAFF|MARKETING|TRANSMEDIA COMMUNICATIONS LTD|328883|1764|MEDIA AND MARKETING GROUP|SE10 8NB|
Department for Transport|BTP|05/07/2014|SELF DEVELOPMENT - ALL STAFF|DIRECTORATE CORPORATE RESOURCE|ADVENT IM LTD.|326196|720|DIRECTORATE - CORP. RESOURCES|B62 8BF|
Department for Transport|BTP|05/07/2014|SELF DEVELOPMENT - ALL STAFF|HR OPERATIONS|SIGMA BOOKHAM LTD|328371|18600|PEOPLE & DEVELOPMENT|KT21 2NH|
Department for Transport|BTP|23/07/2014|TEMPORARY STAFF|FHQ SECOND'TS NOT U'WRITTEN|CITY GATEWAY|329060|4200|SECONDMENTS|E14 9UB|
Department for Transport|BTP|23/07/2014|TEMPORARY STAFF|FHQ SECOND'TS NOT U'WRITTEN|CITY GATEWAY|329061|2413.43|SECONDMENTS|E14 9UB|
Department for Transport|BTP|11/07/2014|TEMPORARY STAFF|FHQ JUSTICE MANAGEMENT|DAVID BRUCE RECRUITMENT|328462|55051.34|INVESTIGATIONS|GL20 8TZ|
Department for Transport|BTP|23/07/2014|TEMPORARY STAFF|FHQ JUSTICE MANAGEMENT|DAVID BRUCE RECRUITMENT|329105|21240|INVESTIGATIONS|GL20 8TZ|
Department for Transport|BTP|05/07/2014|TEMPORARY STAFF|LN FINANCE|ISS FACILITIES SERVICES - SECURITY|327941|3624.25|DIVISIONAL FINANCE - EAST|E14 9SH|
Department for Transport|BTP|04/07/2014|TEMPORARY STAFF|WELLBEING|JUST RECRUIT GROUP LTD|327933|1184.4|SAFETY & WELLBEING|AL10 9NA|
Department for Transport|BTP|23/07/2014|TEMPORARY STAFF|WELLBEING|JUST RECRUIT GROUP LTD|328905|3849.3|SAFETY & WELLBEING|AL10 9NA|
Department for Transport|BTP|23/07/2014|TEMPORARY STAFF|WELLBEING|JUST RECRUIT GROUP LTD|328906|2072.7|SAFETY & WELLBEING|AL10 9NA|
Department for Transport|BTP|11/07/2014|TEMPORARY STAFF|FHQ POLICE AUTHORITY|QCD CONSULTANTS LIMITED|328478|4560|FHQ POLICE AUTHORITY|IG11 8BB|
Department for Transport|BTP|25/07/2014|TEMPORARY STAFF|FHQ POLICE AUTHORITY|QCD CONSULTANTS LIMITED|329530|960|FHQ POLICE AUTHORITY|IG11 8BB|
Department for Transport|BTP|02/07/2014|TEMPORARY STAFF|FHQ FACILITIES|Reed Employment|326083|927.18|CORPORATE SERVICES|SW20 OBA|
Department for Transport|BTP|02/07/2014|TEMPORARY STAFF|FHQ FACILITIES|Reed Employment|326084|927.18|CORPORATE SERVICES|SW20 OBA|
Department for Transport|BTP|02/07/2014|TEMPORARY STAFF|FHQ FACILITIES|Reed Employment|327735|670.07|CORPORATE SERVICES|SW20 OBA|
Department for Transport|BTP|02/07/2014|TEMPORARY STAFF|FHQ FACILITIES|Reed Employment|327734|1158.98|CORPORATE SERVICES|SW20 OBA|
Department for Transport|BTP|05/07/2014|TEMPORARY STAFF|FHQ FINANCE & PROCUREMENT|Reed Employment|327729|1684.8|FINANCE & PROCUREMENT|SW20 OBA|
Department for Transport|BTP|05/07/2014|TEMPORARY STAFF|FHQ FINANCE & PROCUREMENT|Reed Employment|327730|842.4|FINANCE & PROCUREMENT|SW20 OBA|
Department for Transport|BTP|05/07/2014|TEMPORARY STAFF|FHQ CCTV PROJECT TEAM|Reed Employment|328214|649.68|INVESTIGATIONS|SW20 OBA|
Department for Transport|BTP|05/07/2014|TEMPORARY STAFF|FHQ FINANCE & PROCUREMENT|Reed Employment|327731|1684.8|FINANCE & PROCUREMENT|SW20 OBA|
Department for Transport|BTP|05/07/2014|TEMPORARY STAFF|FHQ CCTV PROJECT TEAM|Reed Employment|328215|649.68|INVESTIGATIONS|SW20 OBA|
Department for Transport|BTP|05/07/2014|TEMPORARY STAFF|FHQ FINANCE & PROCUREMENT|Reed Employment|327732|1684.8|FINANCE & PROCUREMENT|SW20 OBA|
Department for Transport|BTP|05/07/2014|TEMPORARY STAFF|FHQ CCTV PROJECT TEAM|Reed Employment|328216|649.68|INVESTIGATIONS|SW20 OBA|
Department for Transport|BTP|05/07/2014|TEMPORARY STAFF|FHQ CCTV PROJECT TEAM|Reed Employment|328217|649.68|INVESTIGATIONS|SW20 OBA|
Department for Transport|BTP|16/07/2014|TEMPORARY STAFF|FHQ TECHNOLOGY MANAGER|Reed Employment|326076|3244.8|TECHNOLOGY|SW20 OBA|
Department for Transport|BTP|16/07/2014|TEMPORARY STAFF|FHQ TECHNOLOGY MANAGER|Reed Employment|328213|4251|TECHNOLOGY|SW20 OBA|
Department for Transport|BTP|18/07/2014|TEMPORARY STAFF|FHQ TECHNOLOGY MANAGER|Reed Employment|328927|4251|TECHNOLOGY|SW20 OBA|
Department for Transport|BTP|23/07/2014|TEMPORARY STAFF|FHQ FACILITIES|Reed Employment|328702|927.18|CORPORATE SERVICES|SW20 OBA|
Department for Transport|BTP|23/07/2014|TEMPORARY STAFF|FHQ TECHNOLOGY MANAGER|Reed Employment|327728|3400.8|TECHNOLOGY|SW20 OBA|
Department for Transport|BTP|23/07/2014|TEMPORARY STAFF|FHQ FINANCE & PROCUREMENT|Reed Employment|327733|748.8|FINANCE & PROCUREMENT|SW20 OBA|
Department for Transport|BTP|23/07/2014|TEMPORARY STAFF|FHQ FINANCE & PROCUREMENT|Reed Employment|328209|748.8|FINANCE & PROCUREMENT|SW20 OBA|
Department for Transport|BTP|23/07/2014|TEMPORARY STAFF|FHQ FINANCE & PROCUREMENT|Reed Employment|329034|748.8|FINANCE & PROCUREMENT|SW20 OBA|
Department for Transport|BTP|23/07/2014|TEMPORARY STAFF|FHQ TECHNOLOGY MANAGER|Reed Employment|329035|4251|TECHNOLOGY|SW20 OBA|
Department for Transport|BTP|23/07/2014|TEMPORARY STAFF|FHQ FINANCE & PROCUREMENT|Reed Employment|329031|748.8|FINANCE & PROCUREMENT|SW20 OBA|
Department for Transport|BTP|25/07/2014|TEMPORARY STAFF|FHQ CCTV PROJECT TEAM|Reed Employment|326082|649.68|INVESTIGATIONS|SW20 OBA|
Department for Transport|BTP|25/07/2014|TEMPORARY STAFF|FHQ CCTV PROJECT TEAM|Reed Employment|326078|519.74|INVESTIGATIONS|SW20 OBA|
Department for Transport|BTP|25/07/2014|TEMPORARY STAFF|FHQ CCTV PROJECT TEAM|Reed Employment|326079|519.74|INVESTIGATIONS|SW20 OBA|
Department for Transport|BTP|25/07/2014|TEMPORARY STAFF|FHQ CCTV PROJECT TEAM|Reed Employment|326080|649.68|INVESTIGATIONS|SW20 OBA|
Department for Transport|BTP|25/07/2014|TEMPORARY STAFF|FHQ CCTV PROJECT TEAM|Reed Employment|326081|519.74|INVESTIGATIONS|SW20 OBA|
Department for Transport|BTP|25/07/2014|TEMPORARY STAFF|FHQ FACILITIES|Reed Employment|328210|967.87|CORPORATE SERVICES|SW20 OBA|
Department for Transport|BTP|25/07/2014|TEMPORARY STAFF|FHQ FACILITIES|Reed Employment|329117|927.18|CORPORATE SERVICES|SW20 OBA|
Department for Transport|BTP|02/07/2014|TEMPORARY STAFF|FHQ POLICE AUTHORITY|STANLEY ROAD CONSULTING LIMITED|327742|6600|FHQ POLICE AUTHORITY|N5 2AG|
Department for Transport|BTP|11/07/2014|TEMPORARY STAFF|FHQ POLICE AUTHORITY|STANLEY ROAD CONSULTING LIMITED|328469|3300|FHQ POLICE AUTHORITY|N5 2AG|
Department for Transport|BTP|25/07/2014|TEMPORARY STAFF|FHQ POLICE AUTHORITY|STANLEY ROAD CONSULTING LIMITED|329531|3300|FHQ POLICE AUTHORITY|N5 2AG|
Department for Transport|BTP|04/07/2014|TEMPORARY STAFF|WELLBEING|THE HSE RECUITMENT NETWORK|327923|2400|SAFETY & WELLBEING|CV7 7PT|
Department for Transport|BTP|05/07/2014|TEMPORARY STAFF|WELLBEING|THE HSE RECUITMENT NETWORK|327348|2400|SAFETY & WELLBEING|CV7 7PT|
Department for Transport|BTP|05/07/2014|TEMPORARY STAFF|WELLBEING|THE HSE RECUITMENT NETWORK|328293|2400|SAFETY & WELLBEING|CV7 7PT|
Department for Transport|BTP|25/07/2014|PROFESSIONAL FEES|CHIEF CONSTABLE|UNSPUN|329405|124356|DEPUTY CHIEF CONSTABLE SUPPORT|W1F 7BE|
Department for Transport|BTP|02/07/2014|BUILDING RENTAL|LN CUSTODY|BNP Paribas Real Est Clients Account|327703|60000|OPS / EVENTS|B3 2BJ|
Department for Transport|BTP|23/07/2014|BUILDING RENTAL|LS INNER LONDON TEAM 5|BREANSTAR LIMITED|327622|72000|RESPONSE - SOUTH|EC2A 4RQ|
Department for Transport|BTP|16/07/2014|BUILDING RENTAL|LN READING STAFF COSTS|FIRST GREAT WESTERN LINK LTD|322277|5235.08|OLD COST CENTRES - HOLDING|SN1 1HL|
Department for Transport|BTP|16/07/2014|BUILDING RENTAL|WN GLOUCESTER STAFF COSTS|FIRST GREAT WESTERN LINK LTD|326491|601.5|WESTERN|SN1 1HL|
Department for Transport|BTP|18/07/2014|BUILDING RENTAL|WN EXETER STAFF COSTS|FIRST GREAT WESTERN LINK LTD|328632|2520|WESTERN|SN1 1HL|
Department for Transport|BTP|18/07/2014|BUILDING RENTAL|WN TRURO STAFF COSTS|FIRST GREAT WESTERN LINK LTD|328633|750|WESTERN|SN1 1HL|
Department for Transport|BTP|04/07/2014|BUILDING RENTAL|SPRING HOUSE|FOLGATE ESTATES LTD|326317|91735|CORPORATE SERVICES|NW5 1TN|
Department for Transport|BTP|16/07/2014|BUILDING RENTAL|SC GLASGOW STAFF COSTS|GLASGOW CALEDONIAN UNIVERSITY|328763|31050|SCOTLAND|G4 0BA|
Department for Transport|BTP|18/07/2014|BUILDING RENTAL|WN SUPPORT SERVICES|GVA GRIMLEY LTD - CLIENT|327231|24472.66|COMMAND - COMAND DISTRICT|B1 2JJ|
Department for Transport|BTP|18/07/2014|BUILDING RENTAL|WN SUPPORT SERVICES|GVA GRIMLEY LTD - CLIENT|327230|67701.76|COMMAND - COMAND DISTRICT|B1 2JJ|
Department for Transport|BTP|18/07/2014|BUILDING RENTAL|FHQ AXIS FACILITIES|GVA GRIMLEY LTD - CLIENT|327229|54983.86|CORPORATE SERVICES|B1 2JJ|
Department for Transport|BTP|18/07/2014|BUILDING RENTAL|FHQ AXIS FACILITIES|GVA GRIMLEY LTD - CLIENT|327227|39517.66|CORPORATE SERVICES|B1 2JJ|
Department for Transport|BTP|16/07/2014|BUILDING RENTAL|LS CROYDON STAFF COSTS|JONES LANG LASALLE|326694|21634.2|NEIGHBOURHOOD AND SECTOR-SOUTH|BS8 9AQ|
Department for Transport|BTP|02/07/2014|BUILDING RENTAL|NE ADMIN OF JUSTICE|KNIGHT FRANK LLP|325321|7800|OPERATIONS - REACTIVE|NE13 3BB|
