DEPARTMENT|ENTITY|DATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNUMBER|AMOUNT|DESCRIPTION|SUPPLIER2POSTCODE
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|PS COVERT INVESTIGATIONS UNIT|INCHCAPE FLEET SOLUTIONS LIMITED|314619|1031.78|ACC (PROTECTIVE SERVICES)|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|PS FHQ FIB|INCHCAPE FLEET SOLUTIONS LIMITED|314619|20.28|ACC (PROTECTIVE SERVICES)|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|PS FHQ DEDICATED SOURCE UNIT|INCHCAPE FLEET SOLUTIONS LIMITED|314619|108.2|ACC (PROTECTIVE SERVICES)|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|FHQ CCTV PROJECT TEAM|INCHCAPE FLEET SOLUTIONS LIMITED|314619|385.44|ACC (PROTECTIVE SERVICES)|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|PS MIU|INCHCAPE FLEET SOLUTIONS LIMITED|314619|366.15|ACC (PROTECTIVE SERVICES)|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|REAL TIME INTEL|INCHCAPE FLEET SOLUTIONS LIMITED|314619|6.76|ACC (PROTECTIVE SERVICES)|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|FIREARMS CAPABILITY|INCHCAPE FLEET SOLUTIONS LIMITED|314619|86.68|ACC (PROTECTIVE SERVICES)|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|FHQ SCENES OF CRIME|INCHCAPE FLEET SOLUTIONS LIMITED|314619|2795.76|ACC (PROTECTIVE SERVICES)|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|CIVIL CONTINGENCY UNIT|INCHCAPE FLEET SOLUTIONS LIMITED|314619|6.76|ACC ST Operations|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|LONDON & THE OLYMPICS|INCHCAPE FLEET SOLUTIONS LIMITED|314619|6.76|ACC ST Operations|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|CHIEF CONSTABLE|INCHCAPE FLEET SOLUTIONS LIMITED|314619|86.74|DEP. CHIEF CONSTABLE TOTAL|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|FHQ PROFESSIONAL STDS UNIT|INCHCAPE FLEET SOLUTIONS LIMITED|314619|20.28|DEP. CHIEF CONSTABLE TOTAL|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|FHQ VEHICLE FLEET MANAGER|INCHCAPE FLEET SOLUTIONS LIMITED|314619|31.84|FINANCE & CORPORATE SERVICES|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|LN AREA COMMAND|INCHCAPE FLEET SOLUTIONS LIMITED|314619|6.76|LN AREA COMMAND SECTOR|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|LN INVESTIGATION SUPPORT UNIT|INCHCAPE FLEET SOLUTIONS LIMITED|314619|6.76|LN CID OPERATIONS|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|LN INNER LONDON CID|INCHCAPE FLEET SOLUTIONS LIMITED|314619|223.2|LN CID OPERATIONS|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|LN AREA CRIME UNIT|INCHCAPE FLEET SOLUTIONS LIMITED|314619|13.52|LN CID OPERATIONS|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|LN OUTER LONDON CID|INCHCAPE FLEET SOLUTIONS LIMITED|314619|599.86|LN CID OPERATIONS|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|LN CTRL SECTOR RESOURCES|INCHCAPE FLEET SOLUTIONS LIMITED|314619|87.92|LN CTRL FUNDED|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|LN EBBSFLEET|INCHCAPE FLEET SOLUTIONS LIMITED|314619|20.28|LN CTRL FUNDED|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|LN ST PANCRAS STAFF COSTS|INCHCAPE FLEET SOLUTIONS LIMITED|314619|6.76|LN CTRL FUNDED|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|LN KINGS CROSS STAFF COSTS|INCHCAPE FLEET SOLUTIONS LIMITED|314619|13.52|LN East Sector Command|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|LN CAMBRIDGE STAFF COSTS|INCHCAPE FLEET SOLUTIONS LIMITED|314619|41.04|LN East Sector Command|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|LN NORWICH STAFF COSTS|INCHCAPE FLEET SOLUTIONS LIMITED|314619|13.52|LN East Sector Command|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|LN L'POOL ST STAFF COSTS|INCHCAPE FLEET SOLUTIONS LIMITED|314619|410|LN East Sector Command|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|LN SOUTHEND STAFF COSTS|INCHCAPE FLEET SOLUTIONS LIMITED|314619|103.18|LN East Sector Command|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|LN COLCHESTER STAFF COSTS|INCHCAPE FLEET SOLUTIONS LIMITED|314619|20.28|LN East Sector Command|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|LN PETERBOROUGH STAFF COSTS|INCHCAPE FLEET SOLUTIONS LIMITED|314619|172.42|LN East Sector Command|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|LN OPERATIONS|INCHCAPE FLEET SOLUTIONS LIMITED|314619|778.2|LN Operations|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|LN OPERATIONAL SUPPORT UNIT|INCHCAPE FLEET SOLUTIONS LIMITED|314619|32.14|LN Operations|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|LN AIB|INCHCAPE FLEET SOLUTIONS LIMITED|314619|20.28|LN TASKING & CO-ORDINATING|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|LN LONDON OVERGROUND - LOROL|INCHCAPE FLEET SOLUTIONS LIMITED|314619|6.76|LN TFL FUNDED|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|LN EUSTON STAFF COSTS|INCHCAPE FLEET SOLUTIONS LIMITED|314619|13.52|LN West Sector Command|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|LN PADDINGTON STAFF COSTS|INCHCAPE FLEET SOLUTIONS LIMITED|314619|268.71|LN West Sector Command|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|LN READING STAFF COSTS|INCHCAPE FLEET SOLUTIONS LIMITED|314619|20.28|LN West Sector Command|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|LN MILTON KEYNES STAFF COSTS|INCHCAPE FLEET SOLUTIONS LIMITED|314619|236.72|LN West Sector Command|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|LN WCML MOTORCYCLE TEAM|INCHCAPE FLEET SOLUTIONS LIMITED|314619|54.08|LN West Sector Command|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|LS BROMLEY NPT|INCHCAPE FLEET SOLUTIONS LIMITED|314619|6.76|London South Inner London|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|LS INNER LONDON TEAM 1|INCHCAPE FLEET SOLUTIONS LIMITED|314619|491.14|London South Inner London|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|LS INNER LONDON TEAM 4|INCHCAPE FLEET SOLUTIONS LIMITED|314619|81.16|London South Inner London|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|LS INNER LONDON TEAM 5|INCHCAPE FLEET SOLUTIONS LIMITED|314619|6.76|London South Inner London|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|LS CLAPHAM JUNCTION NPT|INCHCAPE FLEET SOLUTIONS LIMITED|314619|33.2|London South Inner London|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|LS NORWOOD JUNCTION NPT|INCHCAPE FLEET SOLUTIONS LIMITED|314619|6.76|London South Inner London|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|LS WIMBLEDON - BORIS 50|INCHCAPE FLEET SOLUTIONS LIMITED|314619|6.76|London South Inner London|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|Lond Stl AIB / FIO|INCHCAPE FLEET SOLUTIONS LIMITED|314619|13.52|Lond Stl AIB / FIO|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|Lond Stl Robbery Team|INCHCAPE FLEET SOLUTIONS LIMITED|314619|542.42|Lond Stl Robbery Team|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|LS CROYDEN - BORIS 50|INCHCAPE FLEET SOLUTIONS LIMITED|314619|6.76|LS Outer London|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|LS GUILDFORD STAFF COSTS|INCHCAPE FLEET SOLUTIONS LIMITED|314619|239.11|LS Outer London|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|LS SOUTHAMPTON STAFF COSTS|INCHCAPE FLEET SOLUTIONS LIMITED|314619|27.04|LS Outer London|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|LS PORTSMOUTH STAFF COSTS|INCHCAPE FLEET SOLUTIONS LIMITED|314619|-13.51|LS Outer London|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|LS BOURNEMOUTH STAFF COSTS|INCHCAPE FLEET SOLUTIONS LIMITED|314619|41.32|LS Outer London|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|LS ASHFORD STAFF COSTS|INCHCAPE FLEET SOLUTIONS LIMITED|314619|27.04|LS Outer London|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|LS CROYDON STAFF COSTS|INCHCAPE FLEET SOLUTIONS LIMITED|314619|314.26|LS Outer London|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|LS BRIGHTON STAFF COSTS|INCHCAPE FLEET SOLUTIONS LIMITED|314619|20.28|LS Outer London|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|LS CROYDON TRAM. STAFF COSTS|INCHCAPE FLEET SOLUTIONS LIMITED|314619|58.88|LS Outer London|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|WEST KENT SECTOR|INCHCAPE FLEET SOLUTIONS LIMITED|314619|42.96|LS Outer London|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|LS AREA COMMAND|INCHCAPE FLEET SOLUTIONS LIMITED|314619|6.76|LS Total Command|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|LS OPERATIONS|INCHCAPE FLEET SOLUTIONS LIMITED|314619|2258.7|LS Total Command|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|LS TASKING UNIT|INCHCAPE FLEET SOLUTIONS LIMITED|314619|20.28|LS Total Command|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|LS MOTORCYCLE UNIT|INCHCAPE FLEET SOLUTIONS LIMITED|314619|743.53|LS Total Command|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|LS OP SUPPORT PLANNING|INCHCAPE FLEET SOLUTIONS LIMITED|314619|6.76|LS Total Command|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|LS OPERATIONAL SUPPORT UNIT 2|INCHCAPE FLEET SOLUTIONS LIMITED|314619|6.76|LS Total Command|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|LS CID|INCHCAPE FLEET SOLUTIONS LIMITED|314619|20.28|LS Total Command|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|LS CAT (CBT)|INCHCAPE FLEET SOLUTIONS LIMITED|314619|6.76|LS Total Command|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|LS A.I.B|INCHCAPE FLEET SOLUTIONS LIMITED|314619|40.4|LS Total Command|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|LS CRIME REDUCTION|INCHCAPE FLEET SOLUTIONS LIMITED|314619|6.76|LS Total Command|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|LS ROBBERY SQUAD|INCHCAPE FLEET SOLUTIONS LIMITED|314619|13.52|LS Total Command|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|NE CID|INCHCAPE FLEET SOLUTIONS LIMITED|314619|56.78|NE Central Cost Sector Command|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|NE A.I.B|INCHCAPE FLEET SOLUTIONS LIMITED|314619|33.8|NE Central Cost Sector Command|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|NE SECTOR COMMAND CID|INCHCAPE FLEET SOLUTIONS LIMITED|314619|1782.71|NE Command Sector|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|NE AREA COMMAND|INCHCAPE FLEET SOLUTIONS LIMITED|314619|13.52|NE Command Sector|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|NE CABLE TEAM|INCHCAPE FLEET SOLUTIONS LIMITED|314619|27.04|NE Crime Supp Sector Command|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|NE LEICESTER|INCHCAPE FLEET SOLUTIONS LIMITED|314619|13.52|NE EAST MIDLAND SECTOR COMMAND|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|NE NOTTINGHAM|INCHCAPE FLEET SOLUTIONS LIMITED|314619|220.75|NE EAST MIDLAND SECTOR COMMAND|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|NE LEEDS STAFF COSTS|INCHCAPE FLEET SOLUTIONS LIMITED|314619|123.04|N.E East Sector Command|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|NE BRADFORD STAFF COSTS|INCHCAPE FLEET SOLUTIONS LIMITED|314619|6.76|N.E East Sector Command|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|NE METRO TRANSPORT SYSTEMS|INCHCAPE FLEET SOLUTIONS LIMITED|314619|6.76|N.E East Sector Command|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|NE NEWCASTLE STAFF COSTS|INCHCAPE FLEET SOLUTIONS LIMITED|314619|27.04|N.E North Sector Command|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|NE DARLINGTON STAFF COSTS|INCHCAPE FLEET SOLUTIONS LIMITED|314619|13.52|N.E North Sector Command|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|NE M'BROUGH STAFF COSTS|INCHCAPE FLEET SOLUTIONS LIMITED|314619|6.76|N.E North Sector Command|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|NE YORK STAFF COSTS|INCHCAPE FLEET SOLUTIONS LIMITED|314619|13.52|NE South Sector Command|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|NE DONCASTER STAFF COSTS|INCHCAPE FLEET SOLUTIONS LIMITED|314619|87.78|NE South Sector Command|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|NE SHEFFIELD STAFF COSTS|INCHCAPE FLEET SOLUTIONS LIMITED|314619|33.34|NE South Sector Command|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|NE HULL STAFF COSTS|INCHCAPE FLEET SOLUTIONS LIMITED|314619|13.52|NE South Sector Command|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|NE GRIMSBY STAFF COSTS|INCHCAPE FLEET SOLUTIONS LIMITED|314619|61.61|NE South Sector Command|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|NE LINCOLN STAFF COSTS|INCHCAPE FLEET SOLUTIONS LIMITED|314619|6.76|NE South Sector Command|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|NE DOGS|INCHCAPE FLEET SOLUTIONS LIMITED|314619|20.28|N.E West Sector Command|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|NE OPERATIONS|INCHCAPE FLEET SOLUTIONS LIMITED|314619|20.28|N.E West Sector Command|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|NE MOTORCYCLE UNIT|INCHCAPE FLEET SOLUTIONS LIMITED|314619|13.52|N.E West Sector Command|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|NE OP SUPPORT PLANNING|INCHCAPE FLEET SOLUTIONS LIMITED|314619|13.52|N.E West Sector Command|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|NE OP SUPPORT 1|INCHCAPE FLEET SOLUTIONS LIMITED|314619|13.52|N.E West Sector Command|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|NE OP SUPPORT 2|INCHCAPE FLEET SOLUTIONS LIMITED|314619|381.72|N.E West Sector Command|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|NW A.I.B|INCHCAPE FLEET SOLUTIONS LIMITED|314619|13.52|NW Central Cost Sector Command|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|NW PROACTIVE UNIT|INCHCAPE FLEET SOLUTIONS LIMITED|314619|733.01|NW CRIME SECTOR COMMAND|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|NW MANCHESTER|INCHCAPE FLEET SOLUTIONS LIMITED|314619|3536.09|NW East Sector Command|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|NW PRESTON|INCHCAPE FLEET SOLUTIONS LIMITED|314619|20.28|NW East Sector Command|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|NW CARLISLE|INCHCAPE FLEET SOLUTIONS LIMITED|314619|6.76|NW East Sector Command|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|NW BLACKPOOL|INCHCAPE FLEET SOLUTIONS LIMITED|314619|6.76|NW East Sector Command|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|NW LANCASTER|INCHCAPE FLEET SOLUTIONS LIMITED|314619|61.61|NW East Sector Command|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|NW WIGAN|INCHCAPE FLEET SOLUTIONS LIMITED|314619|99.15|NW East Sector Command|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|NW DOGS|INCHCAPE FLEET SOLUTIONS LIMITED|314619|27.04|NW OPERATIONS SECOTR COMMAND|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|NW OPERATIONS|INCHCAPE FLEET SOLUTIONS LIMITED|314619|40.56|NW OPERATIONS SECOTR COMMAND|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|NW MOTORCYCLE UNIT|INCHCAPE FLEET SOLUTIONS LIMITED|314619|27.04|NW OPERATIONS SECOTR COMMAND|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|NW OSU EAST|INCHCAPE FLEET SOLUTIONS LIMITED|314619|6.76|NW OPERATIONS SECOTR COMMAND|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|NW OSU WEST|INCHCAPE FLEET SOLUTIONS LIMITED|314619|283.65|NW OPERATIONS SECOTR COMMAND|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|NW OSU CENTRAL|INCHCAPE FLEET SOLUTIONS LIMITED|314619|6.76|NW OPERATIONS SECOTR COMMAND|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|NW CHESTER|INCHCAPE FLEET SOLUTIONS LIMITED|314619|6.76|NW West Sector Command|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|NW CREWE|INCHCAPE FLEET SOLUTIONS LIMITED|314619|220.52|NW West Sector Command|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|NW LIVERPOOL|INCHCAPE FLEET SOLUTIONS LIMITED|314619|699.52|NW West Sector Command|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|CENTRAL OPERATIONS AND EVENTS|INCHCAPE FLEET SOLUTIONS LIMITED|314619|6.76|OPERATIONS DEPT|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|OPERATIONS MANAGEMENT|INCHCAPE FLEET SOLUTIONS LIMITED|314619|6.76|OPERATIONS DEPT|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|COUNTER TERRORISM|INCHCAPE FLEET SOLUTIONS LIMITED|314619|1557.46|OPERATIONS DEPT|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|FHQ EXPLOSIVE DOGS|INCHCAPE FLEET SOLUTIONS LIMITED|314619|2043.14|OPERATIONS DEPT|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|FHQ OPS DOGS OPERATIONS DEPT|INCHCAPE FLEET SOLUTIONS LIMITED|314619|812.96|OPERATIONS DEPT|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|SPECIALIST  RESPONSE UNIT|INCHCAPE FLEET SOLUTIONS LIMITED|314619|75.8|OPERATIONS DEPT|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|ACC TERRITORIAL POLICING|INCHCAPE FLEET SOLUTIONS LIMITED|314619|67.88|OPERATIONS DEPT|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|L&D OPERATIONS & TRAINING|INCHCAPE FLEET SOLUTIONS LIMITED|314619|6.76|PEOPLE & DEVELOPMENT|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|FHQ TRAINING CENTRE DOGS|INCHCAPE FLEET SOLUTIONS LIMITED|314619|33.8|PEOPLE & DEVELOPMENT|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|SC CID|INCHCAPE FLEET SOLUTIONS LIMITED|314619|152.77|Sc Central Cost Sector Command|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|SC A.I.B|INCHCAPE FLEET SOLUTIONS LIMITED|314619|6.76|Sc Central Cost Sector Command|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|SC SCHOOLS LIAISON|INCHCAPE FLEET SOLUTIONS LIMITED|314619|74.4|Sc Crime Supp Sector Command|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|SC AREA COMMAND|INCHCAPE FLEET SOLUTIONS LIMITED|314619|13.52|Scot Command Sector|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|SC EDINBURGH STAFF COSTS|INCHCAPE FLEET SOLUTIONS LIMITED|314619|1294.19|Scot East Sector Command|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|SC ABERDEEN STAFF COSTS|INCHCAPE FLEET SOLUTIONS LIMITED|314619|13.52|Scot North Sector Command|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|SC INVERNESS STAFF COSTS|INCHCAPE FLEET SOLUTIONS LIMITED|314619|6.76|Scot North Sector Command|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|SC PERTH STAFF COSTS|INCHCAPE FLEET SOLUTIONS LIMITED|314619|641.31|Scot North Sector Command|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|SC DOGS|INCHCAPE FLEET SOLUTIONS LIMITED|314619|74|Scot West Sector Command|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|SC OP SUPPORT PLANNING|INCHCAPE FLEET SOLUTIONS LIMITED|314619|33.8|Scot West Sector Command|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|SC OPERATIONAL SUPPORT UNIT 2|INCHCAPE FLEET SOLUTIONS LIMITED|314619|285.76|Scot West Sector Command|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|SC GLASGOW STAFF COSTS|INCHCAPE FLEET SOLUTIONS LIMITED|314619|40.56|Scot West Sector Command|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|SC MOTHERWELL STAFF COSTS|INCHCAPE FLEET SOLUTIONS LIMITED|314619|81.16|Scot West Sector Command|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|SC KILWINNING STAFF COSTS|INCHCAPE FLEET SOLUTIONS LIMITED|314619|6.76|Scot West Sector Command|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|SC DALMUIR STAFF COSTS|INCHCAPE FLEET SOLUTIONS LIMITED|314619|6.76|Scot West Sector Command|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|SC PAISLEY STAFF COSTS|INCHCAPE FLEET SOLUTIONS LIMITED|314619|21.92|Scot West Sector Command|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|SC STIRLING STAFF COSTS|INCHCAPE FLEET SOLUTIONS LIMITED|314619|6.76|Scot West Sector Command|PO6 4RP
Department for Transport|BTP|17/01/2014|VEHICLE SERVICING- PLANNED|WN CID|INCHCAPE FLEET SOLUTIONS LIMITED|314619|1068.56|WW Central Cost Sector Command|PO6 4RP
