DEPARTMENTFAMILY|ENTITY|DATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNUMBER|AMOUNT
Department for Transport|Highways Agency|17/08/2010|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|ULTRA ELECTRONICS CONTROLS|480172|9911.09
Department for Transport|Highways Agency|17/08/2010|TA Cost AUC - Programme|NETWORK SERVICES DIRECTORATE|INTERROUTE|480189|605.08
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|AGGREGATE INDUSTRIES UK LTD|480366|771910.69
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|AGGREGATE INDUSTRIES UK LTD|480373|612333.35
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|AMEY LG LIMITED|480240|129706.07
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|AMEY LG LIMITED|480241|95917.78
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|AMEY MOUCHEL JOINT VENTURE|480180|849.92
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|AMEY MOUCHEL JOINT VENTURE|480183|2032.13
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES|476492|-16821.49
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES|480344|611286.02
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES|480347|395054.25
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES|480381|45078.23
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|A-ONE INTEGRATED HIGHWAY SERVICES|476503|-230.18
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|A-ONE INTEGRATED HIGHWAY SERVICES|480224|9425.63
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|A-ONE INTEGRATED HIGHWAY SERVICES|480364|202236.03
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|BALFOUR BEATTY CIVIL ENGINEERING LTD|480303|80000
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|BALFOUR BEATTY CIVIL ENGINEERING LTD|480334|887183.66
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|BALFOUR BEATTY UTILITY SOLUTIONS LTD|480261|45343.73
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|BAM NUTTALL LIMITED|480246|575114.03
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|BIRSE CIVILS LTD|480249|74350.07
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|CARILLION CONSTRUCTION LIMITED|480315|198051.18
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|CARILLION HIGHWAY MAINTENANCE LTD|471007|-118018.73
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|CARILLION HIGHWAY MAINTENANCE LTD|476446|-15376.37
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|CARILLION HIGHWAY MAINTENANCE LTD|478144|-19377.54
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|CARILLION HIGHWAY MAINTENANCE LTD|480321|82410.71
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|480214|8746.9
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|480219|248002.57
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|480357|22205.39
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|480358|116414.27
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|CEMEX SURFACING LTD|480304|214653.44
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|CEMEX SURFACING LTD|480305|64794.16
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|CEMEX SURFACING LTD|480322|554338.46
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|DEW CONSTRUCTION (OLDHAM) LIMITED|480273|39167.92
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|DEW CONSTRUCTION (OLDHAM) LIMITED|480309|108535.86
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|DEW CONSTRUCTION (OLDHAM) LIMITED|480349|129419.65
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|470872|-457.75
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|478055|-338.17
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|478064|-13339.96
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|480195|267.35
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|480196|2296.19
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|480197|130.89
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|480208|1383581.43
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|GEOFFREY OSBORNE LTD|480367|408502.04
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|H W MARTIN (TRAFFIC MANAGEMENT) LTD|480252|37535.77
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|HANSON CONSTRUCTION|480258|856289.27
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|HANSON CONSTRUCTION|480293|62681.27
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|HANSON CONTRACTING|480253|226801.19
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|HANSON CONTRACTING|480307|237670.52
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|HANSON CONTRACTING|480312|186508.43
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|HANSON CONTRACTING|480313|234958.2
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|HANSON CONTRACTING|480314|286058.94
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|HANSON CONTRACTING|480319|94647.98
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|HANSON CONTRACTING|480320|174549.77
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|HANSON CONTRACTING|480341|45676.35
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|HANSON CONTRACTING|480342|73260.7
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|INTERROUTE|459995|-21731.23
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|INTERROUTE|468265|-836.19
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|INTERROUTE|474967|-2001.65
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|INTERROUTE|478024|-340674.26
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|INTERROUTE|480189|264984.96
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|INTERROUTE|480192|204291.55
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|INTERROUTE|480193|360064.45
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|JOHN MARTIN CONSTRUCTION LTD|480277|36567.33
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|JOHN MARTIN CONSTRUCTION LTD|480291|115617.39
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|JOHN MARTIN CONSTRUCTION LTD|480302|171077.73
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|JOHN MARTIN CONSTRUCTION LTD|480318|161797.02
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|LAFARGE/COSTAIN JOINT VENTURE|480333|77348.19
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|LAFARGE/COSTAIN JOINT VENTURE|480338|45533.13
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|LAFARGE/COSTAIN JOINT VENTURE|480356|1482880.49
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|LAFARGE/COSTAIN JOINT VENTURE|480369|846128.7
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|TARMAC LIMITED|480251|40337.96
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|TARMAC LIMITED|480276|58360.73
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|TARMAC LIMITED|480308|73697.17
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|TARMAC LIMITED|480323|150077.65
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|TARMAC LIMITED|480368|198169.17
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|VOLKERFITZPATRICK CONTRACTORS LTD|480355|134478.1
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Structures - Capital|MAJOR PROJECTS|COSTAIN LIMITED|480141|449750.13
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|A E YATES LTD|480282|30774.55
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|AGGREGATE INDUSTRIES UK LTD|480373|156697.44
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|AMEY MOUCHEL JOINT VENTURE|478020|-50.2
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|AMEY MOUCHEL JOINT VENTURE|480180|11610.39
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|AMEY MOUCHEL JOINT VENTURE|480183|7362.8
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES|480344|72150.02
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES|480347|3243.24
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES|480381|20045.01
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|A-ONE INTEGRATED HIGHWAY SERVICES|476503|-13292.04
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|A-ONE INTEGRATED HIGHWAY SERVICES|480224|70782.83
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|A-ONE INTEGRATED HIGHWAY SERVICES|480225|57043.37
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|A-ONE INTEGRATED HIGHWAY SERVICES|480363|98567.11
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|A-ONE INTEGRATED HIGHWAY SERVICES|480364|277945.48
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|BALFOUR BEATTY MOTT MACDONALD|479015|-16766.16
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|BALVAC WHITLEY MORAN LTD|480232|93060.25
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|BIRSE CIVILS LTD|480228|523305.65
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|BIRSE CIVILS LTD|480337|27382.58
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|BIRSE CIVILS LTD|480353|133235.64
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|BIRSE CIVILS LTD|480372|49374.46
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|CARILLION CONSTRUCTION LIMITED|480317|312815.45
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|CARILLION CONSTRUCTION LIMITED|480354|181282.95
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|480219|68212.44
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|480358|157025.91
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|CHEVRON TRAFFIC MANAGEMENT LIMITED|480264|74082.29
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|CHEVRON TRAFFIC MANAGEMENT LIMITED|480265|100712.4
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|CHEVRON TRAFFIC MANAGEMENT LIMITED|480269|261393.06
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|CONCRETE REPAIRS LTD|480297|199088.53
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|DEW CONSTRUCTION (OLDHAM) LIMITED|480298|64394.15
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|DEW CONSTRUCTION (OLDHAM) LIMITED|480301|134269.88
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|470875|-3634.25
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|475030|-786.53
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|476404|-75199.13
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|480212|478419.43
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|INTERROUTE|468265|-12301.78
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|INTERROUTE|468319|-1072.75
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|INTERROUTE|471814|-170.21
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|INTERROUTE|480189|881109.82
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|INTERSERVE PROJECT SERVICES LTD|480230|101864.5
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|INTERSERVE PROJECT SERVICES LTD|480296|99010.84
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|INTERSERVE PROJECT SERVICES LTD|480299|100531.29
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|JOHN MARTIN CONSTRUCTION LTD|480229|158118.39
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|JOHN MARTIN CONSTRUCTION LTD|480247|60000
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|JOHN MARTIN CONSTRUCTION LTD|480248|67987.48
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|JOHN MARTIN CONSTRUCTION LTD|480281|66150.52
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|JOHN MARTIN CONSTRUCTION LTD|480288|39183.71
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|RINGWAY INFRASTRUCTURE SERVICES LTD|480343|237182.45
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|ROY HANKINSON LTD|480370|212385.81
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|ROY HANKINSON LTD|480371|339678.93
Department for Transport|Highways Agency|17/08/2010|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|VOLKERLASER LIMITED|480379|26953.38
Department for Transport|Highways Agency|17/08/2010|TEC - Technology Maintenance|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|480195|645.89
Department for Transport|Highways Agency|17/08/2010|TEC - Technology Maintenance|NETWORK DELIVERY & DEVELOPMENT|INTERROUTE|480189|311867.92
Department for Transport|Highways Agency|17/08/2010|TOS operational Vehicle fuel|TRAFFIC MANAGEMENT DIRECTORATE|ARVAL|1014604999|28202.6
Department for Transport|Highways Agency|17/08/2010|TOS operational Vehicle fuel|TRAFFIC MANAGEMENT DIRECTORATE|ARVAL|1014605001|32405.81
Department for Transport|Highways Agency|17/08/2010|WM - Winter Maintenance|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|480219|5767.14
Department for Transport|Highways Agency|17/08/2010|WM - Winter Maintenance|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|480358|11381.76
Department for Transport|Highways Agency|17/08/2010|WM - Winter Maintenance|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|480208|42237.97
Department for Transport|Highways Agency|17/08/2010|WM - Winter Maintenance|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|480350|42436.4
Department for Transport|Highways Agency|17/08/2010|WM - Winter Maintenance|NETWORK DELIVERY & DEVELOPMENT|INTERROUTE|480189|90331.14
Department for Transport|Highways Agency|18/08/2010|Contractors Costs|BUSINESS SERVICES DIRECTORATE|THE COPYRIGHT LICENSING AGENCY|480518|34144.5
Department for Transport|Highways Agency|18/08/2010|Contractors Costs|MAJOR PROJECTS|PB LTD|480538|50401.97
Department for Transport|Highways Agency|18/08/2010|Contractors Costs|MAJOR PROJECTS|URS CORPORATION LTD|480486|64259.68
Department for Transport|Highways Agency|18/08/2010|Contractors Costs|TRAFFIC MANAGEMENT DIRECTORATE|COMPUTACENTER (UK) LTD|478223|0.21
Department for Transport|Highways Agency|18/08/2010|Contractor Costs|MAJOR PROJECTS|CARILLION CONSTRUCTION LIMITED|480522|243751.62
Department for Transport|Highways Agency|18/08/2010|Contractor Costs|MAJOR PROJECTS|CARILLION CONSTRUCTION LIMITED|480523|1119978.72
Department for Transport|Highways Agency|18/08/2010|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|BAM NUTTALL LIMITED|436209|-166076.49
Department for Transport|Highways Agency|18/08/2010|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|QINETIQ LTD|471520|0
Department for Transport|Highways Agency|18/08/2010|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|QINETIQ LTD|478523|0
Department for Transport|Highways Agency|18/08/2010|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|ULTRA ELECTRONICS CONTROLS|480172|1293.19
Department for Transport|Highways Agency|18/08/2010|PFI Service Payments|NETWORK DELIVERY & DEVELOPMENT|CONNECT A 50 LIMITED|480566|1344650.23
Department for Transport|Highways Agency|18/08/2010|PFI Service Payments|NETWORK DELIVERY & DEVELOPMENT|CONNECT A 50 LIMITED|480567|1015519.05
Department for Transport|Highways Agency|18/08/2010|PFI Service Payments|NETWORK DELIVERY & DEVELOPMENT|CONNECT A 50 LIMITED|480568|43854.22
Department for Transport|Highways Agency|18/08/2010|PFI Service Payments|NETWORK DELIVERY & DEVELOPMENT|CONNECT A 50 LIMITED|480569|1344650.23
Department for Transport|Highways Agency|18/08/2010|PFI Service Payments|NETWORK DELIVERY & DEVELOPMENT|CONNECT A 50 LIMITED|480570|43854.22
Department for Transport|Highways Agency|18/08/2010|Prepaid expenses - programme|BUSINESS SERVICES DIRECTORATE|HOUNSLOW L B|480504|94059.7
Department for Transport|Highways Agency|18/08/2010|TA Cost AUC - Programme|MAJOR PROJECTS|ATKINS LTD|480520|100159.09
Department for Transport|Highways Agency|18/08/2010|TA Cost AUC - Programme|MAJOR PROJECTS|ATKINS LTD|480521|46277.09
Department for Transport|Highways Agency|18/08/2010|TA Cost AUC - Programme|MAJOR PROJECTS|BAM NUTTALL LIMITED|384019|-26564.5
Department for Transport|Highways Agency|18/08/2010|TA Cost AUC - Programme|MAJOR PROJECTS|NICHOLLS FARM|LOMD226531|153927.89
Department for Transport|Highways Agency|18/08/2010|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|AMEY OW LIMITED|480577|75654.8
Department for Transport|Highways Agency|18/08/2010|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|ATKINS LTD|478867|-169.58
Department for Transport|Highways Agency|18/08/2010|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|BOE FOREIGN CURRENCY|3016130173|197496
Department for Transport|Highways Agency|18/08/2010|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|CAMBRIDGE CONSULTANTS LTD|480543|46301.87
Department for Transport|Highways Agency|18/08/2010|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|HILL & SMITH T/A TECHSPAN SYSTEMS|480507|59765.02
Department for Transport|Highways Agency|18/08/2010|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|MOTT MACDONALD GROUP LTD|478832|313.56
Department for Transport|Highways Agency|18/08/2010|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|JACOBS ENGINEERING UK LIMITED|480546|58439.6
Department for Transport|Highways Agency|18/08/2010|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|SHARPFIBRE LIMITED|480501|186787.5
Department for Transport|Highways Agency|19/08/2010|CM - Time Based Charges|NETWORK DELIVERY & DEVELOPMENT|HIGHWAY CARE LIMITED|480668|50135.9
Department for Transport|Highways Agency|19/08/2010|CM - Time Based Charges|NETWORK DELIVERY & DEVELOPMENT|PEEKMOUCHEL|480612|32478.1
Department for Transport|Highways Agency|19/08/2010|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|HER MAJESTY'S COURT SERVICE|480602|957120
Department for Transport|Highways Agency|19/08/2010|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|WSP UK LIMITED|474766|-78750
Department for Transport|Highways Agency|19/08/2010|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|WSP UK LIMITED|480631|77235.56
Department for Transport|Highways Agency|19/08/2010|Contractors Costs|NETWORK SERVICES DIRECTORATE|JACOBS ENGINEERING UK LIMITED|480619|33824
