DEPARTMENTALFAMILY|ENTITY|DATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNUMBER|AMOUNT|DESCRIPTION|SUPPLIER2POSTCODE|2
Department for Transport|Passenger Focus|10/06/2015|Photographic Services|COMMUNICATIONS|xxxxxx|PIN015683|516.88|Photographic Services|xxxxxx|
Department for Transport|Passenger Focus|10/06/2015|Photographic Services|COMMUNICATIONS|xxxxxx|PIN015683|40|Photographic Services|xxxxxx|
Department for Transport|Passenger Focus|20/07/2015|Passenger Research|Research|BDRC Continental Ltd|PIN015685|139473.6|Passenger Research|WC1V 7DA            |
Department for Transport|Passenger Focus|23/07/2015|Passenger Research|Research|Populus Limited|PIN015689|9999.6|Passenger Research|EC1V 0AT            |
Department for Transport|Passenger Focus|23/07/2015|Contingent Labour - Temp Staf|Passenger Team|ROBERT HALF LIMITED|PIN015690|873.6|Contingent Labour - Temp Staf|B37 7GN             |
Department for Transport|Passenger Focus|23/07/2015|Contingent Labour - Temp Staf|Passenger Team|ROBERT HALF LIMITED|PIN015691|501.19|Contingent Labour - Temp Staf|B37 7GN             |
Department for Transport|Passenger Focus|23/07/2015|Contingent Labour - Temp Staf|CHIEF EXECS OFFICE|ROBERT HALF LIMITED|PIN015695|1415.4|Contingent Labour - Temp Staf|B37 7GN             |
Department for Transport|Passenger Focus|16/07/2015|Contingent Labour - Temp Staf|CHIEF EXECS OFFICE|ROBERT HALF LIMITED|PIN015696|1415.4|Contingent Labour - Temp Staf|B37 7GN             |
Department for Transport|Passenger Focus|02/07/2015|Photocopier Usage Charges|RESOURCES|Xerox Finance Limited|PIN015700|706.93|Photocopier Usage Charges|UB8 1HS             |
Department for Transport|Passenger Focus|16/07/2015|Fixed Line Telecommunication|RESOURCES|BT Payment Services Ltd|PIN015702|107.88|Fixed Line Telecommunication|DH98 1BT            |
Department for Transport|Passenger Focus|16/07/2015|Fixed Line Telecommunication|RESOURCES|BT Payment Services Ltd|PIN015702|1383.61|Fixed Line Telecommunication|DH98 1BT            |
Department for Transport|Passenger Focus|16/07/2015|Fixed Line Telecommunication|CHIEF EXECS OFFICE|BT Payment Services Ltd|PIN015702|57.32|Fixed Line Telecommunication|DH98 1BT            |
Department for Transport|Passenger Focus|16/07/2015|Fixed Line Telecommunication|RESOURCES|BT Payment Services Ltd|PIN015702|133.45|Fixed Line Telecommunication|DH98 1BT            |
Department for Transport|Passenger Focus|16/07/2015|Fixed Line Telecommunication|Passenger Team|BT Payment Services Ltd|PIN015702|198.85|Fixed Line Telecommunication|DH98 1BT            |
Department for Transport|Passenger Focus|16/07/2015|Fixed Line Telecommunication|Passenger Issues|BT Payment Services Ltd|PIN015702|128.08|Fixed Line Telecommunication|DH98 1BT            |
Department for Transport|Passenger Focus|16/07/2015|Fixed Line Telecommunication|First Great Western|BT Payment Services Ltd|PIN015702|67.18|Fixed Line Telecommunication|DH98 1BT            |
Department for Transport|Passenger Focus|16/07/2015|Fixed Line Telecommunication|Roads|BT Payment Services Ltd|PIN015702|63.78|Fixed Line Telecommunication|DH98 1BT            |
Department for Transport|Passenger Focus|29/06/2015|IT Maintenance & Developmen|RESOURCES|Phoenix|PCR000637|-1020|IT Maintenance & Developmen|WF17 9LU            |
Department for Transport|Passenger Focus|30/06/2015|Passenger Research|Passenger Issues|Illuminas|PCR000638|-18900|Passenger Research|NW1 1BU             |
Department for Transport|Passenger Focus|02/07/2015|Meeting Room Expenses|RESOURCES|Department for Business Innovation & S|PCR000639|-1508.4|Meeting Room Expenses|NP10 8QQ|
Department for Transport|Passenger Focus|13/07/2015|Passenger Research|Research|BDRC Continental Ltd|PCR000640|-1442.52|Passenger Research|WC1V 7DA            |
DEPARTMENT FOR TRANSPORT|VCA|10/07/2015|COS - INDIA STRATEGY PROJECT|VCA UK|KAM Auto Engineering|KAM 078|4291.79|Kam Commission 13/14 + 14/15|India|
DEPARTMENT FOR TRANSPORT|VCA|07/07/2015|COS - SEB ENFORCEMENT WORK|VCA UK|KEE AUTOMOTIVE LIMITED|INV 4385|600|Company  Vehicle Certification Agency Vehicle  I|CM1 3ST|
DEPARTMENT FOR TRANSPORT|VCA|22/06/2015|COS - SEB ENFORCEMENT WORK|VCA UK|MILLBROOK PROVING GROUND LTD|INV 4330|13945|SEB ENFORCEMENT WORK Aftermarket Emissions Testing|MK45 2JQ|
DEPARTMENT FOR TRANSPORT|VCA|07/07/2015|COS - TRACK AND LAB|VCA UK|HORIBA MIRA LTD|INV 4408|1181.5|W/E 28/6/15 - TRACK USAGE|CV10 OTU|
DEPARTMENT FOR TRANSPORT|VCA|07/07/2015|COS - TRACK AND LAB|VCA UK|MILLBROOK PROVING GROUND LTD|INV 4413|1900|ANGLOCO SCANIA WP TILT TEST|MK45 2JQ|
DEPARTMENT FOR TRANSPORT|VCA|07/07/2015|COS - TRACK AND LAB|VCA UK|MILLBROOK PROVING GROUND LTD|INV 4412|1966.6|ROSENBAUER SCANIA ALP TILT TEST|MK45 2JQ|
DEPARTMENT FOR TRANSPORT|VCA|07/07/2015|ACCREDITATION FEES|VCA UK|U.K. ACCREDITATION SERVICE|INV 4386|2090|2015-16 - ANNUAL ACCREDITATION FEE|TW13 4UN|
DEPARTMENT FOR TRANSPORT|VCA|13/07/2015|ACCREDITATION FEES|VCA UK|SMMT INDUSTRY FORUM|INV 4458|2776|7-9/7/15 - VCA CONTRACTED OFFICE ASSES|B37 7YE|
DEPARTMENT FOR TRANSPORT|VCA|23/07/2015|ACCREDITATION FEES|VCA UK|U.K. ACCREDITATION SERVICE|INV 4532|3808|2015 SU2 WA EMS EA22 WITNESSED ASSESSMENT|TW13 4UN|
DEPARTMENT FOR TRANSPORT|VCA|13/07/2015|ACCREDITATION FEES|VCA UK|SMMT INDUSTRY FORUM|INV 4457|5511.06|21-23/5/15 - WITNESS AUDIT|B37 7YE|
DEPARTMENT FOR TRANSPORT|VCA|07/07/2015|MISC. MOTOR EXPENSES|VCA UK|RAC FLEET|INV 4387|510|6 x RESCUE, AT HOME, RECOVERY SERVICES|BS99 1RB|
DEPARTMENT FOR TRANSPORT|VCA|23/07/2015|AGENCY STAFF|VCA UK|CAPITA BUSINESS SERVICES LIMITED|INV 4552|531.25|Financial Accountant|SW1H 0XA|
DEPARTMENT FOR TRANSPORT|VCA|24/06/2015|AGENCY STAFF|VCA UK|BROOK STREET (UK) LIMITED|INV 4324|535.02|W/E 19/6/15 - AO CENTRAL SVS|AL1 4JB|
DEPARTMENT FOR TRANSPORT|VCA|21/07/2015|AGENCY STAFF|VCA UK|BROOK STREET (UK) LIMITED|INV 4512|535.02|W/E 10/7/15 - AO CENTRAL SVS|AL1 4JB|
DEPARTMENT FOR TRANSPORT|VCA|16/07/2015|AGENCY STAFF|VCA UK|CAPITA BUSINESS SERVICES LIMITED|INV 4495|590.28|Financial Accountant -  - |SW1H 0XA|
DEPARTMENT FOR TRANSPORT|VCA|23/07/2015|AGENCY STAFF|VCA UK|CAPITA BUSINESS SERVICES LIMITED|INV 4551|885.42|Financial Accountant -  - |SW1H 0XA|
DEPARTMENT FOR TRANSPORT|VCA|21/07/2015|AGENCY STAFF|VCA UK|BADENOCH AND CLARK LTD|INV 4510|1025|W/E 10/7/15 - ACCOMMODATION MANAGER|B37 7YE|
DEPARTMENT FOR TRANSPORT|VCA|08/07/2015|AGENCY STAFF|VCA UK|BADENOCH AND CLARK LTD|INV 4396|1025|W/E 19/6/15 - ACCOMMODATION MANAGER|B37 7YE|
DEPARTMENT FOR TRANSPORT|VCA|14/07/2015|AGENCY STAFF|VCA UK|BADENOCH AND CLARK LTD|INV 4477|1025|W/E 26/6/15 - ACCOMMODATION MANAGER|B37 7YE|
DEPARTMENT FOR TRANSPORT|VCA|14/07/2015|AGENCY STAFF|VCA UK|BADENOCH AND CLARK LTD|INV 4478|1025|W/E 3/7/15 - ACCOMMODATION MANAGER|B37 7YE|
DEPARTMENT FOR TRANSPORT|VCA|30/07/2015|AGENCY STAFF|VCA UK|CAPITA BUSINESS SERVICES LIMITED|INV 4595|1180.56|Financial Accountant -  - |SW1H 0XA|
DEPARTMENT FOR TRANSPORT|VCA|28/07/2015|AGENCY STAFF|VCA UK|BADENOCH AND CLARK LTD|INV 4577|1435|W/E 17/7/15 - ACCOMMODATION MANAGER|B37 7YE|
DEPARTMENT FOR TRANSPORT|VCA|22/07/2015|AGENCY STAFF|VCA UK|CAPITA BUSINESS SERVICES LIMITED|INV 4528|1475.7|Financial Accountant -  - |SW1H 0XA|
DEPARTMENT FOR TRANSPORT|VCA|23/07/2015|AGENCY STAFF|VCA UK|CAPITA BUSINESS SERVICES LIMITED|INV 4552|2656.26|Financial Accountant -  - |SW1H 0XA|
DEPARTMENT FOR TRANSPORT|VCA|16/07/2015|AGENCY STAFF|VCA UK|CAPITA BUSINESS SERVICES LIMITED|INV 4495|2951.4|Financial Accountant -  - |SW1H 0XA|
DEPARTMENT FOR TRANSPORT|VCA|06/03/2015|EAO - LEA HEALTH INSURANCE|VCA UK|Ag.AXA|Ag. AXA|1337.45|insurance|Italy|
DEPARTMENT FOR TRANSPORT|VCA|23/07/2015|Training|VCA UK|EXCEL PARTNERSHIP|INV 4531|1240|1 day intro to ISO 9001:2008|KT10 9TN|
DEPARTMENT FOR TRANSPORT|VCA|28/07/2015|Training|VCA UK|BYWATER TRAINING SERVICES|INV 4590|1255|Measurement Uncertainty  Confidence in Measuremen|KT10 9TN|
DEPARTMENT FOR TRANSPORT|VCA|07/07/2015|Training|VCA UK|QA LIMITED|INV 4395|1283|Training|LS12 6BD|
DEPARTMENT FOR TRANSPORT|VCA|27/07/2015|EAO HEALTH INS/DENTAL|VCA UK|MARSH PRIVATE CLIENT SERVICES|INV 4560|950|12/8/15 - 11/8/16 - JAPAN INSURANCE POLICY|SG6 3TT|
DEPARTMENT FOR TRANSPORT|VCA|14/07/2015|BARCLAYCARD SUSPENSE A/C|VCA UK|Barclaycard|BCARD July 15|634.95|July 15 monthly statement|B13 9JD|
DEPARTMENT FOR TRANSPORT|VCA|14/07/2015|BARCLAYCARD SUSPENSE A/C|VCA UK|Barclaycard|BCARD July 15|671.65|July 15 monthly statement|B13 9JD|
DEPARTMENT FOR TRANSPORT|VCA|14/07/2015|BARCLAYCARD SUSPENSE A/C|VCA UK|Barclaycard|BCARD June 15|681.49|June 15 monthly statement|B13 9JD|
DEPARTMENT FOR TRANSPORT|VCA|14/07/2015|BARCLAYCARD SUSPENSE A/C|VCA UK|Barclaycard|BCARD June 15|736.03|June 15 monthly statement|B13 9JD|
DEPARTMENT FOR TRANSPORT|VCA|14/07/2015|BARCLAYCARD SUSPENSE A/C|VCA UK|Barclaycard|BCARD July 15|763.07|July 15 monthly statement|B13 9JD|
DEPARTMENT FOR TRANSPORT|VCA|14/07/2015|BARCLAYCARD SUSPENSE A/C|VCA UK|Barclaycard|BCARD July 15|793.86|July 15 monthly statement|B13 9JD|
DEPARTMENT FOR TRANSPORT|VCA|14/07/2015|BARCLAYCARD SUSPENSE A/C|VCA UK|Barclaycard|BCARD June 15|799.81|June 15 monthly statement|B13 9JD|
DEPARTMENT FOR TRANSPORT|VCA|14/07/2015|BARCLAYCARD SUSPENSE A/C|VCA UK|Barclaycard|BCARD June 15|803.76|June 15 monthly statement|B13 9JD|
DEPARTMENT FOR TRANSPORT|VCA|14/07/2015|BARCLAYCARD SUSPENSE A/C|VCA UK|Barclaycard|BCARD June 15|812.94|June 15 monthly statement|B13 9JD|
DEPARTMENT FOR TRANSPORT|VCA|14/07/2015|BARCLAYCARD SUSPENSE A/C|VCA UK|Barclaycard|BCARD July 15|819.35|July 15 monthly statement|B13 9JD|
DEPARTMENT FOR TRANSPORT|VCA|14/07/2015|BARCLAYCARD SUSPENSE A/C|VCA UK|Barclaycard|BCARD July 15|844.21|July 15 monthly statement|B13 9JD|
DEPARTMENT FOR TRANSPORT|VCA|14/07/2015|BARCLAYCARD SUSPENSE A/C|VCA UK|Barclaycard|BCARD June 15|1086.73|June 15 monthly statement|B13 9JD|
DEPARTMENT FOR TRANSPORT|VCA|14/07/2015|BARCLAYCARD SUSPENSE A/C|VCA UK|Barclaycard|BCARD June 15|1129.8|June 15 monthly statement|B13 9JD|
DEPARTMENT FOR TRANSPORT|VCA|14/07/2015|BARCLAYCARD SUSPENSE A/C|VCA UK|Barclaycard|BCARD July 15|1148.37|July 15 monthly statement|B13 9JD|
DEPARTMENT FOR TRANSPORT|VCA|14/07/2015|BARCLAYCARD SUSPENSE A/C|VCA UK|Barclaycard|BCARD June 15|1167.59|June 15 monthly statement|B13 9JD|
DEPARTMENT FOR TRANSPORT|VCA|14/07/2015|BARCLAYCARD SUSPENSE A/C|VCA UK|Barclaycard|BCARD June 15|1273.1|June 15 monthly statement|B13 9JD|
DEPARTMENT FOR TRANSPORT|VCA|14/07/2015|BARCLAYCARD SUSPENSE A/C|VCA UK|Barclaycard|BCARD June 15|1439.94|June 15 monthly statement|B13 9JD|
DEPARTMENT FOR TRANSPORT|VCA|14/07/2015|BARCLAYCARD SUSPENSE A/C|VCA UK|Barclaycard|BCARD July 15|1556.14|July 15 monthly statement|B13 9JD|
DEPARTMENT FOR TRANSPORT|VCA|14/07/2015|BARCLAYCARD SUSPENSE A/C|VCA UK|Barclaycard|BCARD June 15|1717.85|June 15 monthly statement|B13 9JD|
DEPARTMENT FOR TRANSPORT|VCA|14/07/2015|BARCLAYCARD SUSPENSE A/C|VCA UK|Barclaycard|BCARD June 15|1727.29|June 15 monthly statement|B13 9JD|
DEPARTMENT FOR TRANSPORT|VCA|14/07/2015|BARCLAYCARD SUSPENSE A/C|VCA UK|Barclaycard|BCARD July 15|2053.52|July 15 monthly statement|B13 9JD|
DEPARTMENT FOR TRANSPORT|VCA|14/07/2015|BARCLAYCARD SUSPENSE A/C|VCA UK|Barclaycard|BCARD July 15|2213.04|July 15 monthly statement|B13 9JD|
DEPARTMENT FOR TRANSPORT|VCA|14/07/2015|BARCLAYCARD SUSPENSE A/C|VCA UK|Barclaycard|BCARD July 15|2224.79|July 15 monthly statement|B13 9JD|
DEPARTMENT FOR TRANSPORT|VCA|14/07/2015|BARCLAYCARD SUSPENSE A/C|VCA UK|Barclaycard|BCARD July 15|2428.98|July 15 monthly statement|B13 9JD|
DEPARTMENT FOR TRANSPORT|VCA|14/07/2015|BARCLAYCARD SUSPENSE A/C|VCA UK|Barclaycard|BCARD June 15|2729.09|June 15 monthly statement|B13 9JD|
DEPARTMENT FOR TRANSPORT|VCA|14/07/2015|BARCLAYCARD SUSPENSE A/C|VCA UK|Barclaycard|BCARD July 15|3026.6|July 15 monthly statement|B13 9JD|
DEPARTMENT FOR TRANSPORT|VCA|14/07/2015|BARCLAYCARD SUSPENSE A/C|VCA UK|Barclaycard|BCARD July 15|3271.37|July 15 monthly statement|B13 9JD|
DEPARTMENT FOR TRANSPORT|VCA|14/07/2015|BARCLAYCARD SUSPENSE A/C|VCA UK|Barclaycard|BCARD July 15|5866.64|July 15 monthly statement|B13 9JD|
DEPARTMENT FOR TRANSPORT|VCA|14/07/2015|BARCLAYCARD SUSPENSE A/C|VCA UK|Barclaycard|BCARD June 15|6770.7|June 15 monthly statement|B13 9JD|
DEPARTMENT FOR TRANSPORT|VCA|17/07/2015|REDFERN SUSPENSE ACCOUNT|VCA UK|REDFERN TRAVEL LTD|INV 4499|5260.71|17/6 - 14/7/15 - REDFERN TRAVEL|BD1 3AZ|
DEPARTMENT FOR TRANSPORT|VCA|03/07/2015|REDFERN SUSPENSE ACCOUNT|VCA UK|REDFERN TRAVEL LTD|INV 4375|5346.33|15-30/6/15 - REDFERN TRAVEL|BD1 3AZ|
DEPARTMENT FOR TRANSPORT|VCA|13/07/2015|O/S Other Travel|VCA UK|CORPORATE TRAVELLER|INV 4451|652.86|CDR CT 18JUL15 07 LHR-NBC|KT3 4TE|
DEPARTMENT FOR TRANSPORT|VCA|13/07/2015|O/S Other Travel|VCA UK|CORPORATE TRAVELLER|INV 4452|652.86|CP CT 18JUL15 07 LHR-NBC|KT3 4TE|
DEPARTMENT FOR TRANSPORT|VCA|13/07/2015|O/S Other Travel|VCA UK|CORPORATE TRAVELLER|INV 4453|652.86|RAB CT 18JUL15 07 LHR-NBC|KT3 4TE|
DEPARTMENT FOR TRANSPORT|VCA|15/07/2015|O/S Other Travel|VCA UK|CENTRAL TRAVEL|INV 4479|895|MK CT 09AUG15 11 BHX-KUL|B13 9JD|
DEPARTMENT FOR TRANSPORT|VCA|09/07/2015|O/S Other Travel|VCA UK|CENTRAL TRAVEL|INV 4446|1265|AM CT 19JUL15 04 NGO-ICN|B13 9JD|
DEPARTMENT FOR TRANSPORT|VCA|23/07/2015|O/S Other Travel|VCA UK|CENTRAL TRAVEL|INV 4553|2165|JB CT 14SEP15 06 BHX-BJS|B13 9JD|
DEPARTMENT FOR TRANSPORT|VCA|10/07/2015|O/S Other Travel|VCA UK|CENTRAL TRAVEL|INV 4464|2595|DP CT 15AUG15 15 LHR-ICN|B13 9JD|
DEPARTMENT FOR TRANSPORT|VCA|10/07/2015|O/S Other Travel|VCA UK|CENTRAL TRAVEL|INV 4464|2595|RP CT 15AUG15 36 LHR-ICN|B13 9JD|
DEPARTMENT FOR TRANSPORT|VCA|10/07/2015|O/S Other Travel|VCA UK|CENTRAL TRAVEL|INV 4465|2595|SH CT 15AUG15 30 LHR-ICN|B13 9JD|
DEPARTMENT FOR TRANSPORT|VCA|10/07/2015|O/S Other Travel|VCA UK|CENTRAL TRAVEL|INV 4465|2595|JC CT 15AUG15 LHR-ICN|B13 9JD|
DEPARTMENT FOR TRANSPORT|VCA|10/07/2015|O/S Other Travel|VCA UK|CENTRAL TRAVEL|INV 4466|2595|AM CT 15AUG15 21 LHR-ICN|B13 9JD|
DEPARTMENT FOR TRANSPORT|VCA|10/07/2015|O/S Other Travel|VCA UK|CENTRAL TRAVEL|INV 4466|2595|SM CT 15AUG15 21 LHR-ICN|B13 9JD|
DEPARTMENT FOR TRANSPORT|VCA|13/07/2015|O/S Other Travel|VCA UK|CORPORATE TRAVELLER|INV 4454|2689.96|O/S T&S - Other Travel Travel|KT3 4TE|
DEPARTMENT FOR TRANSPORT|VCA|10/07/2015|Flights|VCA UK|CLEANING LOGISTICS (SW) LTD|INV 4467|2995|AM CT 29AUG15 15 LHR-NGO|RG10 9NT|
DEPARTMENT FOR TRANSPORT|VCA|08/07/2015|Rent|VCA UK|INTERSERVE|INV 4398|1000|1/1 - 31/12/15 - OUTSTANDING LEASE COSTS|DY1 4TB|
DEPARTMENT FOR TRANSPORT|VCA|01/07/2015|OFFICE CAR PARKING RENTAL|VCA UK|Certini Bicycle Co. Ltd|Certini Bicycle Co. Ltd|1200|Car parking spaces July|PL12 6LD|
DEPARTMENT FOR TRANSPORT|VCA|03/07/2015|Electricity|VCA UK|BRITISH GAS BUSINESS|INV 4370|964.08|27/5 - 25/6/15 - ELECTRICITY - F86D00013|OX4 2JY|
DEPARTMENT FOR TRANSPORT|VCA|30/06/2015|Cleaning|VCA UK|CLEANING LOGISTICS (SW) LTD|INV 4323|806|JUNE 2015 - DAILY OFFICE CLEANING|RG10 9NT|
DEPARTMENT FOR TRANSPORT|VCA|16/07/2015|Cleaning|VCA UK|INTERSERVE|INV 4501|991.54|JULY 2015 - CLEANING VCA MC|DY1 4TB|
DEPARTMENT FOR TRANSPORT|VCA|03/07/2015|Cleaning|VCA UK|IRON MOUNTAIN (UK) LTD|INV 4368|1769.51|STORAGE, DELIVERY & ADMIN COSTS|EH54 7DF|
DEPARTMENT FOR TRANSPORT|VCA|28/07/2015|Postage & Carriage|VCA UK|POSTAGE BY PHONE - PITNEY BOWES LTD|INV 4582|9000|Credit for franking machine|CM19 5BD|
DEPARTMENT FOR TRANSPORT|VCA|28/07/2015|Telephone|VCA UK|O2 LTD|INV 4584|616.6|APR 15 - LINE RENTAL CHARGES + CALLS (NON-VAT)|LS11 0NE|
DEPARTMENT FOR TRANSPORT|VCA|28/07/2015|Telephone|VCA UK|O2 LTD|INV 4584|721.25|APR 15 - LINE RENTAL CHARGES + CALLS|LS11 0NE|
DEPARTMENT FOR TRANSPORT|VCA|28/07/2015|Telephone|VCA UK|O2 LTD|INV 4586|741.55|JUN 15 - LINE RENTAL CHARGES + CALLS|LS11 0NE|
DEPARTMENT FOR TRANSPORT|VCA|28/07/2015|Telephone|VCA UK|O2 LTD|INV 4585|856.15|MAY 15 - LINE RENTAL CHARGES + CALLS|LS11 0NE|
DEPARTMENT FOR TRANSPORT|VCA|28/07/2015|Telephone|VCA UK|O2 LTD|INV 4585|883.71|MAY 15 - LINE RENTAL CHARGES + CALLS (NON-VAT)|LS11 0NE|
DEPARTMENT FOR TRANSPORT|VCA|28/07/2015|Telephone|VCA UK|O2 LTD|INV 4586|1151.54|JUN 15 - LINE RENTAL CHARGES + CALLS (NON-VAT)|LS11 0NE|
DEPARTMENT FOR TRANSPORT|VCA|28/07/2015|Telephone|VCA UK|VODAFONE CORPORATE LIMITED|INV 4589|2254.73|CHARGE FOR 900283052 LESS CREDITS|RG14 5FF|
DEPARTMENT FOR TRANSPORT|VCA|03/07/2015|Printing|VCA UK|LANGUAGE EXPORT CENTRE LTD|INV 4357|1320|Printing - Translation of the Fuel consumption gui|SA4 3BW|
DEPARTMENT FOR TRANSPORT|VCA|09/07/2015|Books|VCA UK|NLA MEDIA ACCESS LIMITED|INV 4420|657|Renewal of NLA copyright licence|TN1 1NL|
DEPARTMENT FOR TRANSPORT|VCA|03/07/2015|Computer Running Costs|VCA UK|UNIFY ENTERPRISE COMMUNICATIONS LTD|INV 4374|594.77|1/4 - 30/6/15 - QUARTERLY VOICE RECORDING SUPPORT|MK15 0DJ|
DEPARTMENT FOR TRANSPORT|VCA|27/07/2015|Computer Running Costs|VCA UK|EASYNET LIMITED|INV 4576|599|25/7 - 24/8/15 - DG OFFICE ETHERNET|E1W 1YY|
DEPARTMENT FOR TRANSPORT|VCA|28/07/2015|Computer Running Costs|VCA UK|EASYNET LIMITED|INV 4580|599|25/2 - 24/3/15 - DG OFFICE ETHERNET|E1W 1YY|
DEPARTMENT FOR TRANSPORT|VCA|03/07/2015|Computer Running Costs|VCA UK|UNIFY ENTERPRISE COMMUNICATIONS LTD|INV 4373|964.92|1/6/15 - 31/5/15 - UPS MAINTENANCE SUPPORT|MK15 0DJ|
DEPARTMENT FOR TRANSPORT|VCA|24/07/2015|Computer Running Costs|VCA UK|LEXIS NEXIS|INV 4561|1337.4|Lexis Library - Crime - Band 1 - Online Service|SM2 5AS|
DEPARTMENT FOR TRANSPORT|VCA|22/07/2015|Computer Running Costs|VCA UK|SOUTH WEST COMMUNICATIONS GROUP LTD|INV 4526|2411.38|AUG 15 - CONTRACT F1505 HOSTING SERVICES|EX2 7JA|
DEPARTMENT FOR TRANSPORT|VCA|03/07/2015|Computer Running Costs|VCA UK|UNIFY ENTERPRISE COMMUNICATIONS LTD|INV 4374|2973.87|1/4 - 30/6/15 - QUARTERLY VOICE RECORDING SUPPORT|MK15 0DJ|
DEPARTMENT FOR TRANSPORT|VCA|13/07/2015|Computer Running Costs|VCA UK|DELL COMPUTER CORPORATION|INV 4475|4054.23|Extending warranties for the Servers shown in the|RG12 1GG|
DEPARTMENT FOR TRANSPORT|VCA|13/07/2015|Computer Running Costs|VCA UK|DELL COMPUTER CORPORATION|INV 4475|20271.15|Extending warranties for the Servers shown in the|RG12 1GG|
DEPARTMENT FOR TRANSPORT|VCA|03/07/2015|Contractors Fees - MSC|VCA UK|FOCUS Q LTD|INV 4365|520|23-26/6/15 - FORD LIAISON 1 TEAM MEETING|BS30 9PZ|
DEPARTMENT FOR TRANSPORT|VCA|30/07/2015|Contractors Fees - MSC|VCA UK|EHS MANAGEMENT SERVICES LTD|INV 4617|525|29-31/7/15 - LATE CANCELLATION OF HONDA AUDIT|TA5 1PA|
DEPARTMENT FOR TRANSPORT|VCA|30/07/2015|Contractors Fees - MSC|VCA UK|EHS MANAGEMENT SERVICES LTD|INV 4617|525|29-31/7/15 - LATE CANCELLATION OF HONDA AUDIT|TA5 1PA|
DEPARTMENT FOR TRANSPORT|VCA|14/07/2015|Contractors Fees - MSC|VCA UK|EHS MANAGEMENT SERVICES LTD|INV 4484|655|6-8/7/15 - FOURFRONT GROUP - MS AUDIT|TA5 1PA|
DEPARTMENT FOR TRANSPORT|VCA|14/07/2015|Contractors Fees - MSC|VCA UK|EHS MANAGEMENT SERVICES LTD|INV 4484|655|6-8/7/15 - FOURFRONT GROUP - MS AUDIT|TA5 1PA|
DEPARTMENT FOR TRANSPORT|VCA|03/07/2015|Contractors Fees - MSC|VCA UK|FOCUS Q LTD|INV 4366|695|24-25/6/15 - FORD VOQO COLOGNE - ISO9001|BS30 9PZ|
DEPARTMENT FOR TRANSPORT|VCA|02/07/2015|Contractors Fees - MSC|VCA UK|P. STANLEY ASSOCIATES|INV 4361|858.75|JUN 2015 - CROSSLAND TANKERS - 9001 & 14001 AUDITS|SA15 5ND|
DEPARTMENT FOR TRANSPORT|VCA|02/07/2015|Contractors Fees - MSC|VCA UK|P. STANLEY ASSOCIATES|INV 4361|858.75|JUN 2015 - CROSSLAND TANKERS - 9001 & 14001 AUDITS|SA15 5ND|
DEPARTMENT FOR TRANSPORT|VCA|02/07/2015|Contractors Fees - MSC|VCA UK|P. STANLEY ASSOCIATES|INV 4360|897.5|22-23/6/15 - JLR - 14001 SURVEILLANCE AUDIT|SA15 5ND|
DEPARTMENT FOR TRANSPORT|VCA|09/07/2015|Contractors Fees - MSC|VCA UK|PETIT|INV 4416|1055|6-8/7/15 - TRINITY MIRROR MERSEYSIDE - ISO9001|SS17 7QL|
DEPARTMENT FOR TRANSPORT|VCA|03/07/2015|Contractors Fees - MSC|VCA UK|FOCUS Q LTD|INV 4367|1137.5|8-30/6/15 - FORD CLIENT MANAGEMENT|BS30 9PZ|
DEPARTMENT FOR TRANSPORT|VCA|02/07/2015|Contractors Fees - MSC|VCA UK|P. STANLEY ASSOCIATES|INV 4362|1145|29/6 - 1/7/15 - JLR - ISO14001 AUDIT|SA15 5ND|
DEPARTMENT FOR TRANSPORT|VCA|22/07/2015|Contractors Fees - MSC|VCA UK|Cengizhan Ozen|xxxxxx|1147.44|Audit fees|TURKEY|
DEPARTMENT FOR TRANSPORT|VCA|22/07/2015|Contractors Fees - MSC|VCA UK|Cengizhan Ozen|xxxxxx|1290.88|Audit fees|TURKEY|
DEPARTMENT FOR TRANSPORT|VCA|30/07/2015|Contractors Fees - MSC|VCA UK|PETIT|INV 4614|1540|20-23/7/15 - FORD-SOLLERS CHELNEY - ISO9001|SS17 7QL|
DEPARTMENT FOR TRANSPORT|VCA|09/07/2015|Contractors Fees - MSC|VCA UK|BROWNSWORD INTEGRATED MANAGEMENT|INV 4417|1600|23-26/6/15 - JAGUAR/LANDROVER - ISO14001|SK12 2ND|
DEPARTMENT FOR TRANSPORT|VCA|09/07/2015|Contractors Fees - MSC|VCA UK|PETIT|INV 4415|1695|29/6 - 3/7/15 - JLR HALEWOOD - ISO14001|SS17 7QL|
DEPARTMENT FOR TRANSPORT|VCA|09/07/2015|Contractors Fees - MSC|VCA UK|ARVATO|INV 4418|2000|29/6 - 3/7/15 - JAGUAR/LANDROVER, SOLIHULL - ISO14|HU10 6FE|
DEPARTMENT FOR TRANSPORT|VCA|17/07/2015|PROFESSIONAL FEES|VCA UK|UTAC|FC-SAS1503937|1468.87|UTAC - Labelling testing|FRANCE|
DEPARTMENT FOR TRANSPORT|VCA|17/07/2015|PROFESSIONAL FEES|VCA UK|UTAC|FC-SAS1503937|1468.88|UTAC - Labelling testing|FRANCE|
