DEPARTMENT|ENTITY|DATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNUMBER|AMOUNT|DESCRIPTION|SUPPLIER2POSTCODE
Department for Transport|Driver & Vehicle Licensing Agency|05/12/2013|Ordinary Driving Licence Payments|Operations|ANEURIN BEVAN LHB             |#|550|COST OF MEDICAL CHECK|NP4 0XG
Department for Transport|Driver & Vehicle Licensing Agency|05/12/2013|Ordinary Driving Licence Payments|Operations|THE ROYAL SURREY CARDIAC T F  |#|500|COST OF MEDICAL CHECK|GU2 7XX
Department for Transport|Driver & Vehicle Licensing Agency|05/12/2013|Ordinary Driving Licence Payments|Operations|XX XXXXXXX XXXX        |#|500|COST OF MEDICAL CHECK|FK5 4WR
Department for Transport|Driver & Vehicle Licensing Agency|05/12/2013|Non Stock Machine Consumables|Operations|WILLIAMS LEA LIMITED|2000333433|1981.49|SRA2 Conqueror Wove Watermarked 100gsm|NR3 1PD
Department for Transport|Driver & Vehicle Licensing Agency|05/12/2013|Stationery (Non-stock)|Operations|Banner Business Services Ltd|2000333435|711.6|2200006 Sq Date/Text Stamp 45X45Mm No 18|NR3 1QU
Department for Transport|Driver & Vehicle Licensing Agency|06/12/2013|Ordinary Driving Licence Payments|Operations|XX XXXXXXX XXXX        |#|500|COST OF MEDICAL CHECK|FK5 4WR
Department for Transport|Driver & Vehicle Licensing Agency|06/12/2013|Cars Fuel|Finance & Commercial|ALLSTAR BUSINESS SOLUTIONS LIMITED|2000335214|191|#|SN5 6PS
Department for Transport|Driver & Vehicle Licensing Agency|06/12/2013|Cars Fuel|Finance & Commercial|ALLSTAR BUSINESS SOLUTIONS LIMITED|2000335214|3627.31|#|SN5 6PS
Department for Transport|Driver & Vehicle Licensing Agency|06/12/2013|Cars Fuel|Operations|ALLSTAR BUSINESS SOLUTIONS LIMITED|2000335214|1540.83|#|SN5 6PS
Department for Transport|Driver & Vehicle Licensing Agency|06/12/2013|Cars Fuel|Operations|ALLSTAR BUSINESS SOLUTIONS LIMITED|2000335214|1679.45|#|SN5 6PS
Department for Transport|Driver & Vehicle Licensing Agency|06/12/2013|Cars Maintenance|Finance & Commercial|ALLSTAR BUSINESS SOLUTIONS LIMITED|2000335214|2505.33|#|SN5 6PS
Department for Transport|Driver & Vehicle Licensing Agency|06/12/2013|Cars Maintenance|Operations|ALLSTAR BUSINESS SOLUTIONS LIMITED|2000335214|899.81|#|SN5 6PS
Department for Transport|Driver & Vehicle Licensing Agency|06/12/2013|Cars Fuel|Finance & Commercial|ALLSTAR BUSINESS SOLUTIONS LIMITED|2000335214|272.99|#|SN5 6PS
Department for Transport|Driver & Vehicle Licensing Agency|06/12/2013|Cars Fuel|Finance & Commercial|ALLSTAR BUSINESS SOLUTIONS LIMITED|2000335214|2748.96|#|SN5 6PS
Department for Transport|Driver & Vehicle Licensing Agency|06/12/2013|Cars Fuel|Operations|ALLSTAR BUSINESS SOLUTIONS LIMITED|2000335214|565.57|#|SN5 6PS
Department for Transport|Driver & Vehicle Licensing Agency|06/12/2013|Cars Fuel|Operations|ALLSTAR BUSINESS SOLUTIONS LIMITED|2000335214|1801|#|SN5 6PS
Department for Transport|Driver & Vehicle Licensing Agency|06/12/2013|Cars Maintenance|Finance & Commercial|ALLSTAR BUSINESS SOLUTIONS LIMITED|2000335214|1082.97|#|SN5 6PS
Department for Transport|Driver & Vehicle Licensing Agency|06/12/2013|Cars Maintenance|Operations|ALLSTAR BUSINESS SOLUTIONS LIMITED|2000335214|16.48|#|SN5 6PS
Department for Transport|Driver & Vehicle Licensing Agency|06/12/2013|Cars Fuel|Finance & Commercial|ALLSTAR BUSINESS SOLUTIONS LIMITED|2000335214|260.49|#|SN5 6PS
Department for Transport|Driver & Vehicle Licensing Agency|06/12/2013|Cars Fuel|Finance & Commercial|ALLSTAR BUSINESS SOLUTIONS LIMITED|2000335214|3212.61|#|SN5 6PS
Department for Transport|Driver & Vehicle Licensing Agency|06/12/2013|Cars Fuel|Operations|ALLSTAR BUSINESS SOLUTIONS LIMITED|2000335214|1894.04|#|SN5 6PS
Department for Transport|Driver & Vehicle Licensing Agency|06/12/2013|Cars Fuel|Operations|ALLSTAR BUSINESS SOLUTIONS LIMITED|2000335214|1459.59|#|SN5 6PS
Department for Transport|Driver & Vehicle Licensing Agency|06/12/2013|Cars Maintenance|Finance & Commercial|ALLSTAR BUSINESS SOLUTIONS LIMITED|2000335214|1381.55|#|SN5 6PS
Department for Transport|Driver & Vehicle Licensing Agency|06/12/2013|Cars Maintenance|Operations|ALLSTAR BUSINESS SOLUTIONS LIMITED|2000335214|33.08|#|SN5 6PS
Department for Transport|Driver & Vehicle Licensing Agency|06/12/2013|NI Agency Funding|Finance & Commercial|DRIVER VEHICLE LICENSING N.IRELAND|2000335215|1000000|DEC 13 FUNDING REQUEST|BT51 3TA
Department for Transport|Driver & Vehicle Licensing Agency|30/12/2013|Software Licence Expense|Finance & Commercial|EMC COMPUTER SYSTEMS (UK) LTD|2000335216|16101.91|#|TW8 9AN
Department for Transport|Driver & Vehicle Licensing Agency|30/12/2013|Software Licence Expense|Finance & Commercial|EMC COMPUTER SYSTEMS (UK) LTD|2000335216|43371|#|TW8 9AN
Department for Transport|Driver & Vehicle Licensing Agency|06/12/2013|Recruitment Advertising|Human Resource & Estates|WHITEHALL & INDUSTRY GROUP|2000335222|4500|Advertising services for DVLA|SW1H 9AA
Department for Transport|Driver & Vehicle Licensing Agency|30/12/2013|Secured Stock |Information Services|WILLIAMS LEA LIMITED|2000335227|1150.03|NAVIGATOR 90gsm SRA3 (STOCK) FSC|NR3 1PD
Department for Transport|Driver & Vehicle Licensing Agency|30/12/2013|Machine Consumables |Information Services|WILLIAMS LEA LIMITED|2000335227|-0.33|NAVIGATOR 90gsm SRA3 (STOCK) FSC|NR3 1PD
Department for Transport|Driver & Vehicle Licensing Agency|30/12/2013|Secured Stock |Operations|WILLIAMS LEA LIMITED|2000335227|6011.85|Notes on Your Driving Licence|NR3 1PD
Department for Transport|Driver & Vehicle Licensing Agency|30/12/2013|Printing Stock |Operations|WILLIAMS LEA LIMITED|2000335227|-0.05|Notes on Your Driving Licence|NR3 1PD
Department for Transport|Driver & Vehicle Licensing Agency|30/12/2013|Secured Stock |Operations|WILLIAMS LEA LIMITED|2000335227|6011.85|Notes on Your Driving Licence|NR3 1PD
Department for Transport|Driver & Vehicle Licensing Agency|30/12/2013|Printing Stock |Operations|WILLIAMS LEA LIMITED|2000335227|-0.05|Notes on Your Driving Licence|NR3 1PD
Department for Transport|Driver & Vehicle Licensing Agency|30/12/2013|Secured Stock |Operations|WILLIAMS LEA LIMITED|2000335227|2142|#|NR3 1PD
Department for Transport|Driver & Vehicle Licensing Agency|30/12/2013|Printing Stock |Operations|WILLIAMS LEA LIMITED|2000335227|0.46|#|NR3 1PD
Department for Transport|Driver & Vehicle Licensing Agency|30/12/2013|Secured Stock |Operations|WILLIAMS LEA LIMITED|2000335227|745.63|VEHICLE IDENTITY CHECK LETTER|NR3 1PD
Department for Transport|Driver & Vehicle Licensing Agency|30/12/2013|Machine Consumables|Operations|WILLIAMS LEA LIMITED|2000335227|0.17|VEHICLE IDENTITY CHECK LETTER|NR3 1PD
Department for Transport|Driver & Vehicle Licensing Agency|30/12/2013|Secured Stock |Operations|WILLIAMS LEA LIMITED|2000335227|1583.88|HARMONISED REGISTRATION CERTIFICATE - NI|NR3 1PD
Department for Transport|Driver & Vehicle Licensing Agency|30/12/2013|Printing Stock |Operations|WILLIAMS LEA LIMITED|2000335227|-0.58|HARMONISED REGISTRATION CERTIFICATE - NI|NR3 1PD
Department for Transport|Driver & Vehicle Licensing Agency|30/12/2013|Non Secured stock |Operations|WILLIAMS LEA LIMITED|2000335227|27266.62|PLAIN REEL - WIDTH 445mm|NR3 1PD
Department for Transport|Driver & Vehicle Licensing Agency|30/12/2013|Non Secured stock |Operations|WILLIAMS LEA LIMITED|2000335227|1533.98|REMINDER TO LGV/PCV DRIVERS|NR3 1PD
Department for Transport|Driver & Vehicle Licensing Agency|30/12/2013|Printing Stock |Operations|WILLIAMS LEA LIMITED|2000335227|-0.12|REMINDER TO LGV/PCV DRIVERS|NR3 1PD
Department for Transport|Driver & Vehicle Licensing Agency|30/12/2013|Secured Stock |Information Services|WILLIAMS LEA LIMITED|2000335227|3852.29|NAVIGATOR 100gsm (STOCK) FSC|NR3 1PD
Department for Transport|Driver & Vehicle Licensing Agency|30/12/2013|Machine Consumables |Information Services|WILLIAMS LEA LIMITED|2000335227|0.39|NAVIGATOR 100gsm (STOCK) FSC|NR3 1PD
Department for Transport|Driver & Vehicle Licensing Agency|30/12/2013|Secured Stock |Operations|WILLIAMS LEA LIMITED|2000335227|2674.08|Statutory off road notification|NR3 1PD
Department for Transport|Driver & Vehicle Licensing Agency|30/12/2013|Printing Stock |Operations|WILLIAMS LEA LIMITED|2000335227|-0.3|Statutory off road notification|NR3 1PD
Department for Transport|Driver & Vehicle Licensing Agency|30/12/2013|Non Secured stock |Information Services|WILLIAMS LEA LIMITED|2000335227|568.2|MOTORCYCLE TRADE LICENCES|NR3 1PD
Department for Transport|Driver & Vehicle Licensing Agency|30/12/2013|Printing Stock |Information Services|WILLIAMS LEA LIMITED|2000335227|0.02|MOTORCYCLE TRADE LICENCES|NR3 1PD
Department for Transport|Driver & Vehicle Licensing Agency|30/12/2013|Secured Stock |Operations|WILLIAMS LEA LIMITED|2000335227|1122.24|WINDSCREEN NOTICE OF OFFENCE REPORT|NR3 1PD
Department for Transport|Driver & Vehicle Licensing Agency|30/12/2013|Printing Stock |Operations|WILLIAMS LEA LIMITED|2000335227|0.11|WINDSCREEN NOTICE OF OFFENCE REPORT|NR3 1PD
Department for Transport|Driver & Vehicle Licensing Agency|30/12/2013|Secured Stock |Operations|WILLIAMS LEA LIMITED|2000335227|1361.28|Wheelclamping Window Sticker|NR3 1PD
Department for Transport|Driver & Vehicle Licensing Agency|30/12/2013|Printing Stock |Operations|WILLIAMS LEA LIMITED|2000335227|-0.05|Wheelclamping Window Sticker|NR3 1PD
Department for Transport|Driver & Vehicle Licensing Agency|30/12/2013|Non Secured stock |Information Services|WILLIAMS LEA LIMITED|2000335227|7243.78|#|NR3 1PD
Department for Transport|Driver & Vehicle Licensing Agency|30/12/2013|Printing Stock |Information Services|WILLIAMS LEA LIMITED|2000335227|-1207.54|#|NR3 1PD
Department for Transport|Driver & Vehicle Licensing Agency|30/12/2013|Secured Stock |Operations|WILLIAMS LEA LIMITED|2000335227|5449.22|#|NR3 1PD
Department for Transport|Driver & Vehicle Licensing Agency|30/12/2013|Printing Stock |Operations|WILLIAMS LEA LIMITED|2000335227|0.16|#|NR3 1PD
Department for Transport|Driver & Vehicle Licensing Agency|30/12/2013|Secured Stock |Operations|WILLIAMS LEA LIMITED|2000335227|4361.51|#|NR3 1PD
Department for Transport|Driver & Vehicle Licensing Agency|30/12/2013|Printing Stock |Operations|WILLIAMS LEA LIMITED|2000335227|-0.35|#|NR3 1PD
Department for Transport|Driver & Vehicle Licensing Agency|30/12/2013|Non-stock Printing Purchases|Operations|WILLIAMS LEA LIMITED|2000335227|54315.25|#|NR3 1PD
Department for Transport|Driver & Vehicle Licensing Agency|09/12/2013|Services provided by OGDs|Finance & Commercial|DEPARTMENT FOR TRANSPORT|2000336746|1556769|SSC CHARGE FOR APR AND MAY 13|HP2 4XN
Department for Transport|Driver & Vehicle Licensing Agency|09/12/2013|Diplomatic Vehicle Registration System|Operations|JEPSON & CO LTD|2000336773|792.32|DVLA Stamped Plates|S2 3QN
Department for Transport|Driver & Vehicle Licensing Agency|31/12/2013|Removal Costs|Finance & Commercial|TELEREAL TRILLIUM|2000336776|586.52|#|LS11 9DX
Department for Transport|Driver & Vehicle Licensing Agency|31/12/2013|Land & Buildings (excl Dwellings) Capital Cost|Finance & Commercial|TELEREAL TRILLIUM|2000336776|29191.44|#|LS11 9DX
Department for Transport|Driver & Vehicle Licensing Agency|31/12/2013|Translation Services|Operations|K INTERNATIONAL PLC|2000336780|1701.92|#|MK5 8PL
Department for Transport|Driver & Vehicle Licensing Agency|10/12/2013|Telephone Line Rental|Information Services|BRITISH TELECOMMUNICATIONS PLC|2000338084|4692.46|#|DH98 1BT
Department for Transport|Driver & Vehicle Licensing Agency|10/12/2013|Professional Services|Human Resource & Estates|TREASURY SOLICITOR|2000338118|942.8|#|WC2B 4TS
Department for Transport|Driver & Vehicle Licensing Agency|29/12/2013|Machinery Maintenance|Finance & Commercial|xxxxxx|2000338148|6726.85|#|xxxxxx
Department for Transport|Driver & Vehicle Licensing Agency|10/12/2013|Mail Collection/Delivery Costs|Operations|ROYAL MAIL GROUP LTD|2000338152|-2601.99|#|S49 1HQ
Department for Transport|Driver & Vehicle Licensing Agency|10/12/2013|Mail Collection/Delivery Costs|Finance & Commercial|ROYAL MAIL GROUP LTD|2000338152|2919.08|#|S49 1HQ
Department for Transport|Driver & Vehicle Licensing Agency|31/12/2013|Hospitality|Finance & Commercial|TELEREAL TRILLIUM|2000338156|2493.57|#|LS11 9DX
Department for Transport|Driver & Vehicle Licensing Agency|10/12/2013|Machinery Maintenance|Operations|RICOH UK LTD|2000338166|9794.36|#|TW13 7HG
Department for Transport|Driver & Vehicle Licensing Agency|10/12/2013|Medical Examinations|Operations|XX XXXXXX XXXXXXXX|2000338167|955.5|#|PL20 6BL
Department for Transport|Driver & Vehicle Licensing Agency|10/12/2013|Medical Examinations|Operations|XXXX X X XXXXXXXXXXX|2000338172|1092|#|PR7 1PP
Department for Transport|Driver & Vehicle Licensing Agency|10/12/2013|Medical Examinations|Operations|XX XXXX XXXX XXX|2000338174|1365|#|B75 7RR
Department for Transport|Driver & Vehicle Licensing Agency|10/12/2013|Medical Examinations|Operations|XX XXXXXXX X XXXXX|2000338177|546|#|SO16 6YD
Department for Transport|Driver & Vehicle Licensing Agency|10/12/2013|Professional Services|Corporate Affairs|XXX|2000338186|11250|XXXXX XXXXX|SA6 7JL
Department for Transport|Driver & Vehicle Licensing Agency|21/12/2013|Manual Handling Equip. Repair & Maintenance|Operations|Express Tools Ltd|2000339854|584.85|#|BH8 9BU
Department for Transport|Driver & Vehicle Licensing Agency|09/12/2013|Ordinary Driving Licence Payments|Operations|LEEDS TEACHING HOSPS NHST     |#|504|COST OF MEDICAL CHECK|LS9 7TF
Department for Transport|Driver & Vehicle Licensing Agency|09/12/2013|Ordinary Driving Licence Payments|Operations|XX XXXXXXX XXXXXXX    |#|500|COST OF MEDICAL CHECK|NG23 6BP
Department for Transport|Driver & Vehicle Licensing Agency|09/12/2013|Ordinary Driving Licence Payments|Operations|GLOUCESTERSHIRE HOSP NHSFT    |#|550|COST OF MEDICAL CHECK|GL1 2EL
Department for Transport|Driver & Vehicle Licensing Agency|10/12/2013|Ordinary Driving Licence Payments|Operations|XX XXXXXXX XXXX        |#|500|COST OF MEDICAL CHECK|FK5 4WR
Department for Transport|Driver & Vehicle Licensing Agency|11/12/2013|Ordinary Driving Licence Payments|Operations|XX XXXXXXX XXXXXXX     |#|500|COST OF MEDICAL CHECK|NG23 6BP
Department for Transport|Driver & Vehicle Licensing Agency|11/12/2013|Ordinary Driving Licence Payments|Operations|PLYMOUTH HOSPITALS NHST       |#|500|COST OF MEDICAL CHECK|WF3 1WE
Department for Transport|Driver & Vehicle Licensing Agency|11/12/2013|Ordinary Driving Licence Payments|Operations|XX XXXXXXX XXXXXXX     |#|500|COST OF MEDICAL CHECK|NG23 6BP
Department for Transport|Driver & Vehicle Licensing Agency|11/12/2013|Ordinary Driving Licence Payments|Operations|XX X XXXX XXX         |#|500|COST OF MEDICAL CHECK|LE7 7UL
Department for Transport|Driver & Vehicle Licensing Agency|11/12/2013|Ordinary Driving Licence Payments|Operations|THE PENNINE ACUTE HOSPS NHST  |#|550|COST OF MEDICAL CHECK|M8 5RB
Department for Transport|Driver & Vehicle Licensing Agency|11/12/2013|Ordinary Driving Licence Payments|Operations|PENNINE ACUTE HOSPITALS       |#|550|COST OF MEDICAL CHECK|M8 5RB
Department for Transport|Driver & Vehicle Licensing Agency|11/12/2013|Ordinary Driving Licence Payments|Operations|PENNINE ACUTE HOSPITALS       |#|550|COST OF MEDICAL CHECK|M8 5RB
Department for Transport|Driver & Vehicle Licensing Agency|11/12/2013|Ordinary Driving Licence Payments|Operations|ERRINGTON & ASSOCIATES        |#|550|COST OF MEDICAL CHECK|EH13 0DT
Department for Transport|Driver & Vehicle Licensing Agency|11/12/2013|Ordinary Driving Licence Payments|Operations|ERRINGTON & ASSOCIATES        |#|550|COST OF MEDICAL CHECK|EH13 0DT
Department for Transport|Driver & Vehicle Licensing Agency|11/12/2013|Ordinary Driving Licence Payments|Operations|GLOUCESTERSHIRE H NHSFT       |#|550|COST OF MEDICAL CHECK|GL1 2EL
Department for Transport|Driver & Vehicle Licensing Agency|12/12/2013|Ordinary Driving Licence Payments|Operations|XX XXXXXXX XXXXXXX     |#|500|COST OF MEDICAL CHECK|NG23 6BP
Department for Transport|Driver & Vehicle Licensing Agency|12/12/2013|Ordinary Driving Licence Payments|Operations|XX XXXXXXX XXXXXXX     |#|500|COST OF MEDICAL CHECK|NG23 6BP
Department for Transport|Driver & Vehicle Licensing Agency|12/12/2013|Ordinary Driving Licence Payments|Operations|XX XXXXXXX XXXXXXX     |#|500|COST OF MEDICAL CHECK|NG23 6BP
Department for Transport|Driver & Vehicle Licensing Agency|12/12/2013|Ordinary Driving Licence Payments|Operations|XX XXXXXXX XXXXXXX     |#|500|COST OF MEDICAL CHECK|NG23 6BP
Department for Transport|Driver & Vehicle Licensing Agency|12/12/2013|Ordinary Driving Licence Payments|Operations|X XXXXX                |#|500|COST OF MEDICAL CHECK|CA2 7HY
Department for Transport|Driver & Vehicle Licensing Agency|12/12/2013|Debt Collection|Finance & Commercial|Inter-Credit International Ltd|2000342610|6299.84|#|N14 6JT
Department for Transport|Driver & Vehicle Licensing Agency|12/12/2013|Medical Examinations|Operations|XX X X XXXXXX|2000342614|819|#|BB4 8AL
Department for Transport|Driver & Vehicle Licensing Agency|12/12/2013|Non Stock Machine Consumables|Operations|XMA LIMITED GOSC|2000342615|136.7|0T650H11E LEXMARK T654 HIGH YIELD CARTRI|NG11 7EP
Department for Transport|Driver & Vehicle Licensing Agency|12/12/2013|Non Stock Machine Consumables|Operations|XMA LIMITED GOSC|2000342615|128.69|C9730AC HP Color LaserJet 5500 /5550 bla|NG11 7EP
Department for Transport|Driver & Vehicle Licensing Agency|12/12/2013|Non Stock Machine Consumables|Operations|XMA LIMITED GOSC|2000342615|181.58|C9731AC HP Color LaserJet 5500 /5550 cya|NG11 7EP
Department for Transport|Driver & Vehicle Licensing Agency|12/12/2013|Non Stock Machine Consumables|Operations|XMA LIMITED GOSC|2000342615|181.58|C9732AC HP Color LaserJet 5500 /5550 yel|NG11 7EP
Department for Transport|Driver & Vehicle Licensing Agency|12/12/2013|Non Stock Machine Consumables|Operations|XMA LIMITED GOSC|2000342615|181.58|C9733AC HP Color LaserJet 5500 /5550 mag|NG11 7EP
Department for Transport|Driver & Vehicle Licensing Agency|13/12/2013|Post Office Charges|Finance & Commercial|Post Office Ltd|2000344596|601779.05|#|BL4 9XX
Department for Transport|Driver & Vehicle Licensing Agency|13/12/2013|Live Running |Information Services|SPECIALIST COMPUTER CENTRES PLC|2000344600|73356.71|#|B11 2LE
Department for Transport|Driver & Vehicle Licensing Agency|20/12/2013|Car Hire and Leasing|Finance & Commercial|LINDE MATERIAL HANDLING|2000344601|19192.24|#|WD18 8YN
Department for Transport|Driver & Vehicle Licensing Agency|13/12/2013|Medical Examinations|Operations|XXXXX XXXXXXX|2000344607|682.5|#|NG7 2UH
Department for Transport|Driver & Vehicle Licensing Agency|13/12/2013|Secured Stock |Information Services|Banner Business Services Ltd|2000344608|15796.8|BANNER 100% RECYCLED A4 COPIER PAPER|NR3 1QU
Department for Transport|Driver & Vehicle Licensing Agency|31/12/2013|Medical Examinations|Operations|XX XXXXXX XXXXXX|2000344609|1228.5|#|HR1 2ER
Department for Transport|Driver & Vehicle Licensing Agency|13/12/2013|Machinery Maintenance|Operations|IBM UK LTD (EURO PAYMENTS)|2000344623|30137.08|#|PO6 3AE
Department for Transport|Driver & Vehicle Licensing Agency|14/12/2013|Ordinary Driving Licence Payments|Operations|GREATER GLASGOW NHS E F       |#|550|COST OF MEDICAL CHECK|G31 2ER
Department for Transport|Driver & Vehicle Licensing Agency|14/12/2013|Ordinary Driving Licence Payments|Operations|GLOUCESTERSHIRE HOSP NHSFT    |#|550|COST OF MEDICAL CHECK|GL1 2EL
Department for Transport|Driver & Vehicle Licensing Agency|16/12/2013|Government Broker Costs|Operations|DWP SHARED SERVICES|2000346218|55990.12|#|CF14 3UW
Department for Transport|Driver & Vehicle Licensing Agency|16/12/2013|Drivers Eye Sight Tests|Operations|DRIVING STANDARDS AGENCY|2000346219|6082|XXXXXXXX XXXXX XXXXXX XXXXXXX|NG1 6LP
Department for Transport|Driver & Vehicle Licensing Agency|16/12/2013|Non Stock Machine Consumables|Operations|XMA LIMITED GOSC|2000346230|132.74|C9723A Hp Colour Ljet 4600 Magenta Cr (C|NG11 7EP
Department for Transport|Driver & Vehicle Licensing Agency|16/12/2013|Non Stock Machine Consumables|Operations|XMA LIMITED GOSC|2000346230|454.99|#|NG11 7EP
Department for Transport|Driver & Vehicle Licensing Agency|16/12/2013|Non Stock Machine Consumables|Operations|XMA LIMITED GOSC|2000346230|410.11|0T650H11E LEXMARK T654 HIGH YIELD CARTRI|NG11 7EP
Department for Transport|Driver & Vehicle Licensing Agency|16/12/2013|Non Stock Machine Consumables|Operations|XMA LIMITED GOSC|2000346230|699.8|#|NG11 7EP
Department for Transport|Driver & Vehicle Licensing Agency|17/12/2013|Telephone Line Rental|Information Services|BRITISH TELECOMMUNICATIONS PLC|2000347647|4697.26|#|DH98 1BT
Department for Transport|Driver & Vehicle Licensing Agency|31/12/2013|Live Running |Information Services|SCAN-OPTICS LTD|2000347649|6150|#|WD24 7QJ
Department for Transport|Driver & Vehicle Licensing Agency|17/12/2013|Cars Fuel|Finance & Commercial|ALLSTAR BUSINESS SOLUTIONS LIMITED|2000347650|274|#|SN5 6PS
Department for Transport|Driver & Vehicle Licensing Agency|17/12/2013|Cars Fuel|Finance & Commercial|ALLSTAR BUSINESS SOLUTIONS LIMITED|2000347650|5750.84|#|SN5 6PS
Department for Transport|Driver & Vehicle Licensing Agency|17/12/2013|Cars Fuel|Operations|ALLSTAR BUSINESS SOLUTIONS LIMITED|2000347650|2336.14|#|SN5 6PS
Department for Transport|Driver & Vehicle Licensing Agency|17/12/2013|Cars Fuel|Operations|ALLSTAR BUSINESS SOLUTIONS LIMITED|2000347650|1737.75|#|SN5 6PS
Department for Transport|Driver & Vehicle Licensing Agency|17/12/2013|Cars Maintenance|Finance & Commercial|ALLSTAR BUSINESS SOLUTIONS LIMITED|2000347650|8.32|#|SN5 6PS
Department for Transport|Driver & Vehicle Licensing Agency|17/12/2013|Cars Maintenance|Operations|ALLSTAR BUSINESS SOLUTIONS LIMITED|2000347650|116.04|#|SN5 6PS
Department for Transport|Driver & Vehicle Licensing Agency|17/12/2013|Debt Collection|Finance & Commercial|Inter-Credit International Ltd|2000347652|4716.56|#|N14 6JT
Department for Transport|Driver & Vehicle Licensing Agency|17/12/2013|Debt Collection|Finance & Commercial|Inter-Credit International Ltd|2000347652|7351.44|#|N14 6JT
Department for Transport|Driver & Vehicle Licensing Agency|17/12/2013|Stationery (Non-stock)|Operations|Banner Business Services Ltd|2000347658|640.3|0131608 IPA Alcohol Drum 25 Litres|NR3 1QU
Department for Transport|Driver & Vehicle Licensing Agency|17/12/2013|Non Stock Machine Consumables|Operations|XMA LIMITED GOSC|2000347659|546.82|0T650H11E LEXMARK T654 HIGH YIELD CARTRI|NG11 7EP
Department for Transport|Driver & Vehicle Licensing Agency|17/12/2013|Non Stock Machine Consumables|Operations|XMA LIMITED GOSC|2000347659|406.01|64416XE Lexmark T644 Extra H/Y Retn Cart|NG11 7EP
Department for Transport|Driver & Vehicle Licensing Agency|17/12/2013|Live Running |Information Services|DWP SHARED SERVICES|2000347665|5392|#|CF14 3UW
Department for Transport|Driver & Vehicle Licensing Agency|17/12/2013|Ordinary Driving Licence Payments|Operations|XX XXXXXXX XXXX        |#|500|COST OF MEDICAL CHECK|FK5 4WR
Department for Transport|Driver & Vehicle Licensing Agency|18/12/2013|Mail Collection/Delivery Costs|Finance & Commercial|ROYAL MAIL GROUP LTD|2000349152|2118.88|#|S49 1HQ
Department for Transport|Driver & Vehicle Licensing Agency|18/12/2013|Mail Collection/Delivery Costs|Operations|ROYAL MAIL GROUP LTD|2000349152|41173.83|#|S49 1HQ
Department for Transport|Driver & Vehicle Licensing Agency|18/12/2013|Agents Fees|Operations|NSL LTD|2000349155|751207.36|#|W5 1YY
Department for Transport|Driver & Vehicle Licensing Agency|18/12/2013|Agency Staff Costs|Information Services|CAPITA RESOURCING LTD|2000349158|28105.48|#|RG21 7JB
Department for Transport|Driver & Vehicle Licensing Agency|18/12/2013|Non Stock Machine Consumables|Operations|XMA LIMITED GOSC|2000349172|136.7|0T650H11E LEXMARK T654 HIGH YIELD CARTRI|NG11 7EP
Department for Transport|Driver & Vehicle Licensing Agency|18/12/2013|Non Stock Machine Consumables|Operations|XMA LIMITED GOSC|2000349172|406.01|64416XE Lexmark T644 Extra H/Y Retn Cart|NG11 7EP
Department for Transport|Driver & Vehicle Licensing Agency|18/12/2013|Non Stock Machine Consumables|Operations|XMA LIMITED GOSC|2000349172|541.34|64416XE Lexmark T644 Extra H/Y Retn Cart|NG11 7EP
Department for Transport|Driver & Vehicle Licensing Agency|18/12/2013|Non Stock Machine Consumables|Operations|XMA LIMITED GOSC|2000349172|273.41|0T650H11E LEXMARK T654 HIGH YIELD CARTRI|NG11 7EP
Department for Transport|Driver & Vehicle Licensing Agency|18/12/2013|Non Stock Machine Consumables|Operations|XMA LIMITED GOSC|2000349172|270.67|64416XE Lexmark T644 Extra H/Y Retn Cart|NG11 7EP
Department for Transport|Driver & Vehicle Licensing Agency|18/12/2013|Non Stock Machine Consumables|Finance & Commercial|XMA LIMITED GOSC|2000349172|410.11|0T650H11E LEXMARK T654 HIGH YIELD CARTRI|NG11 7EP
Department for Transport|Driver & Vehicle Licensing Agency|18/12/2013|Non Stock Machine Consumables|Finance & Commercial|XMA LIMITED GOSC|2000349172|110.18|C9730A-LON Longbow Hp 5500 Black (C9730A|NG11 7EP
Department for Transport|Driver & Vehicle Licensing Agency|18/12/2013|Non Stock Machine Consumables|Finance & Commercial|XMA LIMITED GOSC|2000349172|59.39|C9731A-LON Longbow Hp L/J 5500 Print Car|NG11 7EP
Department for Transport|Driver & Vehicle Licensing Agency|18/12/2013|Non Stock Machine Consumables|Finance & Commercial|XMA LIMITED GOSC|2000349172|59.39|C9732A-LON Longbow Hp Colour Lj5500 Col|NG11 7EP
Department for Transport|Driver & Vehicle Licensing Agency|18/12/2013|Non Stock Machine Consumables|Operations|XMA LIMITED GOSC|2000349172|812.02|64416XE Lexmark T644 Extra H/Y Retn Cart|NG11 7EP
Department for Transport|Driver & Vehicle Licensing Agency|19/12/2013|Professional Services|Corporate Affairs|TREASURY SOLICITOR|2000351273|9588.6|#|WC2B 4TS
Department for Transport|Driver & Vehicle Licensing Agency|19/12/2013|Professional Services|Human Resource & Estates|TREASURY SOLICITOR|2000351273|9.3|#|WC2B 4TS
Department for Transport|Driver & Vehicle Licensing Agency|19/12/2013|Ordinary Driving Licence Payments|Operations|MID STARDSHIRE NHS FT         |#|660|COST OF MEDICAL CHECK|ST16 3XZ
