DEPARTMENTFAMILY|ENTITY|DATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNO|SUMOFAMOUNT|TEXT|POSTCODE
Department For Transport|Highways Agency|04/04/2012|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|BIRSE CIVILS LTD|523452|212618|Apps and Certs Receipt - APC19735|DN18 5BW
Department For Transport|Highways Agency|04/04/2012|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|BIRSE CIVILS LTD|523487|125008.47|Apps and Certs Receipt - APC19242|DN18 5BW
Department For Transport|Highways Agency|04/04/2012|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|495642|-19505.84|Apps and Certs Receipt - APC4558|M2 5JB
Department For Transport|Highways Agency|04/04/2012|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|498098|-880.03|Apps and Certs Receipt - APC5428|M2 5JB
Department For Transport|Highways Agency|04/04/2012|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|503532|-82154.91|Apps and Certs Receipt - APC7150|M2 5JB
Department For Transport|Highways Agency|04/04/2012|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|508964|-835.99|Apps and Certs Receipt - APC9900|M2 5JB
Department For Transport|Highways Agency|04/04/2012|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|515265|-1440.42|Apps and Certs Receipt - APC12429|M2 5JB
Department For Transport|Highways Agency|04/04/2012|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|518120|-120.15|Apps and Certs Receipt - APC14309|M2 5JB
Department For Transport|Highways Agency|04/04/2012|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|521265|-60803.42|Apps and Certs Receipt - APC17529|M2 5JB
Department For Transport|Highways Agency|04/04/2012|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|523448|580291.11|Apps and Certs Receipt - APC19979|M2 5JB
Department For Transport|Highways Agency|04/04/2012|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|NETWORK RAIL|523510|10050|Invoice 1108910 Mar 12|SN1 1GW
Department For Transport|Highways Agency|04/04/2012|TEC - Technology Maintenance|NETWORK DELIVERY & DEVELOPMENT|GAI-TRONICS|523489|1035.57||DE13 0BZ
Department For Transport|Highways Agency|04/04/2012|TEC - Technology Maintenance|NETWORK DELIVERY & DEVELOPMENT|GAI-TRONICS|523490|29064.73||DE13 0BZ
Department For Transport|Highways Agency|04/04/2012|TEC - Technology Maintenance|NETWORK DELIVERY & DEVELOPMENT|HILL & SMITH T/A TECHSPAN SYSTEMS|523478|6789.59||HP19 8BP
Department For Transport|Highways Agency|04/04/2012|WM - Winter Maintenance|NETWORK DELIVERY & DEVELOPMENT|AMEY LG LIMITED|523480|53222.07|Apps and Certs Receipt - APC18387|OX4 4DQ
Department For Transport|Highways Agency|04/04/2012|WM - Winter Maintenance|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|523453|177905.13|Apps and Certs Receipt - APC19055|M2 5JB
Department For Transport|Highways Agency|05/04/2012|CM - Lump Sum Fees|NETWORK DELIVERY & DEVELOPMENT|BALFOUR BEATTY MOTT MACDONALD|523543|199759.93|Apps and Certs Receipt - APC19328|BS32 4SR
Department For Transport|Highways Agency|05/04/2012|CM - Time Based Charges|NETWORK DELIVERY & DEVELOPMENT|BALFOUR BEATTY MOTT MACDONALD|523539|1687.35|Apps and Certs Receipt - APC19350|BS32 4SR
Department For Transport|Highways Agency|05/04/2012|CM - Time Based Charges|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|521204|-8821.21|Apps and Certs Receipt - APC17682|M2 5JB
Department For Transport|Highways Agency|05/04/2012|CM - Time Based Charges|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|523560|542638.74|Apps and Certs Receipt - APC19998|M2 5JB
Department For Transport|Highways Agency|05/04/2012|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|BALFOUR BEATTY MOTT MACDONALD|523543|70549.59|Apps and Certs Receipt - APC19328|BS32 4SR
Department For Transport|Highways Agency|05/04/2012|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|483963|-6534.83|Apps & Certs - September 2010|M2 5JB
Department For Transport|Highways Agency|05/04/2012|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|498054|-88063.85|Apps and Certs Receipt - APC5412|M2 5JB
Department For Transport|Highways Agency|05/04/2012|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|501671|-20001.68|Apps and Certs Receipt - APC6515|M2 5JB
Department For Transport|Highways Agency|05/04/2012|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|503531|-14963.12|Apps and Certs Receipt - APC7204|M2 5JB
Department For Transport|Highways Agency|05/04/2012|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|519636|-0.11|Apps and Certs Receipt - APC15747|M2 5JB
Department For Transport|Highways Agency|05/04/2012|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|521204|-13758.67|Apps and Certs Receipt - APC17682|M2 5JB
Department For Transport|Highways Agency|05/04/2012|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|521540|-2826.28|Apps and Certs Receipt - APC17448|M2 5JB
Department For Transport|Highways Agency|05/04/2012|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|521540|-10.11|Apps and Certs Receipt - APC17448|M2 5JB
Department For Transport|Highways Agency|05/04/2012|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|523535|1662.18|Apps and Certs Receipt - APC19526|M2 5JB
Department For Transport|Highways Agency|05/04/2012|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|523535|58796.45|Apps and Certs Receipt - APC19526|M2 5JB
Department For Transport|Highways Agency|05/04/2012|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|523535|38.63|Apps and Certs Receipt - APC19526|M2 5JB
Department For Transport|Highways Agency|05/04/2012|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|523535|31521.43|Apps and Certs Receipt - APC19526|M2 5JB
Department For Transport|Highways Agency|05/04/2012|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|523560|65.03|Apps and Certs Receipt - APC19998|M2 5JB
Department For Transport|Highways Agency|05/04/2012|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|523560|29492.12|Apps and Certs Receipt - APC19998|M2 5JB
Department For Transport|Highways Agency|05/04/2012|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|523561|464400.27|Apps and Certs Receipt - APC19998|M2 5JB
Department For Transport|Highways Agency|05/04/2012|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|523562|534554.93|Apps and Certs Receipt - APC19998|M2 5JB
Department For Transport|Highways Agency|05/04/2012|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|GENESYS TELECOMMUNICATIONS LTD|523556|9384.83||GU14 7BF
Department For Transport|Highways Agency|05/04/2012|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|MOUCHEL LIMITED|523566|9613.57||OL1 9LH
Department For Transport|Highways Agency|05/04/2012|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|BALFOUR BEATTY MOTT MACDONALD|523537|210505.8|Apps and Certs Receipt - APC19409|BS32 4SR
Department For Transport|Highways Agency|05/04/2012|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|BALFOUR BEATTY MOTT MACDONALD|523538|33639.12|Apps and Certs Receipt - APC19393|BS32 4SR
Department For Transport|Highways Agency|05/04/2012|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|BALFOUR BEATTY MOTT MACDONALD|523542|5374.51|Apps and Certs Receipt - APC19348|BS32 4SR
Department For Transport|Highways Agency|05/04/2012|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|BALFOUR BEATTY MOTT MACDONALD|523542|253.93|Apps and Certs Receipt - APC19348|BS32 4SR
Department For Transport|Highways Agency|05/04/2012|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|BALFOUR BEATTY MOTT MACDONALD|523542|24467.76|Apps and Certs Receipt - APC19348|BS32 4SR
Department For Transport|Highways Agency|05/04/2012|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|BALFOUR BEATTY MOTT MACDONALD|523542|11564.15|Apps and Certs Receipt - APC19348|BS32 4SR
Department For Transport|Highways Agency|05/04/2012|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|BALFOUR BEATTY MOTT MACDONALD|523542|5269.66|Apps and Certs Receipt - APC19348|BS32 4SR
Department For Transport|Highways Agency|05/04/2012|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|501668|-47715.29|Apps and Certs Receipt - APC6510|M2 5JB
Department For Transport|Highways Agency|05/04/2012|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|503531|-18976.46|Apps and Certs Receipt - APC7204|M2 5JB
Department For Transport|Highways Agency|05/04/2012|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|505241|-7384.91|Apps and Certs Receipt - APC7983|M2 5JB
Department For Transport|Highways Agency|05/04/2012|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|506905|-2997.38|Apps and Certs Receipt - APC9033|M2 5JB
Department For Transport|Highways Agency|05/04/2012|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|509087|-292.03|Apps and Certs Receipt - APC9893|M2 5JB
Department For Transport|Highways Agency|05/04/2012|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|517958|-17.22|Apps and Certs Receipt - APC14392|M2 5JB
Department For Transport|Highways Agency|05/04/2012|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|519636|-3102.98|Apps and Certs Receipt - APC15747|M2 5JB
Department For Transport|Highways Agency|05/04/2012|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|521203|-25904.74|Apps and Certs Receipt - APC17682|M2 5JB
Department For Transport|Highways Agency|05/04/2012|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|521204|-1069.63|Apps and Certs Receipt - APC17682|M2 5JB
Department For Transport|Highways Agency|05/04/2012|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|521205|-20371.45|Apps and Certs Receipt - APC17682|M2 5JB
Department For Transport|Highways Agency|05/04/2012|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|521205|-29708.24|Apps and Certs Receipt - APC17682|M2 5JB
Department For Transport|Highways Agency|05/04/2012|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|521540|-97.31|Apps and Certs Receipt - APC17448|M2 5JB
Department For Transport|Highways Agency|05/04/2012|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|523535|50393.94|Apps and Certs Receipt - APC19526|M2 5JB
Department For Transport|Highways Agency|05/04/2012|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|523535|54875.62|Apps and Certs Receipt - APC19526|M2 5JB
Department For Transport|Highways Agency|05/04/2012|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|523535|10326.86|Apps and Certs Receipt - APC19526|M2 5JB
Department For Transport|Highways Agency|05/04/2012|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|523535|9230.74|Apps and Certs Receipt - APC19526|M2 5JB
Department For Transport|Highways Agency|05/04/2012|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|523535|398.32|Apps and Certs Receipt - APC19526|M2 5JB
Department For Transport|Highways Agency|05/04/2012|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|523535|54471.47|Apps and Certs Receipt - APC19526|M2 5JB
Department For Transport|Highways Agency|05/04/2012|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|523535|25.24|Apps and Certs Receipt - APC19526|M2 5JB
Department For Transport|Highways Agency|05/04/2012|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|523535|7702.79|Apps and Certs Receipt - APC19526|M2 5JB
Department For Transport|Highways Agency|05/04/2012|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|523535|25065.45|Apps and Certs Receipt - APC19526|M2 5JB
Department For Transport|Highways Agency|05/04/2012|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|523560|165060.84|Apps and Certs Receipt - APC19998|M2 5JB
Department For Transport|Highways Agency|05/04/2012|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|523560|33652.59|Apps and Certs Receipt - APC19998|M2 5JB
Department For Transport|Highways Agency|05/04/2012|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|523561|1224572.63|Apps and Certs Receipt - APC19998|M2 5JB
Department For Transport|Highways Agency|05/04/2012|Lands Costs|NETWORK DELIVERY & DEVELOPMENT|EVERSHEDS LLP|LOMD237413|528.06|HAL00010886//91041396|CF10 5BT
Department For Transport|Highways Agency|05/04/2012|Legal Costs|FINANCE & BUSINESS SERVICES|TREASURY SOLICITOR|523565|12868.33|Invoice number 118360 dated 03 April 2012 (#11,992.50 line 1 20% vat, #875 line 2 0% vat)|WC2B 4TS
Department For Transport|Highways Agency|05/04/2012|RM - Electricity costs|NETWORK DELIVERY & DEVELOPMENT|BRITISH GAS TRADING LIMITED|460402|2236.93||CF10 5BT
Department For Transport|Highways Agency|05/04/2012|RM - Electricity costs|NETWORK DELIVERY & DEVELOPMENT|BRITISH GAS TRADING LIMITED|507974|12250.21||CF10 5BT
Department For Transport|Highways Agency|05/04/2012|TA Cost AUC - Programme|MAJOR PROJECTS|EVERSHEDS LLP|LOMD235659|2151.13|HAL00012071/XXXXXX/91041290|CF10 5BT
Department For Transport|Highways Agency|05/04/2012|TA Cost AUC - Programme|MAJOR PROJECTS|EVERSHEDS LLP|LOMD237382|885|HAL00012119/XXXXXX/91038361-B|CF10 5BT
Department For Transport|Highways Agency|05/04/2012|TA Cost AUC - Programme|MAJOR PROJECTS|EVERSHEDS LLP|LOMD237394|640|HAL00008954//91044553|CF10 5BT
Department For Transport|Highways Agency|05/04/2012|TA Cost AUC - Programme|MAJOR PROJECTS|EVERSHEDS LLP|LOMD237401|4367.43|00010731HIGHWAYSAGEN|CF10 5BT
Department For Transport|Highways Agency|05/04/2012|TA Cost AUC - Programme|MAJOR PROJECTS|EVERSHEDS LLP|LOMD237438|610.61|00011029ALXXXXXX|CF10 5BT
Department For Transport|Highways Agency|05/04/2012|TA Cost AUC - Programme|MAJOR PROJECTS|GENESYS TELECOMMUNICATIONS LTD|523519|92687.21|M1 J10-13 HSR 514446 C-0422_Rev3 - Final Payment - Bypass No1 Job Period March 2012 - Date of Application: 29 March 2012|GU14 7BF
Department For Transport|Highways Agency|05/04/2012|TA Cost AUC - Programme|MAJOR PROJECTS|HILL & SMITH T/A TECHSPAN SYSTEMS|523547|28157.28|Inv No 101921, Dated 30/3/12, M62 J25 to 30 MMS,XXXXXX, Soak Tests|HP19 8BP
Department For Transport|Highways Agency|05/04/2012|TA Cost AUC - Programme|MAJOR PROJECTS|HYDER HALCROW M25 JOINT VENTURE|523550|50372.64|Inv 845, Dtd 28/3/12, M1 J39 to J42 MMS Hyder Halcrow, TBF.|GU2 7AR
Department For Transport|Highways Agency|05/04/2012|TA Cost AUC - Programme|MAJOR PROJECTS|MOUCHEL LIMITED|LOMD236896|863|HAL99999466/XXXXXX/90093268|OL1 9LH
Department For Transport|Highways Agency|05/04/2012|TA Cost AUC - Programme|MAJOR PROJECTS|SKANSKA CONSTRUCTION UK LTD|523557|189578.33|cert 71a - main scheme|WD3 9AS
Department For Transport|Highways Agency|05/04/2012|TA Cost AUC - Programme|MAJOR PROJECTS|SKANSKA CONSTRUCTION UK LTD|523558|731160.15|cert 22 - catthorpe viaduct|WD3 9AS
Department For Transport|Highways Agency|05/04/2012|TA Cost AUC - Programme|MAJOR PROJECTS|SMITHS GORE|523520|15750|DC86|PE1 1QF
Department For Transport|Highways Agency|05/04/2012|TA Cost AUC - Programme|MAJOR PROJECTS|UNIVERSITY OF CAMBRIDGE|523525|4000|A14 Ellington to Fen Ditton Invoice No JD 719518 dated 30 Mar 12|CB2 3DZ
Department For Transport|Highways Agency|05/04/2012|TA Cost AUC - Programme|MAJOR PROJECTS|URS SCOTT WILSON LTD|523559|2390.32|A6 Clapham - URS Invoice 5049514|NG9 6RZ
Department For Transport|Highways Agency|05/04/2012|TA Cost AUC - Programme|MAJOR PROJECTS|VALUATION OFFICE AGENCY|523530|5000|DV313|SW19 4DT
Department For Transport|Highways Agency|05/04/2012|TA Cost AUC - Programme|MAJOR PROJECTS|VALUATION OFFICE AGENCY|LOMD236257|15800|HAL00010315/XXXXXX/18000000082012|SW19 4DT
Department For Transport|Highways Agency|05/04/2012|TA Cost AUC - Programme|MAJOR PROJECTS|VALUATION OFFICE AGENCY|LOMD236609|11500|HAL00009604/XXXXXX/25000130432011|SW19 4DT
Department For Transport|Highways Agency|05/04/2012|TA Cost AUC - Programme|MAJOR PROJECTS|VALUATION OFFICE AGENCY|LOMD236811|762|HAL00008608/XXXXXX /25000214332011|SW19 4DT
Department For Transport|Highways Agency|05/04/2012|TA Cost AUC - Programme|MAJOR PROJECTS|VALUATION OFFICE AGENCY|LOMD237308|10500|HAL00010774/XXXXXX/25000103152011|SW19 4DT
Department For Transport|Highways Agency|05/04/2012|TA Cost AUC - Programme|MAJOR PROJECTS|VALUATION OFFICE AGENCY|LOMD237390|4400|HAL00010791/XXXXXX/25000224172011|SW19 4DT
Department For Transport|Highways Agency|05/04/2012|TA Cost AUC - Programme|MAJOR PROJECTS|VALUATION OFFICE AGENCY|LOMD237391|3400|HAL00010586/XXXXXX/25000224282011|SW19 4DT
Department For Transport|Highways Agency|05/04/2012|TA Cost AUC - Programme|MAJOR PROJECTS|VALUATION OFFICE AGENCY|LOMD237393|4900|HAL00010787/XXXXXX/25000224152011|SW19 4DT
Department For Transport|Highways Agency|05/04/2012|TA Cost AUC - Programme|MAJOR PROJECTS|VALUATION OFFICE AGENCY|LOMD237398|6600|HAL00010345/XXXXXX/25000224212011|SW19 4DT
Department For Transport|Highways Agency|05/04/2012|TA Cost AUC - Programme|MAJOR PROJECTS|VALUATION OFFICE AGENCY|LOMD237400|11100|HAL00010316//18000000102012|SW19 4DT
Department For Transport|Highways Agency|05/04/2012|TA Cost AUC - Programme|MAJOR PROJECTS|VALUATION OFFICE AGENCY|LOMD237403|938|HAL66666644//25000047992011|SW19 4DT
Department For Transport|Highways Agency|05/04/2012|TA Cost AUC - Programme|MAJOR PROJECTS|VALUATION OFFICE AGENCY|LOMD237404|9900|HAL00009608/XXXXXX/25000224222011|SW19 4DT
Department For Transport|Highways Agency|05/04/2012|TA Cost AUC - Programme|MAJOR PROJECTS|VALUATION OFFICE AGENCY|LOMD237418|23800|HAL00010776//25000103142011|SW19 4DT
Department For Transport|Highways Agency|05/04/2012|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|BALFOUR BEATTY MOTT MACDONALD|471978|-28150.14|Apps & Certs - May 2010|BS32 4SR
Department For Transport|Highways Agency|05/04/2012|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|BALFOUR BEATTY MOTT MACDONALD|475352|-9940.93|Apps & Certs - June 2010|BS32 4SR
Department For Transport|Highways Agency|05/04/2012|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|BALFOUR BEATTY MOTT MACDONALD|504409|-3345.59|Apps and Certs Receipt - APC7681|BS32 4SR
Department For Transport|Highways Agency|05/04/2012|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|BALFOUR BEATTY MOTT MACDONALD|510419|-2672.51|Apps and Certs Receipt - APC10429|BS32 4SR
Department For Transport|Highways Agency|05/04/2012|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|BALFOUR BEATTY MOTT MACDONALD|523541|3186.64|Apps and Certs Receipt - APC19348|BS32 4SR
Department For Transport|Highways Agency|05/04/2012|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|BALFOUR BEATTY MOTT MACDONALD|523542|453.02|Apps and Certs Receipt - APC19348|BS32 4SR
Department For Transport|Highways Agency|05/04/2012|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|BALFOUR BEATTY MOTT MACDONALD|523542|119.41|Apps and Certs Receipt - APC19348|BS32 4SR
Department For Transport|Highways Agency|05/04/2012|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|BALFOUR BEATTY MOTT MACDONALD|523542|9959.2|Apps and Certs Receipt - APC19348|BS32 4SR
Department For Transport|Highways Agency|05/04/2012|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|BALFOUR BEATTY MOTT MACDONALD|523543|14296.44|Apps and Certs Receipt - APC19328|BS32 4SR
Department For Transport|Highways Agency|05/04/2012|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|BALFOUR BEATTY MOTT MACDONALD|523567|811.4|Apps and Certs Receipt - APC18628|BS32 4SR
Department For Transport|Highways Agency|05/04/2012|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|CARILLION CONSTRUCTION LIMITED|523534|1666350.5|Apps and Certs Receipt - APC19726|WV1 4HY
Department For Transport|Highways Agency|05/04/2012|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|510786|-7480.27|Apps and Certs Receipt - APC10725|M2 5JB
Department For Transport|Highways Agency|05/04/2012|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|514812|-6651.07|Apps and Certs Receipt - APC12329|M2 5JB
Department For Transport|Highways Agency|05/04/2012|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|519631|-5546.68|Apps and Certs Receipt - APC15717|M2 5JB
Department For Transport|Highways Agency|05/04/2012|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|521540|-57.12|Apps and Certs Receipt - APC17448|M2 5JB
Department For Transport|Highways Agency|05/04/2012|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|521540|-136.37|Apps and Certs Receipt - APC17448|M2 5JB
Department For Transport|Highways Agency|05/04/2012|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|521540|-9925.99|Apps and Certs Receipt - APC17448|M2 5JB
Department For Transport|Highways Agency|05/04/2012|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|523535|42634.3|Apps and Certs Receipt - APC19526|M2 5JB
Department For Transport|Highways Agency|05/04/2012|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|523535|176907.17|Apps and Certs Receipt - APC19526|M2 5JB
Department For Transport|Highways Agency|05/04/2012|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|523535|7531.4|Apps and Certs Receipt - APC19526|M2 5JB
Department For Transport|Highways Agency|05/04/2012|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|523535|26.27|Apps and Certs Receipt - APC19526|M2 5JB
Department For Transport|Highways Agency|05/04/2012|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|523535|2236.83|Apps and Certs Receipt - APC19526|M2 5JB
Department For Transport|Highways Agency|05/04/2012|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|523535|93637.13|Apps and Certs Receipt - APC19526|M2 5JB
Department For Transport|Highways Agency|05/04/2012|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|523535|38304.12|Apps and Certs Receipt - APC19526|M2 5JB
Department For Transport|Highways Agency|05/04/2012|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|523560|226493.22|Apps and Certs Receipt - APC19998|M2 5JB
Department For Transport|Highways Agency|05/04/2012|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|523561|16450.73|Apps and Certs Receipt - APC19998|M2 5JB
Department For Transport|Highways Agency|05/04/2012|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|MOUCHEL LIMITED|523554|24466.42|A19 Silverlink Interchange Task Order N240 Invoice No 90101584 Dated 30/3/12 Amt #24,466.42 (Excl VAT)|OL1 9LH
Department For Transport|Highways Agency|05/04/2012|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|MOUCHEL LIMITED|523555|3467|A19 Silverlink Interchange Task Order N240 Invoice No 90101637 Dated 30/3/12 Amt #3,467 (Excl VAT)|OL1 9LH
Department For Transport|Highways Agency|05/04/2012|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|BALFOUR BEATTY CIVIL ENGINEERING LTD|523549|21426.28|Apps and Certs Receipt - APC20210|RH1 1PQ
Department For Transport|Highways Agency|05/04/2012|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|BALFOUR BEATTY MOTT MACDONALD|523539|1981.18|Apps and Certs Receipt - APC19350|BS32 4SR
Department For Transport|Highways Agency|05/04/2012|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|BIRSE CIVILS LTD|523524|16047.78|Apps and Certs Receipt - APC20211|DN18 5BW
